commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,2493.6290108147,3.11,128.82495516931337,321241.645527103
Cod-likes,77179.88106968589,4.425161534247805,2661.714890846439,205430838.71694013
Crustaceans,7267.8845190326,3.084472467530927,121.47096104784575,882836.9173116501
Flatfishes,3643.2691632292003,3.3428829878654733,220.23330076537536,802369.1933946739
Herring-likes,1010067.6464611371,2.987836592681584,97.23812874785622,98217087.85063218
Molluscs,7539.9465079549,2.0141011499888632,10.330019705742984,77887.79600742212
Other fishes & inverts,266929.1401167515,3.2574755442022467,180.91540311080126,48291592.986241646
Perch-likes,758540.7981321054,3.658981809457478,456.0178151210339,345908117.44436795
Scorpionfishes,700.947728608,3.87980717237826,758.2408398242363,531487.1944126209
Sharks & rays,15250.341856636,4.051159463688035,1125.017980790604,17156908.801919065
Tuna & billfishes,60640.4533161168,4.432779774316442,2708.817673606009,164263931.6781773
