commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,1846.4376834211002,3.2017476134121394,159.1283697144862,293820.61834219226
Crustaceans,8195.7265323692,2.818444807539823,65.83317603139119,539550.7075106049
Flatfishes,691.2461631122,4.288896200183057,1944.8951807328312,1344401.3313369784
Herring-likes,12717.2067838525,2.957267013450208,90.6289635714634,1152547.2703445354
Molluscs,2725.8614490224995,2.099999708629714,12.589245671752519,34316.53944890355
Other fishes & inverts,48908.4913532825,3.4446649516565935,278.39725682395283,13615989.828151865
Perch-likes,112862.12392606889,3.671671210373483,469.53850233411754,52993112.63849396
Scorpionfishes,119.6725045985,3.894856856466195,784.976863461543,93940.14730231761
Sharks & rays,32240.654084842794,4.085776987182173,1218.3638011534276,39280845.86248185
Tuna & billfishes,17071.658151050196,4.441236641847048,2762.0824718242407,47153327.743991174
