system,layer,region_id,title,water_area_km2,common_area_km2,common_area_pct_of_water,ensemble_basis,n_models,baseline_central_tC_yr,common_antoinemorel_tC_yr,own_antoinemorel_tC_yr,scaled_antoinemorel_tC_yr,scaled_median_tC_yr,scaled_min_tC_yr,scaled_max_tC_yr,scaled_mean_tC_yr,spread_pct,cv_pct,model_max,model_min,rate_antoinemorel_mgC_m2_d
LME,lme,1,Fixed atlas LME + high-seas union,286481577.30024695,273395185.9192019,95.43203039288986,common mask,1,42972124085.65261,42261378534.9376,42261378534.9376,42972124085.65261,42972124085.65261,42972124085.65261,42972124085.65261,42972124085.65261,,,Antoine-Morel,Antoine-Morel,410.95782814201107
