unit_id,area_name,area_type,year,raw_rows_selected,taxon_rows_standardized,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled,source_data_status
EEZ_928,Colombia (Pacific),eez,2019,625,87,54847.975202943504,54847.97520294351,7.275957614183426e-12,True,available
EEZ_929,Costa Rica (Caribbean),eez,2019,32,14,601.562955336,601.562955336,0.0,True,available
EEZ_930,Costa Rica (Pacific),eez,2019,165,63,53716.9931959015,53716.993195901494,-7.275957614183426e-12,True,available
EEZ_931,Denmark (Baltic Sea),eez,2019,3387,67,66565.8646210142,66565.86462101419,-1.4551915228366852e-11,True,available
EEZ_932,Denmark (North Sea),eez,2019,4729,191,136822.7965781429,136822.7965781429,0.0,True,available
EEZ_933,Egypt (Mediterranean),eez,2019,211,88,55812.690645263196,55812.690645263196,0.0,True,available
EEZ_934,Egypt (Red Sea),eez,2019,158,57,65184.463024507,65184.463024507,0.0,True,available
EEZ_935,Guatemala (Caribbean),eez,2019,59,23,4694.347823298999,4694.347823299001,1.8189894035458565e-12,True,available
EEZ_936,Guatemala (Pacific),eez,2019,230,77,32146.8257039048,32146.8257039048,0.0,True,available
EEZ_937,Indonesia (Central),eez,2019,1813,138,1876235.8826732747,1876235.8826732747,0.0,True,available
EEZ_938,Indonesia (Indian Ocean),eez,2019,1376,147,2112707.5725245103,2112707.572524511,4.656612873077393e-10,True,available
EEZ_939,Israel (Mediterranean),eez,2019,267,50,2520.914048787,2520.9140487869995,-4.547473508864641e-13,True,available
EEZ_940,Israel (Red Sea),eez,2019,21,10,111.2352,111.23519999999999,-1.4210854715202004e-14,True,available
EEZ_941,Gilbert Isl. (Kiribati),eez,2019,753,38,599962.7992743407,599962.7992743407,0.0,True,available
EEZ_942,Line Isl. (Kiribati),eez,2019,805,40,110424.34936910501,110424.34936910501,0.0,True,available
EEZ_943,Phoenix Isl. (Kiribati),eez,2019,601,30,77760.62795477301,77760.62795477301,0.0,True,available
EEZ_944,Mexico (Atlantic),eez,2019,565,103,513071.27373900806,513071.273739008,-5.820766091346741e-11,True,available
EEZ_945,Mexico (Pacific),eez,2019,706,136,2162472.0180045683,2162472.0180045674,-9.313225746154785e-10,True,available
EEZ_946,Morocco (Central),eez,2019,1209,232,947648.9249708245,947648.9249708245,0.0,True,available
EEZ_947,Morocco (Mediterranean),eez,2019,1371,110,66046.1481549044,66046.1481549044,0.0,True,available
EEZ_948,Morocco (South),eez,2019,1394,227,1708699.3094834064,1708699.3094834066,2.3283064365386963e-10,True,available
EEZ_949,Nicaragua (Caribbean),eez,2019,94,27,34605.779645753995,34605.779645754,7.275957614183426e-12,True,available
EEZ_950,Nicaragua (Pacific),eez,2019,175,46,24556.3459940686,24556.345994068597,-3.637978807091713e-12,True,available
EEZ_951,Panama (Caribbean),eez,2019,32,12,1550.4602980179,1550.4602980179,0.0,True,available
EEZ_952,Panama (Pacific),eez,2019,408,67,303382.6234939234,303382.62349392334,-5.820766091346741e-11,True,available
EEZ_953,South Africa (Atlantic and Cape),eez,2019,860,100,649172.6258836818,649172.6258836818,0.0,True,available
EEZ_954,South Africa (Indian Ocean Coast),eez,2019,482,74,11740.798835807702,11740.7988358077,-1.8189894035458565e-12,True,available
EEZ_956,Thailand (Andaman Sea),eez,2019,1009,69,421454.1155394422,421454.1155394422,0.0,True,available
EEZ_957,Thailand (Gulf of Thailand),eez,2019,1054,59,1326966.3114427114,1326966.3114427112,-2.3283064365386963e-10,True,available
EEZ_958,"USA (Alaska, Arctic)",eez,2019,74,19,1473.4283625649998,1473.428362565,2.2737367544323206e-13,True,available
EEZ_959,"USA (Alaska, Subarctic)",eez,2019,474,82,2640185.1931024343,2640185.1931024347,4.656612873077393e-10,True,available
EEZ_962,"Spain (mainland, Med and Gulf of Cadiz)",eez,2019,5796,375,200667.82998734072,200667.8299873407,-2.9103830456733704e-11,True,available
EEZ_963,Spain (Northwest),eez,2019,4044,312,194491.9853032628,194491.98530326283,2.9103830456733704e-11,True,available
EEZ_966,Türkiye (Marmara Sea),eez,2019,1993,89,135279.2422413837,135279.2422413837,0.0,True,available
EEZ_967,Aruba (Netherlands),eez,2019,399,63,2447.9523494379,2447.9523494378996,-4.547473508864641e-13,True,available
EEZ_968,United Arab Emirates (Fujairah),eez,2019,869,51,34815.7976770108,34815.79767701079,-7.275957614183426e-12,True,available
EEZ_969,Fernando de Noronha (Brazil),eez,2019,238,39,7461.650372688001,7461.650372688001,0.0,True,available
EEZ_970,St Paul and St. Peter Archipelago (Brazil),eez,2019,68,16,6274.562444918601,6274.562444918601,0.0,True,available
EEZ_971,Ogasawara Isl.  / Bonin Islands (Japan),eez,2019,217,29,18442.865565138098,18442.865565138098,0.0,True,available
EEZ_972,Glorieuses Isl. (France),eez,2019,17,9,102.51420178960001,102.51420178960001,0.0,True,available
EEZ_973,"Korea (North, Yellow Sea)",eez,2019,320,58,89045.4804653548,89045.48046535479,-1.4551915228366852e-11,True,available
EEZ_974,"Korea (North, Sea of Japan)",eez,2019,265,53,177084.6873231058,177084.68732310584,2.9103830456733704e-11,True,available
EEZ_977,Socotra (Yemen),eez,2019,1042,73,5568.2319259029,5568.2319259029,0.0,True,available
