unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,fraction_eez_ppr,rank_eez_ppr
EEZ_463,Malaysia (Sarawak),EEZ,2019,172418.003123827,172418.003123827,0.0,1.0,142,142,142871346.13405973,142871346.1340597,142871346.13405973,97811219.7385735,116816988.36898412,0.0021503110763008704,79
EEZ_184,Cook Islands,EEZ,2019,57850.209005275494,57850.209005275494,0.0,1.0,38,38,137382390.5661584,137382390.56615847,137382390.56615847,135375928.81434494,135482637.65419087,0.0020676985561954987,80
EEZ_384,Côte d'Ivoire,EEZ,2019,239562.63863203014,239562.63863203014,0.0,1.0,194,194,133414622.3409288,133414622.34092882,133414622.34092876,119396344.3349186,118271335.48023751,0.0020079809417558603,81
EEZ_584,Marshall Isl.,EEZ,2019,56340.9448327468,56340.9448327468,0.0,1.0,69,69,133348178.67679022,133348178.67679021,133348178.67679021,129917071.8692781,131136867.28438196,0.002006980919352396,82
EEZ_144,Sri Lanka,EEZ,2019,312721.78206485976,312721.78206485976,0.0,1.0,79,79,124000252.48143452,124000252.48143452,124000252.48143451,93655505.52803203,108693151.46193188,0.001866288262761513,83
EEZ_462,Maldives,EEZ,2019,51028.4249362374,51028.4249362374,0.0,1.0,72,72,122606801.38745148,122606801.38745153,122606801.38745151,119365084.13676476,120239573.18308131,0.0018453158746462382,84
EEZ_620,Portugal (mainland),EEZ,2019,208342.58846173977,208342.58846173977,0.0,1.0,254,254,114209964.99740621,114209964.99740623,114209964.9974062,91002480.39629517,100522142.76751196,0.0017189377674612023,85
EEZ_266,Gabon,EEZ,2019,158907.53279788652,158907.53279788652,0.0,1.0,184,184,113127683.75920805,113127683.75920808,113127683.75920807,103957804.80366671,100969694.24424481,0.001702648697629198,86
EEZ_834,Tanzania,EEZ,2019,129515.23121131358,129515.23121131358,0.0,1.0,112,112,108837946.14807098,108837946.14807098,108837946.14807098,78818215.59635648,90208962.19375764,0.0016380852246218316,87
EEZ_723,Canary Isl. (Spain),EEZ,2019,92826.4650597252,92826.4650597252,0.0,1.0,174,174,101920689.58241549,101920689.58241552,101920689.58241552,82436966.40149522,92632535.1043963,0.0015339758016113768,88
EEZ_120,Cameroon,EEZ,2019,280509.9182943578,280509.9182943578,0.0,1.0,63,63,101123441.33925112,101123441.33925112,101123441.3392511,79121776.76546197,86478242.55571876,0.0015219766725051867,89
EEZ_430,Liberia,EEZ,2019,179043.09265420676,179043.09265420676,0.0,1.0,239,239,96290641.00214319,96290641.00214316,96290641.00214317,80575332.56567119,89268475.32954851,0.0014492397355641527,90
EEZ_966,Turkey (Marmara Sea),EEZ,2019,135279.24224138368,135279.24224138368,0.0,1.0,89,89,93378447.55892137,93378447.55892137,93378447.55892137,63553118.69855156,80264120.35753952,0.0014054092405997197,91
EEZ_974,"Korea (North, Sea of Japan)",EEZ,2019,177084.68732310578,177084.68732310578,0.0,1.0,53,53,88730291.34530385,88730291.34530385,88730291.34530388,63446825.60801261,83510305.69856766,0.0013354513234877755,92
EEZ_450,Madagascar,EEZ,2019,159996.68620932242,159996.68620932242,0.0,1.0,96,96,87751516.13578317,87751516.13578317,87751516.13578315,56239923.29380205,73763184.84527262,0.0013207200898906189,93
EEZ_928,Colombia (Pacific),EEZ,2019,54847.9752029435,54847.9752029435,0.0,1.0,87,87,82458630.09635389,82458630.09635389,82458630.09635389,71105374.39050384,75675592.11803311,0.0012410585497417382,94
EEZ_930,Costa Rica (Pacific),EEZ,2019,53716.993195901494,53716.993195901494,0.0,1.0,63,63,80279567.24893846,80279567.24893844,80279567.24893846,74719678.55634749,75119400.23806289,0.001208262169616948,95
EEZ_242,Fiji,EEZ,2019,57561.8277487637,57561.8277487637,0.0,1.0,57,57,79413036.45710625,79413036.45710625,79413036.45710625,68827217.75327721,74891764.60643005,0.0011952202909614185,96
EEZ_204,Benin,EEZ,2019,83987.6435485869,83987.6435485869,0.0,1.0,96,96,78537967.78151909,78537967.78151909,78537967.78151909,52952929.63848208,68960954.54882826,0.0011820499113397874,97
EEZ_784,United Arab Emirates,EEZ,2019,49925.3333488044,49925.3333488044,0.0,1.0,42,42,78213745.6926087,78213745.69260868,78213745.6926087,51264275.88172145,70734405.98405288,0.0011771701480574339,98
EEZ_788,Tunisia,EEZ,2019,133288.5662711512,133288.5662711512,0.0,1.0,167,167,74633904.02001323,74633904.02001323,74633904.02001323,52178784.33944455,57465097.24281223,0.0011232910924715612,99
EEZ_357,Andaman & Nicobar Isl. (India),EEZ,2019,61303.310995657,61303.310995657,0.0,1.0,90,90,69444286.60999125,69444286.60999125,69444286.60999125,53936063.19903991,62035701.98379009,0.0010451838155368072,100
EEZ_132,Cape Verde,EEZ,2019,41113.6989825735,41113.6989825735,0.0,1.0,91,91,68290801.75380284,68290801.75380284,68290801.75380284,65453403.432502314,65735516.97741273,0.0010278230827536227,101
EEZ_858,Uruguay,EEZ,2019,107838.9938680954,107838.9938680954,0.0,1.0,60,60,66273884.30512683,66273884.30512683,66273884.30512684,58304573.990053095,61954568.46990002,0.0009974671013253872,102
EEZ_914,Sweden (Baltic),EEZ,2019,258009.42244459942,258009.42244459942,0.0,1.0,63,63,65614786.95071074,65614786.95071076,65614786.950710736,58930501.54015318,62120902.913858816,0.0009875472371964971,103
EEZ_947,Morocco (Mediterranean),EEZ,2019,66046.14815490438,66046.14815490438,0.0,1.0,110,110,64564291.36796549,64564291.36796549,64564291.36796549,56427166.47699314,53151066.53940716,0.0009717365631298954,104
EEZ_268,Georgia,EEZ,2019,350092.2854428537,350092.2854428537,0.0,1.0,29,29,62582880.30789505,62582880.30789504,62582880.30789506,56232930.953583054,61867120.80999226,0.0009419149770353916,105
EEZ_300,Greece (without Crete),EEZ,2019,108516.7645129038,108516.7645129038,0.0,1.0,155,155,60672881.10444955,60672881.10444954,60672881.10444955,45202170.90468926,51972308.116400525,0.0009131681880253621,106
EEZ_973,"Korea (North, Yellow Sea)",EEZ,2019,89045.48046535479,89045.48046535479,0.0,1.0,58,58,58964164.09103803,58964164.09103805,58964164.09103804,34035460.416067936,52997138.40968333,0.0008874508330789416,107
EEZ_270,Gambia,EEZ,2019,168306.30279973362,168306.30279973362,0.0,1.0,238,238,52717675.19812376,52717675.19812377,52717675.198123775,36169282.05065127,40799827.85035961,0.0007934369204374212,108
EEZ_740,Suriname,EEZ,2019,58397.2558737715,58397.2558737715,0.0,1.0,80,80,50180471.08869745,50180471.08869745,50180471.08869745,38776814.36208194,41306279.01996325,0.0007552502703710307,109
EEZ_684,Saudi Arabia (Persian Gulf),EEZ,2019,52003.642323932094,52003.642323932094,0.0,1.0,101,101,49497257.93937051,49497257.9393705,49497257.93937052,27757809.108077534,36273332.4841109,0.0007449674471022306,110
EEZ_616,Poland,EEZ,2019,155232.70535576172,155232.70535576172,0.0,1.0,56,56,48709783.74274053,48709783.74274053,48709783.74274052,44737293.36258347,44613820.51525869,0.000733115424053986,111
EEZ_258,French Polynesia,EEZ,2019,30503.7776851117,30503.7776851117,0.0,1.0,63,63,47721884.851591855,47721884.851591855,47721884.851591855,43868719.699264675,45438783.845118515,0.000718246872833722,112
EEZ_842,Hawaii Main Islands (USA),EEZ,2019,22486.1865752072,22486.1865752072,0.0,1.0,140,140,47556032.822993144,47556032.822993144,47556032.82299315,43053065.938609466,45887678.36081641,0.0007157506868330097,113
EEZ_968,United Arab Emirates (Fujairah),EEZ,2019,34815.7976770108,34815.7976770108,0.0,1.0,51,51,46252931.13406608,46252931.134066075,46252931.134066075,35581724.06247574,38845754.05190053,0.0006961381188054293,114
EEZ_174,Comoros Isl.,EEZ,2019,20265.440293107604,20265.440293107604,0.0,1.0,42,42,42645896.13210497,42645896.13210498,42645896.13210498,41548418.877320364,41639538.32029089,0.0006418497850898357,115
EEZ_932,Denmark (North Sea),EEZ,2019,136822.7965781429,136822.7965781429,0.0,1.0,191,191,41397655.05769295,41397655.057692945,41397655.05769295,34702699.34048979,36930926.23826311,0.000623062906679078,116
EEZ_683,Saudi Arabia (Red Sea),EEZ,2019,39296.800791863905,39296.800791863905,0.0,1.0,122,122,38075252.287188336,38075252.287188336,38075252.287188336,22624139.603720143,30442217.503559966,0.0005730584819244796,117
EEZ_918,France (Mediterranean),EEZ,2019,49423.4057756733,49423.4057756733,0.0,1.0,159,159,38061004.150797874,38061004.15079787,38061004.150797874,27105688.547792196,31381596.30210026,0.0005728440377666685,118
EEZ_793,Turkey (Mediterranean Sea),EEZ,2019,87055.4164278193,87055.4164278193,0.0,1.0,92,92,37682483.74893091,37682483.748930894,37682483.748930894,26247375.507061515,32325468.175251145,0.0005671470478889594,119
EEZ_214,Dominican Republic,EEZ,2019,54410.016272012,54410.016272012,0.0,1.0,80,80,37213224.13606851,37213224.13606851,37213224.1360685,28029391.484373044,32421356.943761438,0.0005600843710786503,120
EEZ_934,Egypt (Red Sea),EEZ,2019,65184.46302450699,65184.46302450699,0.0,1.0,57,57,36870962.78596789,36870962.78596789,36870962.78596789,24237547.092674963,25986824.216516934,0.00055493310462792,121
EEZ_621,Madeira Isl. (Portugal),EEZ,2019,14928.145180905802,14928.145180905802,0.0,1.0,98,98,34811066.00645102,34811066.00645101,34811066.00645102,32261921.518062312,34151617.34439845,0.0005239302549951086,122
EEZ_246,Finland,EEZ,2019,122751.58946063148,122751.58946063148,0.0,1.0,43,43,33509013.98870027,33509013.988700274,33509013.98870027,30445812.056477316,30675380.581763048,0.0005043334852337164,123
EEZ_690,Seychelles,EEZ,2019,18710.237207483602,18710.237207483602,0.0,1.0,118,118,32871376.210854456,32871376.21085445,32871376.21085445,27077113.811881226,28959993.568596356,0.0004947366023494243,124
EEZ_548,Vanuatu,EEZ,2019,19630.861294589602,19630.861294589602,0.0,1.0,68,68,32659015.20720978,32659015.20720978,32659015.207209785,31019175.376190137,31340132.170963,0.0004915404245946278,125
EEZ_434,Libya,EEZ,2019,46065.4690766525,46065.4690766525,0.0,1.0,147,147,32589026.701867957,32589026.701867957,32589026.70186796,23407105.4909815,29149313.176975008,0.0004904870499164817,126
EEZ_528,Netherlands,EEZ,2019,101104.7566313979,101104.7566313979,0.0,1.0,182,182,32412118.312102888,32412118.312102888,32412118.312102884,28372581.604711153,29121670.551329825,0.00048782445814916236,127
EEZ_933,Egypt (Mediterranean),EEZ,2019,55812.690645263196,55812.690645263196,0.0,1.0,88,88,31057514.964360286,31057514.96436029,31057514.96436028,20349748.172774687,28131616.40013305,0.00046743675507599343,128
EEZ_647,Russia (Black Sea),EEZ,2019,151771.4553513236,151771.4553513236,0.0,1.0,40,40,30470880.239130165,30470880.239130165,30470880.23913017,26641731.874007963,26908430.4472515,0.000458607502874356,129
EEZ_393,Japan (Daito Islands),EEZ,2019,17808.098251388197,17808.098251388197,0.0,1.0,29,29,29495755.19813662,29495755.198136616,29495755.198136616,28111203.838282995,29214345.597610462,0.0004439312067998495,130
EEZ_952,Panama (Pacific),EEZ,2019,303382.62349392334,303382.62349392334,0.0,1.0,67,67,28957741.549752913,28957741.54975291,28957741.549752906,27245483.3785698,27717386.731267262,0.00043583373492305357,131
