unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,fraction_eez_ppr,rank_eez_ppr
EEZ_166,Cocos (Keeling) Isl. (Australia),EEZ,2019,268.594720107,268.594720107,0.0,1.0,10,10,192511.2290212681,192511.22902126814,192511.22902126814,129506.11473900735,182353.21410370438,2.89742512601721e-06,262
EEZ_136,Cayman Isl. (UK),EEZ,2019,244.37965271110005,244.37965271110005,0.0,1.0,13,13,174518.88545299374,174518.8854529937,174518.8854529937,168159.99955340067,174253.67994425655,2.6266280998089723e-06,263
EEZ_912,Russia (Kara Sea),EEZ,2019,747.53431635,747.53431635,0.0,1.0,5,5,142441.20996613824,142441.20996613827,142441.20996613827,140909.15387773627,140910.01929509558,2.143837233985902e-06,264
EEZ_705,Slovenia,EEZ,2019,203.5210142398,203.5210142398,0.0,1.0,80,80,130224.70736268716,130224.70736268716,130224.70736268717,111916.27879652377,105628.72766938074,1.959970548519033e-06,265
EEZ_908,Saba and Sint Eustatius (Netherlands),EEZ,2019,496.3226371927999,496.3226371927999,0.0,1.0,21,21,123182.09188878365,123182.09188878366,123182.09188878365,104853.90355870302,118608.18836075625,1.8539743885510799e-06,266
EEZ_856,Tristan da Cunha Isl. (UK),EEZ,2019,733.0059081887999,733.0059081887999,0.0,1.0,9,9,117455.8801231217,117455.8801231217,117455.88012312168,109505.83745715352,112169.43428010574,1.767791001062076e-06,267
EEZ_895,St Paul & Amsterdam Isl. (France),EEZ,2019,497.3573467841,497.3573467841,0.0,1.0,3,3,97675.0183717673,97675.0183717673,97675.0183717673,97606.74330792503,97606.74330792503,1.470075557947248e-06,268
EEZ_909,Sint Maarten (Netherlands),EEZ,2019,83.0733507754,83.0733507754,0.0,1.0,33,33,85688.12663919516,85688.12663919516,85688.12663919516,66484.84336629405,81786.52075625946,1.2896646724868187e-06,269
EEZ_940,Israel (Red Sea),EEZ,2019,111.23519999999999,111.23519999999999,0.0,1.0,10,10,82932.78705570377,82932.78705570377,82932.78705570377,62898.858676323885,78629.52496018549,1.2481949349525174e-06,270
EEZ_555,Kermadec Isl. (New Zealand),EEZ,2019,66.11770604899998,66.11770604899998,0.0,1.0,22,22,78824.46595983862,78824.46595983864,78824.46595983864,76414.6188665428,76220.69490016132,1.1863619040720633e-06,271
EEZ_872,Wake Isl. (USA),EEZ,2019,34.633787389199995,34.633787389199995,0.0,1.0,13,13,68115.70486681667,68115.70486681665,68115.70486681667,66421.52675498716,66179.49666981628,1.025187755337033e-06,272
EEZ_855,Ascension Isl. (UK),EEZ,2019,32.764000004,32.764000004,0.0,1.0,10,10,46972.74183264927,46972.74183264927,46972.74183264928,42193.08993420277,46811.80789808783,7.069717601189991e-07,273
EEZ_500,Montserrat (UK),EEZ,2019,49.412650413,49.412650413,0.0,1.0,87,87,41219.71043073506,41219.71043073505,41219.71043073505,25584.35045020414,37899.92789428181,6.203847188361725e-07,274
EEZ_252,Tromelin Isl. (France),EEZ,2019,20.057971261000002,20.057971261000002,0.0,1.0,16,16,40630.07009385537,40630.07009385537,40630.07009385537,39751.77255060211,40142.98870266437,6.115102301319333e-07,275
EEZ_972,Glorieuse Islands (France),EEZ,2019,102.5142017896,102.5142017896,0.0,1.0,9,9,35371.82907577973,35371.82907577973,35371.82907577973,34924.33228511821,34924.33228511821,5.323701211529213e-07,276
EEZ_574,Norfolk Isl. (Australia),EEZ,2019,17.4978128176,17.4978128176,0.0,1.0,17,17,32366.394255930376,32366.394255930376,32366.394255930376,31042.37927514005,31081.884719876965,4.871362799587721e-07,277
EEZ_074,Bouvet Isl. (Norway),EEZ,2019,133.56110065549998,133.56110065549998,0.0,1.0,10,10,25983.663702706264,25983.663702706264,25983.663702706264,25983.597329467488,25983.51206298795,3.9107183752842353e-07,278
EEZ_162,Christmas Isl. (Australia),EEZ,2019,25.629903931,25.629903931,0.0,1.0,13,13,22536.376227926667,22536.376227926663,22536.37622792666,16565.76244561606,21870.251374306274,3.3918781290912535e-07,279
EEZ_070,Bosnia & Herzegovina,EEZ,2019,61.02055729300001,61.02055729300001,0.0,1.0,45,45,12983.384180443847,12983.384180443843,12983.384180443845,11634.024343338317,12652.496947797641,1.9540877556288617e-07,280
EEZ_154,Desventuradas Isl. (Chile),EEZ,2019,21.535833428,21.535833428,0.0,1.0,12,12,4740.625617241974,4740.625617241974,4740.625617241974,4634.427692116524,4730.844234245481,7.134964462213406e-08,281
EEZ_612,Pitcairn (UK),EEZ,2019,3.0000000000000004,3.0000000000000004,0.0,1.0,3,3,1014.8820128320708,1014.8820128320708,1014.8820128320708,977.999850774341,1014.8820128320714,1.5274665581183833e-08,282
