unit_id,sau_region_id,catch_csv,data_version,csv_bytes,empty_catch_csv,source_url
EEZ_649,649,SAU EEZ 649 v50-1.csv,50.1,8670149,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=649
EEZ_654,654,SAU EEZ 654 v50-1.csv,50.1,549472,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=654
EEZ_659,659,SAU EEZ 659 v50-1.csv,50.1,1938761,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=659
EEZ_660,660,SAU EEZ 660 v50-1.csv,50.1,2208046,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=660
EEZ_662,662,SAU EEZ 662 v50-1.csv,50.1,2709830,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=662
EEZ_666,666,SAU EEZ 666 v50-1.csv,50.1,4015381,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=666
EEZ_670,670,SAU EEZ 670 v50-1.csv,50.1,5501844,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=670
EEZ_678,678,SAU EEZ 678 v50-1.csv,50.1,10336368,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=678
EEZ_683,683,SAU EEZ 683 v50-1.csv,50.1,37345183,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=683
EEZ_684,684,SAU EEZ 684 v50-1.csv,50.1,34938749,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=684
EEZ_686,686,SAU EEZ 686 v50-1.csv,50.1,14895440,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=686
EEZ_690,690,SAU EEZ 690 v50-1.csv,50.1,8820381,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=690
EEZ_694,694,SAU EEZ 694 v50-1.csv,50.1,13817115,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=694
EEZ_702,702,SAU EEZ 702 v50-1.csv,50.1,5148204,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=702
EEZ_704,704,SAU EEZ 704 v50-1.csv,50.1,18766328,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=704
EEZ_705,705,SAU EEZ 705 v50-1.csv,50.1,5172846,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=705
EEZ_706,706,SAU EEZ 706 v50-1.csv,50.1,8328260,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=706
EEZ_711,711,SAU EEZ 711 v50-1.csv,50.1,1332322,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=711
EEZ_723,723,SAU EEZ 723 v50-1.csv,50.1,17380083,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=723
EEZ_736,736,SAU EEZ 736 v50-1.csv,50.1,781774,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=736
EEZ_740,740,SAU EEZ 740 v50-1.csv,50.1,6517157,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=740
EEZ_744,744,SAU EEZ 744 v50-1.csv,50.1,7550593,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=744
EEZ_760,760,SAU EEZ 760 v50-1.csv,50.1,4056353,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=760
EEZ_768,768,SAU EEZ 768 v50-1.csv,50.1,9389357,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=768
EEZ_772,772,SAU EEZ 772 v50-1.csv,50.1,3529617,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=772
EEZ_776,776,SAU EEZ 776 v50-1.csv,50.1,5942695,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=776
EEZ_780,780,SAU EEZ 780 v50-1.csv,50.1,7033559,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=780
EEZ_784,784,SAU EEZ 784 v50-1.csv,50.1,6224062,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=784
EEZ_788,788,SAU EEZ 788 v50-1.csv,50.1,24789480,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=788
EEZ_793,793,SAU EEZ 793 v50-1.csv,50.1,41485032,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=793
EEZ_794,794,SAU EEZ 794 v50-1.csv,50.1,27117579,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=794
EEZ_796,796,SAU EEZ 796 v50-1.csv,50.1,1769519,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=796
EEZ_798,798,SAU EEZ 798 v50-1.csv,50.1,5080541,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=798
EEZ_804,804,SAU EEZ 804 v50-1.csv,50.1,5311811,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=804
EEZ_826,826,SAU EEZ 826 v50-1.csv,50.1,105377768,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=826
EEZ_830,830,SAU EEZ 830 v50-1.csv,50.1,26591812,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=830
EEZ_834,834,SAU EEZ 834 v50-1.csv,50.1,11502072,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=834
EEZ_842,842,SAU EEZ 842 v50-1.csv,50.1,8863428,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=842
EEZ_844,844,SAU EEZ 844 v50-1.csv,50.1,1070888,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=844
EEZ_845,845,SAU EEZ 845 v50-1.csv,50.1,966032,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=845
EEZ_846,846,SAU EEZ 846 v50-1.csv,50.1,1623749,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=846
EEZ_848,848,SAU EEZ 848 v50-1.csv,50.1,21841041,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=848
EEZ_850,850,SAU EEZ 850 v50-1.csv,50.1,1354279,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=850
EEZ_851,851,SAU EEZ 851 v50-1.csv,50.1,97403862,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=851
EEZ_852,852,SAU EEZ 852 v50-1.csv,50.1,44238410,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=852
EEZ_855,855,SAU EEZ 855 v50-1.csv,50.1,554624,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=855
EEZ_856,856,SAU EEZ 856 v50-1.csv,50.1,418619,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=856
EEZ_858,858,SAU EEZ 858 v50-1.csv,50.1,3861005,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=858
EEZ_862,862,SAU EEZ 862 v50-1.csv,50.1,12490049,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=862
EEZ_872,872,SAU EEZ 872 v50-1.csv,50.1,2009520,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=872
EEZ_876,876,SAU EEZ 876 v50-1.csv,50.1,5147212,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=876
EEZ_882,882,SAU EEZ 882 v50-1.csv,50.1,6248249,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=882
EEZ_891,891,SAU EEZ 891 v50-1.csv,50.1,4900241,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=891
EEZ_895,895,SAU EEZ 895 v50-1.csv,50.1,582344,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=895
EEZ_896,896,SAU EEZ 896 v50-1.csv,50.1,383137,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=896
EEZ_897,897,SAU EEZ 897 v50-1.csv,50.1,236648,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=897
EEZ_898,898,SAU EEZ 898 v50-1.csv,50.1,1628460,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=898
EEZ_899,899,SAU EEZ 899 v50-1.csv,50.1,5512510,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=899
EEZ_900,900,SAU EEZ 900 v50-1.csv,50.1,16821559,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=900
EEZ_901,901,SAU EEZ 901 v50-1.csv,50.1,26641813,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=901
EEZ_902,902,SAU EEZ 902 v50-1.csv,50.1,23913490,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=902
EEZ_903,903,SAU EEZ 903 v50-1.csv,50.1,20271816,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=903
EEZ_904,904,SAU EEZ 904 v50-1.csv,50.1,2800301,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=904
EEZ_905,905,SAU EEZ 905 v50-1.csv,50.1,3641148,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=905
EEZ_906,906,SAU EEZ 906 v50-1.csv,50.1,2932585,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=906
EEZ_907,907,SAU EEZ 907 v50-1.csv,50.1,2577218,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=907
EEZ_908,908,SAU EEZ 908 v50-1.csv,50.1,2106773,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=908
EEZ_909,909,SAU EEZ 909 v50-1.csv,50.1,1368176,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=909
EEZ_910,910,SAU EEZ 910 v50-1.csv,50.1,805857,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=910
EEZ_911,911,SAU EEZ 911 v50-1.csv,50.1,6160094,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=911
EEZ_912,912,SAU EEZ 912 v50-1.csv,50.1,94495,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=912
EEZ_913,913,SAU EEZ 913 v50-1.csv,50.1,100495,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=913
EEZ_914,914,SAU EEZ 914 v50-1.csv,50.1,39588923,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=914
EEZ_915,915,SAU EEZ 915 v50-1.csv,50.1,45223049,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=915
EEZ_916,916,SAU EEZ 916 v50-1.csv,50.1,5737426,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=916
EEZ_917,917,SAU EEZ 917 v50-1.csv,50.1,6359704,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=917
EEZ_918,918,SAU EEZ 918 v50-1.csv,50.1,27509495,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=918
EEZ_919,919,SAU EEZ 919 v50-1.csv,50.1,67965762,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=919
EEZ_920,920,SAU EEZ 920 v50-1.csv,50.1,1638620,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=920
EEZ_921,921,SAU EEZ 921 v50-1.csv,50.1,5832487,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=921
EEZ_922,922,SAU EEZ 922 v50-1.csv,50.1,70289268,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=922
EEZ_923,923,SAU EEZ 923 v50-1.csv,50.1,58830899,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=923
EEZ_924,924,SAU EEZ 924 v50-1.csv,50.1,467865,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=924
EEZ_925,925,SAU EEZ 925 v50-1.csv,50.1,6082863,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=925
EEZ_926,926,SAU EEZ 926 v50-1.csv,50.1,19115026,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=926
EEZ_927,927,SAU EEZ 927 v50-1.csv,50.1,6375618,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=927
EEZ_928,928,SAU EEZ 928 v50-1.csv,50.1,4545036,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=928
EEZ_929,929,SAU EEZ 929 v50-1.csv,50.1,654655,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=929
EEZ_930,930,SAU EEZ 930 v50-1.csv,50.1,2665843,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=930
EEZ_931,931,SAU EEZ 931 v50-1.csv,50.1,38260937,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=931
EEZ_932,932,SAU EEZ 932 v50-1.csv,50.1,57628672,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=932
EEZ_933,933,SAU EEZ 933 v50-1.csv,50.1,2824505,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=933
EEZ_934,934,SAU EEZ 934 v50-1.csv,50.1,2132325,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=934
EEZ_935,935,SAU EEZ 935 v50-1.csv,50.1,1278903,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=935
EEZ_936,936,SAU EEZ 936 v50-1.csv,50.1,3675261,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=936
EEZ_937,937,SAU EEZ 937 v50-1.csv,50.1,30979530,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=937
EEZ_938,938,SAU EEZ 938 v50-1.csv,50.1,23968072,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=938
EEZ_939,939,SAU EEZ 939 v50-1.csv,50.1,3584990,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=939
EEZ_940,940,SAU EEZ 940 v50-1.csv,50.1,235846,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=940
EEZ_941,941,SAU EEZ 941 v50-1.csv,50.1,6604197,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=941
EEZ_942,942,SAU EEZ 942 v50-1.csv,50.1,5670429,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=942
EEZ_943,943,SAU EEZ 943 v50-1.csv,50.1,4642538,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=943
EEZ_944,944,SAU EEZ 944 v50-1.csv,50.1,5944246,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=944
EEZ_945,945,SAU EEZ 945 v50-1.csv,50.1,9455661,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=945
EEZ_946,946,SAU EEZ 946 v50-1.csv,50.1,16228890,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=946
EEZ_947,947,SAU EEZ 947 v50-1.csv,50.1,18141246,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=947
EEZ_948,948,SAU EEZ 948 v50-1.csv,50.1,17428922,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=948
EEZ_949,949,SAU EEZ 949 v50-1.csv,50.1,1493891,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=949
EEZ_950,950,SAU EEZ 950 v50-1.csv,50.1,2028722,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=950
EEZ_951,951,SAU EEZ 951 v50-1.csv,50.1,542215,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=951
EEZ_952,952,SAU EEZ 952 v50-1.csv,50.1,4876603,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=952
EEZ_953,953,SAU EEZ 953 v50-1.csv,50.1,10329094,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=953
EEZ_954,954,SAU EEZ 954 v50-1.csv,50.1,6115211,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=954
EEZ_956,956,SAU EEZ 956 v50-1.csv,50.1,12955038,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=956
EEZ_957,957,SAU EEZ 957 v50-1.csv,50.1,15735074,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=957
EEZ_958,958,SAU EEZ 958 v50-1.csv,50.1,1287880,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=958
EEZ_959,959,SAU EEZ 959 v50-1.csv,50.1,9379166,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=959
EEZ_962,962,SAU EEZ 962 v50-1.csv,50.1,37394521,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=962
EEZ_963,963,SAU EEZ 963 v50-1.csv,50.1,27726525,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=963
EEZ_966,966,SAU EEZ 966 v50-1.csv,50.1,35050248,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=966
EEZ_967,967,SAU EEZ 967 v50-1.csv,50.1,4783303,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=967
EEZ_968,968,SAU EEZ 968 v50-1.csv,50.1,10107121,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=968
EEZ_969,969,SAU EEZ 969 v50-1.csv,50.1,4245032,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=969
EEZ_970,970,SAU EEZ 970 v50-1.csv,50.1,1063805,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=970
EEZ_971,971,SAU EEZ 971 v50-1.csv,50.1,3227462,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=971
EEZ_972,972,SAU EEZ 972 v50-1.csv,50.1,498951,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=972
EEZ_973,973,SAU EEZ 973 v50-1.csv,50.1,5111808,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=973
EEZ_974,974,SAU EEZ 974 v50-1.csv,50.1,4519760,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=974
EEZ_977,977,SAU EEZ 977 v50-1.csv,50.1,9930608,False,https://api.seaaroundus.org/api/v1/eez/tonnage/taxon/?format=csv&limit=10&sciname=false&region_id=977
