unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,fraction_type_ppr,rank_type_ppr,accumulated_fraction_type
EEZ_848,USA (West Coast),EEZ,2019,480242.05511345976,480242.05511345976,0.0,1.0,185,185,855756640.2092203,855756640.2092198,855756640.2092198,835178805.1075281,846041591.1136853,0.01287972033477765,20,0.6113810147055199
EEZ_554,New Zealand,EEZ,2019,536634.0092869516,536634.0092869516,0.0,1.0,197,197,844346453.6499316,844346453.6499318,844346453.6499316,698639252.9198685,743350086.3792835,0.012707989254998536,21,0.6240890039605184
EEZ_586,Pakistan,EEZ,2019,930340.2931580818,930340.2931580818,0.0,1.0,126,126,790261291.1785368,790261291.1785368,790261291.1785369,523696541.5776824,623228915.1263041,0.011893970719632841,22,0.6359829746801512
EEZ_352,Iceland,EEZ,2019,755890.0550702651,755890.0550702651,0.0,1.0,79,79,746373735.3016173,746373735.3016174,746373735.3016171,708464397.4967039,686516663.3818655,0.01123343310962557,23,0.6472164077897767
EEZ_957,Thailand (Gulf of Thailand),EEZ,2019,1326966.3114427112,1326966.3114427112,0.0,1.0,59,59,739082508.1879923,739082508.1879923,739082508.1879923,525831874.2784343,608978643.1813896,0.011123695175137702,24,0.6583401029649145
EEZ_104,Myanmar,EEZ,2019,1333934.8992368777,1333934.8992368777,0.0,1.0,81,81,719846370.2034029,719846370.2034028,719846370.2034026,533876617.67672706,614533774.7229358,0.010834178195751913,25,0.6691742811606664
EEZ_157,Taiwan,EEZ,2019,974842.5837373973,974842.5837373973,0.0,1.0,149,149,651770218.0518247,651770218.0518247,651770218.0518246,393540157.69617546,564684929.637638,0.009809585735720596,26,0.678983866896387
EEZ_076,Brazil (mainland),EEZ,2019,904109.1796290667,904109.1796290667,0.0,1.0,274,274,632611601.862448,632611601.862448,632611601.862448,441232318.29396504,503604725.6354581,0.00952123551215682,27,0.6885051024085438
EEZ_851,USA (East Coast),EEZ,2019,1002996.0875079746,1002996.0875079746,0.0,1.0,352,352,625895294.1062337,625895294.1062338,625895294.1062338,446029289.4659738,526429552.84873974,0.00942015050560497,28,0.6979252529141488
EEZ_624,Guinea-Bissau,EEZ,2019,1133937.8605595871,1133937.8605595871,0.0,1.0,229,229,583910166.0894275,583910166.0894275,583910166.0894275,433763263.03919053,516189062.1832388,0.008788245730733349,29,0.7067134986448821
EEZ_583,Micronesia (Federated States of),EEZ,2019,227502.48946383104,227502.48946383104,0.0,1.0,164,164,577443311.7451106,577443311.7451108,577443311.745111,567984832.1488785,573185243.4129187,0.008690915167946036,30,0.7154044138128282
