functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,5,5,14.651866163200001,14.651866163200001,0.0,1.0,6821.910898605728,99953.72546364658,3.9099729812733344,6108.887610833924,89506.60367996927,10447.121783677314,1.1167190056839937,0.1167190056839938
Large bathydemersals (>=90 cm),5,5,29.6865006236,29.6865006236,0.0,1.0,15800.779802124815,469069.8594491446,4.102446970523001,10873.680514391259,322801.5233713033,146268.33607784135,1.453121579322895,0.45312157932289504
Large bathypelagics (>=90 cm),1,1,33.4067811008,33.4067811008,0.0,1.0,2016.5834052007342,67367.5603890468,3.54,2016.5834052007342,67367.5603890468,0.0,1.0,0.0
Large benthopelagics (>=90 cm),8,8,144635.8894985725,144635.8894985725,0.0,1.0,10431.33788893011,1508745834.2255678,4.087700427158703,10403.773134277233,1504758981.4175391,3986852.808028698,1.002649495937398,0.0026494959373978507
Large demersals (>=90 cm),15,15,10993.6245050521,10993.6245050521,0.0,1.0,19039.643774178232,209314694.36326844,4.244220059760016,16627.525030654302,182796766.6353683,26517927.727900147,1.1450678161107548,0.1450678161107547
Large flatfishes (>=90 cm),3,3,18.860784484499998,18.860784484499998,0.0,1.0,8087.04957033838,152528.0990616205,3.977231929106507,7472.536478754278,140937.90007834893,11590.198983271577,1.082236211670732,0.08223621167073199
Large pelagics (>=90 cm),1,1,0.1616742654,0.1616742654,0.0,1.0,30800.196344453623,4979.599118165304,4.45,30800.19634445362,4979.599118165304,0.0,1.0,0.0
Large rays (>=90 cm),7,7,10.266839990500001,10.266839990500001,0.0,1.0,3508.0953831749453,36017.05397046895,3.6907254870576423,3167.4850135082943,32520.061805996393,3496.992164472558,1.1075333800204448,0.10753338002044467
Large reef assoc. fish (>=90 cm),1,1,301.43137443989997,301.43137443989997,0.0,1.0,4264.554685980751,1285470.5803692937,3.79,4264.554685980751,1285470.5803692937,0.0,1.0,0.0
Large sharks (>=90 cm),5,5,65.64728516260001,65.64728516260001,0.0,1.0,12130.27344109271,796319.5196877264,4.1261017420229775,11672.184288199636,766247.210437861,30072.309249865357,1.0392462234644626,0.039246223464462555
"Lobsters, crabs",10,10,79.3113640935,79.3113640935,0.0,1.0,853.8943165524348,67723.5230374605,3.002415364386687,402.90481063710126,31954.93013146181,35768.592905998696,2.1193450512596197,1.11934505125962
Medium bathydemersals (30 - 89 cm),6,6,138.3365826027,138.3365826027,0.0,1.0,30596.447944916134,4232608.048481101,4.420325246718449,28180.308352694334,3898367.554202056,334240.49427904515,1.085738578938963,0.08573857893896301
Medium bathypelagics (30 - 89 cm),2,2,3807.8344749529992,3807.8344749529992,0.0,1.0,2838.5249233112972,10808633.060998077,3.6520345990078704,2820.8277206627267,10741245.04264262,67388.01835545711,1.0062737623141385,0.006273762314138394
Medium benthopelagics (30 - 89 cm),19,19,2947.723814225301,2947.723814225301,0.0,1.0,11538.880799706656,34013433.72280239,4.119073245714657,11428.9899638406,33689505.8889549,323927.83384749293,1.00961509601581,0.009615096015809855
Medium demersals (30 - 89 cm),14,14,412416.6796285578,412416.6796285578,0.0,1.0,1076.2280285911208,443854390.0747387,3.2944624698812635,966.4168583196741,398566431.8452624,45287958.22947627,1.1136271261475896,0.11362712614758952
Medium pelagics (30 - 89 cm),14,14,130226.62855519002,130226.62855519002,0.0,1.0,2035.8373368946563,265120232.67056766,3.5193207664530957,1895.4480498751343,246837809.1367484,18282423.53381926,1.0740665443343438,0.07406654433434376
Medium reef assoc. fish (30 - 89 cm),1,1,1.1997451609,1.1997451609,0.0,1.0,97.8533939563155,117.39913587673084,2.53,97.8533939563155,117.39913587673084,0.0,1.0,0.0
Other demersal invertebrates,21,21,27.629967698399998,27.629967698399998,0.0,1.0,127.91603654950696,3534.3159579702306,2.323771467073377,52.75533510755452,1457.6282049399988,2076.6877530302318,2.4247033269472964,1.4247033269472964
Shrimps,4,4,47.1530077313,47.1530077313,0.0,1.0,271.1110002168329,12783.6990892648,2.797532077273837,218.09371519667954,10283.77463881697,2499.9244504478283,1.2430940523542449,0.24309405235424486
Small pelagics (<30 cm),3,3,17.746396982100002,17.746396982100002,0.0,1.0,675.2733785839708,11983.669447795053,3.1733236323442156,672.2940009702722,11930.796229902775,52.87321789227826,1.0044316587823165,0.004431658782316587
Small to medium flatfishes (<90 cm),15,15,1360.625530143,1360.625530143,0.0,1.0,21813.3609947326,29679815.867658686,4.286310384333538,18862.027994242333,25664156.839238085,4015659.028420601,1.1564695483110918,0.15646954831109183
Small to medium rays (<90 cm),1,1,76.8673254586,76.8673254586,0.0,1.0,4394.242173224468,337773.643273151,3.8000000000000003,4394.242173224475,337773.6432731515,-4.656612873077393e-10,0.9999999999999987,-1.3786193700470802e-15
Small to medium sharks (<90 cm),1,1,0.1530408455,0.1530408455,0.0,1.0,4665.56868948727,714.0225769774587,3.82,4665.56868948727,714.0225769774587,0.0,1.0,0.0
