year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,5,13945.1319514393,13945.1319514393,0.0,True
1951,5,13686.0674630615,13686.0674630615,0.0,True
1952,5,13430.868417953301,13430.8684179533,-1.8189894035458565e-12,True
1953,5,13172.7549867493,13172.7549867493,0.0,True
1954,5,12915.6249073594,12915.6249073594,0.0,True
1955,5,12659.4781797836,12659.4781797836,0.0,True
1956,5,12402.3124310472,12402.3124310472,0.0,True
1957,5,12144.2068598281,12144.2068598281,0.0,True
1958,5,11885.1479443964,11885.1479443964,0.0,True
1959,5,11629.9488992882,11629.9488992882,0.0,True
1960,5,11569.4891827133,11569.4891827133,0.0,True
1961,5,11311.3757515095,11311.3757515095,0.0,True
1962,5,11055.2290239336,11055.2290239336,0.0,True
1963,5,10797.0877833681,10797.0877833681,0.0,True
1964,5,10539.9577039783,10539.9577039783,0.0,True
1965,5,10282.8276245884,10282.8276245884,0.0,True
1966,5,10026.6452276662,10026.6452276662,0.0,True
1967,5,9768.5696640483,9768.5696640483,0.0,True
1968,5,9751.3774272929,9751.3774272929,0.0,True
1969,5,9493.2718560739,9493.2718560739,0.0,True
1970,5,9236.1061073374,9236.1061073374,0.0,True
1971,5,8979.9593797616,8979.9593797616,0.0,True
1972,5,8722.8293003717,8722.8293003717,0.0,True
1973,5,8465.6635516354,8465.6635516354,0.0,True
1974,5,8208.5334722455,8208.5334722455,0.0,True
1975,5,7950.4523356816,7950.4523356816,0.0,True
1976,5,7691.4012802347,7691.401280234701,9.094947017729282e-13,True
1977,5,7434.2355314985,7434.2355314985,0.0,True
1978,5,7178.0888039226,7178.0888039226,0.0,True
1979,5,6920.958724532799,6920.958724532799,0.0,True
1980,5,6663.7929757963,6663.7929757963,0.0,True
1981,5,4602.2698253658,4602.2698253658,0.0,True
1982,5,4271.2431696802005,4271.2431696802005,0.0,True
1983,5,4229.7844001709,4229.7844001709,0.0,True
1984,5,4255.4312145472,4255.4312145471995,-9.094947017729282e-13,True
1985,5,3679.6073169894,3679.6073169894,0.0,True
1986,5,3170.2749372743,3170.2749372743,0.0,True
1987,5,3477.8658768366,3477.8658768366,0.0,True
1988,5,2809.2029426688,2809.2029426688,0.0,True
1989,5,3072.3307133315,3072.3307133315,0.0,True
1990,5,2969.793028718,2969.793028718,0.0,True
1991,5,2663.3464767666,2663.3464767666,0.0,True
1992,5,2128.974334288,2128.974334288,0.0,True
1993,5,1804.4691881273002,1804.4691881273,-2.2737367544323206e-13,True
1994,5,1748.2284733482002,1748.2284733482,-2.2737367544323206e-13,True
1995,5,1643.1814255529,1643.1814255529,0.0,True
1996,5,1540.0687867456,1540.0687867456,0.0,True
1997,5,1437.9260668213,1437.9260668213,0.0,True
1998,5,1335.7889198432001,1335.7889198432001,0.0,True
1999,5,1234.5938823864,1234.5938823864,0.0,True
2000,5,1133.3643520496998,1133.3643520497,2.2737367544323206e-13,True
2001,5,1032.1671163533001,1032.1671163533,-2.2737367544323206e-13,True
2002,4,934.8774209194,934.8774209194,0.0,True
2003,4,842.4596116851,842.4596116851,0.0,True
2004,4,757.7148491227999,757.7148491227999,0.0,True
2005,4,757.7148491227999,757.7148491227999,0.0,True
2006,4,757.7148491227999,757.7148491227999,0.0,True
2007,5,747.1089222137,747.1089222137,0.0,True
2008,5,745.0736302567,745.0736302567,0.0,True
2009,5,740.2354898006,740.2354898006,0.0,True
2010,5,735.3973493443,735.3973493443,0.0,True
2011,5,730.5592088882,730.5592088882,0.0,True
2012,5,725.7210684318,725.7210684318,0.0,True
2013,5,720.8829279757999,720.8829279758,1.1368683772161603e-13,True
2014,5,716.0447875195,716.0447875195,0.0,True
2015,5,727.0983933621001,727.0983933621001,0.0,True
2016,5,725.0952154417,725.0952154417,0.0,True
2017,5,722.6250088218001,722.6250088218,-1.1368683772161603e-13,True
2018,5,722.6250089022,722.6250089022,0.0,True
2019,5,719.2892019077999,719.2892019078,1.1368683772161603e-13,True
