commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,231378.4529,2.47,29.51209226666387,6828462.250502741
Cod-likes,0.709197624,4.27,1862.0871366628655,1320.5877730022676
Crustaceans,7249.219267546299,2.9340093558536244,85.90320271315807,622731.152252161
Flatfishes,119.0,4.06,1148.1536214968817,136630.28095812892
Herring-likes,37597.191999999995,2.89,77.6247116628692,2918471.1883335323
Molluscs,19.545988118,2.0181417695365043,10.426577353060136,203.7977570543213
Other fishes & inverts,16252.7906495801,3.294025661289386,196.80025702344648,3198553.377185631
Perch-likes,9084.749235138697,4.016673365704187,1039.138332528325,9440311.171640001
Sharks & rays,252.1524084093,4.186004189782567,1534.6317878285186,386961.1013224308
Tuna & billfishes,1428.8118475070003,4.414614025970488,2597.8497290049468,3711838.470845118
