unit_id,region_name,region_type,year,taxon,common_name,functional_group,commercial_group,catch_tonnes,landings_tonnes,discards_tonnes,reported_tonnes,unreported_tonnes,taxon_key,tl,match_method,tl_source,match_confidence,reference_taxon,sppr,ppr
EEZ_372,Ireland,EEZ,2019,Micromesistius poutassou,Blue whiting,Medium benthopelagics (30 - 89 cm),Cod-likes,216860.62501962698,216414.54140201042,446.0836176166,216414.54140201042,446.0836176166,micromesistius poutassou,4.13,exact_2020_supplement,2020 supplement MeanTL,high,Micromesistius poutassou,1348.9628825916532,292536933.8471036
EEZ_372,Ireland,EEZ,2019,Scomber scombrus,Atlantic mackerel,Medium pelagics (30 - 89 cm),Perch-likes,59452.9256433629,59382.9394839646,69.98615939829999,59360.013229769094,92.9124135938,scomber scombrus,3.63,exact_2020_supplement,2020 supplement MeanTL,high,Scomber scombrus,426.57951880159254,25361400.412292607
EEZ_372,Ireland,EEZ,2019,Trachurus trachurus,Atlantic horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,19908.648215354697,19885.656046228298,22.9921691264,19885.652375190697,22.995840164,trachurus trachurus,3.71,exact_2020_supplement,2020 supplement MeanTL,high,Trachurus trachurus,512.8613839913648,10210376.877124026
EEZ_372,Ireland,EEZ,2019,Merluccius merluccius,European hake,Large demersals (>=90 cm),Cod-likes,18881.723917115,18338.01024508,543.7136720350001,18338.01024508,543.7136720350001,merluccius merluccius,4.42,exact_2020_supplement,2020 supplement MeanTL,high,Merluccius merluccius,2630.2679918953813,49663994.05099306
EEZ_372,Ireland,EEZ,2019,Lophiidae,Goosefishes,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,9526.0667180151,9526.0667180151,0.0,9526.0667180151,0.0,lophiidae,4.46,exact_sea_around_us,Sea Around Us exploited organisms,high,Lophiidae,2884.031503126606,27473476.51564142
EEZ_372,Ireland,EEZ,2019,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,8897.136016492901,8021.0593167016,876.0766997912999,7975.9936831352,921.1423333577,marine fishes not identified,3.28,exact_sea_around_us,Sea Around Us exploited organisms,high,Marine fishes not identified,190.54607179632464,1695314.3181803222
EEZ_372,Ireland,EEZ,2019,Sprattus sprattus,European sprat,Small pelagics (<30 cm),Herring-likes,8149.8782346836,8148.6103224249,1.2679122587,8148.6103224249,1.2679122587,sprattus sprattus,3.01,exact_2020_supplement,2020 supplement MeanTL,high,Sprattus sprattus,102.32929922807536,833971.3285493166
EEZ_372,Ireland,EEZ,2019,Cancer pagurus,Edible crab,"Lobsters, crabs",Crustaceans,6694.8914224593,6694.8914224593,0.0,6271.7000537522,423.1913687071,cancer pagurus,3.1,exact_2020_supplement,2020 supplement MeanTL,high,Cancer pagurus,125.89254117941675,842836.8940936815
EEZ_372,Ireland,EEZ,2019,Melanogrammus aeglefinus,Haddock,Medium demersals (30 - 89 cm),Cod-likes,5809.3411417066,3493.5136226183,2315.8275190883,3269.1537405489,2540.1874011577,melanogrammus aeglefinus,4.03,exact_2020_supplement,2020 supplement MeanTL,high,Melanogrammus aeglefinus,1071.519305237607,6224821.184049703
EEZ_372,Ireland,EEZ,2019,Lepidorhombus,Megrims,Small to medium flatfishes (<90 cm),Flatfishes,4660.0076586718,4456.2092189438,203.798439728,4456.2092189438,203.798439728,lepidorhombus,3.96,exact_sea_around_us,Sea Around Us exploited organisms,high,Lepidorhombus,912.0108393559096,4249977.496190235
EEZ_372,Ireland,EEZ,2019,Lophius,Frogfishes,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,4126.1079422567,3023.7773686269998,1102.3305736297,3023.7773686269998,1102.3305736297,lophius,4.46,exact_sea_around_us,Sea Around Us exploited organisms,high,Lophius,2884.031503126606,11899825.290769218
EEZ_372,Ireland,EEZ,2019,Merlangius merlangus,Whiting,Medium benthopelagics (30 - 89 cm),Cod-likes,3730.7494583807,1810.8878335089,1919.8616248718,1802.5725376775001,1928.1769207032,merlangius merlangus,4.36,exact_2020_supplement,2020 supplement MeanTL,high,Merlangius merlangus,2290.867652767775,8546653.254785242
