commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,1717.8549674249,3.11,128.82495516931337,221302.589165895
Cod-likes,251602.6725653101,4.1517176262225535,1418.1351650607432,356806597.5881302
Crustaceans,12500.8289831374,3.025321300796759,106.00376747929191,1325134.9688268902
Flatfishes,9382.1305347819,3.65606089102774,452.96108366341963,4249740.014106468
Herring-likes,11323.4216677729,3.0437664458216416,110.60288256356772,1252403.0769384443
Molluscs,2486.5680279635,2.3531061060995753,22.547900313816143,56066.888018043384
Other fishes & inverts,25971.452655648503,3.9768429212550545,948.0754945321712,24622897.820222825
Perch-likes,85226.94465591351,3.6415166448814156,438.04289939286673,37333057.943471745
"Salmon, smelts, etc",2279.5437353121,3.3883436068909916,244.53645210706856,557431.5374561155
Scorpionfishes,963.9724882360999,3.718150957548782,522.5778016112396,503750.6237161376
Sharks & rays,4567.0074585643,4.044790752008099,1108.6405310175214,5063169.574023706
Tuna & billfishes,342.06419373690005,4.367286272200565,2329.6263623923146,796881.7633599545
