commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,0.0178273771,3.46,288.40315031266056,5.1414717174517826
Cod-likes,45984.184848767705,4.1564482164550505,1433.6667611473324,65925997.35613303
Crustaceans,99396.539481732,3.6618431932236177,459.03224429612817,45626216.59356815
Flatfishes,17634.2454305262,4.085853341690647,1218.5780238784475,21488703.94931816
Herring-likes,186844.3049160411,3.2329012411800204,170.96265008143655,31943397.52107037
Molluscs,148201.41528790048,2.0218445287845284,10.515853539105454,1558464.3774557053
Other fishes & inverts,94483.8979855644,3.44676021178623,279.7436336892012,26431268.947601583
Perch-likes,60755.530297761106,4.040370058786635,1097.4128944408833,66673902.357356794
"Salmon, smelts, etc",900.6678409879,3.257639202188396,180.98359147423935,163006.10058733926
Scorpionfishes,9451.7125782432,3.7896293634912954,616.0690105384631,5822907.215972234
Sharks & rays,31851.413635642897,4.075518482648599,1189.9219686282904,37900696.81691817
Tuna & billfishes,5374.8171736718,4.4530504154205435,2838.2484896529036,15255066.725334475
