commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,141852.1463813778,3.1400967927762617,138.06919501046835,19585411.661383953
Cod-likes,596826.0046843071,3.6577169765155637,454.6916475519024,271371799.37172705
Crustaceans,111252.0260931627,3.0235508786399423,105.57251767074217,11745156.490626289
Flatfishes,50128.853597192705,3.560568869554084,363.55395163684733,18224542.816284396
Herring-likes,353856.04911560967,2.961990838367617,91.62011622531814,32420332.34700404
Molluscs,113565.3152188947,2.0455215049885984,11.105075230467166,1261151.3690775435
Other fishes & inverts,550734.5641887597,3.553575149774097,357.7462991931697,197023252.17629194
Perch-likes,421263.907784064,3.5806151560915995,380.72829687700425,160387090.14637807
"Salmon, smelts, etc",167095.21109560822,4.072173073766581,1180.7911073181833,197304539.33714882
Scorpionfishes,30500.490921092605,3.5539653111846787,358.067835668333,10921244.77093727
Sharks & rays,3761.2066651512,3.847899954225771,704.5307518143121,2649885.7595279766
Tuna & billfishes,46106.0609505495,4.390377176867989,2456.8417117984914,113275293.71003361
