commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,629767.6866500932,629767.6866500932,0.0,1.0,128.82495516931337,81129793.99978045,3.11,128.82495516931337,81129793.99978045,0.0,1.0,0.0
Cod-likes,3,3,20128.465154674403,20128.465154674403,0.0,1.0,2290.831207034165,46110916.12602789,4.3599923934032025,2290.827528947016,46110842.09177888,74.03424900770187,1.0000016055713938,1.605571393824132e-06
Crustaceans,13,13,5749.8679557221985,5749.8679557221985,0.0,1.0,91.46621474522463,525918.6571947724,2.8633714178799647,73.00816246755079,419787.2938783304,106131.363316442,1.2528217620307553,0.25282176203075535
Flatfishes,5,5,3280.3830240253,3280.3830240253,0.0,1.0,1971.3186850819677,6466680.349486764,4.22719502324964,1687.3105549633058,5535024.900760336,931655.4487264277,1.1683200103758247,0.1683200103758247
Herring-likes,7,7,233142.2889312629,233142.2889312629,0.0,1.0,106.532385693371,24837204.24586064,3.014214635162702,103.32719388357484,24089938.490861025,747265.7549996153,1.0310198282690968,0.031019828269096855
Molluscs,7,7,65960.8961278659,65960.8961278659,0.0,1.0,23.888132309048853,1575682.6139258887,2.2829224197910443,19.183260298281425,1265345.0399287548,310337.5739971339,1.2452592488248164,0.24525924882481653
Other fishes & inverts,23,23,77293.2708614382,77293.2708614382,0.0,1.0,188.67609078391757,14583392.190038644,3.2588242420536733,181.47810765449677,14027036.53036026,556355.6596783847,1.0396630933750122,0.039663093375012094
Perch-likes,38,38,75898.83315232559,75898.83315232559,0.0,1.0,523.1531093263895,39706710.557883985,3.39927225927357,250.76808258437453,19033004.860000048,20673705.697883938,2.0862029327451075,1.0862029327451075
"Salmon, smelts, etc",1,1,47.4484653934,47.4484653934,0.0,1.0,1174.8975549395302,55747.085976338574,4.07,1174.8975549395302,55747.085976338574,0.0,1.0,0.0
Scorpionfishes,4,4,1508.0014840970998,1508.0014840970998,0.0,1.0,800.8609632004274,1207699.5210616773,3.9029175863648238,799.6824893335929,1205922.3807215213,1777.1403401559219,1.0014736772188377,0.0014736772188377765
Sharks & rays,13,13,15929.7151227925,15929.7151227925,0.0,1.0,1215.2058481759407,19357882.976994168,3.9105550004646594,813.8699253848855,12964716.058389615,6393166.918604553,1.4931204732761936,0.49312047327619346
Tuna & billfishes,5,5,16461.3290250333,16461.3290250333,0.0,1.0,3162.062933226974,52051758.341711126,4.499956892636837,3161.9637932138185,52050126.365335025,1631.9763761013746,1.0000313539368693,3.135393686936864e-05
