commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,780.0782265060001,780.0782265060001,0.0,1.0,128.82792992179918,100495.86309783637,3.1100090252305095,128.82763235506016,100495.63097250233,0.2321253340342082,1.0000023098052302,2.3098052302166494e-06
Cod-likes,1,1,23.863439248000002,23.863439248000002,0.0,1.0,812.8305161640995,19396.931641402472,3.91,812.8305161640995,19396.931641402472,0.0,1.0,0.0
Crustaceans,6,6,112.337422097,112.337422097,0.0,1.0,123.087229407457,13827.302044695769,2.9394531149789342,86.98675199251848,9771.867475430605,4055.434569265164,1.4150112124895,0.41501121248949996
Flatfishes,3,3,67.55346649500001,67.55346649500001,0.0,1.0,174.06604135509863,11758.76449259894,3.216672619386502,164.6920439080246,11125.51847013381,633.2460224651313,1.0569183381579084,0.05691833815790835
Herring-likes,3,3,939.518664869,939.518664869,0.0,1.0,164.75912639992424,154794.27446023963,3.205509161936918,160.51261197040424,150804.59489307005,3989.6795671695727,1.0264559549395593,0.02645595493955941
Other fishes & inverts,15,15,636.7823094419998,636.7823094419998,0.0,1.0,225.63216613411873,143678.5718352851,3.3197234802310014,208.79662779023846,132957.9988479697,10720.57298731542,1.0806312751410603,0.08063127514106028
Perch-likes,61,61,3411.715303958,3411.715303958,0.0,1.0,801.2932218924683,2733784.3480883474,3.6093742003868075,406.79368312827233,1387864.2342821679,1345920.1138061795,1.9697779368904318,0.9697779368904317
Scorpionfishes,4,4,106.610617663,106.610617663,0.0,1.0,836.6561937773436,89196.43359017721,3.9216180000711116,834.8683555410231,89005.83105152156,190.60253865565755,1.002141461254885,0.0021414612548848193
Sharks & rays,5,5,27.152092346,27.152092346,0.0,1.0,1172.1288976965473,31825.752071671835,4.063529394133566,1157.522373441867,31429.15437625467,396.5976954171638,1.0126187835240263,0.01261878352402637
Tuna & billfishes,7,7,381.83521149089995,381.83521149089995,0.0,1.0,2763.8702834084806,1055342.9941986909,4.431613221691329,2701.551317921002,1031547.4188318853,23795.57536680554,1.0230678444174204,0.02306784441742041
