commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,146954.0672195994,3.2,158.48931924611142,23290650.074081607
Crustaceans,106994.0230725569,2.746670247511138,55.80463186610322,5970762.069437392
Flatfishes,416.2367967645,4.39,2454.7089156850284,1021740.1760539954
Herring-likes,103389.9989006993,2.84168649588663,69.45227814992072,7180670.961571365
Molluscs,36019.626730407,2.0216108400375044,10.510196604238617,378573.35854786617
Other fishes & inverts,235876.25217079857,3.832719873667397,680.3303940226441,160473783.57994395
Perch-likes,644440.128433602,3.6095280409644923,406.9378075951037,262247052.99107707
Scorpionfishes,40329.318471720704,3.9000000000000004,794.3282347242822,32034716.349275295
Sharks & rays,2517.8727224348,3.78084292008026,603.7302267675145,1520115.8696873009
Tuna & billfishes,10028.7869241279,4.5,3162.2776601683795,31713808.848758418
