commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,86015.9003228017,2.717549879878815,52.18550372391834,4488783.086611756
Cod-likes,296748.68664511514,4.349714038871416,2237.2475382102775,663900268.663917
Crustaceans,69141.99559019222,3.4448973993077403,278.54630340950894,19259247.282004613
Flatfishes,16199.6579316234,3.670684679623381,468.4731227900719,7589104.339358571
Herring-likes,85281.13505095741,2.872831891315812,74.61598755428138,6363336.111577228
Molluscs,23704.251192193897,2.260159677334492,18.203700322178474,431505.0850643395
Other fishes & inverts,274697.1628342929,3.4736230585997245,297.5932378486627,81748018.11569856
Perch-likes,105901.82907491212,3.6830621714664256,482.0167958449451,51046460.32480819
"Salmon, smelts, etc",10035.4966525763,4.267617291847776,1851.8989772890675,18584725.98749391
Scorpionfishes,26654.983233390798,3.7506601786566134,563.1968001450498,15012001.26496565
Sharks & rays,16089.065474423,4.0676772054501535,1168.6304696168245,18802172.141070787
Tuna & billfishes,27067.455055073995,4.3535925266604085,2257.316866777825,61099822.836569235
