commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,4,4,271904.6345030085,271904.6345030085,0.0,1.0,3443.9559910573953,936427594.9929075,3.6415103063886156,2733.280119103005,743191531.7790421,193236063.2138654,1.2600084297937295,0.26000842979372957
Crustaceans,12,12,35246.880677885,35246.880677885,0.0,1.0,485.68992764720093,17119054.92623149,2.662621330940856,145.58620418530296,5131459.567265575,11987595.358965915,3.3360985703632466,2.3360985703632466
Flatfishes,5,5,24676.2482151331,24676.2482151331,0.0,1.0,3937.272780720639,97157120.4277498,3.6357089795205257,2686.188232242162,66285047.57137719,30872072.85637261,1.4657471630103136,0.4657471630103137
Herring-likes,2,2,61033.7583750854,61033.7583750854,0.0,1.0,592.1272250590663,36139749.981564865,3.1167277259518733,567.4482540801449,34633499.629891634,1506250.3516732305,1.0434911391505237,0.04349113915052377
Molluscs,5,5,1532.7958462053002,1532.7958462053002,0.0,1.0,442.38980820486455,678093.2604199758,2.9786090855046687,375.17143976050124,575061.2244797583,103032.03594021755,1.1791670722250969,0.17916707222509695
Other fishes & inverts,12,12,162277.8940945458,162277.8940945458,0.0,1.0,2786.1438934526122,452129563.6738685,3.421514408470513,1414.043859954902,229468059.75080433,222661503.92306414,1.9703376764716976,0.9703376764716976
Perch-likes,5,5,3629.0430120916003,3629.0430120916003,0.0,1.0,372.0945593095987,1350347.1602998027,2.8809935904598714,280.04581234087976,1016298.2983411853,334048.86195861734,1.3286917458229104,0.3286917458229105
"Salmon, smelts, etc",12,12,137570.5777422875,137570.5777422875,0.0,1.0,22299.189480816316,3067712380.060641,4.177659651085678,13621.675246215633,1873941733.439701,1193770646.6209397,1.6370372276355263,0.6370372276355264
Scorpionfishes,4,4,4586.616250962499,4586.616250962499,0.0,1.0,1326.0424085997236,6082047.6607489465,3.395585892631976,1308.3655593930262,6000970.7369116945,81076.92383725196,1.0135106347608982,0.013510634760898189
Sharks & rays,2,2,3229.0733603991,3229.0733603991,0.0,1.0,3462.6830760511853,11181257.676381692,3.720275395782125,3460.6675954415596,11174749.541636748,6508.134744944051,1.0005823964752583,0.0005823964752583452
