year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,386,1545.7573940919,1545.7573940919,0.0,True
1951,386,1591.776911909,1591.776911909,0.0,True
1952,397,1682.9070919841,1682.9070919841001,2.2737367544323206e-13,True
1953,397,1752.8716142282,1752.8716142282,0.0,True
1954,407,1860.9631386228,1860.9631386228,0.0,True
1955,407,1873.3201690818,1873.3201690818,0.0,True
1956,407,2011.3930941236001,2011.3930941236,-2.2737367544323206e-13,True
1957,389,1877.4169088012,1877.4169088012,0.0,True
1958,404,1897.2229208854,1897.2229208854,0.0,True
1959,404,2025.6589050398,2025.6589050398,0.0,True
1960,407,2176.872770866,2176.872770866,0.0,True
1961,407,2134.8774973044,2134.8774973044,0.0,True
1962,386,2054.9688997615,2054.9688997615,0.0,True
1963,440,2063.7181129132,2063.7181129132,0.0,True
1964,435,2166.4097395385,2166.4097395385,0.0,True
1965,502,2337.2592683268,2337.2592683268,0.0,True
1966,505,2840.0355145009003,2840.0355145009003,0.0,True
1967,548,3532.7979566141,3532.7979566141,0.0,True
1968,535,3844.8585969649,3844.8585969649,0.0,True
1969,536,4936.3762929184,4936.3762929184,0.0,True
1970,534,6370.1569748546,6370.1569748546,0.0,True
1971,520,6123.2588472779,6123.2588472779,0.0,True
1972,557,7891.4960674988,7891.496067498801,9.094947017729282e-13,True
1973,549,10576.3791519429,10576.3791519429,0.0,True
1974,560,13251.701970087699,13251.701970087699,0.0,True
1975,562,14387.3746317719,14387.3746317719,0.0,True
1976,596,19065.0239108045,19065.0239108045,0.0,True
1977,624,21666.399070289,21666.399070289,0.0,True
1978,521,20362.020606102702,20362.0206061027,-3.637978807091713e-12,True
1979,507,23467.8262446695,23467.8262446695,0.0,True
1980,549,31500.736358896702,31500.7363588967,-3.637978807091713e-12,True
1981,563,30614.4463481708,30614.4463481708,0.0,True
1982,568,25806.749833951202,25806.749833951202,0.0,True
1983,555,28629.8343341047,28629.8343341047,0.0,True
1984,563,34949.6135134921,34949.6135134921,0.0,True
1985,549,40412.149737225096,40412.1497372251,7.275957614183426e-12,True
1986,558,46471.5766300396,46471.5766300396,0.0,True
1987,576,40419.2802991808,40419.2802991808,0.0,True
1988,634,36823.623891192,36823.623891192,0.0,True
1989,560,33287.9791981936,33287.9791981936,0.0,True
1990,520,12405.862378330301,12405.8623783303,-1.8189894035458565e-12,True
1991,417,4504.5874621194,4504.5874621194,0.0,True
1992,412,5538.7773968404,5538.7773968404,0.0,True
1993,411,6568.0471448787,6568.0471448787,0.0,True
1994,416,7595.3370330486,7595.3370330486,0.0,True
1995,415,8383.5745799735,8383.5745799735,0.0,True
1996,415,9155.9828005288,9155.9828005288,0.0,True
1997,415,9950.4675678117,9950.4675678117,0.0,True
1998,428,10660.2300760866,10660.2300760866,0.0,True
1999,428,11463.97722423,11463.977224229999,-1.8189894035458565e-12,True
2000,442,12190.9064085596,12190.9064085596,0.0,True
2001,435,11293.4826884046,11293.4826884046,0.0,True
2002,438,10424.3959086028,10424.3959086028,0.0,True
2003,439,10025.5284884011,10025.5284884011,0.0,True
2004,443,9036.3488123047,9036.3488123047,0.0,True
2005,435,8166.5149673567,8166.5149673567,0.0,True
2006,441,6645.8213509236,6645.8213509236,0.0,True
2007,428,5200.6279939415,5200.6279939415,0.0,True
2008,430,5179.3475331337,5179.3475331337,0.0,True
2009,430,4666.5249547828,4666.5249547828,0.0,True
2010,430,4148.5815368423,4148.5815368423,0.0,True
2011,1043,3648.3354373964,3648.3354373964,0.0,True
2012,1038,3561.5759503699,3561.5759503699,0.0,True
2013,1048,3477.7516559986,3477.7516559986,0.0,True
2014,1038,3388.0926213468997,3388.0926213468997,0.0,True
2015,1038,3785.7846911751,3785.7846911751,0.0,True
2016,1045,4229.2931918471995,4229.2931918472,9.094947017729282e-13,True
2017,1039,4672.4872583349,4672.4872583349,0.0,True
2018,1038,5115.8364620886,5115.8364620886005,9.094947017729282e-13,True
2019,1042,5568.2319259029,5568.2319259029,0.0,True
