commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Other fishes & inverts,3850.3552854922,3.292237724398614,195.99172007028758,754637.7552853395
Perch-likes,766.8285754965001,4.3037153144300175,2012.40466049344,1543169.3991287025
Sharks & rays,757.0219326704,4.248051555732182,1770.319103009942,1340170.3888039151
Tuna & billfishes,11484.8054095696,4.3976781806934,2498.493251239538,28694708.807608984
