commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,111861.98015248781,111861.98015248781,0.0,1.0,571.7126768748358,63952912.11349855,3.1181510398727963,569.8729438236328,63747115.93143901,205796.18205954134,1.0032283214550581,0.003228321455058112
Cod-likes,3,3,7825.8121623662,7825.8121623662,0.0,1.0,32551.65093097136,254743105.76069468,4.444088733271677,30259.569823971542,236805709.55640575,17937396.20428893,1.075747313009851,0.07574731300985099
Crustaceans,21,21,88362.2979947881,88362.2979947881,0.0,1.0,746.1902206102918,65935082.63436327,3.1233448860225366,578.8091498504963,51144906.58119951,14790176.05316376,1.289181798185169,0.289181798185169
Flatfishes,13,13,59175.295089737105,59175.295089737105,0.0,1.0,1815.2270287282577,107416595.07986134,3.4795946124973005,1682.7785516262818,99578917.36316563,7837677.716695711,1.0787082037466986,0.07870820374669868
Herring-likes,7,7,757809.8044436984,757809.8044436984,0.0,1.0,337.6061695984336,255841265.36237505,2.729063678655881,177.6493858139148,134624446.3231859,121216819.03918916,1.9004071871775077,0.9004071871775076
Molluscs,7,7,23541.037660515,23541.037660515,0.0,1.0,133.49862872919158,3142696.246541009,2.2741927683271537,45.473984754789974,1070504.787686196,2072191.458854813,2.93571433093137,1.9357143309313698
Other fishes & inverts,53,53,1797878.4752323378,1797878.4752323378,0.0,1.0,1578.7244142704458,2838354642.740615,3.347297896558264,1132.1526102274315,2035472808.606006,802881834.134609,1.394444883144601,0.3944448831446011
Perch-likes,138,138,1389185.130458009,1389185.130458009,0.0,1.0,6692.896919856256,9297672880.75252,3.7165474884185477,3422.234515113037,4754117301.335205,4543555579.417315,1.9557096073631264,0.9557096073631263
Scorpionfishes,7,7,9694.997496032402,9694.997496032402,0.0,1.0,5912.1973998016265,57318738.987126045,3.8912763736908333,5776.1343736017225,55999608.28881539,1319130.6983106583,1.0235560700979782,0.023556070097978235
Sharks & rays,54,54,73335.4696613766,73335.4696613766,0.0,1.0,22237.02451273905,1630762636.5132625,4.050519315474019,9307.158967520178,682544874.0961851,948217762.4170774,2.3892387129457124,1.3892387129457122
Tuna & billfishes,20,20,150484.68079289547,150484.68079289547,0.0,1.0,29246.227076725376,4401109146.037555,4.428853302866321,28909.527778331387,4350441059.595543,50668086.44201183,1.011646655074261,0.011646655074261
