year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,17,9.578516332400001,9.578516332400001,0.0,True
1951,23,8.4516043667,8.4516043667,0.0,True
1952,23,51.841125627699995,51.841125627699995,0.0,True
1953,20,374.6256388343,374.6256388343,0.0,True
1954,29,293.10861340220004,293.1086134022,-5.684341886080802e-14,True
1955,27,44.0402677168,44.0402677168,0.0,True
1956,34,54.7340040802,54.7340040802,0.0,True
1957,17,14.2060242948,14.2060242948,0.0,True
1958,30,68.7419763429,68.7419763429,0.0,True
1959,34,596.1273522693,596.1273522693,0.0,True
1960,37,93.947138882,93.947138882,0.0,True
1961,50,356.3379528381,356.33795283809997,-5.684341886080802e-14,True
1962,28,241.0107093392,241.01070933920002,2.842170943040401e-14,True
1963,45,171.851020798,171.851020798,0.0,True
1964,53,274.0301466799,274.0301466799,0.0,True
1965,43,207.1595019637,207.1595019637,0.0,True
1966,59,1027.4378002635,1027.4378002634999,-2.2737367544323206e-13,True
1967,50,3762.7822240871,3762.7822240871,0.0,True
1968,64,9232.9512345807,9232.9512345807,0.0,True
1969,66,15260.5480338039,15260.5480338039,0.0,True
1970,88,19861.9068795809,19861.9068795809,0.0,True
1971,84,21883.911681616697,21883.911681616697,0.0,True
1972,94,31458.149158428398,31458.149158428398,0.0,True
1973,88,24101.732279033302,24101.7322790333,-3.637978807091713e-12,True
1974,108,17670.7957724429,17670.7957724429,0.0,True
1975,104,12967.1839482938,12967.183948293801,1.8189894035458565e-12,True
1976,95,21153.3325218768,21153.3325218768,0.0,True
1977,108,24511.381768784002,24511.381768784002,0.0,True
1978,140,29737.238101660103,29737.238101660103,0.0,True
1979,165,33092.933702332404,33092.933702332404,0.0,True
1980,166,30972.6146125109,30972.6146125109,0.0,True
1981,184,27761.7991967893,27761.7991967893,0.0,True
1982,169,25194.8590618458,25194.8590618458,0.0,True
1983,179,15177.3249936952,15177.3249936952,0.0,True
1984,151,13715.922619602601,13715.922619602601,0.0,True
1985,154,22658.688563798798,22658.6885637988,3.637978807091713e-12,True
1986,119,23678.778395156798,23678.778395156798,0.0,True
1987,111,24986.3553275524,24986.3553275524,0.0,True
1988,150,14626.077221166799,14626.077221166799,0.0,True
1989,147,8884.6662460548,8884.6662460548,0.0,True
1990,137,9107.0118455416,9107.0118455416,0.0,True
1991,147,22648.1998004516,22648.1998004516,0.0,True
1992,133,11901.6702118742,11901.6702118742,0.0,True
1993,114,22359.3573066772,22359.3573066772,0.0,True
1994,139,25035.5630733068,25035.5630733068,0.0,True
1995,184,27825.183504372202,27825.1835043722,-3.637978807091713e-12,True
1996,189,17835.9579297764,17835.9579297764,0.0,True
1997,236,25492.3632281079,25492.3632281079,0.0,True
1998,254,25417.8254447664,25417.8254447664,0.0,True
1999,267,34112.3969613986,34112.3969613986,0.0,True
2000,282,33161.5434189676,33161.5434189676,0.0,True
2001,238,37057.9233395419,37057.9233395419,0.0,True
2002,313,34722.4218381949,34722.4218381949,0.0,True
2003,322,43444.0084191602,43444.0084191602,0.0,True
2004,321,38517.6995943194,38517.6995943194,0.0,True
2005,306,44232.8444344308,44232.8444344308,0.0,True
2006,276,36583.1562266241,36583.1562266241,0.0,True
2007,373,39707.1736999773,39707.1736999773,0.0,True
2008,324,42155.6366279485,42155.6366279485,0.0,True
2009,337,48371.2167955246,48371.2167955246,0.0,True
2010,360,40344.859064169,40344.859064169,0.0,True
2011,370,55732.3315655955,55732.3315655955,0.0,True
2012,350,36397.3320462381,36397.3320462381,0.0,True
2013,351,43149.0951791609,43149.095179160904,7.275957614183426e-12,True
2014,314,39894.0143660883,39894.0143660883,0.0,True
2015,304,37580.8810422175,37580.8810422175,0.0,True
2016,346,42666.4889486927,42666.4889486927,0.0,True
2017,347,36261.2455038473,36261.2455038473,0.0,True
2018,294,43957.6085160479,43957.6085160479,0.0,True
2019,257,41830.7267805337,41830.7267805337,0.0,True
