commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,100.3644261542,100.3644261542,0.0,1.0,729.4641051351344,73212.24631197478,3.200299208472342,728.8787178212441,73153.49425013823,58.75206183655246,1.0008031340462789,0.0008031340462788821
Cod-likes,2,2,0.34639648,0.34639648,0.0,1.0,6001.927318564493,2079.046496366579,3.903770026312046,5996.418077155809,2077.1381145351406,1.9083818314384189,1.0009187553865986,0.0009187553865985993
Crustaceans,28,28,5654.4760225532,5654.4760225532,0.0,1.0,1732.733505055148,9797700.057808898,3.3378967073109655,1100.712105892875,6223950.2105053,3573749.847303598,1.5741931934596016,0.5741931934596016
Flatfishes,4,4,31.9597582211,31.9597582211,0.0,1.0,4033.545242951107,128911.13073858543,3.762931427283988,3932.3907228441276,125678.25673299498,3232.874005590449,1.0257234154071593,0.02572341540715933
Herring-likes,6,6,97.003867111,97.003867111,0.0,1.0,940.0260042577194,91186.15759790014,3.18055112156041,687.0089838000887,66642.52816860696,24543.62942929317,1.368287790151017,0.36828779015101715
Molluscs,11,11,462.1570199328,462.1570199328,0.0,1.0,125.72717679939065,58105.697354170654,2.2774628302603808,45.92164749520951,21223.011756790558,36882.6855973801,2.7378629395320875,1.737862939532088
Other fishes & inverts,38,38,1836.5253804433003,1836.5253804433003,0.0,1.0,2933.6509306071216,5387724.391421086,3.3949901524960158,1306.0326306085856,2398562.073799797,2989162.3176212893,2.246230960738016,1.2462309607380162
Perch-likes,180,180,9244.419483040998,9244.419483040998,0.0,1.0,15301.131837929961,141450081.27513865,3.921933834337996,6331.747153818465,58533326.75044881,82916754.52468984,2.416573414290929,1.416573414290929
Scorpionfishes,6,6,502.11808263539996,502.11808263539996,0.0,1.0,4198.304898184497,2108044.8057952076,3.7776282702073005,4109.393184828921,2063400.6267612777,44644.17903392995,1.0216362147296638,0.021636214729663837
Sharks & rays,39,39,1990.0045688695996,1990.0045688695996,0.0,1.0,17391.499077208227,34609162.6231358,4.215239533704971,15244.847229161709,30337315.637750857,4271846.985384941,1.1408116339755907,0.14081163397559082
Tuna & billfishes,16,16,2923.1566922016,2923.1566922016,0.0,1.0,27077.15569081644,79150768.8633947,4.3982459982422215,26376.67063569041,77103141.28671585,2047627.5766788572,1.026556992912449,0.02655699291244888
