commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,52.529000159599995,52.529000159599995,0.0,1.0,128.82495516931337,6767.0460906493245,3.11,128.82495516931337,6767.0460906493245,0.0,1.0,0.0
Cod-likes,4,4,2534.9717594143003,2534.9717594143003,0.0,1.0,2841.9692688721457,7204311.837714196,4.420183004942669,2631.3765794886012,6670465.3173878025,533846.5203263937,1.0800313763621294,0.08003137636212933
Crustaceans,12,12,1603.2712868764,1603.2712868764,0.0,1.0,178.71657648064874,286531.15556027426,3.199514884142515,158.31238226037573,253817.69683506113,32713.45872521313,1.1288856495552846,0.1288856495552845
Flatfishes,10,10,47274.23528376479,47274.23528376479,0.0,1.0,346.4945808457463,16380266.339451272,3.5253447434689615,335.2314406783825,15847810.001145294,532456.3383059781,1.0335981020890268,0.033598102089026714
Herring-likes,5,5,24829.5706282887,24829.5706282887,0.0,1.0,93.13333511466965,2312460.72207777,2.832529891910557,68.00328491475354,1688492.3657465125,623968.3563312576,1.3695417101014786,0.3695417101014787
Molluscs,6,6,9101.076104211501,9101.076104211501,0.0,1.0,11.249148951536261,102379.36071554253,2.033096582695222,10.791866957385679,98217.60248569248,4161.758229850049,1.0423728346500445,0.04237283465004452
Other fishes & inverts,32,32,682933.2960532362,682933.2960532362,0.0,1.0,264.8528884495916,180876856.0780997,3.3357951936468537,216.66820911279967,147969934.1993561,32906921.87874359,1.2223892445232079,0.2223892445232079
Perch-likes,102,102,345005.84673590277,345005.84673590277,0.0,1.0,807.7651988922399,278683716.40761214,3.736264040298324,544.8337976352806,187970845.6834975,90712870.72411466,1.4825901080258779,0.48259010802587776
Scorpionfishes,6,6,972.9343746182,972.9343746182,0.0,1.0,673.9376505970846,655697.1066153335,3.8224383862033675,664.4134052203889,646430.6408960477,9266.46571928577,1.0143348182048442,0.014334818204844203
Sharks & rays,33,33,15983.4182644897,15983.4182644897,0.0,1.0,5544.388675197423,88618283.21658035,4.602381315767192,4002.9606025607527,63980993.60700223,24637289.609578118,1.3850720068667668,0.3850720068667667
Tuna & billfishes,18,18,3646.7110686251,3646.7110686251,0.0,1.0,2408.443294143863,8782896.818910323,4.374083718152148,2366.3758154552975,8629488.87874758,153407.9401627425,1.0177771757190104,0.017777175719010486
