functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,806.5144277817,3.9867633083842255,969.981180911535,782303.8170818842
Jellyfish,9848.021344513598,3.460000000000001,288.4031503126612,2840200.380104051
Large benthopelagics (>=90 cm),32221.745937441603,4.1708466012369625,1481.9945319088224,47752451.28784377
Large demersals (>=90 cm),79865.9531469162,3.7721943830956888,591.8264667351787,47266784.86337674
Large pelagics (>=90 cm),101764.20502699321,4.484876928398668,3054.0555236633804,310793532.47390133
Large rays (>=90 cm),28383.6432814383,3.280837276870121,190.91378014318659,5418828.633095147
Large sharks (>=90 cm),15549.3322298425,4.239986099248384,1737.7452066954713,27020777.549724206
"Lobsters, crabs",52034.896168501095,3.4269225000294488,267.252945248728,13906479.25674367
Medium benthopelagics (30 - 89 cm),47860.4929024317,3.0586008764225325,114.44606803209047,5477445.226761081
Medium demersals (30 - 89 cm),495857.89081077266,3.3054411337334373,202.04175567664726,100183998.82552776
Medium pelagics (30 - 89 cm),252250.2510030519,3.4658153199699337,292.2909171296375,73730457.2118633
Medium reef assoc. fish (30 - 89 cm),140298.8923278258,3.420025756460674,263.0423988358282,36904557.19192087
Other demersal invertebrates,32531.087366140604,2.0584933059945443,11.44177243885471,372213.2988318822
Shrimps,121321.18846208311,2.6929284689395536,49.30925817851469,5982257.804401093
Small benthopelagics (<30 cm),46957.1133305117,3.221790591081341,166.64434899840896,7825137.581807633
Small demersals (<30 cm),113978.3833285365,3.762081921288695,578.2051043752855,65902883.02900274
Small pelagics (<30 cm),284520.0851442628,3.150778462285111,141.50717543567532,40261633.60348248
Small reef assoc. fish (<30 cm),20148.7056362505,4.067987630361435,1169.4660816425735,23563227.83059551
Small to medium flatfishes (<90 cm),37.4807979793,3.6460345688407942,442.6236027801161,16589.88583667146
