layer,region_id,title,water_area_km2,common_area_km2,baseline_4km_tC_yr,npp_antoinemorel_tC_yr,npp_vgpm_tC_yr,npp_eppley_tC_yr,npp_cbpm_tC_yr,npp_cafe_tC_yr,ens_median_tC_yr,ens_min_tC_yr,ens_max_tC_yr,spread_pct,cv_pct,model_max,model_min,scaled_antoinemorel_tC_yr,scaled_vgpm_tC_yr,scaled_eppley_tC_yr,scaled_cbpm_tC_yr,scaled_cafe_tC_yr,scaled_median_tC_yr,scaled_min_tC_yr,scaled_max_tC_yr,rate_antoinemorel_mgC_m2_d,rate_vgpm_mgC_m2_d,rate_eppley_mgC_m2_d,rate_cbpm_mgC_m2_d,rate_cafe_mgC_m2_d,own_antoinemorel_tC_yr,own_vgpm_tC_yr,own_eppley_tC_yr,own_cbpm_tC_yr,own_cafe_tC_yr
lme,19,Greenland Sea,1157224.2621339844,0.0,90963434.87677094,69728630.90588333,110362112.56630373,85020065.62851988,78000845.0684181,89027012.53300947,85020065.62851988,69728630.90588333,110362112.56630373,47.79281380228664,17.65631608294812,VGPM,Antoine-Morel,90963434.87677094,143971231.16955972,110911645.65467082,101754827.22858815,116138847.86796515,110911645.65467082,90963434.87677094,143971231.16955972,215.355742381152,340.8515895651016,262.583089799047,240.90434127036733,274.95848013853237,71429427.30815366,113386350.54148717,87419660.25465523,80598731.86082569,92203535.33991356
lme,20,Barents Sea,1912937.794955492,0.0,177614682.18973196,136611334.8676158,257750842.710794,192618540.75243276,129079472.01185644,155191473.052221,155191473.052221,129079472.01185644,257750842.710794,82.91136630660141,30.272290429733033,VGPM,CbPM2,177614682.18973196,335113730.17895645,250432227.55085844,167822160.73667157,201771574.74844936,201771574.74844936,167822160.73667157,335113730.17895645,254.38128146473437,479.9527779369488,358.6711986816716,240.3563476851078,288.9789915725516,150100873.1341658,276222170.7047334,206854173.36598936,135402247.58842415,161000604.00411808
lme,21,Norwegian Sea,1046438.0164902884,0.0,117362388.09834813,111646896.95219451,209841143.5595645,141748888.73395905,130385854.72574638,135215527.15536106,135215527.15536106,111646896.95219451,209841143.5595645,72.62054046096789,25.74583911831219,VGPM,Antoine-Morel,117362388.09834813,220583450.1605888,149005378.08254308,137060641.2053721,142137556.9598246,142137556.9598246,117362388.09834813,220583450.1605888,307.2717009928384,577.5193657862105,390.1176239029549,358.8445757174957,372.1366752132959,116239183.13947143,212284686.295735,143365079.10007852,132370985.09100483,137534207.1477865
lme,22,North Sea,680902.5042289781,28002.01595156754,183686012.3247054,161645256.16569474,248040420.99959424,172162545.4344741,180301950.02167535,104589176.93879552,172162545.4344741,104589176.93879552,248040420.99959424,83.32314307899038,29.546813625863916,VGPM,CAFE,183686012.3247054,281861385.2920845,195637361.6687729,204886595.49588785,118850186.51285094,195637361.6687729,118850186.51285094,281861385.2920845,739.0916404466235,1134.1168061606709,787.1799095557759,824.3957612999609,478.2137638324445,183939089.00168243,264087131.9872135,184287283.26663694,186710370.08268762,106261300.12386094
lme,23,Baltic Sea,375970.86711457896,0.0,218538814.51835537,166244113.67246142,338995157.45385927,259053187.71331155,58071393.27557273,72321132.4111155,166244113.67246142,58071393.27557273,338995157.45385927,168.9826833398565,67.39589504289998,VGPM,CbPM2,218538814.51835537,445631416.36034775,340542442.6130893,76338663.44811893,95070882.16602705,218538814.51835537,76338663.44811893,445631416.36034775,1592.5076395613721,3247.347326132778,2481.5566179923844,556.285184409761,692.7881735009627,213505882.72925904,380825132.98270047,291761363.2937844,61209341.130811684,76266411.57338528
lme,24,Celtic-Biscay Shelf,749606.8814015349,494000.2108519258,181603398.3194205,160966759.11011246,242498634.36863825,162456856.33825475,184914185.42526338,116603938.12081347,162456856.33825475,116603938.12081347,242498634.36863825,77.49423390644519,26.42581421304395,VGPM,CAFE,181603398.3194205,273588014.895907,183284532.49863246,208620988.9317801,131553070.56708221,183284532.49863246,131553070.56708221,273588014.895907,663.7393137443648,999.9323962886061,669.8836637771749,762.485467274665,480.8111829800574,182789958.37394857,260460393.70665362,175356946.9816576,194155706.53294557,118790418.98541343
lme,25,Iberian Coastal,301956.6307199214,290071.6817548449,60160452.4022047,53037694.09917829,78132973.13780186,50631170.91963405,68044864.2733443,48060205.28976901,53037694.09917829,48060205.28976901,78132973.13780186,56.70074530728658,21.745436027433417,VGPM,CAFE,60160452.40220469,88625930.88435742,57430742.416566074,77183027.80426554,54514505.992071964,60160452.40220469,54514505.992071964,88625930.88435742,545.8504318098423,804.1246485208096,521.0831085122225,700.3004028906784,494.6233854215869,60739567.03274592,83730896.98667622,54759076.47759475,71585997.93826553,48556486.677540414
lme,26,Mediterranean Sea,2504811.232150126,2333028.5099084415,409223824.9172864,358762384.7102209,414158162.58996475,333843956.8153807,499987409.01968956,240524632.7487998,358762384.7102209,240524632.7487998,499987409.01968956,72.32162214566131,26.047066977073058,CbPM2,CAFE,409223824.91728646,472411252.2350293,380800515.2041218,570312743.6138151,274355435.2271126,409223824.91728646,274355435.2271126,570312743.6138151,447.6030567758778,516.7165440537553,416.5140547758806,623.7997687729394,300.0859773390591,414266053.3638635,443460306.61337954,360464543.9398335,524375137.5287773,248625741.80102956
lme,27,Canary Current,1121651.8058426415,1095085.3785368435,472963545.04584086,450594629.12586725,561261681.1310985,510306467.6687425,414041517.7198968,174983778.49488854,450594629.12586725,174983778.49488854,561261681.1310985,85.72625541178137,35.34488031512901,VGPM,CAFE,472963545.04584086,589124452.9947586,535639664.5842171,434595823.73819494,183670516.36414546,472963545.04584086,183670516.36414546,589124452.9947586,1155.2520377736148,1438.984530527605,1308.3435721527264,1061.5357488763552,448.630217975987,474696230.1330061,577963924.127423,527041037.1134964,426216398.98213464,175838518.96858248
lme,28,Guinea Current,1916431.736638209,1870158.3934018682,772093174.0925597,730958358.2010741,630979010.6633768,1140387610.353757,674836657.0345353,275648789.2815967,674836657.0345353,275648789.2815967,1140387610.353757,128.14046363043175,44.628922647230965,Eppley-VGPM,CAFE,772093174.0925597,666487470.40506,1204563132.6260242,712813213.8828053,291160975.5376164,712813213.8828053,291160975.5376164,1204563132.6260242,1103.7824745836426,952.8088241776085,1722.0404478835426,1019.0359914270664,416.2430039079329,776721070.7847073,650457984.1797357,1181377870.8646762,691675471.3191513,277029591.94120896
lme,29,Benguela Current,1459437.159578066,1438419.5360521446,587830374.692745,567130793.7151164,696797287.4165432,634881560.5739589,609087190.8474818,340498527.86974347,609087190.8474818,340498527.86974347,696797287.4165432,58.49716836944919,23.955171269951556,VGPM,CAFE,587830374.692745,722229536.9711599,658053961.755379,631318129.052747,352926308.07231796,631318129.052747,352926308.07231796,722229536.9711599,1103.5036121089329,1355.80422028381,1235.3307263838074,1185.1409280503756,662.5303361869293,589283196.5530307,710901155.7232727,647964545.8467126,617092431.8531488,341642928.1900437
lme,30,Agulhas Current,2625771.409454877,2557902.915828607,553758651.4094874,509113669.7811796,425517976.73779106,541353397.7960024,634037261.5048804,483062081.4320945,509113669.7811796,425517976.73779106,634037261.5048804,40.95731408208158,14.892400727001153,CbPM2,VGPM,553758651.4094874,462832320.0398252,588825532.0826586,689636990.1543082,525422558.14083683,553758651.4094874,462832320.0398252,689636990.1543082,577.7909625720032,482.918562129145,614.3796943001269,719.5662214076428,548.2251245240541,557837436.5258571,447860844.92334914,575477060.2489473,649607692.232908,487386202.728893
lme,31,Somali Coastal Current,840960.6435152126,809290.7371570476,220645099.4910218,202591143.05167237,132425217.51795873,210077607.28697896,215741491.0239453,172420757.49037218,202591143.05167237,132425217.51795873,215741491.0239453,41.12532870439264,18.543914703146584,CbPM2,VGPM,220645099.4910218,144226321.32006726,228798721.71336094,234967343.75588414,187786073.0618276,220645099.4910218,144226321.32006726,234967343.75588414,718.8292657387304,469.8681316460451,745.3925671159882,765.48903000447,611.7793929091354,222005287.1194394,139181487.5260324,222274048.3165658,218474786.45558095,175869856.01698118
lme,32,Arabian Sea,3931223.639844468,3658850.9793883287,1599715112.5364208,1399430163.7484744,1005900651.8821001,1709074597.300374,1444890041.4214134,693100453.4264123,1399430163.7484744,693100453.4264123,1709074597.300374,72.59913143165372,32.0072601248705,Eppley-VGPM,CAFE,1599715112.5364208,1149864077.6870186,1953675526.3515282,1651681159.2969565,792296249.269185,1599715112.5364208,792296249.269185,1953675526.3515282,1114.8643607592282,801.3567352614178,1361.5444398492905,1151.0802426052217,552.1625972970321,1603153047.356097,1129151942.8933287,1926351214.1673996,1467594661.256579,728978928.4121896
lme,33,Red Sea,456623.2660905128,378258.424999272,167237425.9047926,132017236.29687104,82676962.83051486,157150338.87033784,143203403.6503316,50839799.789470986,132017236.29687104,50839799.789470986,157150338.87033784,80.52777202652783,39.53007380973642,Eppley-VGPM,CAFE,167237425.9047926,104733918.33706513,199075657.76972774,181407892.47724962,64403084.69408293,167237425.9047926,64403084.69408293,199075657.76972774,1003.4195857542194,628.4003977197216,1194.4480308299487,1088.4419640953786,386.4165943442608,169768866.91130778,94269708.11920674,176265864.47775143,156244643.74553278,57019600.651057854
lme,34,Bay of Bengal,3656323.2339671575,3553741.672497176,1061393189.7977164,973683756.8091958,613978627.8265923,1255275400.6149518,1063416886.4414561,626712521.2500237,973683756.8091958,613978627.8265923,1255275400.6149518,65.86294249068271,30.93487102352767,Eppley-VGPM,VGPM,1061393189.7977164,669285822.7316555,1368350608.9281483,1159209479.763392,683166785.2769603,1061393189.7977164,669285822.7316555,1368350608.9281483,795.3144077570697,501.50374323343425,1025.321214234587,868.6093049458028,511.90491182197695,1072463271.2545393,641198238.887459,1319664700.4884968,1099008661.8472302,631008358.8059624
lme,35,Gulf of Thailand,385846.66454086057,361552.4962820804,149162149.72904924,128812106.33499031,79333446.38095592,176952076.7372737,136663927.83372322,66051430.93429676,128812106.33499031,66051430.93429676,176952076.7372737,86.09489353009056,38.35629503397457,Eppley-VGPM,CAFE,149162149.72904924,91866733.2154571,204907387.32669613,158254420.69148457,76486393.33027695,149162149.72904924,76486393.33027695,204907387.32669613,1059.1342662025957,652.3049262116781,1454.9564732740369,1123.694449542717,543.0959544462066,151025933.99899927,87407206.20484945,197435292.61444548,146146011.25001362,67347671.13120574
lme,36,South China Sea,3157861.5627221805,3055781.0133278775,839939773.3415868,752820479.1139787,510463373.9841857,936684939.7856485,776167411.9190596,526495834.23968583,752820479.1139787,510463373.9841857,936684939.7856485,56.61662742000565,25.797624911596387,Eppley-VGPM,VGPM,839939773.341587,569536167.7037264,1045081739.7289724,865988503.407486,587423966.1984774,839939773.341587,569536167.7037264,1045081739.7289724,728.7225271795597,494.12332719769296,906.7014453365935,751.3221194430879,509.6425848141227,849816570.9409487,538734687.9271582,997788056.4909117,806278298.8369428,532348425.44366276
lme,37,Sulu-Celebes Sea,1005150.1646448824,904545.4795960314,260393119.2927413,213443425.65394863,122655687.95488939,245705877.85206315,212402321.55372748,178860189.02842918,212402321.55372748,122655687.95488939,245705877.85206315,57.93260120560784,23.974226353325268,Eppley-VGPM,VGPM,260393119.2927413,149635422.5374564,299752122.9170564,259123010.6288906,218202844.12934512,259123010.6288906,149635422.5374564,299752122.9170564,709.7504744811217,407.85951807638014,817.0308495284226,706.2885541767025,594.7529357710263,265487940.1718737,136891124.92949715,278066080.0242216,231957005.09552935,185427862.1573272
lme,38,Indonesian Sea,2252660.556216958,2062385.4564309844,749758870.0793715,657097576.2168155,405203605.67285484,811643654.0657262,694200312.5359148,448608877.4670428,657097576.2168155,405203605.67285484,811643654.0657262,61.8538346668262,28.435055158884527,Eppley-VGPM,VGPM,749758870.0793715,462343810.9306365,926098422.8293952,792093687.1085578,511869921.98900443,749758870.0793715,462343810.9306365,926098422.8293952,911.8701372736149,562.3108057345081,1126.3374528198908,963.3584983406481,622.5453471206491,759442195.5350394,438652148.35280716,886031436.6758481,738278524.1040168,461913665.9519478
lme,39,North Australian Shelf,777489.8181273941,734379.535198379,343801683.684613,307112833.06899595,210596179.5198972,399235745.9974675,341976260.68294483,134421778.50513634,307112833.06899595,134421778.50513634,399235745.9974675,86.22692996773537,37.97464762095897,Eppley-VGPM,CAFE,343801683.684613,235754788.79523584,446929945.2236679,382830027.0882879,150480308.20504156,343801683.684613,150480308.20504156,446929945.2236679,1211.4916479837393,830.7549705300686,1574.8959983832,1349.0200962491876,530.2639435112981,346781078.0267515,222440664.59455374,423110674.6763895,363782574.98002094,136058299.86613098
lme,40,Northeast Australian Shelf-Great Barrier Reef,1283533.7987632137,1257959.0038996423,235190885.5526628,220292913.00662673,164331255.96272704,229804044.9891743,247667283.35364392,216210013.8652847,220292913.00662673,164331255.96272704,247667283.35364392,37.82964519989348,14.443282162363827,CbPM2,VGPM,235190885.5526628,175444652.69607857,245345236.5168099,264416530.24313843,230831868.04470712,235190885.5526628,175444652.69607857,264416530.24313843,502.0191842054575,374.48977332913495,523.6938293566856,564.4018495494593,492.71478276941133,236321367.09803817,171229931.56588122,241135178.7091789,255702446.67548794,217259351.81096706
lme,41,East-Central Australian Shelf,651834.9597659335,639512.3468999395,107121684.10983592,101426393.87363629,110014678.31066136,98723050.6827548,134105512.04903911,116518610.20838776,110014678.31066136,98723050.6827548,134105512.04903911,32.16158235392072,12.616778861839164,CbPM2,Eppley-VGPM,107121684.10983592,116192217.50230382,104266542.91557372,141635798.63642383,123061357.88688798,116192217.50230382,104266542.91557372,141635798.63642383,450.24290528960245,488.3672434298027,438.242467871175,595.3091010564233,517.2389116573687,107546033.03187779,114223615.95892183,102837247.97533423,135621470.04002428,117767544.60262907
lme,42,Southeast Australian Shelf,1187398.989737643,1160118.5316010048,188549343.5424392,178636383.00961617,275226977.2158367,174407724.08149424,259711571.50089857,227101484.3920486,227101484.3920486,174407724.08149424,275226977.2158367,44.39392080779918,20.574465929960855,VGPM,Eppley-VGPM,188549343.5424392,290499981.05045813,184086026.20736226,274123588.3298962,239703889.42172676,239703889.42172676,184086026.20736226,290499981.05045813,435.0463057628386,670.2804751570523,424.74794204758433,632.4946678932985,553.0769272948121,189400645.93424925,280583612.7025038,178062842.40144333,263234999.8744356,228337421.0887915
lme,43,Southwest Australian Shelf,1012655.3601411168,983489.8848541061,167853305.6809146,156642696.33939895,223970744.47663847,143564798.17559105,223796222.92575502,171719474.4466026,171719474.4466026,143564798.17559105,223970744.47663847,46.82401140591087,20.550782243505086,VGPM,Eppley-VGPM,167853305.6809146,239999889.6518195,153839448.09640756,239812877.93717897,184009099.11049473,184009099.11049473,153839448.09640756,239999889.6518195,454.1249554977772,649.3166087225675,416.2106443908255,648.8106509385121,497.83424643176886,168597070.89444458,232512848.4078047,150306065.03857595,228633647.7492725,173064551.81461698
lme,44,West-Central Australian Shelf,579336.7588845607,567476.0387848113,107895687.49755985,100103834.63881801,108554708.77846049,93131820.24285772,150456643.54815,98682414.55636413,100103834.63881801,93131820.24285772,150456643.54815,57.26536202346739,21.037000398178236,CbPM2,Eppley-VGPM,107895687.49755985,117004358.2946573,100380987.49421638,162167843.54740307,106363627.33650257,107895687.49755985,100380987.49421638,162167843.54740307,510.2466203769549,553.3221927018484,474.7090528542547,766.9036272256252,503.0013954979593,108444474.57363977,113531652.02384888,98392953.33286987,155349413.77362153,98869730.56622536
lme,45,Northwest Australian Shelf,911283.7163471624,883726.3202245564,255910178.35612905,231703362.09670502,147198533.51174554,255105285.97807738,280209132.66876936,157090598.3823708,231703362.09670502,147198533.51174554,280209132.66876936,57.40555421958433,27.697636631685572,CbPM2,VGPM,255910178.35612905,162576850.95233724,281756978.5931452,309483507.1419999,173502372.5435844,255910178.35612905,162576850.95233724,309483507.1419999,769.3803408762568,488.7786558853839,847.0873711501454,930.4457046219261,521.6256554854814,257794002.94528374,153545126.03606498,267776658.85311288,294803941.5123631,158010384.70401293
lme,46,New Zealand Shelf,958230.1676720892,923421.8631626354,178903489.01937473,165991267.62830338,250750415.91677403,162923197.84899738,225728678.46238908,182066721.31776568,182066721.31776568,162923197.84899738,250750415.91677403,48.239028764894144,19.707025363158834,VGPM,Eppley-VGPM,178903489.01937473,270255929.2517932,175596758.51532286,243287786.91589513,196229429.07457197,196229429.07457197,175596758.51532286,270255929.2517932,511.512329495236,772.7028728685862,502.0578832325511,695.5968455685797,561.0498315691557,180304501.94084913,261025046.93058327,170189682.12348115,233593557.7327625,183791222.2377039
lme,47,East China Sea,770163.5803004989,720718.0202117846,258485580.2456176,224789603.8978657,266988134.13775122,278231031.208744,228889348.0035157,130207469.92932452,228889348.0035157,130207469.92932452,278231031.208744,64.67035821918016,25.815384945565473,Eppley-VGPM,CAFE,258485580.2456176,307009672.9324174,319937881.01074886,263199876.26123306,149725578.20017055,263199876.26123306,149725578.20017055,319937881.01074886,919.5185153126655,1092.1347271023626,1138.1246298526232,936.2888220698319,532.6232946539205,263058018.49493456,281607859.1190758,295001680.83910996,239113478.4399772,131712809.70578288
lme,48,Yellow Sea,433875.0628037076,392998.94317393063,257023981.43652144,226779715.4247492,246425057.0637306,234566982.65061775,251606851.52806002,83022829.39166567,234566982.65061775,83022829.39166567,251606851.52806002,71.87031193878487,33.96352114092789,CbPM2,CAFE,257023981.43652144,279289305.8076827,265849790.31962246,285162165.4755466,94095091.88422848,265849790.31962246,94095091.88422848,285162165.4755466,1622.9909298232446,1763.586446638441,1678.7219463827407,1800.6709160322903,594.1682165821736,259593108.45510277,264460469.20196876,253061279.0634336,265522775.33009344,85148030.1814765
lme,49,Kuroshio Current,1316915.2227048746,1266650.3224119844,202851329.29020303,183814023.2582857,210911115.64872792,199352827.63262123,233305892.9398105,191064507.36749285,199352827.63262123,183814023.2582857,233305892.9398105,24.826269217876987,9.515032716035735,CbPM2,Antoine-Morel,202851329.29020303,232754821.4931728,219999461.22834828,257468987.8126317,210852733.71778318,219999461.22834828,202851329.29020303,257468987.8126317,422.0143081093753,484.2258874776149,457.6894849029747,535.6415318133022,438.6605246524167,204446591.56195134,221859884.15696958,210524111.45649275,239675887.0449556,193409302.87983403
lme,50,Sea of Japan / East Sea,982336.90561541,855479.7064200834,213477826.11363152,196140139.6449509,249695990.33068708,185460575.62728158,280216787.627848,148462627.13152963,196140139.6449509,148462627.13152963,280216787.627848,67.17348153968751,24.812273910884006,CbPM2,CAFE,213477826.11363152,271767713.13396794,201854248.63244715,304986377.4524852,161585889.33671874,213477826.11363152,161585889.33671874,304986377.4524852,595.3871356480246,757.9569420869003,562.9691153388729,850.6034045261782,450.6611368719782,210800166.73451677,261335621.2000366,194832738.35029384,287215135.0885059,150724360.9685517
lme,51,Oyashio Current,531517.5769523772,483155.06917871983,115154452.86489508,110840262.49031614,132858267.05379575,93580142.0862254,155904108.4896033,105039220.20485446,110840262.49031614,93580142.0862254,155904108.4896033,56.228634796694934,20.725488926182944,CbPM2,Eppley-VGPM,115154452.86489508,138029455.24867034,97222523.82702465,161972300.58055872,109127618.97421548,115154452.86489508,97222523.82702465,161972300.58055872,593.5676737044415,711.477677296324,501.1369153686809,834.891914887189,562.5021466380165,114484022.13611487,136155850.18086404,96034256.23451789,158183129.22993335,106158049.94771527
lme,52,Sea of Okhotsk,1551520.0632564137,441669.0642040745,295938134.05065185,259622766.89018947,312554212.7888713,228017555.49582595,342944669.457838,234499191.05078703,259622766.89018947,228017555.49582595,342944669.457838,44.266962924180625,18.246108222512145,CbPM2,Eppley-VGPM,295938134.05065185,356273494.92631954,259912066.69778222,390914890.7764962,267300336.8202667,295938134.05065185,259912066.69778222,390914890.7764962,522.5774564952915,629.1196549999809,458.96142166022554,690.2905905771223,472.007876186587,274341696.33528554,330359736.9360868,241589789.09681275,350697014.6320822,239000587.90162948
lme,53,West Bering Sea,742183.8651304872,32858.384192509504,120103602.55716915,110866844.04976276,140775829.26834413,99625408.20790863,139155977.18077052,110152509.3583359,110866844.04976276,99625408.20790863,140775829.26834413,37.116977048580075,15.54203716082631,VGPM,Eppley-VGPM,120103602.55716915,152504424.50145027,107925597.90578796,150749616.08244252,119329753.79645742,120103602.55716915,107925597.90578796,152504424.50145027,443.35505171915895,562.9606903761032,398.40069758578255,556.4829231751063,440.4984366799486,116610582.88643706,146234023.5111418,103628460.42021671,140682509.86829937,111353787.30539061
lme,54,Northern Bering - Chukchi Seas,1314362.4527128874,0.0,149810239.9340405,115424402.25349061,194954296.47182363,146573550.88144138,134922936.3308678,91801043.95174578,134922936.3308678,91801043.95174578,194954296.47182363,76.4534595267909,28.236673037342374,VGPM,CAFE,149810239.9340405,253032715.4432608,190238965.04405743,175117540.7427445,119149297.3071951,175117540.7427445,119149297.3071951,253032715.4432608,312.27232082806347,527.434662221243,396.54407570799236,365.0241858601695,248.36104402164042,124691722.34516189,211634552.39066738,159824595.3806064,143224493.59969383,95982349.91946447
lme,55,Beaufort Sea,963209.2202639766,0.0,46949292.43884637,28903799.79381687,47262043.11505489,36530155.28799374,48200228.76153058,30959003.719146103,36530155.28799374,28903799.79381687,48200228.76153058,52.823287543088576,23.441378349905424,CbPM2,Antoine-Morel,46949292.438846365,76769127.21837878,59337006.057569526,78293049.76809621,50287620.64482808,59337006.057569526,46949292.438846365,78293049.76809621,133.54128652063878,218.3600110089497,168.77656117037486,222.69461473300274,143.0367361919116,35591588.63410636,54826299.8746448,42193760.94801096,52041996.74906325,33713719.755206466
lme,56,East Siberian Sea,622379.0517723659,0.0,42244557.68592735,24052705.55672159,48179753.43139903,40723554.60874725,34525274.4793456,26035767.52653946,34525274.4793456,24052705.55672159,48179753.43139903,69.88227679148854,29.04705211007194,VGPM,Antoine-Morel,42244557.68592735,84619685.22945285,71524118.05766608,60637874.85053245,45727474.631847754,60637874.85053245,42244557.68592735,84619685.22945285,185.96145528746246,372.4976819079839,314.85071239334206,266.9292346857839,201.29333090382107,25362384.438336156,51292772.71346592,43536516.11669021,36853047.35819158,27425462.973049834
lme,57,Laptev Sea,875691.4781721166,0.0,94318919.52426216,62318771.33191579,144299480.17545795,112965449.94233109,54074386.40072833,59313610.12521056,62318771.33191579,54074386.40072833,144299480.17545795,144.7799625159201,46.251568804043615,VGPM,CbPM2,94318919.52426216,218396010.81948164,170972228.0207421,81841114.48683405,89770634.12076764,94318919.52426216,81841114.48683405,218396010.81948164,295.09022885091815,683.2831539834435,534.9110671355182,256.0516312649413,280.8602674882751,67116033.15679835,158557586.5848559,124206850.02818154,59606922.23575673,63188837.096347064
lme,58,Kara Sea,964293.7790020906,0.0,98294714.43737662,58292164.75734453,136285285.88643393,104154481.56523713,44070662.961838335,50723354.13045425,58292164.75734453,44070662.961838335,136285285.88643393,158.19385556954634,50.67289558215183,VGPM,CbPM2,98294714.43737662,229810015.01639053,175629693.3806713,74313816.42682895,85531865.73725137,98294714.43737662,74313816.42682895,229810015.01639053,279.2723476639562,652.9301476449692,498.9944481823544,211.13845333576907,243.0108788783211,70185836.57069086,177569299.75748774,135936436.83030692,52026228.218426146,57684085.87156289
lme,59,Iceland Shelf and Sea,474510.4956170872,0.0,56922636.31272111,52257859.44781378,84707908.88499849,59247126.920589544,58408676.72072891,58315857.46500352,58408676.72072891,52257859.44781378,84707908.88499849,55.556898836005246,20.255733699602192,VGPM,Antoine-Morel,56922636.31272111,92269326.39839704,64535797.94331657,63622503.822636865,63521399.093275525,63622503.822636865,56922636.31272111,92269326.39839704,328.6595969836638,532.744117146138,372.6164267330235,367.3432542822411,366.7594963652239,55567616.08879881,88452625.36153674,61911751.29436822,60065067.162758335,59602085.58529951
lme,60,Faroe Plateau,103109.96888239228,0.0,12212656.205697734,11971234.632970916,20314116.09030117,13428124.538241366,15992910.66023324,14416671.866690412,14416671.866690412,11971234.632970916,20314116.09030117,57.86967709660095,21.018068427911036,VGPM,Antoine-Morel,12212656.205697736,20723786.93925174,13698926.927818228,16315436.595314242,14707410.098982424,14707410.098982424,12212656.205697736,20723786.93925174,324.5014272923371,550.6499427660974,363.9929975574445,433.51604867146267,390.78931630507327,12190943.205590554,20624460.22381468,13625547.097775912,16286114.756318977,14651360.176404545
lme,61,Antarctic,1783490.2414532972,799363.2167675873,102610079.59474838,47870053.43602861,41141851.57962558,44497062.86142188,50592598.44287,74014152.42923541,47870053.43602861,41141851.57962558,74014152.42923541,68.6698645397146,25.203793394735243,CAFE,VGPM,102610079.59474836,88188091.7660186,95380030.60816747,108445890.08168682,158650294.42782563,102610079.59474836,88188091.7660186,158650294.42782563,157.6254801988487,135.4710021407123,146.51896953369823,166.5902177176785,243.71220587333642,49304486.02464162,42263158.95799273,45606118.484248765,52678089.251833476,76505813.79442157
lme,62,Black Sea,457165.3113680876,0.0,174646600.2085683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Antoine-Morel,Antoine-Morel,,,,,,,,,,,,,,175910545.1181576,0.0,0.0,61665190.49362176,62477174.59364864
lme,63,Hudson Bay Complex,1220064.8358114825,0.0,142079027.57303682,91421966.1871347,119851330.1533709,88148852.44287717,138271100.78728613,82816865.91333386,91421966.1871347,82816865.91333386,138271100.78728613,60.65745158055465,22.953584389573276,CbPM2,CAFE,142079027.57303682,186261148.73388305,136992276.1355525,214887344.4823764,128705827.1261387,142079027.57303682,128705827.1261387,214887344.4823764,319.0466591312266,418.2601629852899,307.6240651025191,482.5419382282855,289.01636544638455,104212250.75994022,132429144.0601855,97704641.49201247,150030398.57024676,87133850.61063644
lme,64,Central Arctic Ocean,675131.1318206917,0.0,14142096.300728824,3634900.5756836752,7183605.704586707,6739709.9098303765,6858942.932168446,6603932.504283624,6739709.9098303765,3634900.5756836752,7183605.704586707,52.653677626791875,23.406989628546174,VGPM,Antoine-Morel,14142096.300728824,27948836.988924302,26221797.43275932,26685690.419382416,25693536.17644033,26221797.43275932,14142096.300728824,27948836.988924302,57.38954625389085,113.41819762856974,106.40975882408208,108.29226672436342,104.26604030039368,3657255.287652709,8457040.150247835,8057599.273114889,8575127.665716836,8361398.101481668
lme,65,Aleutian Islands,215780.6907178702,167769.39220468953,28754452.14109944,27376816.525949404,31725542.01902209,21134828.357828304,34837252.41165336,35412309.80967822,31725542.01902209,21134828.357828304,35412309.80967822,45.00311277042764,19.733172456418828,CAFE,Eppley-VGPM,28754452.14109944,33322010.934752904,22198359.32894137,36590306.48244989,37194301.48728245,33322010.934752904,22198359.32894137,37194301.48728245,365.08976161134694,423.08317921978943,281.84830911740505,464.58010068881714,472.24890937439733,28834106.96976828,32834952.666785084,21872740.25856182,36401037.81026344,35845279.92316032
lme,66,Canadian High Arctic - North Greenland,157531.80542509275,0.0,5232859.565065528,1314674.772681596,2626848.945288224,2373463.3968464853,2315144.597182685,1999604.2690728442,2315144.597182685,1314674.772681596,2626848.945288224,56.67784959105455,23.77725245815243,VGPM,Antoine-Morel,5232859.565065528,10455765.878351524,9447203.89909625,9215074.938394144,7959115.473419,9215074.938394144,5232859.565065528,10455765.878351524,91.00766355999055,181.8422244066336,164.3017442645274,160.26465630230862,138.42154451759316,1622085.4841755754,4860074.591722737,4495876.498146099,4259355.989624278,3647471.0999811823
