commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,100.3644261542,3.200299208472342,158.59854855562796,15917.652314674626
Cod-likes,0.34639648,3.903770026312046,801.253659985484,277.5514474060885
Crustaceans,5654.4760225532,3.3378967073109655,217.71918870017453,1231087.9321548725
Flatfishes,31.9597582211,3.762931427283988,579.3372150370443,18515.477321069357
Herring-likes,97.003867111,3.18055112156041,151.54831833667018,14700.77293282588
Molluscs,462.1570199328,2.2774628302603808,18.94361375680426,8754.92408060265
Other fishes & inverts,1836.5253804433003,3.3949901524960158,248.307680159626,456023.35677215044
Perch-likes,9244.419483040998,3.921933834337996,835.4757220813925,7723488.042816971
Scorpionfishes,502.11808263539996,3.7776282702073005,599.2779110445274,300908.2756594259
Sharks & rays,1990.0045688695996,4.215239533704971,1641.4948847206044,3266582.3203700795
Tuna & billfishes,2923.1566922016,4.3982459982422215,2501.762038221413,7313042.444322838
