functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,168.56973840130001,3.810472688177075,646.3573447323247,108956.28851528687
Large bathydemersals (>=90 cm),12.5336660523,4.42,2630.2679918953813,32966.90063847043
Large bathypelagics (>=90 cm),0.031657716,4.34,2187.761623949552,69.25953616669372
Large benthopelagics (>=90 cm),205.01952860469996,3.88804418989729,772.7592101169787,158430.72898312326
Large demersals (>=90 cm),1912.1925717829,4.309712254584594,2040.3856222851919,3901610.2305063736
Large pelagics (>=90 cm),4557.2210352062,4.420014294012129,2630.354563801941,11987107.148208834
Large rays (>=90 cm),3.0938755311,3.4250626155572688,266.11087045377525,823.3139106566572
Large reef assoc. fish (>=90 cm),574.1961588213001,3.971917148601351,937.3831630357054,538241.8115588624
Large sharks (>=90 cm),1986.6687197545002,4.21646455424146,1646.1316087273365,3270318.1756577534
"Lobsters, crabs",2194.4750011667,3.328849626211038,213.23064775110967,467929.32597239263
Medium bathydemersals (30 - 89 cm),1.2447664057999999,4.251852601763877,1785.8813492435318,2223.0051082831255
Medium bathypelagics (30 - 89 cm),11.4129080722,3.730960863399637,538.2212783305692,6142.669972088757
Medium benthopelagics (30 - 89 cm),166.9200991436,3.3036956984066386,201.2313767131854,33589.561351768025
Medium demersals (30 - 89 cm),2767.6651316483,3.525734292086178,335.53226773060027,928640.9579408644
Medium pelagics (30 - 89 cm),713.0177336032,4.02456430037788,1058.1915771657955,754509.3600687511
Medium reef assoc. fish (30 - 89 cm),2930.2929159235005,3.4911380023314473,309.8403698106389,907923.0407232328
Other demersal invertebrates,483.7345299236,2.2650862959803812,18.411378062727568,8906.219312419202
Shrimps,3460.0010213865003,3.3436347383648886,220.61484801853607,763327.5994771624
Small benthopelagics (<30 cm),11.5779995357,3.2526439394302624,178.91384099807686,2071.4643680060376
Small demersals (<30 cm),222.1164909842,3.62,416.8693834703355,92593.56465517779
Small pelagics (<30 cm),242.71690709419997,3.259829110977634,181.8984971715113,44149.840638552305
Small reef assoc. fish (<30 cm),185.62750908029997,3.140122474007127,138.07735972786446,25630.956346668005
Small to medium flatfishes (<90 cm),31.9597582211,3.762931427283988,579.3372150370443,18515.477321069357
Small to medium sharks (<90 cm),0.24197358400000002,4.260695121104624,1822.6157593465214,441.0248675439593
