commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,0.7307336672,0.7307336672,0.0,1.0,147.5817010905409,107.84291764950518,3.166906904477714,146.86114318219123,107.31638172670688,0.5265359227983026,1.004906389074309,0.004906389074309131
Cod-likes,9,9,192.4067355421,192.4067355421,0.0,1.0,848.562059347609,163269.05574395516,3.8996500574622233,793.6884446971025,152711.00268165604,10558.053062299121,1.0691374745558355,0.0691374745558355
Crustaceans,20,20,382.92261337580004,382.92261337580004,0.0,1.0,268.4313552715938,102788.43607260655,3.378830466976048,239.238167391,91609.70427659882,11178.731796007734,1.1220256290998996,0.12202562909989961
Flatfishes,7,7,16.348062845600005,16.348062845600005,0.0,1.0,522.0281397840538,8534.148836361375,3.6843956894924905,483.4991216889768,7904.274027163797,629.8748091975785,1.0796878760823516,0.07968787608235156
Herring-likes,3,3,46.4750860016,46.4750860016,0.0,1.0,115.97196047215294,5389.806836717464,3.0579130452854537,114.26495298766575,5310.473517070546,79.33331964691752,1.0149390293336178,0.014939029333617826
Molluscs,2,2,0.605175093,0.605175093,0.0,1.0,25.5536092917544,15.464407879623135,2.221747577076838,16.66278447918969,10.083902146832578,5.3805057327905566,1.5335737747594675,0.5335737747594674
Other fishes & inverts,39,39,678.7479246459998,678.7479246459998,0.0,1.0,532.7387410423507,361595.31486101827,3.5592156405447652,362.4229078492392,245993.79654683953,115601.51831417874,1.469936721726099,0.469936721726099
Perch-likes,68,68,2376.8161029934,2376.8161029934,0.0,1.0,1830.2589705443372,4350188.993837903,4.126249313894996,1337.3630314817422,3178665.988773874,1171523.0050640292,1.368558070964835,0.3685580709648351
"Salmon, smelts, etc",2,2,2.323418335,2.323418335,0.0,1.0,318.62399497928016,740.2968319058075,3.5028571428278754,318.31502815114715,739.5789727124164,0.7178591933910639,1.0009706322379046,0.0009706322379046351
Scorpionfishes,13,13,70.6726329488,70.6726329488,0.0,1.0,1169.214588616641,82631.47345968607,3.9972655921246636,993.7235727643216,70229.06131054305,12402.412149143012,1.1765994293203106,0.17659942932031067
Sharks & rays,36,36,233.99447578950003,233.99447578950003,0.0,1.0,1354.5376731037886,316954.33275505016,4.085309718920166,1217.0536381053746,284783.828056171,32170.504698879144,1.1129646473202608,0.11296464732026078
Tuna & billfishes,12,12,3730.9551272451,3730.9551272451,0.0,1.0,2962.994304873083,11054798.79376426,4.469532197615017,2948.0320289616734,10998975.21373733,55823.5800269302,1.0050753437426796,0.005075343742679639
