functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,382.96305479589995,3.8076914325230584,642.2312480282617,245950.8406302864
Jellyfish,2.7151933764000002,3.46,288.40315031266056,783.0703234618296
Large bathydemersals (>=90 cm),20.3499697616,4.42,2630.2679918953813,53525.874099975365
Large bathypelagics (>=90 cm),0.00045983739999999997,4.233847573076918,1713.3558552493678,0.7878651017526456
Large benthopelagics (>=90 cm),383.34295040760003,3.9653188869506457,923.249087214179,353921.029053807
Large demersals (>=90 cm),3191.0513452305995,4.25739464981288,1808.8170782166153,5772028.170719213
Large pelagics (>=90 cm),1694.4825260636005,4.453286125825782,2839.7893480135226,4811973.427910459
Large rays (>=90 cm),17.187818428800004,3.3841653156377327,242.19507949102194,4162.805050640469
Large reef assoc. fish (>=90 cm),1166.2886756618002,4.054006704270833,1132.4178444093734,1320726.1080519985
Large sharks (>=90 cm),352.9799911788,4.234930241070699,1717.6324687875046,606289.8936810339
"Lobsters, crabs",2817.5501398645,3.2571960254727492,180.79900058753014,509410.2493927574
Medium bathydemersals (30 - 89 cm),62.227716437299996,4.2460359019626,1762.1217102768846,109652.81011512008
Medium bathypelagics (30 - 89 cm),7.37004e-05,4.079774899457805,1201.6414466130918,0.08856145527196352
Medium benthopelagics (30 - 89 cm),465.71397681350004,3.4977361250847334,314.5836340618348,146505.9952593799
Medium demersals (30 - 89 cm),8376.7093400721,3.5530828791758777,357.3410253041519,2993341.90425623
Medium pelagics (30 - 89 cm),10435.6282102099,3.048177049341327,111.73186535536485,1165992.2060818195
Medium reef assoc. fish (30 - 89 cm),5696.2065702275995,3.8352162220287047,684.2522308895051,3897642.0532856914
Other demersal invertebrates,570.5819960984999,2.0275874370584606,10.655833773245483,6080.026904432218
Shrimps,6745.144218692901,3.0559753167249704,113.75626302259417,767302.39986696
Small benthopelagics (<30 cm),25.008469439000006,3.2341196559631236,171.4429598720637,4287.526022492209
Small demersals (<30 cm),1331.6841633612999,3.640898909911038,437.420275631978,582505.6537922397
Small pelagics (<30 cm),499.8940273989,3.276553976646294,189.04011666482788,94500.02525953871
Small reef assoc. fish (<30 cm),544.861786299,3.4903113880718952,309.25119612412004,168499.15913529042
Small to medium flatfishes (<90 cm),89.0071116168,3.764498878083259,581.4319302883064,51751.57671674276
Small to medium rays (<90 cm),0.0723097251,3.7000000000000006,501.18723362727303,36.24071108721759
Small to medium sharks (<90 cm),0.7923456346,4.223650886410777,1673.5969911977509,1326.0672700552325
