year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,331,72076.4407098313,72076.4407098313,0.0,True
1951,686,72028.0267802773,72028.0267802773,0.0,True
1952,699,74124.7104910206,74124.7104910206,0.0,True
1953,729,75285.02412956,75285.02412956,0.0,True
1954,731,76404.7675036747,76404.7675036747,0.0,True
1955,781,81822.4951255244,81822.49512552441,1.4551915228366852e-11,True
1956,787,84659.3526899343,84659.3526899343,0.0,True
1957,823,86350.6689005348,86350.6689005348,0.0,True
1958,837,87107.1546125325,87107.1546125325,0.0,True
1959,850,91366.0816289703,91366.0816289703,0.0,True
1960,1113,98227.4115483398,98227.4115483398,0.0,True
1961,1154,96540.5862974184,96540.5862974184,0.0,True
1962,1140,93391.69887226309,93391.69887226309,0.0,True
1963,1178,94609.2240131734,94609.2240131734,0.0,True
1964,1209,102517.5971427808,102517.5971427808,0.0,True
1965,1258,115901.2551009619,115901.2551009619,0.0,True
1966,1266,132325.4471157215,132325.4471157215,0.0,True
1967,1270,140272.7026672053,140272.7026672053,0.0,True
1968,1265,174353.37612445749,174353.3761244575,2.9103830456733704e-11,True
1969,1494,173074.7135507804,173074.7135507804,0.0,True
1970,1182,195625.9726651813,195625.9726651813,0.0,True
1971,1576,235648.7703956853,235648.7703956853,0.0,True
1972,1565,274380.805396345,274380.805396345,0.0,True
1973,1619,237660.2746057947,237660.2746057947,0.0,True
1974,1743,303622.9555975987,303622.9555975987,0.0,True
1975,1713,263072.7533864556,263072.7533864556,0.0,True
1976,1730,343235.1213692378,343235.1213692378,0.0,True
1977,1831,447554.9142831543,447554.9142831543,0.0,True
1978,1833,294696.8949028836,294696.8949028836,0.0,True
1979,1951,332524.8368453543,332524.8368453543,0.0,True
1980,1983,368411.4157136885,368411.4157136885,0.0,True
1981,1933,406222.24155752,406222.24155752,0.0,True
1982,2012,376831.3302777842,376831.3302777842,0.0,True
1983,2574,527986.0189765074,527986.0189765072,-1.1641532182693481e-10,True
1984,2531,574736.157664578,574736.157664578,0.0,True
1985,2464,477958.3344853284,477958.3344853284,0.0,True
1986,2574,599925.362345343,599925.362345343,0.0,True
1987,2481,818030.7757511598,818030.7757511598,0.0,True
1988,2557,885235.1121647729,885235.1121647729,0.0,True
1989,3880,841275.1357084739,841275.1357084739,0.0,True
1990,4259,766133.1081031191,766133.1081031191,0.0,True
1991,4544,818969.462040035,818969.462040035,0.0,True
1992,4442,806735.3839167344,806735.3839167344,0.0,True
1993,4611,732405.6390461591,732405.6390461591,0.0,True
1994,4934,727482.5970927506,727482.5970927506,0.0,True
1995,4840,720847.9554831544,720847.9554831544,0.0,True
1996,4952,725947.5848303926,725947.5848303926,0.0,True
1997,5034,793332.7458020188,793332.7458020188,0.0,True
1998,4913,794720.0460264857,794720.0460264857,0.0,True
1999,5030,733403.070626583,733403.0706265828,-1.1641532182693481e-10,True
2000,5186,683824.8600046006,683824.8600046006,0.0,True
2001,5298,690271.9919234742,690271.9919234742,0.0,True
2002,5934,669145.8812462479,669145.8812462479,0.0,True
2003,6079,686721.63551289,686721.63551289,0.0,True
2004,6064,640390.4783511331,640390.4783511331,0.0,True
2005,6222,597184.4869421504,597184.4869421504,0.0,True
2006,6311,564799.3899679505,564799.3899679505,0.0,True
2007,6096,574412.0739653789,574412.0739653789,0.0,True
2008,6126,518721.3801705225,518721.3801705225,0.0,True
2009,6147,493730.6984964349,493730.6984964349,0.0,True
2010,6039,505685.6512178823,505685.6512178823,0.0,True
2011,6228,501352.5910348586,501352.5910348586,0.0,True
2012,6356,511318.4774515115,511318.4774515115,0.0,True
2013,6150,499166.0992586856,499166.0992586856,0.0,True
2014,6307,547943.7249305715,547943.7249305715,0.0,True
2015,6339,519073.07603971986,519073.07603971986,0.0,True
2016,4794,444258.5019831851,444258.50198318507,-5.820766091346741e-11,True
2017,4800,450866.9738836225,450866.9738836225,0.0,True
2018,4873,389494.7856494996,389494.7856494996,0.0,True
2019,4667,431127.7771667331,431127.7771667331,0.0,True
