year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,820,8095.18621311,8095.18621311,0.0,True
1951,817,8572.5979946791,8572.5979946791,0.0,True
1952,826,9226.3132373059,9226.3132373059,0.0,True
1953,820,9831.6240146091,9831.6240146091,0.0,True
1954,830,10281.9710665731,10281.9710665731,0.0,True
1955,833,10752.2317827105,10752.2317827105,0.0,True
1956,833,10875.3743424134,10875.3743424134,0.0,True
1957,823,11674.9883145608,11674.9883145608,0.0,True
1958,823,11959.085747503,11959.085747503,0.0,True
1959,823,13853.938118997099,13853.938118997099,0.0,True
1960,851,12563.6924098585,12563.6924098585,0.0,True
1961,860,12709.8358882786,12709.8358882786,0.0,True
1962,848,13757.8038589683,13757.8038589683,0.0,True
1963,849,15014.5042109816,15014.5042109816,0.0,True
1964,858,15438.6454983398,15438.6454983398,0.0,True
1965,879,15904.1803720205,15904.1803720205,0.0,True
1966,879,16461.6018085739,16461.6018085739,0.0,True
1967,867,17145.396709311,17145.396709311,0.0,True
1968,864,19735.1095050911,19735.1095050911,0.0,True
1969,870,19722.710950013,19722.710950013,0.0,True
1970,936,19256.8446207717,19256.8446207717,0.0,True
1971,920,19806.0755371208,19806.0755371208,0.0,True
1972,885,18506.1329773328,18506.1329773328,0.0,True
1973,906,19428.9945804975,19428.9945804975,0.0,True
1974,922,21185.6096612222,21185.6096612222,0.0,True
1975,928,19874.4868657685,19874.4868657685,0.0,True
1976,938,25662.2778834177,25662.2778834177,0.0,True
1977,956,27934.7232451892,27934.7232451892,0.0,True
1978,978,30867.1809882784,30867.1809882784,0.0,True
1979,984,30166.684980147,30166.684980147,0.0,True
1980,987,33481.3113679476,33481.3113679476,0.0,True
1981,1009,48553.0276467494,48553.0276467494,0.0,True
1982,1009,66548.8577929597,66548.85779295971,1.4551915228366852e-11,True
1983,1014,65118.2125615145,65118.2125615145,0.0,True
1984,1042,57528.1003401936,57528.1003401936,0.0,True
1985,1073,57496.8248255823,57496.8248255823,0.0,True
1986,1081,60957.832763833096,60957.832763833096,0.0,True
1987,1073,55929.9260313754,55929.9260313754,0.0,True
1988,1052,59876.7597022872,59876.7597022872,0.0,True
1989,1053,47101.0696001934,47101.0696001934,0.0,True
1990,1108,49273.1923447721,49273.1923447721,0.0,True
1991,1107,46179.7491746716,46179.7491746716,0.0,True
1992,1115,70801.7645495224,70801.7645495224,0.0,True
1993,1121,39800.3777998193,39800.377799819296,-7.275957614183426e-12,True
1994,1137,40649.0402434677,40649.0402434677,0.0,True
1995,1128,39885.9448041277,39885.9448041277,0.0,True
1996,1136,36937.6324956968,36937.6324956968,0.0,True
1997,1159,42620.866682397704,42620.866682397704,0.0,True
1998,1247,41153.0734828277,41153.0734828277,0.0,True
1999,1332,47230.5685380085,47230.5685380085,0.0,True
2000,1312,45562.3963905891,45562.3963905891,0.0,True
2001,1300,49636.6499505885,49636.6499505885,0.0,True
2002,1683,52639.2080180221,52639.2080180221,0.0,True
2003,1697,50726.9707463987,50726.9707463987,0.0,True
2004,1700,49246.6668495844,49246.6668495844,0.0,True
2005,1608,49190.6496034942,49190.6496034942,0.0,True
2006,1708,47704.591974687,47704.591974687,0.0,True
2007,1622,36917.3071807912,36917.3071807912,0.0,True
2008,1661,34764.695715444395,34764.6957154444,7.275957614183426e-12,True
2009,1667,34327.6621185496,34327.6621185496,0.0,True
2010,1528,31897.4474579658,31897.447457965798,-3.637978807091713e-12,True
2011,1982,31709.5033664738,31709.5033664738,0.0,True
2012,1965,30269.435306700798,30269.4353067008,3.637978807091713e-12,True
2013,1955,26225.6763728881,26225.6763728881,0.0,True
2014,1930,23834.6820471131,23834.6820471131,0.0,True
2015,2053,26159.4634294237,26159.4634294237,0.0,True
2016,1985,32965.3346308465,32965.3346308465,0.0,True
2017,2014,31827.2872475792,31827.2872475792,0.0,True
2018,1979,33227.9487018059,33227.9487018059,0.0,True
2019,2139,30450.9174249122,30450.9174249122,0.0,True
