commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,68.2644818689,3.34,218.77616239495518,14934.64137115794
Cod-likes,5.0458315365,3.9099999999999997,812.8305161640986,4101.4058522903815
Crustaceans,140760.2274834424,3.0938490930970803,124.12209381832832,17471454.161589075
Flatfishes,369.8143464417,3.765620835283373,582.9359445558626,215578.07535330142
Herring-likes,639414.9387617346,2.945156446439089,88.13663115069147,56355878.60988498
Molluscs,27370.1976902875,2.0436588095781283,11.057547396374295,302647.2582084883
Other fishes & inverts,131615.8841629343,3.16753987944954,147.07534623556302,19357451.733363315
Perch-likes,159577.92729074782,3.6995708606302453,500.69224012761987,79899429.89012697
Scorpionfishes,65.85848659399998,3.871241526308358,743.432471677719,48961.33746953133
Sharks & rays,1864.7764262068,4.122694285282179,1326.4603882380961,2473552.062283521
Tuna & billfishes,3081.0915413233997,4.454946091590354,2850.664396274679,8783157.958513688
