system,layer,region_id,title,polygon_area_km2,water_area_km2,npp_central_tC_yr,npp_observed_tC_yr,npp_no_nn_tC_yr,npp_all_fills_tC_yr,npp_mean_year_tC_yr,fill_uplift_pct,mean_rate_mgC_m2_d,area_obs_pct,npp_obs_pct,area_dark_pct,npp_dark_pct,area_clim_pct,npp_clim_pct,area_nn_near_pct,npp_nn_near_pct,area_nn_far_pct,npp_nn_far_pct,anomaly_factor_min,anomaly_factor_max
LME,lme,1,Fixed atlas LME + high-seas union,294673087.3406113,286427555.91163874,42499744331.693245,41706351135.664375,42058580354.206184,43222482351.53437,43799015024.734406,1.9023318377771492,406.5169474796955,90.49688109098811,96.49226251389476,0.6725882849205816,0.0,1.1196467470586602,0.8149213080291813,1.667175288124085,1.0206817227641327,6.04370858890852,1.6721344553119113,0.9713530996582095,1.013622348845164
