commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,12,12,32323.500216867098,32323.500216867098,0.0,1.0,10472.6646482449,338513178.0287204,4.089551877683279,10461.637465178706,338156740.8744889,356437.1542314887,1.0010540589943875,0.0010540589943874128
Crustaceans,6,6,67588.5433126096,67588.5433126096,0.0,1.0,543.7632367983459,36752165.082149796,3.0850977823066903,516.1486059119117,34885732.406420305,1866432.6757294908,1.0535013183609123,0.05350131836091238
Flatfishes,3,3,59779.117859353704,59779.117859353704,0.0,1.0,24961.106569542797,1492152931.520587,4.37968618698544,24950.146797680143,1491497766.0266976,655165.4938893318,1.0004392668288298,0.00043926682882983577
Herring-likes,1,1,5.2252798923,5.2252798923,0.0,1.0,1248.6806726928048,6524.706010925351,3.38,1248.6806726928048,6524.706010925351,0.0,1.0,0.0
Molluscs,2,2,38.2558386769,38.2558386769,0.0,1.0,157.83093384385188,6037.954743354873,2.157480248054732,32.05653090833509,1226.349474970326,4811.605268384547,4.923518839114743,3.9235188391147426
Other fishes & inverts,7,7,48630.0576033726,48630.0576033726,0.0,1.0,925.4442219026653,45004405.81983495,3.2799899711554157,925.4124592038223,45002861.19796058,1544.6218743696809,1.0000343227482265,3.4322748226498976e-05
Perch-likes,7,7,300.8004016021,300.8004016021,0.0,1.0,1635.8955457790678,492078.0371494302,3.456761072756771,1571.5197661856632,472713.7767942858,19364.26035514439,1.0409640279292542,0.040964027929254264
"Salmon, smelts, etc",9,9,1232.4260775125,1232.4260775125,0.0,1.0,8900.455806183587,10969153.837288193,3.5492904992557417,2073.4969801538045,2555431.749984967,8413722.087303227,4.292485540790797,3.292485540790797
Scorpionfishes,8,8,9090.138328950101,9090.138328950101,0.0,1.0,5321.839310059052,48376255.49288115,3.8551311578672043,5183.358866045726,47117449.100945584,1258806.3919355646,1.0267163527728054,0.026716352772805395
Sharks & rays,6,6,57.5592503445,57.5592503445,0.0,1.0,12968.969939083403,746484.1874339965,4.142260528078619,12251.103283541468,705164.3208936893,41319.86654030718,1.0585960822407188,0.058596082240718717
