commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,163774.3749582084,3.0,100.0,16377437.49582084
Cod-likes,267699.7844030071,4.28511765875323,1928.0471876181955,516137816.4442152
Crustaceans,8573.4993541609,2.95565814290617,90.29384413603398,774134.2143849924
Flatfishes,15813.752201610101,3.524049162648808,334.2328734411097,5285475.838229818
Herring-likes,229395.76539079222,2.8860545611731125,76.92270735550585,17645743.329748187
Molluscs,846.8126926816,2.061349002458489,11.517255528650765,9752.958166518798
Other fishes & inverts,387059.4427884759,3.4067444074649345,255.11994197901998,98746582.58662778
Perch-likes,484759.74197683966,3.5253565124155135,335.2405252385828,162511110.5148356
Scorpionfishes,3380.4358505096,3.767987508996726,586.1213064862394,1981345.4771936086
Sharks & rays,14615.0051364434,3.9681944514094187,929.3824161712206,13582928.786062567
Tuna & billfishes,16599.467051353702,4.394452381233963,2480.0039996193473,41166744.67890675
