system,layer,region_id,title,water_area_km2,common_area_km2,common_area_pct_of_water,ensemble_basis,n_models,baseline_central_tC_yr,common_antoinemorel_tC_yr,own_antoinemorel_tC_yr,scaled_antoinemorel_tC_yr,scaled_median_tC_yr,scaled_min_tC_yr,scaled_max_tC_yr,scaled_mean_tC_yr,spread_pct,cv_pct,model_max,model_min,rate_antoinemorel_mgC_m2_d
EEZ,eez,8,Albania,11994.187650731603,12077.874314086404,100.6977268139514,common mask,1,2003129.3303374248,2020998.1814640032,2020998.1814640032,2003129.3303374248,2003129.3303374248,2003129.3303374248,2003129.3303374248,2003129.3303374248,,,Antoine-Morel,Antoine-Morel,457.5570870140202
EEZ,eez,12,Algeria,130381.84865385489,130667.09978195257,100.21878131890504,common mask,1,23719633.351805855,23800368.973761916,23800368.973761916,23719633.35180585,23719633.35180585,23719633.35180585,23719633.35180585,23719633.35180585,,,Antoine-Morel,Antoine-Morel,498.4228826727964
EEZ,eez,24,Angola,494948.1623855577,495452.56622383086,100.10191043761877,common mask,1,235229734.08334583,235687132.8158381,235687132.8158381,235229734.08334583,235229734.08334583,235229734.08334583,235229734.08334583,235229734.08334583,,,Antoine-Morel,Antoine-Morel,1302.0859028543068
EEZ,eez,32,Argentina,1086389.9059787684,1088282.0567591954,100.17416866357225,common mask,1,318748653.08576375,318516517.06454533,318516517.06454533,318748653.08576375,318748653.08576375,318748653.08576375,318748653.08576375,318748653.08576375,,,Antoine-Morel,Antoine-Morel,803.8402936652044
EEZ,eez,36,Australia,6320011.054660119,6331652.921494873,100.18420643150885,common mask,1,1246545763.891907,1253245426.981074,1253245426.981074,1246545763.891907,1246545763.891907,1246545763.891907,1246545763.891907,1246545763.891907,,,Antoine-Morel,Antoine-Morel,540.3778322758205
EEZ,eez,48,Bahrain,7309.881115892324,7412.4973268157255,101.40380136552844,common mask,1,4807182.090239675,4881166.882968221,4881166.882968221,4807182.090239675,4807182.090239675,4807182.090239675,4807182.090239675,4807182.090239675,,,Antoine-Morel,Antoine-Morel,1801.7203949369407
EEZ,eez,50,Bangladesh,108627.7116385885,109752.06166923005,101.03504898858804,common mask,1,55403630.23862783,56352889.60896727,56352889.60896727,55403630.23862783,55403630.23862783,55403630.23862783,55403630.23862783,55403630.23862783,,,Antoine-Morel,Antoine-Morel,1397.3484803038136
EEZ,eez,56,Belgium,3512.952158460262,3545.2235495637656,100.91864021050739,common mask,1,2015082.174104312,2034862.2984927387,2034862.2984927387,2015082.174104312,2015082.174104312,2015082.174104312,2015082.174104312,2015082.174104312,,,Antoine-Morel,Antoine-Morel,1571.548040141148
EEZ,eez,70,Bosnia & Herzegovina,4.144590727441256,4.143188002205419,99.96615527737035,common mask,1,833.001828323031,832.2681700800673,832.2681700800673,833.001828323031,833.001828323031,833.001828323031,833.001828323031,833.001828323031,,,Antoine-Morel,Antoine-Morel,550.644669162562
EEZ,eez,76,Brazil (mainland),2403741.352023052,2411163.45450942,100.30877292517854,common mask,1,680748171.9020853,689280574.0807211,689280574.0807211,680748171.9020853,680748171.9020853,680748171.9020853,680748171.9020853,680748171.9020853,,,Antoine-Morel,Antoine-Morel,775.900236975813
EEZ,eez,84,Belize,34011.67063248764,34235.534297929196,100.65819661686281,common mask,1,9498522.723192476,9634284.78534449,9634284.78534449,9498522.723192476,9498522.723192476,9498522.723192476,9498522.723192476,9498522.723192476,,,Antoine-Morel,Antoine-Morel,765.1300110409002
EEZ,eez,86,Chagos Archipelago (UK),640076.5357924635,640076.4519256721,99.99998689738077,common mask,1,109022242.51080382,109022089.67195888,109022089.67195888,109022242.51080382,109022242.51080382,109022242.51080382,109022242.51080382,109022242.51080382,,,Antoine-Morel,Antoine-Morel,466.64900003288346
