year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,264,311842.3454637024,311842.3454637024,0.0,True
1951,356,305685.0622056322,305685.0622056322,0.0,True
1952,343,203971.0264192273,203971.0264192273,0.0,True
1953,333,268334.4157631551,268334.4157631551,0.0,True
1954,344,296050.8004119229,296050.8004119229,0.0,True
1955,323,244317.6690224807,244317.6690224807,0.0,True
1956,333,323906.8737781416,323906.87377814157,-5.820766091346741e-11,True
1957,349,243755.9485666165,243755.9485666165,0.0,True
1958,340,316329.1924688812,316329.1924688812,0.0,True
1959,348,303537.1493397645,303537.1493397645,0.0,True
1960,464,204940.5839998362,204940.5839998362,0.0,True
1961,442,332145.4335336953,332145.4335336953,0.0,True
1962,439,373980.8280686906,373980.82806869055,-5.820766091346741e-11,True
1963,420,417503.0009299497,417503.0009299497,0.0,True
1964,413,410315.5465376193,410315.5465376193,0.0,True
1965,386,382238.403213669,382238.403213669,0.0,True
1966,416,354420.218169433,354420.218169433,0.0,True
1967,432,294135.4921573241,294135.4921573241,0.0,True
1968,447,290875.2244284129,290875.2244284129,0.0,True
1969,433,348478.1487802996,348478.14878029964,5.820766091346741e-11,True
1970,453,430051.5074409422,430051.5074409422,0.0,True
1971,444,280786.0674779722,280786.0674779722,0.0,True
1972,424,403215.8566230479,403215.8566230479,0.0,True
1973,427,295766.7653637144,295766.7653637144,0.0,True
1974,418,251284.8711081964,251284.8711081964,0.0,True
1975,417,209725.4361287535,209725.4361287535,0.0,True
1976,422,253939.315954504,253939.315954504,0.0,True
1977,396,242616.6452494692,242616.6452494692,0.0,True
1978,357,243869.6962888302,243869.6962888302,0.0,True
1979,369,218326.7194212573,218326.7194212573,0.0,True
1980,380,177249.9216867667,177249.9216867667,0.0,True
1981,349,313221.3734486139,313221.3734486139,0.0,True
1982,297,309834.2739229938,309834.2739229938,0.0,True
1983,310,365302.374405871,365302.374405871,0.0,True
1984,314,404806.7362463327,404806.7362463327,0.0,True
1985,322,432441.72772227577,432441.7277222758,5.820766091346741e-11,True
1986,359,538828.1435536267,538828.1435536267,0.0,True
1987,361,734362.0602268488,734362.0602268487,-1.1641532182693481e-10,True
1988,336,602959.316367488,602959.316367488,0.0,True
1989,321,636747.9810600864,636747.9810600864,0.0,True
1990,326,639642.3090704083,639642.3090704083,0.0,True
1991,322,367764.4082082233,367764.4082082233,0.0,True
1992,309,343532.8383489038,343532.8383489038,0.0,True
1993,314,560307.4887127588,560307.4887127588,0.0,True
1994,356,424985.9458399178,424985.9458399178,0.0,True
1995,333,325674.1919856093,325674.1919856093,0.0,True
1996,424,310667.4869914091,310667.4869914091,0.0,True
1997,404,273571.2790377915,273571.2790377915,0.0,True
1998,419,249420.1604364271,249420.1604364271,0.0,True
1999,371,234526.5118707933,234526.5118707933,0.0,True
2000,379,166214.4885375226,166214.48853752261,2.9103830456733704e-11,True
2001,394,236523.2465917869,236523.24659178688,-2.9103830456733704e-11,True
2002,362,219601.1679985083,219601.1679985083,0.0,True
2003,383,243574.2457183187,243574.2457183187,0.0,True
2004,385,295780.5700574271,295780.5700574271,0.0,True
2005,350,290018.9414670001,290018.9414670001,0.0,True
2006,362,241362.6843812801,241362.6843812801,0.0,True
2007,343,197669.1690851112,197669.1690851112,0.0,True
2008,353,185520.9572846794,185520.9572846794,0.0,True
2009,330,190486.3609852821,190486.3609852821,0.0,True
2010,297,196548.1569605392,196548.1569605392,0.0,True
2011,329,199411.8628265419,199411.8628265419,0.0,True
2012,305,183889.71976838048,183889.71976838048,0.0,True
2013,272,179372.9620219457,179372.9620219457,0.0,True
2014,283,180594.7346776073,180594.7346776073,0.0,True
2015,246,162188.7029269241,162188.7029269241,0.0,True
2016,205,209328.30222405138,209328.3022240514,2.9103830456733704e-11,True
2017,199,199255.8461757834,199255.8461757834,0.0,True
2018,167,209273.1227745158,209273.1227745158,0.0,True
2019,166,198174.6028298108,198174.60282981078,-2.9103830456733704e-11,True
