functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,244503.22427324337,3.9132250246698677,818.8889760963718,200220994.97737783
Jellyfish,162114.0124525696,3.330054953624773,213.8232634500842,34663747.19359602
Large benthopelagics (>=90 cm),476355.10137950536,4.247357637866828,1767.4927370070802,841954181.9245471
Large demersals (>=90 cm),176147.4223718903,4.252081924391599,1786.8246058733166,314744548.5552535
Large flatfishes (>=90 cm),6225.5744773235,4.25,1778.2794100389228,11070810.90868821
Large pelagics (>=90 cm),202034.0561244017,4.4055812237734795,2544.3756095915874,514050524.7097855
Large rays (>=90 cm),123.5927614649,3.7224158945628933,527.7349957647268,65224.22544822989
Large reef assoc. fish (>=90 cm),8538.7138993152,3.694247164666593,494.59208800418804,4223180.336332687
Large sharks (>=90 cm),2970.086662857,4.052951386894772,1129.6694571280445,3355216.1880529127
"Lobsters, crabs",190068.9074390354,3.37967391038888,239.7032433566071,45560133.57438353
Medium bathydemersals (30 - 89 cm),51.0150887386,3.98,954.992586021436,48719.03152058865
Medium benthopelagics (30 - 89 cm),491914.4929935596,3.601221167929004,399.2281607275204,196386118.2730295
Medium demersals (30 - 89 cm),802517.451637214,3.2791069818779723,190.15466394926682,152602436.3294964
Medium pelagics (30 - 89 cm),1256219.369034917,3.292741658825281,196.2192714290926,246494449.34714586
Medium reef assoc. fish (30 - 89 cm),142021.1774306962,3.3429902839988848,220.2877179911613,31285521.082625885
Other demersal invertebrates,267441.1187589663,2.087358067374111,12.228074256636802,3270289.859462661
Shrimps,485220.74737202906,2.641442098876874,43.79677164307217,21251102.269133568
Small bathydemersals (<30 cm),821.8729190527,3.51,323.5936569296281,265952.8634076914
Small bathypelagics (<30 cm),1098.2277475731,3.1,125.89254117941675,138258.6819357246
Small benthopelagics (<30 cm),18813.6042749636,3.80520223130672,638.5607658510509,12013629.55423936
Small demersals (<30 cm),147151.0558012176,3.6277016413314143,424.3279520894093,62440306.15592505
Small pelagics (<30 cm),549933.5988958498,3.172402845796297,148.73146159234307,81792427.94251707
Small reef assoc. fish (<30 cm),460.141634313,3.1100000000000003,128.82495516931348,59277.72541190686
Small to medium flatfishes (<90 cm),17085.4187794957,3.573162613302082,374.2506930889017,6394229.819940402
