scientific_name,habitat,tl,source_rows
Microthrissa congica,pelagic,3.1,1
Midorigai australis,demersal,2.0,1
Miichthys miiuy,demersal,3.5,1
Milyeringa veritas,pelagic,3.02,1
Mimagoniates microlepis,benthopelagic,3.2,1
Mimagoniates rheocharis,benthopelagic,3.21,1
Mimulus foliatus,benthic,2.0,1
Minilabrus striatus,reef-associated,3.4,1
Minytrema melanops,demersal,3.43,1
Miracorvina angolensis,demersal,3.97,1
Mirapinna esau,benthopelagic,3.0,1
Mirounga leonina,bathypelagic,4.5,1
Misgurnus anguillicaudatus,demersal,3.24,1
Misgurnus fossilis,demersal,3.4,1
Mistichthys luzonensis,demersal,3.1,1
Mitotichthys semistriatus,demersal,3.07,1
Mitsukurina owstoni,bathydemersal,4.14,1
Mnemiopsis leidyi,pelagic,4.15,1
Mobula eregoodootenkee,pelagic-oceanic,3.4,1
Mobula hypostoma,pelagic-neritic,3.82,1
Mobula japanica,reef-associated,3.41,1
Mobula kuhlii,pelagic-oceanic,3.4,1
Mobula mobular,pelagic-neritic,3.71,1
Mobula munkiana,pelagic-oceanic,3.82,1
Mobula rochebrunei,pelagic-neritic,3.94,1
Mobula tarapacana,reef-associated,3.79,1
Mobula thurstoni,pelagic-oceanic,3.1,1
Moenkhausia chrysargyrea,benthopelagic,3.5,1
Moenkhausia collettii,benthopelagic,3.38,1
Moenkhausia hemigrammoides,benthopelagic,3.5,1
Moenkhausia intermedia,benthopelagic,2.65,1
Moenkhausia lepidura,benthopelagic,3.5,1
Moenkhausia oligolepis,benthopelagic,3.5,1
Moenkhausia pittieri,benthopelagic,3.22,1
Moenkhausia sanctaefilomenae,benthopelagic,2.95,1
Moenkhausia surinamensis,benthopelagic,2.5,1
Mogurnda adspersa,benthopelagic,3.45,1
Mogurnda mogurnda,benthopelagic,3.34,1
Mola mola,pelagic-oceanic,3.68,1
Molva dypterygia,demersal,4.49,1
Molva macrophthalma,demersal,4.5,1
Molva molva,demersal,4.4,1
Monacanthus chinensis,reef-associated,2.36,1
Monacanthus ciliatus,reef-associated,2.73,1
Monacanthus tuckeri,reef-associated,2.0,1
Monachus monachus,bathydemersal,4.4,1
Monocentris reedi,demersal,3.6,1
Monocirrhus polyacanthus,benthopelagic,4.2,1
Monocorophium acherusicum,benthic,2.0,1
Monocorophium insidiosum,benthic,2.0,1
Monoculodes carinatus,demersal,2.66,1
Monodactylus argenteus,pelagic-neritic,2.95,1
Monodactylus sebae,pelagic-neritic,3.88,1
Monodon monoceros,pelagic,4.5,1
Monognathus bertini,bathypelagic,3.2,1
Monognathus boehlkei,bathypelagic,3.6,1
Monognathus jesperseni,bathypelagic,3.6,1
Monognathus ozawai,bathypelagic,3.1,1
Monomitopus magnus,bathydemersal,3.8,1
Monoporeia affinis,benthic,2.0,1
Monopterus albus,demersal,2.88,1
Monopterus cuchia,demersal,3.75,1
Monotaxis grandoculis,reef-associated,3.37,1
Montereina nobilis,benthic,3.0,1
Moolgarda cunnesius,demersal,2.41,1
Moolgarda seheli,reef-associated,2.32,1
Mopalia lignosa,demersal,2.0,1
Mora moro,bathypelagic,3.75,1
Moringua edwardsi,reef-associated,3.5,1
Moringua microchir,reef-associated,3.08,1
Mormyrops anguilloides,demersal,3.77,1
Mormyrus caschive,demersal,3.2,1
Mormyrus kannume,demersal,3.2,1
Mormyrus lacerda,demersal,3.69,1
Mormyrus longirostris,demersal,3.3,1
Mormyrus rume,demersal,2.48,1
Morone americana,demersal,3.14,1
Morone chrysops,demersal,4.04,1
Morone saxatilis,demersal,4.65,1
Morula granulata,benthic,3.44,1
Morula musiva,benthic,3.28,1
Moxostoma anisurum,demersal,3.01,1
Moxostoma carinatum,demersal,3.56,1
Moxostoma duquesnii,demersal,3.04,1
Moxostoma erythrurum,demersal,3.04,1
Moxostoma hubbsi,demersal,3.22,1
Moxostoma macrolepidotum,demersal,3.13,1
Moxostoma valenciennesi,demersal,3.32,1
Muggiaea atlantica,pelagic,3.0,1
Mugil bananensis,demersal,2.77,1
Mugil capurrii,benthopelagic,2.0,1
Mugil cephalus,benthopelagic,2.14,1
Mugil curema,reef-associated,2.01,1
Mugil curvidens,demersal,2.0,1
Mugil galapagensis,demersal,2.46,1
Mugil incilis,demersal,2.01,1
Mugil liza,demersal,2.0,1
Mugil trichodon,pelagic-neritic,2.0,1
Mugilogobius adeia,demersal,3.37,1
Mugilogobius cavifrons,demersal,3.29,1
Mugilogobius chulae,demersal,3.35,1
Mugilogobius paludis,demersal,3.26,1
Mugilogobius sarasinorum,demersal,3.83,1
Mulloidichthys dentatus,reef-associated,3.69,1
Mulloidichthys flavolineatus,reef-associated,3.84,1
Mulloidichthys martinicus,reef-associated,3.21,1
Mulloidichthys pfluegeri,reef-associated,3.88,1
Mulloidichthys vanicolensis,reef-associated,3.6,1
Mullus argentinae,demersal,3.45,1
Mullus barbatus,demersal,3.14,1
Mullus barbatus barbatus,demersal,3.14,1
Mullus barbatus ponticus,demersal,3.4,1
Mullus spp,demersal,3.16,1
Mullus surmuletus,demersal,3.45,1
Muraena helena,reef-associated,4.18,1
Muraena lentiginosa,reef-associated,3.94,1
Muraena melanotis,demersal,3.5,1
Muraena robusta,demersal,3.98,1
Muraenesox bagio,demersal,3.99,1
Muraenesox cinereus,demersal,4.38,1
Muraenolepis marmorata,benthopelagic,3.4,1
Muraenolepis microps,pelagic-oceanic,3.4,1
Muraenolepis orangiensis,benthopelagic,3.4,1
Mustelus antarcticus,demersal,4.1,1
Mustelus asterias,demersal,3.62,1
Mustelus californicus,demersal,3.52,1
Mustelus canis,demersal,3.64,1
Mustelus dorsalis,demersal,3.55,1
Mustelus fasciatus,demersal,4.24,1
Mustelus griseus,demersal,3.5,1
Mustelus henlei,demersal,3.61,1
Mustelus higmani,demersal,3.59,1
Mustelus lenticulatus,demersal,3.51,1
Mustelus lunulatus,demersal,3.9,1
Mustelus manazo,demersal,3.65,1
Mustelus mosis,demersal,4.01,1
Mustelus mustelus,demersal,3.75,1
Mustelus norrisi,demersal,3.87,1
Mustelus palumbes,demersal,3.54,1
Mustelus punctulatus,demersal,3.82,1
Mustelus schmitti,demersal,3.59,1
Mustelus spp,demersal,3.72,1
Mustelus whitneyi,demersal,3.66,1
Mya arenaria,benthic,2.31,1
Myaka myaka,demersal,2.63,1
Mycteroperca acutirostris,reef-associated,3.4,1
Mycteroperca bonaci,reef-associated,4.3,1
Mycteroperca interstitialis,reef-associated,4.5,1
Mycteroperca jordani,reef-associated,4.5,1
Mycteroperca microlepis,reef-associated,3.65,1
Mycteroperca olfax,demersal,4.5,1
Mycteroperca phenax,reef-associated,4.47,1
Mycteroperca rosacea,reef-associated,4.5,1
Mycteroperca rubra,demersal,4.13,1
Mycteroperca tigris,reef-associated,4.5,1
Mycteroperca venenosa,reef-associated,4.48,1
Myctophum affine,bathypelagic,3.0,1
Myctophum asperum,bathypelagic,3.68,1
Myctophum aurolaternatum,bathypelagic,3.49,1
Myctophum nitidulum,bathypelagic,3.4,1
Myctophum punctatum,bathypelagic,3.39,1
Myctophum spinosum,bathypelagic,3.49,1
Myersina crocata,demersal,3.1,1
Myleus pacu,benthopelagic,2.0,1
Myleus rhomboidalis,benthopelagic,2.67,1
Myleus ternetzi,benthopelagic,2.0,1
Myliobatis aquila,benthopelagic,3.61,1
Myliobatis australis,reef-associated,3.55,1
Myliobatis californica,demersal,3.24,1
Myliobatis freminvillei,benthopelagic,3.41,1
Myliobatis goodei,benthopelagic,3.27,1
Myliobatis tenuicaudatus,benthopelagic,3.46,1
Myliobatis tobijei,demersal,3.5,1
Mylocheilus caurinus,demersal,3.54,1
Mylochromis balteatus,demersal,3.5,1
Mylochromis chekopae,demersal,3.0,1
Mylochromis epichorialis,demersal,3.5,1
Mylochromis ericotaenia,demersal,3.5,1
Mylochromis formosus,benthopelagic,4.01,1
Mylochromis gracilis,demersal,3.99,1
Mylochromis incola,demersal,3.5,1
Mylochromis lateristriga,benthopelagic,3.5,1
Mylochromis melanonotus,demersal,3.61,1
Mylochromis mola,demersal,3.6,1
Mylochromis spilostichus,demersal,4.2,1
Mylopharyngodon piceus,demersal,3.19,1
Myloplus rubripinnis,benthopelagic,2.0,1
Mylossoma aureum,benthopelagic,2.52,1
Mylossoma duriventre,benthopelagic,2.84,1
Myoxocephalus aenaeus,demersal,3.74,1
Myoxocephalus jaok,demersal,4.14,1
Myoxocephalus octodecemspinosus,demersal,3.62,1
Myoxocephalus polyacanthocephalus,demersal,3.76,1
Myoxocephalus quadricornis,demersal,3.69,1
Myoxocephalus scorpioides,demersal,3.39,1
Myoxocephalus scorpius,demersal,3.89,1
Myoxocephalus thompsonii,demersal,3.24,1
Myrichthys breviceps,reef-associated,3.54,1
Myrichthys ocellatus,reef-associated,3.6,1
Myrichthys pardalis,demersal,3.5,1
Myripristis adusta,reef-associated,3.4,1
Myripristis amaena,reef-associated,3.62,1
Myripristis berndti,reef-associated,3.72,1
Myripristis botche,reef-associated,4.0,1
Myripristis chryseres,reef-associated,4.04,1
Myripristis hexagona,reef-associated,3.1,1
Myripristis jacobus,reef-associated,3.39,1
Myripristis kuntee,reef-associated,3.36,1
Myripristis leiognathus,reef-associated,3.1,1
Myripristis murdjan,reef-associated,3.39,1
Myripristis pralinia,reef-associated,3.46,1
Myripristis randalli,reef-associated,3.99,1
Myripristis violacea,reef-associated,3.45,1
Myripristis vittata,reef-associated,3.8,1
Mysella bidentata,benthic,2.0,1
Mysis mixta,benthopelagic,2.0,1
Mysis relicta,demersal,2.0,1
Mystacoleucus atridorsalis,benthopelagic,2.91,1
Mystacoleucus marginatus,benthopelagic,2.96,1
Mystriophis crosnieri,demersal,3.5,1
Mystriophis rostellatus,demersal,3.88,1
Mystus albolineatus,demersal,3.65,1
Mystus atrifasciatus,demersal,3.04,1
Mystus bocourti,demersal,3.5,1
Mystus gulio,demersal,4.0,1
Mystus keletius,demersal,3.4,1
Mystus montanus,demersal,3.19,1
Mystus multiradiatus,demersal,3.06,1
Mystus mysticetus,demersal,3.11,1
Mystus nigriceps,demersal,3.3,1
Mystus rhegma,demersal,3.45,1
Mystus singaringan,demersal,3.77,1
Mystus tengara,demersal,3.2,1
Mystus vittatus,demersal,3.14,1
Mystus wolffii,demersal,3.35,1
Mytilus edulis,sessile,2.0,1
Mytilus galloprovincialis,benthic,2.69,1
Myxine capensis,bathydemersal,3.38,1
Myxine glutinosa,demersal,4.54,1
Myxine ios,bathydemersal,3.34,1
Myxiops aphos,benthopelagic,2.52,1
Myxodagnus sagitta,demersal,3.5,1
Myxodes viridis,benthopelagic,3.34,1
Myxus capensis,demersal,2.77,1
Myxus elongatus,reef-associated,3.08,1
Naevochromis chrysogaster,demersal,4.0,1
Nandopsis haitiensis,benthopelagic,2.87,1
Nandopsis tetracanthus,benthopelagic,3.72,1
Nandus nandus,benthopelagic,3.89,1
Nannacara anomala,benthopelagic,3.27,1
Nannaethiops unitaeniatus,pelagic,3.0,1
Nannatherina balstoni,benthopelagic,4.09,1
Nannobrachium cuprarium,bathypelagic,3.26,1
Nannobrachium lineatum,bathypelagic,3.0,1
Nannobrachium nigrum,bathypelagic,3.06,1
Nannobrachium regale,bathypelagic,3.2,1
Nannobrachium ritteri,bathypelagic,3.37,1
Nannocharax fasciatus,pelagic,3.4,1
Nannocharax machadoi,pelagic,2.96,1
Nannocharax multifasciatus,pelagic,2.75,1
Nannocharax procatopus,demersal,3.5,1
Nannoperca obscura,benthopelagic,3.16,1
Nannoperca oxleyana,benthopelagic,3.2,1
Nannoperca vittata,benthopelagic,3.25,1
Nannosalarias nativitatis,reef-associated,2.0,1
Nannostomus beckfordi,benthopelagic,3.25,1
Nannostomus bifasciatus,benthopelagic,3.2,1
Nannostomus eques,benthopelagic,3.27,1
Nannostomus espei,benthopelagic,3.26,1
Nannostomus trifasciatus,benthopelagic,3.25,1
Nannostomus unifasciatus,benthopelagic,3.27,1
Nannothrissa parva,pelagic,2.66,1
Nanocheirodon insignis,pelagic,3.2,1
Nanochromis parilus,demersal,3.26,1
Nansenia oblita,pelagic-oceanic,3.21,1
Narcine brasiliensis,reef-associated,3.16,1
Narcine entemedor,demersal,3.03,1
Narcine tasmaniensis,bathydemersal,3.33,1
Narcine westraliensis,demersal,3.26,1
Narke capensis,demersal,3.061,1
Narke japonica,reef-associated,3.5,1
Naso annulatus,reef-associated,2.12,1
Naso brachycentron,reef-associated,2.67,1
Naso brevirostris,reef-associated,2.22,1
Naso elegans,reef-associated,2.0,1
Naso hexacanthus,reef-associated,3.28,1
Naso lituratus,reef-associated,2.32,1
Naso lopezi,reef-associated,3.21,1
Naso mcdadei,reef-associated,2.72,1
Naso minor,reef-associated,2.64,1
Naso thynnoides,reef-associated,2.96,1
Naso tonganus,reef-associated,2.0,1
Naso tuberosus,reef-associated,2.0,1
Naso unicornis,reef-associated,2.17,1
Naso vlamingii,reef-associated,2.16,1
Nasolamia velox,demersal,4.18,1
Nassarius crematus,benthic,4.06,1
Nassarius dorsatus,benthic,2.0,1
Nassarius gaudiosus,benthic,3.061,1
Natalichthys sam,demersal,3.5,1
Natator depressa,benthopelagic,3.39,1
Naucrates ductor,reef-associated,3.98,1
Nautichthys oculofasciatus,demersal,4.05,1
Nautilus belauensis,reef-associated,3.79,1
Nautilus macromphalus,reef-associated,3.94,1
Nautilus pompilius,reef-associated,4.19,1
Navanax inermis,demersal,3.37,1
Navanax polyalphos,demersal,3.37,1
Nealotus tripes,bathypelagic,4.2,1
Neatypus obliquus,reef-associated,3.45,1
Nebris microps,demersal,3.6,1
Nebrius ferrugineus,reef-associated,4.1,1
Nectamia fusca,reef-associated,3.34,1
Nectamia savayensis,reef-associated,3.28,1
Nedystoma dayi,demersal,3.2,1
Negaprion acutidens,reef-associated,4.13,1
Negaprion brevirostris,reef-associated,4.27,1
Nelusetta ayraud,demersal,3.71,1
Nemacheilus elegantissimus,benthopelagic,2.0,1
Nemacheilus fasciatus,benthopelagic,2.69,1
Nemacheilus longistriatus,benthopelagic,2.79,1
Nemacheilus masyae,benthopelagic,2.99,1
Nemacheilus pallidus,benthopelagic,2.61,1
Nemacheilus semiarmatus,benthopelagic,2.0,1
Nemacheilus triangularis,demersal,2.26,1
Nemadactylus bergi,demersal,3.24,1
Nemadactylus douglasii,demersal,3.44,1
Nemadactylus macropterus,demersal,3.41,1
Nemadactylus monodactylus,benthopelagic,3.45,1
Nemanthias carberryi,reef-associated,3.4,1
Nemapteryx armiger,benthopelagic,3.69,1
Nemapteryx augusta,benthopelagic,4.5,1
Nemapteryx caelata,demersal,4.02,1
Nematalosa arabica,pelagic-neritic,3.4,1
Nematalosa come,pelagic-neritic,2.76,1
Nematalosa erebi,pelagic,2.8,1
Nematalosa flyensis,pelagic,3.4,1
Nematalosa galatheae,pelagic-neritic,3.4,1
Nematalosa japonica,benthopelagic,2.35,1
Nematalosa nasus,pelagic-neritic,2.67,1
Nematalosa papuensis,pelagic,3.4,1
Nematalosa vlaminghi,pelagic-neritic,3.4,1
Nemateleotris decora,reef-associated,3.05,1
Nemateleotris helfrichi,reef-associated,3.4,1
Nemateleotris magnifica,reef-associated,3.1,1
Nematistius pectoralis,demersal,4.5,1
Nematobrachion boopis,pelagic,3.0,1
Nematobrachion sexspinosum,pelagic,3.0,1
Nematobrycon palmeri,pelagic,3.22,1
Nematocarcinus combensis,pelagic,3.51,1
Nematocarcinus exilis,benthic,4.53,1
Nematocarcinus gracilis,benthopelagic,2.0,1
Nematolebias papilliferus,benthopelagic,3.26,1
Nematops grandisquamus,demersal,3.5,1
Nematops macrochirus,bathydemersal,3.5,1
Nematops microstoma,demersal,3.5,1
Nembrotha chamberlaini,demersal,3.18,1
Nemichthys curvirostris,bathypelagic,3.3,1
Nemichthys scolopaceus,bathypelagic,3.5,1
Nemipterus aurifilum,demersal,3.5,1
Nemipterus bathybius,demersal,4.0,1
Nemipterus bipunctatus,demersal,3.89,1
Nemipterus celebicus,demersal,3.5,1
Nemipterus furcosus,reef-associated,3.66,1
Nemipterus hexodon,demersal,3.93,1
Nemipterus japonicus,demersal,3.77,1
Nemipterus marginatus,demersal,3.5,1
Nemipterus nematopus,demersal,3.7,1
Nemipterus nemurus,demersal,4.04,1
Nemipterus peronii,demersal,3.65,1
Nemipterus tambuloides,demersal,4.02,1
Nemipterus virgatus,demersal,3.99,1
Nemipterus zysron,demersal,3.5,1
Neoachiropsetta milfordi,bathydemersal,3.91,1
Neoarius berneyi,benthopelagic,3.07,1
Neoarius coatesi,benthopelagic,2.99,1
Neoarius graeffei,demersal,3.58,1
Neoarius latirostris,benthopelagic,3.45,1
Neoarius leptaspis,demersal,4.21,1
Neoarius midgleyi,benthopelagic,4.11,1
Neoarius taylori,benthopelagic,2.26,1
Neoarius utarus,benthopelagic,3.0,1
Neoarius velutinus,benthopelagic,2.7,1
Neobarynotus microlepis,benthopelagic,3.4,1
Neobythites bimarginatus,bathydemersal,3.37,1
Neobythites braziliensis,bathydemersal,3.5,1
Neobythites elongatus,bathydemersal,3.43,1
Neobythites fasciatus,bathydemersal,3.65,1
Neobythites gilli,benthopelagic,3.5,1
Neobythites longiventralis,bathydemersal,3.37,1
Neobythites marginatus,benthopelagic,3.5,1
Neobythites neocaledoniensis,bathydemersal,3.44,1
Neobythites ocellatus,benthopelagic,3.5,1
Neobythites pallidus,bathydemersal,3.37,1
Neobythites sivicola,benthopelagic,3.99,1
Neobythites stigmosus,benthopelagic,4.02,1
Neobythites unicolor,benthopelagic,3.5,1
Neobythites zonatus,bathydemersal,3.37,1
Neoceratodus forsteri,demersal,3.35,1
Neochanna burrowsius,demersal,3.46,1
Neochanna cleaveri,demersal,2.58,1
Neocirrhites armatus,reef-associated,3.5,1
Neoclinus toshimaensis,reef-associated,2.0,1
Neoclinus uninotatus,demersal,3.5,1
Neocottus werestschagini,bathydemersal,4.13,1
Neocyttus rhomboidalis,bathypelagic,3.58,1
Neoditrema ransonnetii,demersal,3.4,1
Neoepinnula orientalis,benthopelagic,4.19,1
Neoglyphidodon melas,reef-associated,3.43,1
Neoglyphidodon nigroris,reef-associated,3.02,1
Neoglyphidodon oxyodon,reef-associated,2.68,1
Neoglyphidodon polyacanthus,reef-associated,2.72,1
Neoglyphidodon thoracotaeniatus,reef-associated,2.67,1
Neogobius fluviatilis,benthopelagic,3.41,1
Neogobius melanostomus,demersal,3.3,1
Neoharriotta pinnata,bathydemersal,3.97,1
Neolamprologus brevis,benthopelagic,3.4,1
Neolamprologus brichardi,benthopelagic,3.4,1
Neolamprologus caudopunctatus,benthopelagic,3.4,1
Neolamprologus christyi,benthopelagic,3.27,1
Neolamprologus cylindricus,benthopelagic,3.45,1
Neolamprologus fasciatus,benthopelagic,3.77,1
Neolamprologus furcifer,benthopelagic,3.36,1
Neolamprologus leleupi,benthopelagic,3.64,1
Neolamprologus modestus,benthopelagic,3.52,1
Neolamprologus mondabu,benthopelagic,3.41,1
Neolamprologus multifasciatus,benthopelagic,3.4,1
Neolamprologus mustax,benthopelagic,3.45,1
Neolamprologus niger,benthopelagic,3.6,1
Neolamprologus petricola,benthopelagic,3.2,1
Neolamprologus savoryi,benthopelagic,4.18,1
Neolamprologus tetracanthus,benthopelagic,3.76,1
Neolamprologus toae,benthopelagic,3.75,1
Neolamprologus tretocephalus,benthopelagic,3.4,1
Neolamprologus wauthioni,benthopelagic,3.4,1
Neolebias ansorgii,pelagic,3.25,1
Neolebias lozii,pelagic,3.5,1
Neolebias trewavasae,pelagic,2.8,1
Neolissochilus hexagonolepis,benthopelagic,3.0,1
Neolissochilus stracheyi,benthopelagic,2.0,1
Neolissochilus subterraneus,benthopelagic,2.0,1
Neomyxus leuciscus,reef-associated,2.85,1
Neonesthes capensis,bathypelagic,4.0,1
Neoniphon argenteus,reef-associated,3.96,1
Neoniphon aurolineatus,reef-associated,3.99,1
Neoniphon marianus,reef-associated,3.57,1
Neoniphon opercularis,reef-associated,3.55,1
Neoniphon sammara,reef-associated,3.62,1
Neoopisthopterus tropicus,pelagic-neritic,3.82,1
Neopagetopsis ionah,benthopelagic,3.42,1
Neophoca cinerea,bathydemersal,4.34,1
Neophocaena phocaenoides,pelagic,4.44,1
Neopomacentrus anabatoides,reef-associated,3.4,1
Neopomacentrus azysron,reef-associated,3.4,1
Neopomacentrus filamentosus,reef-associated,3.4,1
Neopomacentrus fuliginosus,reef-associated,3.4,1
Neopomacentrus miryae,reef-associated,3.4,1
Neopomacentrus nemurus,reef-associated,3.4,1
Neopomacentrus sindensis,reef-associated,3.5,1
Neopomacentrus taeniurus,demersal,3.4,1
Neopomacentrus violascens,reef-associated,3.4,1
Neopomacentrus xanthurus,reef-associated,3.4,1
Neoraja caerulea,bathydemersal,3.5,1
Neosalanx anderssoni,demersal,2.77,1
Neosalanx pseudotaihuensis,benthopelagic,3.0,1
Neosalanx reganius,demersal,3.06,1
Neoscopelus macrolepidotus,bathypelagic,4.2,1
Neoscopelus microchir,bathypelagic,3.2,1
Neoscorpis lithophilus,demersal,2.75,1
Neosiluroides cooperensis,demersal,3.37,1
Neosilurus ater,demersal,3.35,1
Neosilurus brevidorsalis,demersal,3.48,1
Neosilurus gloveri,demersal,3.39,1
Neosilurus hyrtlii,demersal,3.55,1
Neosilurus mollespiculum,demersal,3.06,1
Neosynchiropus ocellatus,reef-associated,3.28,1
Neotrygon kuhlii,reef-associated,3.26,1
Nephrops norvegicus,benthic,2.87,1
Nephtys cirrosa,benthic,3.87,1
Nephtys hombergii,benthic,3.84,1
Nephtys longosetosa,benthic,3.84,1
Nerita versicolor,benthic,2.24,1
Nerophis lumbriciformis,demersal,4.03,1
Nerophis maculatus,demersal,3.4,1
Nerophis ophidion,demersal,4.01,1
Nes longus,reef-associated,3.41,1
Nesiarchus nasutus,benthopelagic,4.33,1
Nesofregetta fuliginosa,others,4.15,1
Nessorhamphus ingolfianus,bathypelagic,3.5,1
Nettastoma melanurum,bathydemersal,3.5,1
Netuma bilineata,demersal,3.83,1
Netuma proxima,demersal,4.1,1
Netuma thalassina,demersal,3.54,1
Nexilosus latifrons,reef-associated,3.05,1
Nezumia aequalis,benthopelagic,3.26,1
Nezumia bairdii,benthopelagic,3.34,1
Nezumia condylura,bathydemersal,3.28,1
Nezumia duodecim,bathydemersal,3.47,1
Nezumia latirostrata,bathydemersal,3.25,1
Nezumia micronychodon,bathydemersal,3.19,1
Nezumia parini,bathypelagic,3.96,1
Nezumia sclerorhynchus,bathypelagic,3.18,1
Nezumia stelgidolepis,bathydemersal,4.4,1
Nibea albiflora,benthopelagic,3.5,1
Nibea chui,pelagic-neritic,3.45,1
Nibea mitsukurii,benthopelagic,3.5,1
Nibea soldado,demersal,4.0,1
Nicholsina denticulata,reef-associated,2.0,1
Nicholsina usta usta,reef-associated,2.0,1
Nimbochromis fuscotaeniatus,demersal,4.2,1
Nimbochromis linni,demersal,4.2,1
Nimbochromis livingstonii,demersal,4.2,1
Nimbochromis polystigma,demersal,4.2,1
Nimbochromis venustus,demersal,4.2,1
Niphon spinosus,reef-associated,4.5,1
Nipponocypris temminckii,benthopelagic,2.79,1
Nocomis biguttatus,demersal,3.03,1
Nocomis micropogon,demersal,3.17,1
Noctilio leporinus,demersal,4.5,1
Nomeus gronovii,demersal,3.67,1
Nomorhamphus liemi,pelagic,3.2,1
Normanichthys crockeri,demersal,2.75,1
Nosferatu bartoni,benthopelagic,3.38,1
Nosferatu pantostictus,benthopelagic,3.41,1
Nosferatu steindachneri,benthopelagic,3.95,1
Notacanthus bonaparte,bathypelagic,3.93,1
Notacanthus chemnitzii,benthopelagic,3.5,1
Notacanthus sexspinis,bathydemersal,3.03,1
