year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1952,17,467.02787514470003,467.0278751447,-5.684341886080802e-14,True
1953,17,3021.4973862376,3021.4973862376,0.0,True
1954,38,6430.0706132241,6430.0706132241,0.0,True
1955,41,30129.7356265576,30129.735626557598,-3.637978807091713e-12,True
1956,41,48613.8835660095,48613.8835660095,0.0,True
1957,36,45238.1339897179,45238.1339897179,0.0,True
1958,43,34031.1725554049,34031.1725554049,0.0,True
1959,43,75084.8343500097,75084.8343500097,0.0,True
1960,44,113197.3449020384,113197.3449020384,0.0,True
1961,47,117743.6593568702,117743.6593568702,0.0,True
1962,40,89251.0272721497,89251.0272721497,0.0,True
1963,60,96183.7575047809,96183.75750478091,1.4551915228366852e-11,True
1964,61,79725.24333647669,79725.2433364767,1.4551915228366852e-11,True
1965,74,70415.1303029112,70415.1303029112,0.0,True
1966,80,91432.6935818525,91432.6935818525,0.0,True
1967,72,114724.7537846314,114724.7537846314,0.0,True
1968,92,153297.5159129878,153297.5159129878,0.0,True
1969,91,109776.924636446,109776.924636446,0.0,True
1970,96,64405.9998244195,64405.9998244195,0.0,True
1971,91,71633.1755485514,71633.1755485514,0.0,True
1972,92,70616.1919865001,70616.1919865001,0.0,True
1973,87,84555.7409139531,84555.74091395311,1.4551915228366852e-11,True
1974,93,93596.1602313524,93596.1602313524,0.0,True
1975,84,69840.4245205317,69840.4245205317,0.0,True
1976,96,70633.2479437377,70633.2479437377,0.0,True
1977,99,107280.9740734346,107280.9740734346,0.0,True
1978,109,106843.61220452569,106843.6122045257,1.4551915228366852e-11,True
1979,101,77282.5098793023,77282.50987930229,-1.4551915228366852e-11,True
1980,104,73307.2091205572,73307.2091205572,0.0,True
1981,117,87202.5407167057,87202.5407167057,0.0,True
1982,104,125217.8825743009,125217.88257430091,1.4551915228366852e-11,True
1983,133,138970.8760565212,138970.8760565212,0.0,True
1984,126,179273.56727492652,179273.5672749265,-2.9103830456733704e-11,True
1985,142,196384.3483200704,196384.3483200704,0.0,True
1986,162,244507.2809975962,244507.28099759622,2.9103830456733704e-11,True
1987,188,266889.10579722933,266889.1057972293,-5.820766091346741e-11,True
1988,162,282126.0861891904,282126.0861891904,0.0,True
1989,141,231083.11748498218,231083.1174849822,2.9103830456733704e-11,True
1990,182,170064.7009989106,170064.7009989106,0.0,True
1991,206,395655.1233190974,395655.1233190974,0.0,True
1992,195,433711.74453987903,433711.744539879,-5.820766091346741e-11,True
1993,185,548074.188014805,548074.188014805,0.0,True
1994,180,479425.4000868535,479425.4000868535,0.0,True
1995,156,479145.7502756341,479145.7502756341,0.0,True
1996,167,481681.4024177065,481681.4024177065,0.0,True
1997,205,489862.25145453983,489862.2514545398,-5.820766091346741e-11,True
1998,305,425456.7423533624,425456.7423533624,0.0,True
1999,251,533959.3376875451,533959.3376875451,0.0,True
2000,209,561754.5996191495,561754.5996191495,0.0,True
2001,244,516946.4521459698,516946.4521459698,0.0,True
2002,228,593773.1876475796,593773.1876475796,0.0,True
2003,247,643633.7643214224,643633.7643214226,1.1641532182693481e-10,True
2004,283,615877.0750761167,615877.0750761167,0.0,True
2005,278,649127.7416214296,649127.7416214296,0.0,True
2006,297,614855.6929355585,614855.6929355585,0.0,True
2007,292,418857.57439148263,418857.5743914826,-5.820766091346741e-11,True
2008,272,392959.1585451462,392959.1585451462,0.0,True
2009,261,372244.8612644256,372244.8612644256,0.0,True
2010,302,363531.4057772681,363531.4057772681,0.0,True
2011,283,351917.4090944763,351917.4090944763,0.0,True
2012,268,368017.4659437087,368017.4659437087,0.0,True
2013,280,411642.4207265977,411642.4207265977,0.0,True
2014,293,289906.2339214193,289906.2339214193,0.0,True
2015,324,411189.0309969032,411189.0309969032,0.0,True
2016,312,358705.3335788718,358705.3335788718,0.0,True
2017,308,527986.9004532925,527986.9004532925,0.0,True
2018,311,416742.0849355259,416742.0849355259,0.0,True
2019,257,249459.5239463328,249459.5239463328,0.0,True
