functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,1507.9466999115002,4.00617992563084,1014.3315302424709,1529557.8836453161
Jellyfish,10379.6841354438,3.4599999999999995,288.4031503126603,2993533.6039123335
Large benthopelagics (>=90 cm),46819.86831506399,4.161499930283723,1450.4405414691507,67909435.15041575
Large demersals (>=90 cm),149471.3802686247,3.985004022237853,966.0598261548569,144398295.63743407
Large pelagics (>=90 cm),113279.10566292852,4.491256128042576,3099.2465614977423,351079878.71537066
Large rays (>=90 cm),214.81831546400002,3.3946740085253957,248.1269907568978,53302.22217554829
Large sharks (>=90 cm),19459.2361456557,4.243489823329763,1751.8213839116852,34089105.99454686
"Lobsters, crabs",58397.5376904502,3.4234781535455645,265.14177145399566,15483626.591797443
Medium benthopelagics (30 - 89 cm),61570.703402649706,3.063228918883673,115.6721795612484,7122017.459703664
Medium demersals (30 - 89 cm),690300.0608556459,3.3125964862702117,205.39813043752608,141786341.94066015
Medium pelagics (30 - 89 cm),577505.730907006,3.4907538325798946,309.56641130597137,178776376.62551382
Medium reef assoc. fish (30 - 89 cm),280117.3842248933,3.5811450140226744,381.1930852336518,106778809.92026734
Other demersal invertebrates,43138.2475083511,2.0712338994291204,11.782403715212913,508272.2477101702
Shrimps,138294.8078855444,2.7011216167265255,50.24832816535033,6949082.890196914
Small benthopelagics (<30 cm),55873.06476153399,3.2236783339375457,167.3702766315206,9351490.30538881
Small demersals (<30 cm),137269.4081045516,3.7732687862440892,593.2924015408922,81440896.79244624
Small pelagics (<30 cm),462424.6488469997,3.100359474448243,125.99678815501068,58264020.51843062
Small reef assoc. fish (<30 cm),37485.9025250061,4.067512308948681,1168.186838612822,43790537.963235274
Small to medium flatfishes (<90 cm),32.4174983669,3.497153973387496,314.16223172615605,10184.353633924322
