commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,3,3,100689.8457528625,100689.8457528625,0.0,1.0,3764.7965095214686,379076779.8346318,3.6558319845007223,2853.100535477927,287278252.83468187,91798526.99994993,1.319545688175626,0.3195456881756261
Crustaceans,9,9,285.28013557659995,285.28013557659995,0.0,1.0,1007.3798667543577,287385.46496482036,3.1498775103647882,626.6934101319035,178783.1810073912,108602.28395742917,1.6074524647424153,0.6074524647424154
Flatfishes,13,13,17715.895105419095,17715.895105419095,0.0,1.0,3244.2802629724106,57475328.8314007,3.580980472489051,2279.9903713514004,40392070.26022694,17083258.571173757,1.4229359490888789,0.42293594908887877
Herring-likes,1,1,239.8291587181,239.8291587181,0.0,1.0,645.9885058849935,154926.8799079604,3.16,645.9885058849935,154926.8799079604,0.0,1.0,0.0
Molluscs,7,7,66.69448667099999,66.69448667099999,0.0,1.0,27.058121221836846,1804.6275051720995,2.098142441151288,26.835905596904865,1789.8069481369857,14.82055703511378,1.0082805338589955,0.008280533858995538
Other fishes & inverts,7,7,6686.6063139682,6686.6063139682,0.0,1.0,1160.9026379745605,7762498.908983037,3.301121733500416,985.8898579437914,6592257.349004167,1170241.5599788697,1.1775175782777423,0.1775175782777424
Perch-likes,1,1,2.47632e-05,2.47632e-05,0.0,1.0,17432.42421569787,0.4316826073381695,4.26,17432.42421569787,0.4316826073381695,0.0,1.0,0.0
"Salmon, smelts, etc",12,12,9125.9345836157,9125.9345836157,0.0,1.0,18682.15845326753,170492155.92526257,4.0663965726882,9760.541664874258,89074064.73429796,81418091.19096461,1.9140493524555031,0.914049352455503
Scorpionfishes,10,10,16014.8201058068,16014.8201058068,0.0,1.0,2363.1818587171,37845932.3446605,3.5389562827029932,2010.2880057593313,32194400.773096796,5651531.571563702,1.175543928007705,0.17554392800770488
Sharks & rays,5,5,682.7661235784,682.7661235784,0.0,1.0,4820.995200292245,3291612.204693608,3.826126814277985,4751.992613717455,3244499.576141056,47112.62855255185,1.0145207689034703,0.014520768903470371
