functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,2,2,3.4973299026,3.4973299026,0.0,1.0,780.9298925726998,2731.169465128709,3.884342099135318,766.199914413617,2679.6538720483036,51.515593080405324,1.0192247191392025,0.01922471913920258
Large bathydemersals (>=90 cm),2,2,591.1247397031,591.1247397031,0.0,1.0,2801.72906269368,1656171.362903412,4.4445645805359835,2783.329230203839,1645294.766712274,10876.59619113803,1.0066107280052148,0.006610728005214708
Large bathypelagics (>=90 cm),2,2,9.6284300213,9.6284300213,0.0,1.0,379.19809290604985,3651.082301756317,3.551068137477475,355.68711877589834,3424.7085326115584,226.37376914475863,1.0661001562583003,0.06610015625830039
Large benthopelagics (>=90 cm),4,4,231838.2044167705,231838.2044167705,0.0,1.0,1231.0138964754342,285396051.37095684,4.09015652625061,1230.7122580602656,285326120.06240106,69931.30855578184,1.0002450925577389,0.0002450925577388001
Large demersals (>=90 cm),9,9,88453.07862478531,88453.07862478531,0.0,1.0,1825.2716717588341,161450898.69367748,4.203940402648447,1599.3385395686416,141466417.58811438,19984481.105563104,1.141266609038965,0.1412666090389649
Large flatfishes (>=90 cm),2,2,6043.3365690605,6043.3365690605,0.0,1.0,227.03705272752526,1372061.3232799703,3.300768136842931,199.87944590426812,1207938.7648368136,164122.55844315677,1.1358699325005344,0.13586993250053442
Large rays (>=90 cm),6,6,1318.840294512,1318.840294512,0.0,1.0,1254.78718452954,1654863.8999948215,4.028141279362163,1066.9431496605557,1407127.617725888,247736.2822689335,1.176058147923576,0.176058147923576
Large reef assoc. fish (>=90 cm),1,1,1358.0404244062,1358.0404244062,0.0,1.0,616.5950018614822,837360.9380147088,3.79,616.5950018614822,837360.9380147088,0.0,1.0,0.0
Large sharks (>=90 cm),6,6,28.146417429,28.146417429,0.0,1.0,1958.5377590434623,55125.82131649551,4.269886907645031,1861.6023034182363,52397.43551879759,2728.3857976979198,1.0520709796325645,0.052070979632564476
"Lobsters, crabs",2,2,142.890216093,142.890216093,0.0,1.0,73.81815744706886,10547.892469198765,2.867538658257567,73.71207864340523,10532.734846020383,15.157623178381982,1.0014390966258977,0.0014390966258975974
Medium bathydemersals (30 - 89 cm),2,2,3287.6095585217995,3287.6095585217995,0.0,1.0,215.38131184126811,708089.6595363175,3.322749404278419,210.25648719546632,691241.2370450314,16848.422491286066,1.0243741570790987,0.02437415707909866
Medium bathypelagics (30 - 89 cm),1,1,9848.1594076503,9848.1594076503,0.0,1.0,446.683592150963,4399011.2202845365,3.65,446.683592150963,4399011.2202845365,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),7,7,85572.43121418862,85572.43121418862,0.0,1.0,1165.7019213430276,99751947.48037374,4.054015842987482,1132.4416737581776,96905787.23175228,2846160.248621464,1.029370384679037,0.02937038467903687
Medium demersals (30 - 89 cm),7,7,183646.88041889382,183646.88041889382,0.0,1.0,490.6093237311434,90098871.80764766,3.5354631336602327,343.13351068234925,63015398.80399662,27083473.003651038,1.4297913449360464,0.42979134493604637
Medium pelagics (30 - 89 cm),2,2,65672.61610553,65672.61610553,0.0,1.0,426.648254468612,28019107.02781163,3.630041511883609,426.6202952019651,28017270.86962654,1836.1581850908697,1.0000655366539317,6.553665393160918e-05
Other demersal invertebrates,4,4,608.234572457,608.234572457,0.0,1.0,302.778469619204,184160.3330180213,3.13583840576857,136.72200096099888,83159.0477999787,101001.28521804261,2.2145555762131814,1.2145555762131812
Shrimps,2,2,2954.9606595894998,2954.9606595894998,0.0,1.0,117.38627570934753,346871.82669684844,3.0694316916470954,117.33611149408107,346723.5934142169,148.23328263155418,1.0004275258028215,0.0004275258028214589
Small bathypelagics (<30 cm),1,1,0.0774884332,0.0774884332,0.0,1.0,102.32929922807536,7.929337067637529,3.01,102.32929922807536,7.929337067637529,0.0,1.0,0.0
Small pelagics (<30 cm),1,1,957.4095374514999,957.4095374514999,0.0,1.0,141.25375446227537,135237.6917230148,3.15,141.2537544622754,135237.6917230148,0.0,1.0,0.0
Small to medium flatfishes (<90 cm),8,8,15635.1413376487,15635.1413376487,0.0,1.0,1985.8807501641013,31049526.20853155,4.166811661138757,1468.2893919950434,22956912.16841278,8092614.040118773,1.3525131768920424,0.3525131768920423
Small to medium rays (<90 cm),2,2,4.586832131,4.586832131,0.0,1.0,633.41150532521,2905.352244770751,3.8008871840389564,632.2475921285723,2900.0135703227184,5.338674448032634,1.0018409136090485,0.0018409136090485733
Small to medium sharks (<90 cm),1,1,0.0170904325,0.0170904325,0.0,1.0,691.8309709189363,11.823690509899542,3.84,691.8309709189363,11.823690509899542,0.0,1.0,0.0
