commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,14292.4020565726,4.218816155274312,1655.0691943680963,23654914.357356537
Crustaceans,47374.38401841311,3.5902348855775528,389.25561464862795,18440744.969687533
Flatfishes,6848.612356211201,3.791091769177757,618.1470047207234,4233449.2144852895
Herring-likes,39258.0915846662,3.380317089497164,240.05850077667503,9424238.609168371
Molluscs,24583.8157469929,2.1294966374448223,13.474002929637047,331242.4053966397
Other fishes & inverts,6875.2066360481,3.3240249117617378,210.87491073731618,1449808.585677247
Perch-likes,3809.6786226971,3.737245092858726,546.065944916749,2080335.7569322307
"Salmon, smelts, etc",1578.4018091099,3.7042032207686812,506.0614094982871,798768.2442728023
Scorpionfishes,2541.7667255396,3.7954089261652832,624.3224128615698,1586881.9350201346
Sharks & rays,715.6396049350999,3.966630203046906,926.0409739206624,662711.596730298
Tuna & billfishes,802.2615696214,4.363988505706929,2312.0035985194113,1854831.635918508
