cohort,year,functional_group,tl
eez,1983,Medium pelagics (30 - 89 cm),3.5762745098039215
eez,1983,Medium reef assoc. fish (30 - 89 cm),3.498112449799197
eez,1983,Other demersal invertebrates,2.1529176470588234
eez,1983,Shrimps,2.873804347826087
eez,1983,Small bathydemersals (<30 cm),3.5033333333333334
eez,1983,Small bathypelagics (<30 cm),3.495
eez,1983,Small benthopelagics (<30 cm),3.482
eez,1983,Small demersals (<30 cm),3.439714285714286
eez,1983,Small pelagics (<30 cm),3.303135593220339
eez,1983,Small reef assoc. fish (<30 cm),3.251686746987952
eez,1983,Small to medium flatfishes (<90 cm),3.623918918918919
eez,1983,Small to medium rays (<90 cm),3.769545454545455
eez,1983,Small to medium sharks (<90 cm),3.921875
eez,1984,Cephalopods,3.853888888888889
eez,1984,Jellyfish,3.28375
eez,1984,Krill,2.25
eez,1984,Large bathydemersals (>=90 cm),4.052631578947368
eez,1984,Large bathypelagics (>=90 cm),4.003333333333333
eez,1984,Large benthopelagics (>=90 cm),3.9362
eez,1984,Large demersals (>=90 cm),3.9775316455696204
eez,1984,Large flatfishes (>=90 cm),4.02625
eez,1984,Large pelagics (>=90 cm),4.301764705882353
eez,1984,Large rays (>=90 cm),3.723111111111111
eez,1984,Large reef assoc. fish (>=90 cm),3.813417721518987
eez,1984,Large sharks (>=90 cm),4.211493827160494
eez,1984,"Lobsters, crabs",3.1463106796116502
eez,1984,Medium bathydemersals (30 - 89 cm),3.876216216216216
eez,1984,Medium bathypelagics (30 - 89 cm),3.7541666666666664
eez,1984,Medium benthopelagics (30 - 89 cm),3.6608411214953267
eez,1984,Medium demersals (30 - 89 cm),3.6396525096525094
eez,1984,Medium pelagics (30 - 89 cm),3.576274509803922
eez,1984,Medium reef assoc. fish (30 - 89 cm),3.5015853658536584
eez,1984,Other demersal invertebrates,2.1611529411764705
eez,1984,Shrimps,2.873804347826087
eez,1984,Small bathydemersals (<30 cm),3.5124999999999997
eez,1984,Small bathypelagics (<30 cm),3.495
eez,1984,Small benthopelagics (<30 cm),3.5164999999999997
eez,1984,Small demersals (<30 cm),3.4385714285714286
eez,1984,Small pelagics (<30 cm),3.303189655172414
eez,1984,Small reef assoc. fish (<30 cm),3.2803614457831323
eez,1984,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1984,Small to medium rays (<90 cm),3.769545454545455
eez,1984,Small to medium sharks (<90 cm),3.921875
eez,1985,Cephalopods,3.853888888888889
eez,1985,Jellyfish,3.28375
eez,1985,Krill,2.25
eez,1985,Large bathydemersals (>=90 cm),4.052631578947368
eez,1985,Large bathypelagics (>=90 cm),4.003333333333333
eez,1985,Large benthopelagics (>=90 cm),3.9362
eez,1985,Large demersals (>=90 cm),3.9775316455696204
eez,1985,Large flatfishes (>=90 cm),4.02625
eez,1985,Large pelagics (>=90 cm),4.292753623188406
eez,1985,Large rays (>=90 cm),3.728181818181818
eez,1985,Large reef assoc. fish (>=90 cm),3.8076250000000003
eez,1985,Large sharks (>=90 cm),4.21330487804878
eez,1985,"Lobsters, crabs",3.147075471698113
eez,1985,Medium bathydemersals (30 - 89 cm),3.8544736842105265
eez,1985,Medium bathypelagics (30 - 89 cm),3.7541666666666664
eez,1985,Medium benthopelagics (30 - 89 cm),3.6577981651376144
eez,1985,Medium demersals (30 - 89 cm),3.6393560606060604
eez,1985,Medium pelagics (30 - 89 cm),3.5762745098039215
eez,1985,Medium reef assoc. fish (30 - 89 cm),3.5015853658536584
eez,1985,Other demersal invertebrates,2.160554913294798
eez,1985,Shrimps,2.8812087912087914
eez,1985,Small bathydemersals (<30 cm),3.5124999999999997
eez,1985,Small bathypelagics (<30 cm),3.495
eez,1985,Small benthopelagics (<30 cm),3.506666666666667
eez,1985,Small demersals (<30 cm),3.4279452054794524
eez,1985,Small pelagics (<30 cm),3.3053389830508473
eez,1985,Small reef assoc. fish (<30 cm),3.2503797468354425
eez,1985,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1985,Small to medium rays (<90 cm),3.7771428571428576
eez,1985,Small to medium sharks (<90 cm),3.921875
eez,1986,Cephalopods,3.8736842105263154
eez,1986,Jellyfish,3.2585714285714285
eez,1986,Krill,2.25
eez,1986,Large bathydemersals (>=90 cm),4.052631578947368
eez,1986,Large bathypelagics (>=90 cm),4.003333333333333
eez,1986,Large benthopelagics (>=90 cm),3.946862745098039
eez,1986,Large demersals (>=90 cm),3.9775316455696204
eez,1986,Large flatfishes (>=90 cm),4.02625
eez,1986,Large pelagics (>=90 cm),4.295285714285715
eez,1986,Large rays (>=90 cm),3.728181818181818
eez,1986,Large reef assoc. fish (>=90 cm),3.8104938271604936
eez,1986,Large sharks (>=90 cm),4.201523255813954
eez,1986,"Lobsters, crabs",3.166822429906542
eez,1986,Medium bathydemersals (30 - 89 cm),3.871578947368421
eez,1986,Medium bathypelagics (30 - 89 cm),3.7541666666666664
eez,1986,Medium benthopelagics (30 - 89 cm),3.6577981651376144
eez,1986,Medium demersals (30 - 89 cm),3.6385283018867924
eez,1986,Medium pelagics (30 - 89 cm),3.576274509803922
eez,1986,Medium reef assoc. fish (30 - 89 cm),3.496138211382114
eez,1986,Other demersal invertebrates,2.1598636363636365
eez,1986,Shrimps,2.873804347826087
eez,1986,Small bathydemersals (<30 cm),3.5124999999999997
eez,1986,Small bathypelagics (<30 cm),3.495
eez,1986,Small benthopelagics (<30 cm),3.4810000000000003
eez,1986,Small demersals (<30 cm),3.4445070422535213
eez,1986,Small pelagics (<30 cm),3.3044537815126054
eez,1986,Small reef assoc. fish (<30 cm),3.2503797468354425
eez,1986,Small to medium flatfishes (<90 cm),3.623918918918919
eez,1986,Small to medium rays (<90 cm),3.769545454545455
eez,1986,Small to medium sharks (<90 cm),3.921875
eez,1987,Cephalopods,3.8605405405405406
eez,1987,Jellyfish,3.2585714285714285
eez,1987,Krill,2.25
eez,1987,Large bathydemersals (>=90 cm),4.052631578947368
eez,1987,Large bathypelagics (>=90 cm),4.003333333333333
eez,1987,Large benthopelagics (>=90 cm),3.946862745098039
eez,1987,Large demersals (>=90 cm),3.9889240506329116
eez,1987,Large flatfishes (>=90 cm),4.02625
eez,1987,Large pelagics (>=90 cm),4.292753623188406
eez,1987,Large rays (>=90 cm),3.728181818181818
eez,1987,Large reef assoc. fish (>=90 cm),3.813417721518987
eez,1987,Large sharks (>=90 cm),4.201523255813954
eez,1987,"Lobsters, crabs",3.1577570093457945
eez,1987,Medium bathydemersals (30 - 89 cm),3.876216216216216
eez,1987,Medium bathypelagics (30 - 89 cm),3.7541666666666664
eez,1987,Medium benthopelagics (30 - 89 cm),3.659090909090909
eez,1987,Medium demersals (30 - 89 cm),3.6366923076923077
eez,1987,Medium pelagics (30 - 89 cm),3.573203883495146
eez,1987,Medium reef assoc. fish (30 - 89 cm),3.48904
eez,1987,Other demersal invertebrates,2.1672707182320443
eez,1987,Shrimps,2.873804347826087
eez,1987,Small bathydemersals (<30 cm),3.5124999999999997
eez,1987,Small bathypelagics (<30 cm),3.495
eez,1987,Small benthopelagics (<30 cm),3.482
eez,1987,Small demersals (<30 cm),3.436231884057971
eez,1987,Small pelagics (<30 cm),3.306638655462185
eez,1987,Small reef assoc. fish (<30 cm),3.2608641975308643
eez,1987,Small to medium flatfishes (<90 cm),3.623918918918919
eez,1987,Small to medium rays (<90 cm),3.769545454545455
eez,1987,Small to medium sharks (<90 cm),3.921875
eez,1988,Cephalopods,3.8605405405405406
eez,1988,Jellyfish,3.28375
eez,1988,Krill,2.25
eez,1988,Large bathydemersals (>=90 cm),4.052631578947368
eez,1988,Large bathypelagics (>=90 cm),4.003333333333333
eez,1988,Large benthopelagics (>=90 cm),3.946862745098039
eez,1988,Large demersals (>=90 cm),3.9889240506329116
eez,1988,Large flatfishes (>=90 cm),4.02625
eez,1988,Large pelagics (>=90 cm),4.292753623188406
eez,1988,Large rays (>=90 cm),3.728181818181818
eez,1988,Large reef assoc. fish (>=90 cm),3.8076250000000003
eez,1988,Large sharks (>=90 cm),4.206448275862069
eez,1988,"Lobsters, crabs",3.1573333333333333
eez,1988,Medium bathydemersals (30 - 89 cm),3.858421052631579
eez,1988,Medium bathypelagics (30 - 89 cm),3.786153846153846
eez,1988,Medium benthopelagics (30 - 89 cm),3.6606422018348623
eez,1988,Medium demersals (30 - 89 cm),3.6361923076923075
eez,1988,Medium pelagics (30 - 89 cm),3.576274509803922
eez,1988,Medium reef assoc. fish (30 - 89 cm),3.5028744939271257
eez,1988,Other demersal invertebrates,2.167422222222222
eez,1988,Shrimps,2.873804347826087
eez,1988,Small bathydemersals (<30 cm),3.5124999999999997
eez,1988,Small bathypelagics (<30 cm),3.495
eez,1988,Small benthopelagics (<30 cm),3.4810000000000003
eez,1988,Small demersals (<30 cm),3.4385714285714286
eez,1988,Small pelagics (<30 cm),3.3119491525423728
eez,1988,Small reef assoc. fish (<30 cm),3.2503797468354425
eez,1988,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1988,Small to medium rays (<90 cm),3.769545454545455
eez,1988,Small to medium sharks (<90 cm),3.921875
eez,1989,Cephalopods,3.8894871794871793
eez,1989,Jellyfish,3.28375
eez,1989,Krill,2.25
eez,1989,Large bathydemersals (>=90 cm),4.052631578947368
eez,1989,Large bathypelagics (>=90 cm),4.003333333333333
eez,1989,Large benthopelagics (>=90 cm),3.916730769230769
eez,1989,Large demersals (>=90 cm),3.9889240506329116
eez,1989,Large flatfishes (>=90 cm),4.02625
eez,1989,Large pelagics (>=90 cm),4.284285714285714
eez,1989,Large rays (>=90 cm),3.723111111111111
eez,1989,Large reef assoc. fish (>=90 cm),3.8076250000000003
eez,1989,Large sharks (>=90 cm),4.201523255813954
eez,1989,"Lobsters, crabs",3.145943396226415
eez,1989,Medium bathydemersals (30 - 89 cm),3.854
eez,1989,Medium bathypelagics (30 - 89 cm),3.7183333333333333
eez,1989,Medium benthopelagics (30 - 89 cm),3.659090909090909
eez,1989,Medium demersals (30 - 89 cm),3.6408984375
eez,1989,Medium pelagics (30 - 89 cm),3.576274509803922
eez,1989,Medium reef assoc. fish (30 - 89 cm),3.495406504065041
eez,1989,Other demersal invertebrates,2.1586057142857142
eez,1989,Shrimps,2.873804347826087
eez,1989,Small bathydemersals (<30 cm),3.5124999999999997
eez,1989,Small bathypelagics (<30 cm),3.444
eez,1989,Small benthopelagics (<30 cm),3.453684210526316
eez,1989,Small demersals (<30 cm),3.4435211267605634
eez,1989,Small pelagics (<30 cm),3.3135833333333333
eez,1989,Small reef assoc. fish (<30 cm),3.2526249999999997
eez,1989,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1989,Small to medium rays (<90 cm),3.769545454545455
eez,1989,Small to medium sharks (<90 cm),3.9633333333333334
eez,1990,Cephalopods,3.8722499999999997
eez,1990,Jellyfish,3.2585714285714285
eez,1990,Krill,2.25
eez,1990,Large bathydemersals (>=90 cm),4.052631578947368
eez,1990,Large bathypelagics (>=90 cm),4.003333333333333
eez,1990,Large benthopelagics (>=90 cm),3.946923076923077
eez,1990,Large demersals (>=90 cm),3.9829375
eez,1990,Large flatfishes (>=90 cm),4.02625
eez,1990,Large pelagics (>=90 cm),4.284285714285714
eez,1990,Large rays (>=90 cm),3.723111111111111
eez,1990,Large reef assoc. fish (>=90 cm),3.813417721518987
eez,1990,Large sharks (>=90 cm),4.201523255813954
eez,1990,"Lobsters, crabs",3.1577570093457945
eez,1990,Medium bathydemersals (30 - 89 cm),3.8979487179487182
eez,1990,Medium bathypelagics (30 - 89 cm),3.730909090909091
eez,1990,Medium benthopelagics (30 - 89 cm),3.6579464285714285
eez,1990,Medium demersals (30 - 89 cm),3.6555416666666667
eez,1990,Medium pelagics (30 - 89 cm),3.5811764705882356
eez,1990,Medium reef assoc. fish (30 - 89 cm),3.508709677419355
eez,1990,Other demersal invertebrates,2.1692555555555555
eez,1990,Shrimps,2.8674210526315793
eez,1990,Small bathydemersals (<30 cm),3.5124999999999997
eez,1990,Small bathypelagics (<30 cm),3.444
eez,1990,Small benthopelagics (<30 cm),3.442
eez,1990,Small demersals (<30 cm),3.432903225806452
eez,1990,Small pelagics (<30 cm),3.321239669421488
eez,1990,Small reef assoc. fish (<30 cm),3.2624358974358976
eez,1990,Small to medium flatfishes (<90 cm),3.640422535211268
eez,1990,Small to medium rays (<90 cm),3.769545454545455
eez,1990,Small to medium sharks (<90 cm),3.9633333333333334
eez,1991,Cephalopods,3.85
eez,1991,Jellyfish,3.2249999999999996
eez,1991,Krill,2.25
eez,1991,Large bathydemersals (>=90 cm),4.052631578947368
eez,1991,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1991,Large benthopelagics (>=90 cm),3.946923076923077
eez,1991,Large demersals (>=90 cm),3.9786144578313256
eez,1991,Large flatfishes (>=90 cm),4.02625
eez,1991,Large pelagics (>=90 cm),4.284285714285714
eez,1991,Large rays (>=90 cm),3.728181818181818
eez,1991,Large reef assoc. fish (>=90 cm),3.8076250000000003
eez,1991,Large sharks (>=90 cm),4.201850574712643
eez,1991,"Lobsters, crabs",3.1544444444444446
eez,1991,Medium bathydemersals (30 - 89 cm),3.9051351351351355
eez,1991,Medium bathypelagics (30 - 89 cm),3.7675
eez,1991,Medium benthopelagics (30 - 89 cm),3.6578070175438597
eez,1991,Medium demersals (30 - 89 cm),3.660040983606557
eez,1991,Medium pelagics (30 - 89 cm),3.584356435643564
eez,1991,Medium reef assoc. fish (30 - 89 cm),3.507611336032389
eez,1991,Other demersal invertebrates,2.17539226519337
eez,1991,Shrimps,2.859042553191489
eez,1991,Small bathydemersals (<30 cm),3.5124999999999997
eez,1991,Small bathypelagics (<30 cm),3.444
eez,1991,Small benthopelagics (<30 cm),3.453684210526316
eez,1991,Small demersals (<30 cm),3.423230769230769
eez,1991,Small pelagics (<30 cm),3.320406504065041
eez,1991,Small reef assoc. fish (<30 cm),3.271875
eez,1991,Small to medium flatfishes (<90 cm),3.6404225352112674
eez,1991,Small to medium rays (<90 cm),3.7600000000000002
eez,1991,Small to medium sharks (<90 cm),3.9633333333333334
eez,1992,Cephalopods,3.85
eez,1992,Jellyfish,3.2585714285714285
eez,1992,Krill,2.25
eez,1992,Large bathydemersals (>=90 cm),4.052631578947368
eez,1992,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1992,Large benthopelagics (>=90 cm),3.946923076923077
eez,1992,Large demersals (>=90 cm),3.972256097560976
eez,1992,Large flatfishes (>=90 cm),4.02625
eez,1992,Large pelagics (>=90 cm),4.286901408450705
eez,1992,Large rays (>=90 cm),3.728181818181818
eez,1992,Large reef assoc. fish (>=90 cm),3.80037037037037
eez,1992,Large sharks (>=90 cm),4.201850574712643
eez,1992,"Lobsters, crabs",3.149814814814815
eez,1992,Medium bathydemersals (30 - 89 cm),3.9051351351351355
eez,1992,Medium bathypelagics (30 - 89 cm),3.7541666666666664
eez,1992,Medium benthopelagics (30 - 89 cm),3.6527192982456143
eez,1992,Medium demersals (30 - 89 cm),3.660497925311203
eez,1992,Medium pelagics (30 - 89 cm),3.584356435643564
eez,1992,Medium reef assoc. fish (30 - 89 cm),3.50203187250996
eez,1992,Other demersal invertebrates,2.163123595505618
eez,1992,Shrimps,2.8563157894736846
eez,1992,Small bathydemersals (<30 cm),3.5124999999999997
eez,1992,Small bathypelagics (<30 cm),3.495
eez,1992,Small benthopelagics (<30 cm),3.438421052631579
eez,1992,Small demersals (<30 cm),3.4284615384615384
eez,1992,Small pelagics (<30 cm),3.32056
eez,1992,Small reef assoc. fish (<30 cm),3.2760493827160495
eez,1992,Small to medium flatfishes (<90 cm),3.640422535211268
eez,1992,Small to medium rays (<90 cm),3.7600000000000002
eez,1992,Small to medium sharks (<90 cm),3.9633333333333334
eez,1993,Cephalopods,3.838918918918919
eez,1993,Jellyfish,3.26875
eez,1993,Krill,2.25
eez,1993,Large bathydemersals (>=90 cm),4.052631578947368
eez,1993,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1993,Large benthopelagics (>=90 cm),3.946923076923077
eez,1993,Large demersals (>=90 cm),3.9786144578313256
eez,1993,Large flatfishes (>=90 cm),4.02625
eez,1993,Large pelagics (>=90 cm),4.286901408450705
eez,1993,Large rays (>=90 cm),3.728181818181818
eez,1993,Large reef assoc. fish (>=90 cm),3.8076250000000003
eez,1993,Large sharks (>=90 cm),4.201850574712643
eez,1993,"Lobsters, crabs",3.149906542056075
eez,1993,Medium bathydemersals (30 - 89 cm),3.9026315789473687
eez,1993,Medium bathypelagics (30 - 89 cm),3.730909090909091
eez,1993,Medium benthopelagics (30 - 89 cm),3.6527192982456143
eez,1993,Medium demersals (30 - 89 cm),3.653576923076923
eez,1993,Medium pelagics (30 - 89 cm),3.573203883495146
eez,1993,Medium reef assoc. fish (30 - 89 cm),3.50792
eez,1993,Other demersal invertebrates,2.1599779005524864
eez,1993,Shrimps,2.8563157894736846
eez,1993,Small bathydemersals (<30 cm),3.5119999999999996
eez,1993,Small bathypelagics (<30 cm),3.496
eez,1993,Small benthopelagics (<30 cm),3.4620000000000006
eez,1993,Small demersals (<30 cm),3.434383561643836
eez,1993,Small pelagics (<30 cm),3.3218110236220473
eez,1993,Small reef assoc. fish (<30 cm),3.292117647058823
eez,1993,Small to medium flatfishes (<90 cm),3.6384722222222217
eez,1993,Small to medium rays (<90 cm),3.7600000000000002
eez,1993,Small to medium sharks (<90 cm),3.9633333333333334
eez,1994,Cephalopods,3.838918918918919
eez,1994,Jellyfish,3.26875
eez,1994,Krill,2.25
eez,1994,Large bathydemersals (>=90 cm),4.052631578947368
eez,1994,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1994,Large benthopelagics (>=90 cm),3.946923076923077
eez,1994,Large demersals (>=90 cm),3.9786144578313256
eez,1994,Large flatfishes (>=90 cm),4.02625
eez,1994,Large pelagics (>=90 cm),4.280704225352113
eez,1994,Large rays (>=90 cm),3.71953488372093
eez,1994,Large reef assoc. fish (>=90 cm),3.80890243902439
eez,1994,Large sharks (>=90 cm),4.201850574712643
eez,1994,"Lobsters, crabs",3.1497297297297298
eez,1994,Medium bathydemersals (30 - 89 cm),3.8887500000000004
eez,1994,Medium bathypelagics (30 - 89 cm),3.7714285714285714
eez,1994,Medium benthopelagics (30 - 89 cm),3.6522608695652172
eez,1994,Medium demersals (30 - 89 cm),3.646818181818182
eez,1994,Medium pelagics (30 - 89 cm),3.5715384615384616
eez,1994,Medium reef assoc. fish (30 - 89 cm),3.5074900398406372
eez,1994,Other demersal invertebrates,2.1609171270718233
eez,1994,Shrimps,2.8563157894736846
eez,1994,Small bathydemersals (<30 cm),3.5119999999999996
eez,1994,Small bathypelagics (<30 cm),3.496
eez,1994,Small benthopelagics (<30 cm),3.453684210526316
eez,1994,Small demersals (<30 cm),3.4181333333333335
eez,1994,Small pelagics (<30 cm),3.3210236220472438
eez,1994,Small reef assoc. fish (<30 cm),3.2644444444444445
eez,1994,Small to medium flatfishes (<90 cm),3.6387671232876713
eez,1994,Small to medium rays (<90 cm),3.7600000000000002
eez,1994,Small to medium sharks (<90 cm),3.9633333333333334
eez,1995,Cephalopods,3.85
eez,1995,Jellyfish,3.307
eez,1995,Krill,2.25
eez,1995,Large bathydemersals (>=90 cm),4.0495
eez,1995,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1995,Large benthopelagics (>=90 cm),3.946923076923077
eez,1995,Large demersals (>=90 cm),3.9786144578313256
eez,1995,Large flatfishes (>=90 cm),4.02625
eez,1995,Large pelagics (>=90 cm),4.2684931506849315
eez,1995,Large rays (>=90 cm),3.728181818181818
eez,1995,Large reef assoc. fish (>=90 cm),3.816172839506173
eez,1995,Large sharks (>=90 cm),4.201850574712643
eez,1995,"Lobsters, crabs",3.166822429906542
eez,1995,Medium bathydemersals (30 - 89 cm),3.8941025641025644
eez,1995,Medium bathypelagics (30 - 89 cm),3.715
eez,1995,Medium benthopelagics (30 - 89 cm),3.6522608695652172
eez,1995,Medium demersals (30 - 89 cm),3.6513438735177863
eez,1995,Medium pelagics (30 - 89 cm),3.573203883495146
eez,1995,Medium reef assoc. fish (30 - 89 cm),3.5066666666666664
eez,1995,Other demersal invertebrates,2.1590939226519335
eez,1995,Shrimps,2.8563157894736846
eez,1995,Small bathydemersals (<30 cm),3.5119999999999996
eez,1995,Small bathypelagics (<30 cm),3.496
eez,1995,Small benthopelagics (<30 cm),3.453684210526316
eez,1995,Small demersals (<30 cm),3.4168
eez,1995,Small pelagics (<30 cm),3.316771653543307
eez,1995,Small reef assoc. fish (<30 cm),3.267037037037037
eez,1995,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1995,Small to medium rays (<90 cm),3.7600000000000002
eez,1995,Small to medium sharks (<90 cm),3.9633333333333334
eez,1996,Cephalopods,3.8492307692307692
eez,1996,Jellyfish,3.3033333333333332
eez,1996,Krill,2.25
eez,1996,Large bathydemersals (>=90 cm),4.052631578947368
eez,1996,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1996,Large benthopelagics (>=90 cm),3.946923076923077
eez,1996,Large demersals (>=90 cm),3.9786144578313256
eez,1996,Large flatfishes (>=90 cm),4.02625
eez,1996,Large pelagics (>=90 cm),4.265694444444445
eez,1996,Large rays (>=90 cm),3.728181818181818
eez,1996,Large reef assoc. fish (>=90 cm),3.816172839506173
eez,1996,Large sharks (>=90 cm),4.2027386363636365
eez,1996,"Lobsters, crabs",3.1619819819819823
eez,1996,Medium bathydemersals (30 - 89 cm),3.8941025641025644
eez,1996,Medium bathypelagics (30 - 89 cm),3.7407692307692306
eez,1996,Medium benthopelagics (30 - 89 cm),3.6527192982456143
eez,1996,Medium demersals (30 - 89 cm),3.6513127413127413
eez,1996,Medium pelagics (30 - 89 cm),3.576274509803922
eez,1996,Medium reef assoc. fish (30 - 89 cm),3.493254901960784
eez,1996,Other demersal invertebrates,2.1691182795698927
eez,1996,Shrimps,2.8563157894736846
eez,1996,Small bathydemersals (<30 cm),3.5119999999999996
eez,1996,Small bathypelagics (<30 cm),3.496
eez,1996,Small benthopelagics (<30 cm),3.473684210526316
eez,1996,Small demersals (<30 cm),3.4181333333333335
eez,1996,Small pelagics (<30 cm),3.318828125
eez,1996,Small reef assoc. fish (<30 cm),3.267037037037037
eez,1996,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1996,Small to medium rays (<90 cm),3.7616666666666667
eez,1996,Small to medium sharks (<90 cm),3.9633333333333334
eez,1997,Cephalopods,3.86925
eez,1997,Jellyfish,3.3033333333333332
eez,1997,Krill,2.25
eez,1997,Large bathydemersals (>=90 cm),4.0495
eez,1997,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1997,Large benthopelagics (>=90 cm),3.946923076923077
eez,1997,Large demersals (>=90 cm),3.9786144578313256
eez,1997,Large flatfishes (>=90 cm),4.02625
eez,1997,Large pelagics (>=90 cm),4.265694444444445
eez,1997,Large rays (>=90 cm),3.728181818181818
eez,1997,Large reef assoc. fish (>=90 cm),3.816172839506173
eez,1997,Large sharks (>=90 cm),4.201850574712643
eez,1997,"Lobsters, crabs",3.1506363636363637
eez,1997,Medium bathydemersals (30 - 89 cm),3.8941025641025644
eez,1997,Medium bathypelagics (30 - 89 cm),3.7407692307692306
eez,1997,Medium benthopelagics (30 - 89 cm),3.648534482758621
eez,1997,Medium demersals (30 - 89 cm),3.6385632183908045
eez,1997,Medium pelagics (30 - 89 cm),3.573203883495146
eez,1997,Medium reef assoc. fish (30 - 89 cm),3.5002788844621517
eez,1997,Other demersal invertebrates,2.169010752688172
eez,1997,Shrimps,2.8443877551020407
eez,1997,Small bathydemersals (<30 cm),3.5119999999999996
eez,1997,Small bathypelagics (<30 cm),3.496
eez,1997,Small benthopelagics (<30 cm),3.4444444444444446
eez,1997,Small demersals (<30 cm),3.425675675675676
eez,1997,Small pelagics (<30 cm),3.3169291338582676
eez,1997,Small reef assoc. fish (<30 cm),3.278915662650602
eez,1997,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1997,Small to medium rays (<90 cm),3.7616666666666667
eez,1997,Small to medium sharks (<90 cm),3.9633333333333334
eez,1998,Cephalopods,3.8587499999999997
eez,1998,Jellyfish,3.29
eez,1998,Krill,2.25
eez,1998,Large bathydemersals (>=90 cm),4.0495
eez,1998,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1998,Large benthopelagics (>=90 cm),3.946923076923077
eez,1998,Large demersals (>=90 cm),3.9735185185185187
eez,1998,Large flatfishes (>=90 cm),4.02625
eez,1998,Large pelagics (>=90 cm),4.2684931506849315
eez,1998,Large rays (>=90 cm),3.704186046511628
eez,1998,Large reef assoc. fish (>=90 cm),3.833214285714286
eez,1998,Large sharks (>=90 cm),4.2000111111111105
eez,1998,"Lobsters, crabs",3.1569642857142854
eez,1998,Medium bathydemersals (30 - 89 cm),3.87675
eez,1998,Medium bathypelagics (30 - 89 cm),3.7407692307692306
eez,1998,Medium benthopelagics (30 - 89 cm),3.6565517241379313
eez,1998,Medium demersals (30 - 89 cm),3.6535361216730036
eez,1998,Medium pelagics (30 - 89 cm),3.5745631067961168
eez,1998,Medium reef assoc. fish (30 - 89 cm),3.5078346456692913
eez,1998,Other demersal invertebrates,2.1711489361702125
eez,1998,Shrimps,2.852575757575758
eez,1998,Small bathydemersals (<30 cm),3.5124999999999997
eez,1998,Small bathypelagics (<30 cm),3.496
eez,1998,Small benthopelagics (<30 cm),3.474736842105263
eez,1998,Small demersals (<30 cm),3.4256
eez,1998,Small pelagics (<30 cm),3.3183333333333334
eez,1998,Small reef assoc. fish (<30 cm),3.2725
eez,1998,Small to medium flatfishes (<90 cm),3.6384722222222226
eez,1998,Small to medium rays (<90 cm),3.7616666666666667
eez,1998,Small to medium sharks (<90 cm),3.9633333333333334
eez,1999,Cephalopods,3.864634146341463
eez,1999,Jellyfish,3.307
eez,1999,Krill,2.25
eez,1999,Large bathydemersals (>=90 cm),4.0495
eez,1999,Large bathypelagics (>=90 cm),3.8428571428571425
eez,1999,Large benthopelagics (>=90 cm),3.9518867924528305
eez,1999,Large demersals (>=90 cm),3.979939024390244
eez,1999,Large flatfishes (>=90 cm),4.02625
eez,1999,Large pelagics (>=90 cm),4.2684931506849315
eez,1999,Large rays (>=90 cm),3.724
eez,1999,Large reef assoc. fish (>=90 cm),3.8219540229885056
eez,1999,Large sharks (>=90 cm),4.2000111111111105
eez,1999,"Lobsters, crabs",3.1525
eez,1999,Medium bathydemersals (30 - 89 cm),3.8941025641025644
eez,1999,Medium bathypelagics (30 - 89 cm),3.715
eez,1999,Medium benthopelagics (30 - 89 cm),3.653361344537815
eez,1999,Medium demersals (30 - 89 cm),3.640851851851852
eez,1999,Medium pelagics (30 - 89 cm),3.5715384615384616
eez,1999,Medium reef assoc. fish (30 - 89 cm),3.5015625
eez,1999,Other demersal invertebrates,2.1676284153005465
eez,1999,Shrimps,2.8470098039215683
eez,1999,Small bathydemersals (<30 cm),3.5119999999999996
eez,1999,Small bathypelagics (<30 cm),3.496
eez,1999,Small benthopelagics (<30 cm),3.461666666666667
eez,1999,Small demersals (<30 cm),3.4310666666666663
eez,1999,Small pelagics (<30 cm),3.319112903225806
eez,1999,Small reef assoc. fish (<30 cm),3.2701176470588234
eez,1999,Small to medium flatfishes (<90 cm),3.631095890410959
eez,1999,Small to medium rays (<90 cm),3.7616666666666667
eez,1999,Small to medium sharks (<90 cm),3.9633333333333334
eez,2000,Cephalopods,3.896511627906977
eez,2000,Jellyfish,3.307
eez,2000,Krill,2.25
eez,2000,Large bathydemersals (>=90 cm),4.0495
eez,2000,Large bathypelagics (>=90 cm),3.8428571428571425
eez,2000,Large benthopelagics (>=90 cm),3.9636
eez,2000,Large demersals (>=90 cm),3.9727108433734943
eez,2000,Large flatfishes (>=90 cm),4.02625
eez,2000,Large pelagics (>=90 cm),4.271216216216216
