cohort,year,functional_group,tl
lme_highseas,1959,Medium demersals (30 - 89 cm),3.621714285714286
lme_highseas,1959,Medium pelagics (30 - 89 cm),3.5867676767676766
lme_highseas,1959,Medium reef assoc. fish (30 - 89 cm),3.515022624434389
lme_highseas,1959,Other demersal invertebrates,2.166048
lme_highseas,1959,Shrimps,2.924698795180723
lme_highseas,1959,Small bathydemersals (<30 cm),3.505
lme_highseas,1959,Small bathypelagics (<30 cm),3.495
lme_highseas,1959,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1959,Small demersals (<30 cm),3.4524137931034486
lme_highseas,1959,Small pelagics (<30 cm),3.2795283018867925
lme_highseas,1959,Small reef assoc. fish (<30 cm),3.3155405405405403
lme_highseas,1959,Small to medium flatfishes (<90 cm),3.6145588235294115
lme_highseas,1959,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1959,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1960,Cephalopods,3.858571428571429
lme_highseas,1960,Jellyfish,3.2199999999999998
lme_highseas,1960,Large bathydemersals (>=90 cm),4.125333333333333
lme_highseas,1960,Large bathypelagics (>=90 cm),3.893333333333333
lme_highseas,1960,Large benthopelagics (>=90 cm),3.9535416666666667
lme_highseas,1960,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1960,Large flatfishes (>=90 cm),4.02625
lme_highseas,1960,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1960,Large rays (>=90 cm),3.7220000000000004
lme_highseas,1960,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1960,Large sharks (>=90 cm),4.207118421052631
lme_highseas,1960,"Lobsters, crabs",3.176144578313253
lme_highseas,1960,Medium bathydemersals (30 - 89 cm),3.869230769230769
lme_highseas,1960,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1960,Medium benthopelagics (30 - 89 cm),3.673469387755102
lme_highseas,1960,Medium demersals (30 - 89 cm),3.6336018957345972
lme_highseas,1960,Medium pelagics (30 - 89 cm),3.5867676767676766
lme_highseas,1960,Medium reef assoc. fish (30 - 89 cm),3.514954954954955
lme_highseas,1960,Other demersal invertebrates,2.167353846153846
lme_highseas,1960,Shrimps,2.921341463414634
lme_highseas,1960,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1960,Small bathypelagics (<30 cm),3.495
lme_highseas,1960,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1960,Small demersals (<30 cm),3.4562068965517243
lme_highseas,1960,Small pelagics (<30 cm),3.281047619047619
lme_highseas,1960,Small reef assoc. fish (<30 cm),3.330958904109589
lme_highseas,1960,Small to medium flatfishes (<90 cm),3.6221739130434782
lme_highseas,1960,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1960,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1961,Cephalopods,3.858571428571429
lme_highseas,1961,Jellyfish,3.2199999999999998
lme_highseas,1961,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1961,Large bathypelagics (>=90 cm),4.07
lme_highseas,1961,Large benthopelagics (>=90 cm),3.9535416666666667
lme_highseas,1961,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1961,Large flatfishes (>=90 cm),4.02625
lme_highseas,1961,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1961,Large rays (>=90 cm),3.7220000000000004
lme_highseas,1961,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1961,Large sharks (>=90 cm),4.205857142857143
lme_highseas,1961,"Lobsters, crabs",3.176144578313253
lme_highseas,1961,Medium bathydemersals (30 - 89 cm),3.869230769230769
lme_highseas,1961,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1961,Medium benthopelagics (30 - 89 cm),3.673469387755102
lme_highseas,1961,Medium demersals (30 - 89 cm),3.6374999999999997
lme_highseas,1961,Medium pelagics (30 - 89 cm),3.5867676767676766
lme_highseas,1961,Medium reef assoc. fish (30 - 89 cm),3.5144394618834083
lme_highseas,1961,Other demersal invertebrates,2.1623582089552236
lme_highseas,1961,Shrimps,2.9102409638554216
lme_highseas,1961,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1961,Small bathypelagics (<30 cm),3.495
lme_highseas,1961,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1961,Small demersals (<30 cm),3.4494827586206895
lme_highseas,1961,Small pelagics (<30 cm),3.281047619047619
lme_highseas,1961,Small reef assoc. fish (<30 cm),3.330958904109589
lme_highseas,1961,Small to medium flatfishes (<90 cm),3.6221739130434782
lme_highseas,1961,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1961,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1962,Cephalopods,3.858571428571429
lme_highseas,1962,Jellyfish,3.2199999999999998
lme_highseas,1962,Large bathydemersals (>=90 cm),4.115
lme_highseas,1962,Large bathypelagics (>=90 cm),4.036666666666666
lme_highseas,1962,Large benthopelagics (>=90 cm),3.9535416666666667
lme_highseas,1962,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1962,Large flatfishes (>=90 cm),4.02625
lme_highseas,1962,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1962,Large rays (>=90 cm),3.7220000000000004
lme_highseas,1962,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1962,Large sharks (>=90 cm),4.207118421052631
lme_highseas,1962,"Lobsters, crabs",3.176144578313253
lme_highseas,1962,Medium bathydemersals (30 - 89 cm),3.869230769230769
lme_highseas,1962,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1962,Medium benthopelagics (30 - 89 cm),3.673469387755102
lme_highseas,1962,Medium demersals (30 - 89 cm),3.639859154929577
lme_highseas,1962,Medium pelagics (30 - 89 cm),3.5867676767676766
lme_highseas,1962,Medium reef assoc. fish (30 - 89 cm),3.5144394618834083
lme_highseas,1962,Other demersal invertebrates,2.1599705882352938
lme_highseas,1962,Shrimps,2.9174698795180722
lme_highseas,1962,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1962,Small bathypelagics (<30 cm),3.495
lme_highseas,1962,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1962,Small demersals (<30 cm),3.4494827586206895
lme_highseas,1962,Small pelagics (<30 cm),3.278190476190476
lme_highseas,1962,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1962,Small to medium flatfishes (<90 cm),3.6221739130434782
lme_highseas,1962,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1962,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1963,Cephalopods,3.858571428571429
lme_highseas,1963,Jellyfish,3.2199999999999998
lme_highseas,1963,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1963,Large bathypelagics (>=90 cm),4.036666666666666
lme_highseas,1963,Large benthopelagics (>=90 cm),3.9535416666666667
lme_highseas,1963,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1963,Large flatfishes (>=90 cm),4.02625
lme_highseas,1963,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1963,Large rays (>=90 cm),3.7220000000000004
lme_highseas,1963,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1963,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1963,"Lobsters, crabs",3.1784146341463413
lme_highseas,1963,Medium bathydemersals (30 - 89 cm),3.869230769230769
lme_highseas,1963,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1963,Medium benthopelagics (30 - 89 cm),3.673469387755102
lme_highseas,1963,Medium demersals (30 - 89 cm),3.6434418604651166
lme_highseas,1963,Medium pelagics (30 - 89 cm),3.5867676767676766
lme_highseas,1963,Medium reef assoc. fish (30 - 89 cm),3.5144394618834083
lme_highseas,1963,Other demersal invertebrates,2.1599705882352938
lme_highseas,1963,Shrimps,2.8982352941176472
lme_highseas,1963,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1963,Small bathypelagics (<30 cm),3.495
lme_highseas,1963,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1963,Small demersals (<30 cm),3.4494827586206895
lme_highseas,1963,Small pelagics (<30 cm),3.278190476190476
lme_highseas,1963,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1963,Small to medium flatfishes (<90 cm),3.624142857142857
lme_highseas,1963,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1963,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1964,Cephalopods,3.865277777777778
lme_highseas,1964,Jellyfish,3.2199999999999998
lme_highseas,1964,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1964,Large bathypelagics (>=90 cm),4.036666666666666
lme_highseas,1964,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1964,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1964,Large flatfishes (>=90 cm),4.02625
lme_highseas,1964,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1964,Large rays (>=90 cm),3.7220000000000004
lme_highseas,1964,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1964,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1964,"Lobsters, crabs",3.1624096385542173
lme_highseas,1964,Medium bathydemersals (30 - 89 cm),3.869230769230769
lme_highseas,1964,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1964,Medium benthopelagics (30 - 89 cm),3.6671717171717173
lme_highseas,1964,Medium demersals (30 - 89 cm),3.6416666666666666
lme_highseas,1964,Medium pelagics (30 - 89 cm),3.5893877551020408
lme_highseas,1964,Medium reef assoc. fish (30 - 89 cm),3.512857142857143
lme_highseas,1964,Other demersal invertebrates,2.1632571428571428
lme_highseas,1964,Shrimps,2.9017857142857144
lme_highseas,1964,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1964,Small bathypelagics (<30 cm),3.495
lme_highseas,1964,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1964,Small demersals (<30 cm),3.4533898305084745
lme_highseas,1964,Small pelagics (<30 cm),3.2778504672897197
lme_highseas,1964,Small reef assoc. fish (<30 cm),3.314
lme_highseas,1964,Small to medium flatfishes (<90 cm),3.624142857142857
lme_highseas,1964,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1964,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1965,Cephalopods,3.865277777777778
lme_highseas,1965,Jellyfish,3.2199999999999998
lme_highseas,1965,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1965,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1965,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1965,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1965,Large flatfishes (>=90 cm),4.02625
lme_highseas,1965,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1965,Large rays (>=90 cm),3.718260869565217
lme_highseas,1965,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1965,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1965,"Lobsters, crabs",3.1614285714285715
lme_highseas,1965,Medium bathydemersals (30 - 89 cm),3.8685714285714283
lme_highseas,1965,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1965,Medium benthopelagics (30 - 89 cm),3.6671717171717173
lme_highseas,1965,Medium demersals (30 - 89 cm),3.643225806451613
lme_highseas,1965,Medium pelagics (30 - 89 cm),3.5893877551020408
lme_highseas,1965,Medium reef assoc. fish (30 - 89 cm),3.512857142857143
lme_highseas,1965,Other demersal invertebrates,2.1520294117647056
lme_highseas,1965,Shrimps,2.9201219512195125
lme_highseas,1965,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1965,Small bathypelagics (<30 cm),3.495
lme_highseas,1965,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1965,Small demersals (<30 cm),3.4533898305084745
lme_highseas,1965,Small pelagics (<30 cm),3.282844036697248
lme_highseas,1965,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1965,Small to medium flatfishes (<90 cm),3.624142857142857
lme_highseas,1965,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1965,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1966,Cephalopods,3.858571428571429
lme_highseas,1966,Jellyfish,3.2199999999999998
lme_highseas,1966,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1966,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1966,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1966,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1966,Large flatfishes (>=90 cm),4.02625
lme_highseas,1966,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1966,Large rays (>=90 cm),3.718260869565217
lme_highseas,1966,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1966,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1966,"Lobsters, crabs",3.1614285714285715
lme_highseas,1966,Medium bathydemersals (30 - 89 cm),3.8685714285714283
lme_highseas,1966,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1966,Medium benthopelagics (30 - 89 cm),3.6671717171717173
lme_highseas,1966,Medium demersals (30 - 89 cm),3.637860465116279
lme_highseas,1966,Medium pelagics (30 - 89 cm),3.5893877551020408
lme_highseas,1966,Medium reef assoc. fish (30 - 89 cm),3.512857142857143
lme_highseas,1966,Other demersal invertebrates,2.1516496350364966
lme_highseas,1966,Shrimps,2.9160714285714286
lme_highseas,1966,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1966,Small bathypelagics (<30 cm),3.495
lme_highseas,1966,Small benthopelagics (<30 cm),3.5341176470588236
lme_highseas,1966,Small demersals (<30 cm),3.4533898305084745
lme_highseas,1966,Small pelagics (<30 cm),3.284684684684685
lme_highseas,1966,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1966,Small to medium flatfishes (<90 cm),3.6305797101449273
lme_highseas,1966,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1966,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1967,Cephalopods,3.858571428571429
lme_highseas,1967,Jellyfish,3.22
lme_highseas,1967,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1967,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1967,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1967,Large demersals (>=90 cm),3.9775316455696204
lme_highseas,1967,Large flatfishes (>=90 cm),4.02625
lme_highseas,1967,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1967,Large rays (>=90 cm),3.718260869565217
lme_highseas,1967,Large reef assoc. fish (>=90 cm),3.7978666666666663
lme_highseas,1967,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1967,"Lobsters, crabs",3.1614285714285715
lme_highseas,1967,Medium bathydemersals (30 - 89 cm),3.8541379310344825
lme_highseas,1967,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1967,Medium benthopelagics (30 - 89 cm),3.6645
lme_highseas,1967,Medium demersals (30 - 89 cm),3.6389400921658983
lme_highseas,1967,Medium pelagics (30 - 89 cm),3.5893877551020408
lme_highseas,1967,Medium reef assoc. fish (30 - 89 cm),3.5133632286995518
lme_highseas,1967,Other demersal invertebrates,2.161661971830986
lme_highseas,1967,Shrimps,2.901744186046512
lme_highseas,1967,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1967,Small bathypelagics (<30 cm),3.495
lme_highseas,1967,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1967,Small demersals (<30 cm),3.4533898305084745
lme_highseas,1967,Small pelagics (<30 cm),3.284684684684685
lme_highseas,1967,Small reef assoc. fish (<30 cm),3.330958904109589
lme_highseas,1967,Small to medium flatfishes (<90 cm),3.6305797101449273
lme_highseas,1967,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1967,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1968,Cephalopods,3.858571428571429
lme_highseas,1968,Jellyfish,3.22
lme_highseas,1968,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1968,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1968,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1968,Large demersals (>=90 cm),3.9835256410256408
lme_highseas,1968,Large flatfishes (>=90 cm),4.02625
lme_highseas,1968,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1968,Large rays (>=90 cm),3.718260869565217
lme_highseas,1968,Large reef assoc. fish (>=90 cm),3.7935526315789474
lme_highseas,1968,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1968,"Lobsters, crabs",3.147764705882353
lme_highseas,1968,Medium bathydemersals (30 - 89 cm),3.8541379310344825
lme_highseas,1968,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1968,Medium benthopelagics (30 - 89 cm),3.6645
lme_highseas,1968,Medium demersals (30 - 89 cm),3.6427064220183487
lme_highseas,1968,Medium pelagics (30 - 89 cm),3.587575757575758
lme_highseas,1968,Medium reef assoc. fish (30 - 89 cm),3.515511111111111
lme_highseas,1968,Other demersal invertebrates,2.160111111111111
lme_highseas,1968,Shrimps,2.901744186046512
lme_highseas,1968,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1968,Small bathypelagics (<30 cm),3.495
lme_highseas,1968,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1968,Small demersals (<30 cm),3.4494827586206895
lme_highseas,1968,Small pelagics (<30 cm),3.282162162162162
lme_highseas,1968,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1968,Small to medium flatfishes (<90 cm),3.6305797101449273
lme_highseas,1968,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1968,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1969,Cephalopods,3.858571428571429
lme_highseas,1969,Jellyfish,3.22
lme_highseas,1969,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1969,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1969,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1969,Large demersals (>=90 cm),3.9835256410256408
lme_highseas,1969,Large flatfishes (>=90 cm),4.02625
lme_highseas,1969,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1969,Large rays (>=90 cm),3.718260869565217
lme_highseas,1969,Large reef assoc. fish (>=90 cm),3.7935526315789474
lme_highseas,1969,Large sharks (>=90 cm),4.208844155844156
lme_highseas,1969,"Lobsters, crabs",3.147764705882353
lme_highseas,1969,Medium bathydemersals (30 - 89 cm),3.873214285714286
lme_highseas,1969,Medium bathypelagics (30 - 89 cm),3.775555555555555
lme_highseas,1969,Medium benthopelagics (30 - 89 cm),3.668725490196078
lme_highseas,1969,Medium demersals (30 - 89 cm),3.6427064220183487
lme_highseas,1969,Medium pelagics (30 - 89 cm),3.587575757575758
lme_highseas,1969,Medium reef assoc. fish (30 - 89 cm),3.515511111111111
lme_highseas,1969,Other demersal invertebrates,2.1623661971830983
lme_highseas,1969,Shrimps,2.912352941176471
lme_highseas,1969,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1969,Small bathypelagics (<30 cm),3.495
lme_highseas,1969,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1969,Small demersals (<30 cm),3.4555000000000002
lme_highseas,1969,Small pelagics (<30 cm),3.2836363636363637
lme_highseas,1969,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1969,Small to medium flatfishes (<90 cm),3.624142857142857
lme_highseas,1969,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1969,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1970,Cephalopods,3.858571428571429
lme_highseas,1970,Jellyfish,3.225
lme_highseas,1970,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1970,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1970,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1970,Large demersals (>=90 cm),3.983525641025641
lme_highseas,1970,Large flatfishes (>=90 cm),4.02625
lme_highseas,1970,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1970,Large rays (>=90 cm),3.718260869565217
lme_highseas,1970,Large reef assoc. fish (>=90 cm),3.802337662337662
lme_highseas,1970,Large sharks (>=90 cm),4.212705128205128
lme_highseas,1970,"Lobsters, crabs",3.1478260869565218
lme_highseas,1970,Medium bathydemersals (30 - 89 cm),3.873214285714286
lme_highseas,1970,Medium bathypelagics (30 - 89 cm),3.7399999999999998
lme_highseas,1970,Medium benthopelagics (30 - 89 cm),3.668725490196078
lme_highseas,1970,Medium demersals (30 - 89 cm),3.6447945205479453
lme_highseas,1970,Medium pelagics (30 - 89 cm),3.587575757575758
lme_highseas,1970,Medium reef assoc. fish (30 - 89 cm),3.515511111111111
lme_highseas,1970,Other demersal invertebrates,2.161230769230769
lme_highseas,1970,Shrimps,2.8994252873563218
lme_highseas,1970,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1970,Small bathypelagics (<30 cm),3.495
lme_highseas,1970,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1970,Small demersals (<30 cm),3.4555000000000002
lme_highseas,1970,Small pelagics (<30 cm),3.282212389380531
lme_highseas,1970,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1970,Small to medium flatfishes (<90 cm),3.629859154929578
lme_highseas,1970,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1970,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1971,Cephalopods,3.8461111111111115
lme_highseas,1971,Jellyfish,3.225
lme_highseas,1971,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1971,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1971,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1971,Large demersals (>=90 cm),3.983525641025641
lme_highseas,1971,Large flatfishes (>=90 cm),4.02625
lme_highseas,1971,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1971,Large rays (>=90 cm),3.718260869565217
lme_highseas,1971,Large reef assoc. fish (>=90 cm),3.802337662337662
lme_highseas,1971,Large sharks (>=90 cm),4.212705128205128
lme_highseas,1971,"Lobsters, crabs",3.1440860215053763
lme_highseas,1971,Medium bathydemersals (30 - 89 cm),3.873214285714286
lme_highseas,1971,Medium bathypelagics (30 - 89 cm),3.7399999999999998
lme_highseas,1971,Medium benthopelagics (30 - 89 cm),3.669611650485437
lme_highseas,1971,Medium demersals (30 - 89 cm),3.648681818181818
lme_highseas,1971,Medium pelagics (30 - 89 cm),3.587575757575758
lme_highseas,1971,Medium reef assoc. fish (30 - 89 cm),3.515663716814159
lme_highseas,1971,Other demersal invertebrates,2.1571857142857143
lme_highseas,1971,Shrimps,2.8994252873563218
lme_highseas,1971,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1971,Small bathypelagics (<30 cm),3.495
lme_highseas,1971,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1971,Small demersals (<30 cm),3.4555000000000002
lme_highseas,1971,Small pelagics (<30 cm),3.2811607142857144
lme_highseas,1971,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1971,Small to medium flatfishes (<90 cm),3.629859154929578
lme_highseas,1971,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1971,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1972,Cephalopods,3.84
lme_highseas,1972,Jellyfish,3.225
lme_highseas,1972,Large bathydemersals (>=90 cm),4.125333333333334
lme_highseas,1972,Large bathypelagics (>=90 cm),3.9125
lme_highseas,1972,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1972,Large demersals (>=90 cm),3.9835256410256408
lme_highseas,1972,Large flatfishes (>=90 cm),4.02625
lme_highseas,1972,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1972,Large rays (>=90 cm),3.718260869565217
lme_highseas,1972,Large reef assoc. fish (>=90 cm),3.802337662337662
lme_highseas,1972,Large sharks (>=90 cm),4.212705128205128
lme_highseas,1972,"Lobsters, crabs",3.1447826086956523
lme_highseas,1972,Medium bathydemersals (30 - 89 cm),3.8756666666666666
lme_highseas,1972,Medium bathypelagics (30 - 89 cm),3.7399999999999998
lme_highseas,1972,Medium benthopelagics (30 - 89 cm),3.669611650485437
lme_highseas,1972,Medium demersals (30 - 89 cm),3.648681818181818
lme_highseas,1972,Medium pelagics (30 - 89 cm),3.587575757575758
lme_highseas,1972,Medium reef assoc. fish (30 - 89 cm),3.515663716814159
lme_highseas,1972,Other demersal invertebrates,2.1598992805755395
lme_highseas,1972,Shrimps,2.8942045454545453
lme_highseas,1972,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1972,Small bathypelagics (<30 cm),3.495
lme_highseas,1972,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1972,Small demersals (<30 cm),3.4565573770491804
lme_highseas,1972,Small pelagics (<30 cm),3.2826126126126125
lme_highseas,1972,Small reef assoc. fish (<30 cm),3.3228378378378376
lme_highseas,1972,Small to medium flatfishes (<90 cm),3.629859154929578
lme_highseas,1972,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1972,Small to medium sharks (<90 cm),3.9246666666666665
lme_highseas,1973,Cephalopods,3.84
lme_highseas,1973,Jellyfish,3.225
lme_highseas,1973,Krill,2.25
lme_highseas,1973,Large bathydemersals (>=90 cm),4.098125
lme_highseas,1973,Large bathypelagics (>=90 cm),3.936
lme_highseas,1973,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1973,Large demersals (>=90 cm),3.9835256410256408
lme_highseas,1973,Large flatfishes (>=90 cm),4.02625
lme_highseas,1973,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1973,Large rays (>=90 cm),3.718260869565217
lme_highseas,1973,Large reef assoc. fish (>=90 cm),3.802337662337662
lme_highseas,1973,Large sharks (>=90 cm),4.217913580246914
lme_highseas,1973,"Lobsters, crabs",3.151505376344086
lme_highseas,1973,Medium bathydemersals (30 - 89 cm),3.8948275862068966
lme_highseas,1973,Medium bathypelagics (30 - 89 cm),3.730909090909091
lme_highseas,1973,Medium benthopelagics (30 - 89 cm),3.6666666666666665
lme_highseas,1973,Medium demersals (30 - 89 cm),3.6408108108108106
lme_highseas,1973,Medium pelagics (30 - 89 cm),3.587575757575758
lme_highseas,1973,Medium reef assoc. fish (30 - 89 cm),3.515663716814159
lme_highseas,1973,Other demersal invertebrates,2.1565211267605635
lme_highseas,1973,Shrimps,2.8942045454545453
lme_highseas,1973,Small bathydemersals (<30 cm),3.5033333333333334
lme_highseas,1973,Small bathypelagics (<30 cm),3.495
lme_highseas,1973,Small benthopelagics (<30 cm),3.5394444444444444
lme_highseas,1973,Small demersals (<30 cm),3.4565573770491804
lme_highseas,1973,Small pelagics (<30 cm),3.288108108108108
lme_highseas,1973,Small reef assoc. fish (<30 cm),3.314
lme_highseas,1973,Small to medium flatfishes (<90 cm),3.629859154929578
lme_highseas,1973,Small to medium rays (<90 cm),3.7861904761904763
lme_highseas,1973,Small to medium sharks (<90 cm),3.921875
lme_highseas,1974,Cephalopods,3.84
lme_highseas,1974,Jellyfish,3.225
lme_highseas,1974,Krill,2.25
lme_highseas,1974,Large bathydemersals (>=90 cm),4.098125
lme_highseas,1974,Large bathypelagics (>=90 cm),3.936
lme_highseas,1974,Large benthopelagics (>=90 cm),3.936326530612245
lme_highseas,1974,Large demersals (>=90 cm),3.9885064935064936
lme_highseas,1974,Large flatfishes (>=90 cm),4.02625
lme_highseas,1974,Large pelagics (>=90 cm),4.292753623188406
lme_highseas,1974,Large rays (>=90 cm),3.718260869565217
lme_highseas,1974,Large reef assoc. fish (>=90 cm),3.802337662337662
