cohort,year,commercial_group,tl
eez,2002,Perch-likes,3.601649245063879
eez,2002,"Salmon, smelts, etc",3.65
eez,2002,Scorpionfishes,3.718787878787879
eez,2002,Sharks & rays,4.003741758241758
eez,2002,Tuna & billfishes,4.374390243902439
eez,2003,Anchovies,3.1833333333333336
eez,2003,Cod-likes,3.947391304347826
eez,2003,Crustaceans,3.004301801801802
eez,2003,Flatfishes,3.6824390243902436
eez,2003,Herring-likes,3.1811764705882353
eez,2003,Molluscs,2.1297267080745343
eez,2003,Other fishes & inverts,3.5555674846625767
eez,2003,Perch-likes,3.6066073546856465
eez,2003,"Salmon, smelts, etc",3.64948717948718
eez,2003,Scorpionfishes,3.7163736263736262
eez,2003,Sharks & rays,3.9988351063829786
eez,2003,Tuna & billfishes,4.374390243902439
eez,2004,Anchovies,3.1833333333333336
eez,2004,Cod-likes,3.9468115942028983
eez,2004,Crustaceans,3.001386363636364
eez,2004,Flatfishes,3.6827160493827162
eez,2004,Herring-likes,3.190434782608696
eez,2004,Molluscs,2.1297267080745343
eez,2004,Other fishes & inverts,3.5605927051671733
eez,2004,Perch-likes,3.603816254416961
eez,2004,"Salmon, smelts, etc",3.651842105263158
eez,2004,Scorpionfishes,3.7158064516129032
eez,2004,Sharks & rays,3.9961223404255315
eez,2004,Tuna & billfishes,4.374390243902439
eez,2005,Anchovies,3.1833333333333336
eez,2005,Cod-likes,3.9468115942028983
eez,2005,Crustaceans,3.001386363636364
eez,2005,Flatfishes,3.6895000000000002
eez,2005,Herring-likes,3.194714285714286
eez,2005,Molluscs,2.129229813664596
eez,2005,Other fishes & inverts,3.570481366459627
eez,2005,Perch-likes,3.611575829383886
eez,2005,"Salmon, smelts, etc",3.64675
eez,2005,Scorpionfishes,3.706860465116279
eez,2005,Sharks & rays,3.9948730158730155
eez,2005,Tuna & billfishes,4.374390243902439
eez,2006,Anchovies,3.1726923076923077
eez,2006,Cod-likes,3.9468115942028983
eez,2006,Crustaceans,3.0077397260273977
eez,2006,Flatfishes,3.689873417721519
eez,2006,Herring-likes,3.194714285714286
eez,2006,Molluscs,2.1325222929936305
eez,2006,Other fishes & inverts,3.568914373088685
eez,2006,Perch-likes,3.6123487544483988
eez,2006,"Salmon, smelts, etc",3.66
eez,2006,Scorpionfishes,3.710549450549451
eez,2006,Sharks & rays,3.9948181818181814
eez,2006,Tuna & billfishes,4.374390243902439
eez,2007,Anchovies,3.1833333333333336
eez,2007,Cod-likes,3.939
eez,2007,Crustaceans,2.9970945945945946
eez,2007,Flatfishes,3.6895000000000002
eez,2007,Herring-likes,3.1856521739130437
eez,2007,Molluscs,2.139660377358491
eez,2007,Other fishes & inverts,3.5799235474006115
eez,2007,Perch-likes,3.6130378250591018
eez,2007,"Salmon, smelts, etc",3.66
eez,2007,Scorpionfishes,3.708131868131868
eez,2007,Sharks & rays,3.994769633507853
eez,2007,Tuna & billfishes,4.374390243902439
eez,2008,Anchovies,3.1726923076923077
eez,2008,Cod-likes,3.939
eez,2008,Crustaceans,3.0071719457013577
eez,2008,Flatfishes,3.6895000000000002
eez,2008,Herring-likes,3.1856521739130437
eez,2008,Molluscs,2.1325222929936305
eez,2008,Other fishes & inverts,3.5711773700305813
eez,2008,Perch-likes,3.6122603550295858
eez,2008,"Salmon, smelts, etc",3.66
eez,2008,Scorpionfishes,3.710549450549451
eez,2008,Sharks & rays,3.993476683937824
eez,2008,Tuna & billfishes,4.374390243902439
eez,2009,Anchovies,3.1726923076923077
eez,2009,Cod-likes,3.937971014492754
eez,2009,Crustaceans,3.0071719457013577
eez,2009,Flatfishes,3.6822222222222223
eez,2009,Herring-likes,3.1856521739130437
eez,2009,Molluscs,2.1333291139240504
eez,2009,Other fishes & inverts,3.570077160493827
eez,2009,Perch-likes,3.606830985915493
eez,2009,"Salmon, smelts, etc",3.646153846153846
eez,2009,Scorpionfishes,3.7086263736263736
eez,2009,Sharks & rays,3.9846318407960197
eez,2009,Tuna & billfishes,4.374390243902439
eez,2010,Anchovies,3.1833333333333336
eez,2010,Cod-likes,3.937971014492754
eez,2010,Crustaceans,3.0086771300448434
eez,2010,Flatfishes,3.671375
eez,2010,Herring-likes,3.1998591549295776
eez,2010,Molluscs,2.1387875000000003
eez,2010,Other fishes & inverts,3.57661094224924
eez,2010,Perch-likes,3.6080212014134276
eez,2010,"Salmon, smelts, etc",3.66
eez,2010,Scorpionfishes,3.7093478260869563
eez,2010,Sharks & rays,3.9835765306122446
eez,2010,Tuna & billfishes,4.37439024390244
eez,2011,Anchovies,3.15
eez,2011,Cod-likes,3.9347826086956523
eez,2011,Crustaceans,3.003085106382979
eez,2011,Flatfishes,3.6429761904761904
eez,2011,Herring-likes,3.191304347826087
eez,2011,Molluscs,2.145125748502994
eez,2011,Other fishes & inverts,3.5646119402985073
eez,2011,Perch-likes,3.612617924528302
eez,2011,"Salmon, smelts, etc",3.649512195121951
eez,2011,Scorpionfishes,3.706129032258065
eez,2011,Sharks & rays,3.9873282828282828
eez,2011,Tuna & billfishes,4.374390243902439
eez,2012,Anchovies,3.15
eez,2012,Cod-likes,3.9347826086956523
eez,2012,Crustaceans,3.0137393162393162
eez,2012,Flatfishes,3.654705882352941
eez,2012,Herring-likes,3.1869117647058824
eez,2012,Molluscs,2.1374761904761903
eez,2012,Other fishes & inverts,3.5713283582089552
eez,2012,Perch-likes,3.6112264150943396
eez,2012,"Salmon, smelts, etc",3.649512195121951
eez,2012,Scorpionfishes,3.7069473684210528
eez,2012,Sharks & rays,3.981391089108911
eez,2012,Tuna & billfishes,4.374390243902439
eez,2013,Anchovies,3.15
eez,2013,Cod-likes,3.9295714285714283
eez,2013,Crustaceans,3.005063025210084
eez,2013,Flatfishes,3.6589534883720933
eez,2013,Herring-likes,3.1869117647058824
eez,2013,Molluscs,2.159094117647059
eez,2013,Other fishes & inverts,3.566516034985423
eez,2013,Perch-likes,3.6098946135831382
eez,2013,"Salmon, smelts, etc",3.655
eez,2013,Scorpionfishes,3.7097894736842107
eez,2013,Sharks & rays,3.986772727272727
eez,2013,Tuna & billfishes,4.374390243902439
eez,2014,Anchovies,3.15
eez,2014,Cod-likes,3.9295714285714283
eez,2014,Crustaceans,3.0159871244635195
eez,2014,Flatfishes,3.6596470588235293
eez,2014,Herring-likes,3.1869117647058824
eez,2014,Molluscs,2.1664470588235294
eez,2014,Other fishes & inverts,3.5536956521739134
eez,2014,Perch-likes,3.604207459207459
eez,2014,"Salmon, smelts, etc",3.649512195121951
eez,2014,Scorpionfishes,3.7105319148936173
eez,2014,Sharks & rays,3.9882462311557787
eez,2014,Tuna & billfishes,4.374390243902439
eez,2015,Anchovies,3.1370833333333334
eez,2015,Cod-likes,3.933142857142857
eez,2015,Crustaceans,3.003119834710744
eez,2015,Flatfishes,3.6647619047619044
eez,2015,Herring-likes,3.1697101449275364
eez,2015,Molluscs,2.163726190476191
eez,2015,Other fishes & inverts,3.561297376093295
eez,2015,Perch-likes,3.604801401869159
eez,2015,"Salmon, smelts, etc",3.649512195121951
eez,2015,Scorpionfishes,3.711777777777778
eez,2015,Sharks & rays,3.9786616915422885
eez,2015,Tuna & billfishes,4.374390243902439
eez,2016,Anchovies,3.15
eez,2016,Cod-likes,3.933142857142857
eez,2016,Crustaceans,3.0136026200873363
eez,2016,Flatfishes,3.6644047619047617
eez,2016,Herring-likes,3.1923188405797105
eez,2016,Molluscs,2.1515515151515148
eez,2016,Other fishes & inverts,3.5555057803468206
eez,2016,Perch-likes,3.606083916083916
eez,2016,"Salmon, smelts, etc",3.6290697674418606
eez,2016,Scorpionfishes,3.721847826086957
eez,2016,Sharks & rays,3.983005
eez,2016,Tuna & billfishes,4.374390243902439
eez,2017,Anchovies,3.15
eez,2017,Cod-likes,3.933142857142857
eez,2017,Crustaceans,3.0001446280991733
eez,2017,Flatfishes,3.665116279069767
eez,2017,Herring-likes,3.1697101449275364
eez,2017,Molluscs,2.166233918128655
eez,2017,Other fishes & inverts,3.560329512893983
eez,2017,Perch-likes,3.602933789954338
eez,2017,"Salmon, smelts, etc",3.6411904761904763
eez,2017,Scorpionfishes,3.7209574468085105
eez,2017,Sharks & rays,3.98463184079602
eez,2017,Tuna & billfishes,4.374390243902439
eez,2018,Anchovies,3.15
eez,2018,Cod-likes,3.933142857142857
eez,2018,Crustaceans,3.0118669527896995
eez,2018,Flatfishes,3.664352941176471
eez,2018,Herring-likes,3.174285714285714
eez,2018,Molluscs,2.1655
eez,2018,Other fishes & inverts,3.559900284900285
eez,2018,Perch-likes,3.601122448979592
eez,2018,"Salmon, smelts, etc",3.6290697674418606
eez,2018,Scorpionfishes,3.71747311827957
eez,2018,Sharks & rays,3.9803065326633167
eez,2018,Tuna & billfishes,4.372
eez,2019,Anchovies,3.15
eez,2019,Cod-likes,3.933142857142857
eez,2019,Crustaceans,3.004558232931727
eez,2019,Flatfishes,3.651758241758242
eez,2019,Herring-likes,3.1674285714285713
eez,2019,Molluscs,2.214354166666667
eez,2019,Other fishes & inverts,3.538745454545454
eez,2019,Perch-likes,3.597757111597374
eez,2019,"Salmon, smelts, etc",3.63
eez,2019,Scorpionfishes,3.71328125
eez,2019,Sharks & rays,3.9700048780487807
eez,2019,Tuna & billfishes,4.367073170731707
lme_highseas,1950,Anchovies,3.178
lme_highseas,1950,Cod-likes,3.995918367346939
lme_highseas,1950,Crustaceans,3.054909090909091
lme_highseas,1950,Flatfishes,3.6528571428571426
lme_highseas,1950,Herring-likes,3.1840625
lme_highseas,1950,Molluscs,2.1286990291262136
lme_highseas,1950,Other fishes & inverts,3.5828875968992246
lme_highseas,1950,Perch-likes,3.6205978260869567
lme_highseas,1950,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1950,Scorpionfishes,3.7605172413793104
lme_highseas,1950,Sharks & rays,3.99201948051948
lme_highseas,1950,Tuna & billfishes,4.389459459459459
lme_highseas,1951,Anchovies,3.178
lme_highseas,1951,Cod-likes,3.995918367346939
lme_highseas,1951,Crustaceans,3.0540243902439026
lme_highseas,1951,Flatfishes,3.6521126760563383
lme_highseas,1951,Herring-likes,3.1840625
lme_highseas,1951,Molluscs,2.1286990291262136
lme_highseas,1951,Other fishes & inverts,3.5826653696498054
lme_highseas,1951,Perch-likes,3.62021768707483
lme_highseas,1951,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1951,Scorpionfishes,3.7605172413793104
lme_highseas,1951,Sharks & rays,3.991038709677419
lme_highseas,1951,Tuna & billfishes,4.389459459459459
lme_highseas,1952,Anchovies,3.178
lme_highseas,1952,Cod-likes,3.995918367346939
lme_highseas,1952,Crustaceans,3.05609756097561
lme_highseas,1952,Flatfishes,3.6521126760563383
lme_highseas,1952,Herring-likes,3.18671875
lme_highseas,1952,Molluscs,2.1302574257425744
lme_highseas,1952,Other fishes & inverts,3.5826653696498054
lme_highseas,1952,Perch-likes,3.62021768707483
lme_highseas,1952,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1952,Scorpionfishes,3.7605172413793104
lme_highseas,1952,Sharks & rays,3.991038709677419
lme_highseas,1952,Tuna & billfishes,4.389459459459459
lme_highseas,1953,Anchovies,3.178
lme_highseas,1953,Cod-likes,4.004
lme_highseas,1953,Crustaceans,3.04969696969697
lme_highseas,1953,Flatfishes,3.6521126760563383
lme_highseas,1953,Herring-likes,3.183076923076923
lme_highseas,1953,Molluscs,2.128980392156863
lme_highseas,1953,Other fishes & inverts,3.58111328125
lme_highseas,1953,Perch-likes,3.6195108695652176
lme_highseas,1953,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1953,Scorpionfishes,3.7605172413793104
lme_highseas,1953,Sharks & rays,3.991038709677419
lme_highseas,1953,Tuna & billfishes,4.389459459459459
lme_highseas,1954,Anchovies,3.178
lme_highseas,1954,Cod-likes,4.004
lme_highseas,1954,Crustaceans,3.0527272727272727
lme_highseas,1954,Flatfishes,3.6501369863013697
lme_highseas,1954,Herring-likes,3.183076923076923
lme_highseas,1954,Molluscs,2.1266923076923074
lme_highseas,1954,Other fishes & inverts,3.5818235294117646
lme_highseas,1954,Perch-likes,3.6194285714285717
lme_highseas,1954,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1954,Scorpionfishes,3.7605172413793104
lme_highseas,1954,Sharks & rays,3.991038709677419
lme_highseas,1954,Tuna & billfishes,4.388947368421053
lme_highseas,1955,Anchovies,3.178
lme_highseas,1955,Cod-likes,4.004
lme_highseas,1955,Crustaceans,3.046047904191617
lme_highseas,1955,Flatfishes,3.6501369863013697
lme_highseas,1955,Herring-likes,3.1840625
lme_highseas,1955,Molluscs,2.1299607843137256
lme_highseas,1955,Other fishes & inverts,3.5822762645914397
lme_highseas,1955,Perch-likes,3.619320652173913
lme_highseas,1955,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1955,Scorpionfishes,3.7605172413793104
lme_highseas,1955,Sharks & rays,3.9878910256410256
lme_highseas,1955,Tuna & billfishes,4.388947368421053
lme_highseas,1956,Anchovies,3.144285714285714
lme_highseas,1956,Cod-likes,4.004
lme_highseas,1956,Crustaceans,3.0523493975903615
lme_highseas,1956,Flatfishes,3.664266666666667
lme_highseas,1956,Herring-likes,3.1840625
lme_highseas,1956,Molluscs,2.1264380952380955
lme_highseas,1956,Other fishes & inverts,3.58185546875
lme_highseas,1956,Perch-likes,3.617489823609227
lme_highseas,1956,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1956,Scorpionfishes,3.758135593220339
lme_highseas,1956,Sharks & rays,3.9878910256410256
lme_highseas,1956,Tuna & billfishes,4.389230769230769
lme_highseas,1957,Anchovies,3.144285714285714
lme_highseas,1957,Cod-likes,4.004
lme_highseas,1957,Crustaceans,3.046047904191617
lme_highseas,1957,Flatfishes,3.664266666666667
lme_highseas,1957,Herring-likes,3.183076923076923
lme_highseas,1957,Molluscs,2.1274615384615383
lme_highseas,1957,Other fishes & inverts,3.5868023255813952
lme_highseas,1957,Perch-likes,3.616554054054054
lme_highseas,1957,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1957,Scorpionfishes,3.758135593220339
lme_highseas,1957,Sharks & rays,3.9878910256410256
lme_highseas,1957,Tuna & billfishes,4.389230769230769
lme_highseas,1958,Anchovies,3.144285714285714
lme_highseas,1958,Cod-likes,4.004
lme_highseas,1958,Crustaceans,3.046047904191617
lme_highseas,1958,Flatfishes,3.664266666666667
lme_highseas,1958,Herring-likes,3.18671875
lme_highseas,1958,Molluscs,2.126247619047619
lme_highseas,1958,Other fishes & inverts,3.5834046692607
lme_highseas,1958,Perch-likes,3.618439620081411
lme_highseas,1958,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1958,Scorpionfishes,3.758135593220339
lme_highseas,1958,Sharks & rays,3.984783439490446
lme_highseas,1958,Tuna & billfishes,4.389230769230769
lme_highseas,1959,Anchovies,3.144285714285714
lme_highseas,1959,Cod-likes,3.995918367346939
lme_highseas,1959,Crustaceans,3.0609411764705885
lme_highseas,1959,Flatfishes,3.6578947368421053
lme_highseas,1959,Herring-likes,3.183076923076923
lme_highseas,1959,Molluscs,2.126247619047619
lme_highseas,1959,Other fishes & inverts,3.58185546875
lme_highseas,1959,Perch-likes,3.6157162162162164
lme_highseas,1959,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1959,Scorpionfishes,3.7581355932203393
lme_highseas,1959,Sharks & rays,3.984783439490446
lme_highseas,1959,Tuna & billfishes,4.389230769230769
lme_highseas,1960,Anchovies,3.144285714285714
lme_highseas,1960,Cod-likes,3.9772549019607846
lme_highseas,1960,Crustaceans,3.0495151515151515
lme_highseas,1960,Flatfishes,3.664155844155844
lme_highseas,1960,Herring-likes,3.1840625
lme_highseas,1960,Molluscs,2.1227407407407406
lme_highseas,1960,Other fishes & inverts,3.5849619771863117
lme_highseas,1960,Perch-likes,3.6228475033738192
lme_highseas,1960,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1960,Scorpionfishes,3.753833333333333
lme_highseas,1960,Sharks & rays,3.984783439490446
lme_highseas,1960,Tuna & billfishes,4.389230769230769
lme_highseas,1961,Anchovies,3.144285714285714
lme_highseas,1961,Cod-likes,3.995918367346939
lme_highseas,1961,Crustaceans,3.0431927710843376
lme_highseas,1961,Flatfishes,3.664155844155844
lme_highseas,1961,Herring-likes,3.1840625
lme_highseas,1961,Molluscs,2.118357142857143
lme_highseas,1961,Other fishes & inverts,3.586471698113207
lme_highseas,1961,Perch-likes,3.6225471698113205
lme_highseas,1961,"Salmon, smelts, etc",3.6658333333333335
lme_highseas,1961,Scorpionfishes,3.7538333333333336
lme_highseas,1961,Sharks & rays,3.985575949367089
lme_highseas,1961,Tuna & billfishes,4.389230769230769
lme_highseas,1962,Anchovies,3.1377272727272727
lme_highseas,1962,Cod-likes,4.005294117647059
lme_highseas,1962,Crustaceans,3.0468072289156627
lme_highseas,1962,Flatfishes,3.664155844155844
lme_highseas,1962,Herring-likes,3.1840625
lme_highseas,1962,Molluscs,2.116280701754386
lme_highseas,1962,Other fishes & inverts,3.583162878787879
lme_highseas,1962,Perch-likes,3.621801075268817
lme_highseas,1962,"Salmon, smelts, etc",3.6762857142857137
lme_highseas,1962,Scorpionfishes,3.7595081967213115
lme_highseas,1962,Sharks & rays,3.984783439490446
lme_highseas,1962,Tuna & billfishes,4.389230769230769
lme_highseas,1963,Anchovies,3.1377272727272727
lme_highseas,1963,Cod-likes,4.005294117647059
lme_highseas,1963,Crustaceans,3.035808383233533
lme_highseas,1963,Flatfishes,3.6653846153846152
lme_highseas,1963,Herring-likes,3.1840625
lme_highseas,1963,Molluscs,2.116280701754386
lme_highseas,1963,Other fishes & inverts,3.586471698113207
lme_highseas,1963,Perch-likes,3.62130376344086
lme_highseas,1963,"Salmon, smelts, etc",3.6762857142857137
lme_highseas,1963,Scorpionfishes,3.7595081967213115
lme_highseas,1963,Sharks & rays,3.9870316455696204
lme_highseas,1963,Tuna & billfishes,4.389230769230769
lme_highseas,1964,Anchovies,3.1377272727272727
lme_highseas,1964,Cod-likes,4.005294117647059
lme_highseas,1964,Crustaceans,3.0311309523809524
lme_highseas,1964,Flatfishes,3.6653846153846152
lme_highseas,1964,Herring-likes,3.1863636363636365
lme_highseas,1964,Molluscs,2.114153846153846
lme_highseas,1964,Other fishes & inverts,3.5910299625468163
lme_highseas,1964,Perch-likes,3.617690253671562
lme_highseas,1964,"Salmon, smelts, etc",3.6762857142857137
lme_highseas,1964,Scorpionfishes,3.7538333333333336
lme_highseas,1964,Sharks & rays,3.9870316455696204
lme_highseas,1964,Tuna & billfishes,4.389230769230769
lme_highseas,1965,Anchovies,3.1377272727272727
lme_highseas,1965,Cod-likes,4.003962264150943
lme_highseas,1965,Crustaceans,3.0419760479041917
lme_highseas,1965,Flatfishes,3.6653846153846152
lme_highseas,1965,Herring-likes,3.1873846153846155
lme_highseas,1965,Molluscs,2.1068070175438596
lme_highseas,1965,Other fishes & inverts,3.594700374531835
lme_highseas,1965,Perch-likes,3.618122503328895
lme_highseas,1965,"Salmon, smelts, etc",3.666388888888889
lme_highseas,1965,Scorpionfishes,3.7538333333333336
lme_highseas,1965,Sharks & rays,3.9842830188679246
lme_highseas,1965,Tuna & billfishes,4.389230769230769
lme_highseas,1966,Anchovies,3.1377272727272727
lme_highseas,1966,Cod-likes,4.003962264150943
lme_highseas,1966,Crustaceans,3.0385207100591716
lme_highseas,1966,Flatfishes,3.6716883116883112
lme_highseas,1966,Herring-likes,3.193283582089552
lme_highseas,1966,Molluscs,2.1067478260869565
lme_highseas,1966,Other fishes & inverts,3.5880492424242423
lme_highseas,1966,Perch-likes,3.618122503328895
lme_highseas,1966,"Salmon, smelts, etc",3.666388888888889
lme_highseas,1966,Scorpionfishes,3.753833333333333
lme_highseas,1966,Sharks & rays,3.9842830188679246
lme_highseas,1966,Tuna & billfishes,4.389230769230769
lme_highseas,1967,Anchovies,3.1377272727272727
lme_highseas,1967,Cod-likes,3.984363636363636
lme_highseas,1967,Crustaceans,3.0298830409356725
lme_highseas,1967,Flatfishes,3.6716883116883112
lme_highseas,1967,Herring-likes,3.193283582089552
lme_highseas,1967,Molluscs,2.1130756302521005
lme_highseas,1967,Other fishes & inverts,3.5867977528089887
lme_highseas,1967,Perch-likes,3.6196133333333336
lme_highseas,1967,"Salmon, smelts, etc",3.666388888888889
lme_highseas,1967,Scorpionfishes,3.753833333333333
lme_highseas,1967,Sharks & rays,3.9842830188679246
lme_highseas,1967,Tuna & billfishes,4.389230769230769
lme_highseas,1968,Anchovies,3.1377272727272727
lme_highseas,1968,Cod-likes,3.984363636363636
lme_highseas,1968,Crustaceans,3.0238953488372093
lme_highseas,1968,Flatfishes,3.671688311688312
lme_highseas,1968,Herring-likes,3.1891044776119406
lme_highseas,1968,Molluscs,2.1120330578512396
lme_highseas,1968,Other fishes & inverts,3.5899067164179104
lme_highseas,1968,Perch-likes,3.618432934926959
lme_highseas,1968,"Salmon, smelts, etc",3.666388888888889
lme_highseas,1968,Scorpionfishes,3.753833333333333
lme_highseas,1968,Sharks & rays,3.9842830188679246
lme_highseas,1968,Tuna & billfishes,4.389230769230769
lme_highseas,1969,Anchovies,3.1377272727272727
lme_highseas,1969,Cod-likes,3.984363636363636
lme_highseas,1969,Crustaceans,3.0298830409356725
lme_highseas,1969,Flatfishes,3.6653846153846152
lme_highseas,1969,Herring-likes,3.1901515151515154
lme_highseas,1969,Molluscs,2.1139159663865548
lme_highseas,1969,Other fishes & inverts,3.592011070110701
lme_highseas,1969,Perch-likes,3.6185145888594166
lme_highseas,1969,"Salmon, smelts, etc",3.6762857142857137
lme_highseas,1969,Scorpionfishes,3.753833333333333
lme_highseas,1969,Sharks & rays,3.9842830188679246
lme_highseas,1969,Tuna & billfishes,4.389230769230769
lme_highseas,1970,Anchovies,3.1377272727272727
lme_highseas,1970,Cod-likes,3.984363636363636
lme_highseas,1970,Crustaceans,3.0269444444444447
lme_highseas,1970,Flatfishes,3.67
lme_highseas,1970,Herring-likes,3.192205882352941
lme_highseas,1970,Molluscs,2.112966666666667
lme_highseas,1970,Other fishes & inverts,3.591072727272727
lme_highseas,1970,Perch-likes,3.6182516556291393
lme_highseas,1970,"Salmon, smelts, etc",3.6762857142857137
lme_highseas,1970,Scorpionfishes,3.7595081967213115
lme_highseas,1970,Sharks & rays,3.98756875
lme_highseas,1970,Tuna & billfishes,4.389230769230769
lme_highseas,1971,Anchovies,3.1377272727272727
lme_highseas,1971,Cod-likes,3.980357142857143
lme_highseas,1971,Crustaceans,3.0258333333333334
lme_highseas,1971,Flatfishes,3.67
lme_highseas,1971,Herring-likes,3.1891044776119406
lme_highseas,1971,Molluscs,2.114457627118644
lme_highseas,1971,Other fishes & inverts,3.590416666666667
lme_highseas,1971,Perch-likes,3.619326287978864
lme_highseas,1971,"Salmon, smelts, etc",3.6762857142857137
lme_highseas,1971,Scorpionfishes,3.7595081967213115
lme_highseas,1971,Sharks & rays,3.98756875
lme_highseas,1971,Tuna & billfishes,4.389230769230769
lme_highseas,1972,Anchovies,3.1377272727272727
lme_highseas,1972,Cod-likes,3.9894736842105263
lme_highseas,1972,Crustaceans,3.0222777777777776
lme_highseas,1972,Flatfishes,3.67
lme_highseas,1972,Herring-likes,3.1901515151515154
lme_highseas,1972,Molluscs,2.1173162393162395
lme_highseas,1972,Other fishes & inverts,3.5877919708029196
lme_highseas,1972,Perch-likes,3.6191952506596303
lme_highseas,1972,"Salmon, smelts, etc",3.666388888888889
lme_highseas,1972,Scorpionfishes,3.7595081967213115
lme_highseas,1972,Sharks & rays,3.98756875
lme_highseas,1972,Tuna & billfishes,4.389230769230769
lme_highseas,1973,Anchovies,3.1377272727272727
lme_highseas,1973,Cod-likes,3.983448275862069
lme_highseas,1973,Crustaceans,3.022142857142857
lme_highseas,1973,Flatfishes,3.67
lme_highseas,1973,Herring-likes,3.18910447761194
lme_highseas,1973,Molluscs,2.1143833333333335
lme_highseas,1973,Other fishes & inverts,3.5899817518248174
lme_highseas,1973,Perch-likes,3.6164605263157896
lme_highseas,1973,"Salmon, smelts, etc",3.676666666666667
lme_highseas,1973,Scorpionfishes,3.7595081967213115
lme_highseas,1973,Sharks & rays,3.9936036585365855
lme_highseas,1973,Tuna & billfishes,4.389230769230769
lme_highseas,1974,Anchovies,3.1377272727272727
lme_highseas,1974,Cod-likes,3.983448275862069
lme_highseas,1974,Crustaceans,3.019193548387097
lme_highseas,1974,Flatfishes,3.67
lme_highseas,1974,Herring-likes,3.192205882352941
lme_highseas,1974,Molluscs,2.1134380165289257
lme_highseas,1974,Other fishes & inverts,3.5807014388489207
lme_highseas,1974,Perch-likes,3.617421052631579
lme_highseas,1974,"Salmon, smelts, etc",3.676666666666667
lme_highseas,1974,Scorpionfishes,3.7595081967213115
lme_highseas,1974,Sharks & rays,3.9943090909090913
lme_highseas,1974,Tuna & billfishes,4.389230769230769
lme_highseas,1975,Anchovies,3.1377272727272727
lme_highseas,1975,Cod-likes,3.983448275862069
lme_highseas,1975,Crustaceans,3.0270879120879126
lme_highseas,1975,Flatfishes,3.67
lme_highseas,1975,Herring-likes,3.1901515151515154
lme_highseas,1975,Molluscs,2.112406504065041
lme_highseas,1975,Other fishes & inverts,3.587445652173913
lme_highseas,1975,Perch-likes,3.617421052631579
lme_highseas,1975,"Salmon, smelts, etc",3.676666666666667
lme_highseas,1975,Scorpionfishes,3.7585483870967744
lme_highseas,1975,Sharks & rays,3.9943090909090913
lme_highseas,1975,Tuna & billfishes,4.389230769230769
lme_highseas,1976,Anchovies,3.1377272727272727
lme_highseas,1976,Cod-likes,3.983448275862069
lme_highseas,1976,Crustaceans,3.0183152173913044
lme_highseas,1976,Flatfishes,3.67
lme_highseas,1976,Herring-likes,3.1795454545454547
lme_highseas,1976,Molluscs,2.1115934959349594
lme_highseas,1976,Other fishes & inverts,3.5787589928057555
lme_highseas,1976,Perch-likes,3.62241655540721
lme_highseas,1976,"Salmon, smelts, etc",3.6670270270270273
lme_highseas,1976,Scorpionfishes,3.7585483870967744
lme_highseas,1976,Sharks & rays,3.996179012345679
lme_highseas,1976,Tuna & billfishes,4.389230769230769
lme_highseas,1977,Anchovies,3.1377272727272727
lme_highseas,1977,Cod-likes,3.983448275862069
lme_highseas,1977,Crustaceans,3.0202197802197808
lme_highseas,1977,Flatfishes,3.67
lme_highseas,1977,Herring-likes,3.1795454545454547
lme_highseas,1977,Molluscs,2.1146776859504133
lme_highseas,1977,Other fishes & inverts,3.5759464285714286
lme_highseas,1977,Perch-likes,3.62138482023968
lme_highseas,1977,"Salmon, smelts, etc",3.676666666666667
lme_highseas,1977,Scorpionfishes,3.7547619047619047
lme_highseas,1977,Sharks & rays,3.996179012345679
lme_highseas,1977,Tuna & billfishes,4.389230769230769
lme_highseas,1978,Anchovies,3.1377272727272727
lme_highseas,1978,Cod-likes,3.9896666666666665
lme_highseas,1978,Crustaceans,3.0126881720430108
lme_highseas,1978,Flatfishes,3.67
lme_highseas,1978,Herring-likes,3.1795454545454547
lme_highseas,1978,Molluscs,2.1096535433070867
lme_highseas,1978,Other fishes & inverts,3.5877836879432623
lme_highseas,1978,Perch-likes,3.620265957446809
lme_highseas,1978,"Salmon, smelts, etc",3.676666666666667
lme_highseas,1978,Scorpionfishes,3.7547619047619047
lme_highseas,1978,Sharks & rays,3.996179012345679
lme_highseas,1978,Tuna & billfishes,4.389230769230769
lme_highseas,1979,Anchovies,3.1377272727272727
lme_highseas,1979,Cod-likes,3.9896666666666665
lme_highseas,1979,Crustaceans,3.0077659574468085
lme_highseas,1979,Flatfishes,3.667875
lme_highseas,1979,Herring-likes,3.1795454545454547
lme_highseas,1979,Molluscs,2.1208412698412697
lme_highseas,1979,Other fishes & inverts,3.5731866197183098
lme_highseas,1979,Perch-likes,3.6238133333333336
