cohort,year,commercial_group,tl
lme_highseas,1979,"Salmon, smelts, etc",3.676666666666667
lme_highseas,1979,Scorpionfishes,3.734090909090909
lme_highseas,1979,Sharks & rays,3.992828220858896
lme_highseas,1979,Tuna & billfishes,4.389230769230769
lme_highseas,1980,Anchovies,3.1377272727272727
lme_highseas,1980,Cod-likes,3.9896666666666665
lme_highseas,1980,Crustaceans,3.006137566137566
lme_highseas,1980,Flatfishes,3.6576829268292683
lme_highseas,1980,Herring-likes,3.1795454545454547
lme_highseas,1980,Molluscs,2.111408
lme_highseas,1980,Other fishes & inverts,3.5771554770318024
lme_highseas,1980,Perch-likes,3.6167058823529414
lme_highseas,1980,"Salmon, smelts, etc",3.6664864864864866
lme_highseas,1980,Scorpionfishes,3.7394444444444446
lme_highseas,1980,Sharks & rays,3.992828220858896
lme_highseas,1980,Tuna & billfishes,4.389230769230769
lme_highseas,1981,Anchovies,3.1377272727272727
lme_highseas,1981,Cod-likes,3.9896666666666665
lme_highseas,1981,Crustaceans,3.005661375661376
lme_highseas,1981,Flatfishes,3.665609756097561
lme_highseas,1981,Herring-likes,3.1834848484848486
lme_highseas,1981,Molluscs,2.110608
lme_highseas,1981,Other fishes & inverts,3.569270462633452
lme_highseas,1981,Perch-likes,3.614862385321101
lme_highseas,1981,"Salmon, smelts, etc",3.6573684210526314
lme_highseas,1981,Scorpionfishes,3.7046666666666668
lme_highseas,1981,Sharks & rays,3.9975060975609757
lme_highseas,1981,Tuna & billfishes,4.389230769230769
lme_highseas,1982,Anchovies,3.122380952380952
lme_highseas,1982,Cod-likes,3.9977049180327873
lme_highseas,1982,Crustaceans,3.005744680851064
lme_highseas,1982,Flatfishes,3.667654320987654
lme_highseas,1982,Herring-likes,3.1891044776119406
lme_highseas,1982,Molluscs,2.108015625
lme_highseas,1982,Other fishes & inverts,3.553855633802817
lme_highseas,1982,Perch-likes,3.612733160621762
lme_highseas,1982,"Salmon, smelts, etc",3.6560526315789477
lme_highseas,1982,Scorpionfishes,3.7268181818181816
lme_highseas,1982,Sharks & rays,4.001957317073171
lme_highseas,1982,Tuna & billfishes,4.389230769230769
lme_highseas,1983,Anchovies,3.1377272727272727
lme_highseas,1983,Cod-likes,3.98327868852459
lme_highseas,1983,Crustaceans,3.005744680851064
lme_highseas,1983,Flatfishes,3.6533333333333333
lme_highseas,1983,Herring-likes,3.1834848484848486
lme_highseas,1983,Molluscs,2.1051627906976744
lme_highseas,1983,Other fishes & inverts,3.5568838028169014
lme_highseas,1983,Perch-likes,3.6125518134715024
lme_highseas,1983,"Salmon, smelts, etc",3.6651351351351353
lme_highseas,1983,Scorpionfishes,3.7207954545454545
lme_highseas,1983,Sharks & rays,3.9923841463414633
lme_highseas,1983,Tuna & billfishes,4.389230769230769
lme_highseas,1984,Anchovies,3.122380952380952
lme_highseas,1984,Cod-likes,3.9896666666666665
lme_highseas,1984,Crustaceans,3.008297872340426
lme_highseas,1984,Flatfishes,3.665609756097561
lme_highseas,1984,Herring-likes,3.1775757575757577
lme_highseas,1984,Molluscs,2.122217054263566
lme_highseas,1984,Other fishes & inverts,3.55895390070922
lme_highseas,1984,Perch-likes,3.6189726918075418
lme_highseas,1984,"Salmon, smelts, etc",3.6670270270270273
lme_highseas,1984,Scorpionfishes,3.719325842696629
lme_highseas,1984,Sharks & rays,3.9899451219512194
lme_highseas,1984,Tuna & billfishes,4.389230769230769
lme_highseas,1985,Anchovies,3.122380952380952
lme_highseas,1985,Cod-likes,3.9896666666666665
lme_highseas,1985,Crustaceans,3.0110526315789476
lme_highseas,1985,Flatfishes,3.665609756097561
lme_highseas,1985,Herring-likes,3.1795454545454547
lme_highseas,1985,Molluscs,2.116140625
lme_highseas,1985,Other fishes & inverts,3.555086805555556
lme_highseas,1985,Perch-likes,3.615987012987013
lme_highseas,1985,"Salmon, smelts, etc",3.6469230769230765
lme_highseas,1985,Scorpionfishes,3.7098913043478263
lme_highseas,1985,Sharks & rays,3.9975521472392637
lme_highseas,1985,Tuna & billfishes,4.389230769230769
lme_highseas,1986,Anchovies,3.1377272727272727
lme_highseas,1986,Cod-likes,3.9977049180327873
lme_highseas,1986,Crustaceans,3.0134210526315792
lme_highseas,1986,Flatfishes,3.658795180722892
lme_highseas,1986,Herring-likes,3.1795454545454547
lme_highseas,1986,Molluscs,2.1152403100775192
lme_highseas,1986,Other fishes & inverts,3.564415807560137
lme_highseas,1986,Perch-likes,3.615331599479844
lme_highseas,1986,"Salmon, smelts, etc",3.6560526315789477
lme_highseas,1986,Scorpionfishes,3.72
lme_highseas,1986,Sharks & rays,3.994351190476191
lme_highseas,1986,Tuna & billfishes,4.389230769230769
lme_highseas,1987,Anchovies,3.1377272727272727
lme_highseas,1987,Cod-likes,3.994516129032258
lme_highseas,1987,Crustaceans,3.0083157894736843
lme_highseas,1987,Flatfishes,3.658795180722892
lme_highseas,1987,Herring-likes,3.1795454545454547
lme_highseas,1987,Molluscs,2.1212575757575753
lme_highseas,1987,Other fishes & inverts,3.5477526132404185
lme_highseas,1987,Perch-likes,3.61422480620155
lme_highseas,1987,"Salmon, smelts, etc",3.6469230769230765
lme_highseas,1987,Scorpionfishes,3.726666666666667
lme_highseas,1987,Sharks & rays,3.994351190476191
lme_highseas,1987,Tuna & billfishes,4.389230769230769
lme_highseas,1988,Anchovies,3.122380952380952
lme_highseas,1988,Cod-likes,3.994516129032258
lme_highseas,1988,Crustaceans,3.006489361702128
lme_highseas,1988,Flatfishes,3.6599999999999997
lme_highseas,1988,Herring-likes,3.1834848484848486
lme_highseas,1988,Molluscs,2.1211145038167936
lme_highseas,1988,Other fishes & inverts,3.547179930795848
lme_highseas,1988,Perch-likes,3.6198309492847858
lme_highseas,1988,"Salmon, smelts, etc",3.6560526315789477
lme_highseas,1988,Scorpionfishes,3.7195454545454543
lme_highseas,1988,Sharks & rays,3.998112426035503
lme_highseas,1988,Tuna & billfishes,4.389230769230769
lme_highseas,1989,Anchovies,3.1377272727272727
lme_highseas,1989,Cod-likes,3.987936507936508
lme_highseas,1989,Crustaceans,3.0101578947368424
lme_highseas,1989,Flatfishes,3.6701234567901233
lme_highseas,1989,Herring-likes,3.1736923076923076
lme_highseas,1989,Molluscs,2.114232558139535
lme_highseas,1989,Other fishes & inverts,3.560597269624574
lme_highseas,1989,Perch-likes,3.6158397932816535
lme_highseas,1989,"Salmon, smelts, etc",3.64948717948718
lme_highseas,1989,Scorpionfishes,3.7193181818181817
lme_highseas,1989,Sharks & rays,3.9949766081871343
lme_highseas,1989,Tuna & billfishes,4.372
lme_highseas,1990,Anchovies,3.122380952380952
lme_highseas,1990,Cod-likes,3.994516129032258
lme_highseas,1990,Crustaceans,3.0010051546391754
lme_highseas,1990,Flatfishes,3.679493670886076
lme_highseas,1990,Herring-likes,3.1736923076923076
lme_highseas,1990,Molluscs,2.1205757575757573
lme_highseas,1990,Other fishes & inverts,3.5754810996563573
lme_highseas,1990,Perch-likes,3.6275884665792923
lme_highseas,1990,"Salmon, smelts, etc",3.64948717948718
lme_highseas,1990,Scorpionfishes,3.7494117647058824
lme_highseas,1990,Sharks & rays,3.9949766081871343
lme_highseas,1990,Tuna & billfishes,4.372
lme_highseas,1991,Anchovies,3.1377272727272727
lme_highseas,1991,Cod-likes,3.994516129032258
lme_highseas,1991,Crustaceans,2.99659793814433
lme_highseas,1991,Flatfishes,3.679493670886076
lme_highseas,1991,Herring-likes,3.1736923076923076
lme_highseas,1991,Molluscs,2.121496183206107
lme_highseas,1991,Other fishes & inverts,3.5594047619047617
lme_highseas,1991,Perch-likes,3.628083441981747
lme_highseas,1991,"Salmon, smelts, etc",3.64948717948718
lme_highseas,1991,Scorpionfishes,3.7269014084507046
lme_highseas,1991,Sharks & rays,3.996633720930233
lme_highseas,1991,Tuna & billfishes,4.372
lme_highseas,1992,Anchovies,3.1377272727272727
lme_highseas,1992,Cod-likes,3.979206349206349
lme_highseas,1992,Crustaceans,2.9994300518134716
lme_highseas,1992,Flatfishes,3.679493670886076
lme_highseas,1992,Herring-likes,3.1891044776119406
lme_highseas,1992,Molluscs,2.1224307692307693
lme_highseas,1992,Other fishes & inverts,3.5636655405405406
lme_highseas,1992,Perch-likes,3.62556566970091
lme_highseas,1992,"Salmon, smelts, etc",3.66
lme_highseas,1992,Scorpionfishes,3.7281944444444446
lme_highseas,1992,Sharks & rays,3.996633720930233
lme_highseas,1992,Tuna & billfishes,4.372
lme_highseas,1993,Anchovies,3.1491304347826086
lme_highseas,1993,Cod-likes,3.979206349206349
lme_highseas,1993,Crustaceans,2.9985128205128206
lme_highseas,1993,Flatfishes,3.6725925925925926
lme_highseas,1993,Herring-likes,3.192205882352941
lme_highseas,1993,Molluscs,2.1198195488721803
lme_highseas,1993,Other fishes & inverts,3.559183333333334
lme_highseas,1993,Perch-likes,3.621994884910486
lme_highseas,1993,"Salmon, smelts, etc",3.66
lme_highseas,1993,Scorpionfishes,3.713956043956044
lme_highseas,1993,Sharks & rays,3.996633720930233
lme_highseas,1993,Tuna & billfishes,4.372
lme_highseas,1994,Anchovies,3.1491304347826086
lme_highseas,1994,Cod-likes,3.973846153846154
lme_highseas,1994,Crustaceans,2.999794871794872
lme_highseas,1994,Flatfishes,3.6725925925925926
lme_highseas,1994,Herring-likes,3.192647058823529
lme_highseas,1994,Molluscs,2.1189253731343283
lme_highseas,1994,Other fishes & inverts,3.5571782178217823
lme_highseas,1994,Perch-likes,3.620102432778489
lme_highseas,1994,"Salmon, smelts, etc",3.6507692307692308
lme_highseas,1994,Scorpionfishes,3.7047872340425534
lme_highseas,1994,Sharks & rays,3.9948294117647056
lme_highseas,1994,Tuna & billfishes,4.372
lme_highseas,1995,Anchovies,3.1491304347826086
lme_highseas,1995,Cod-likes,3.97328125
lme_highseas,1995,Crustaceans,3.004432989690722
lme_highseas,1995,Flatfishes,3.665609756097561
lme_highseas,1995,Herring-likes,3.1736923076923076
lme_highseas,1995,Molluscs,2.1196716417910446
lme_highseas,1995,Other fishes & inverts,3.5609870550161813
lme_highseas,1995,Perch-likes,3.620483460559796
lme_highseas,1995,"Salmon, smelts, etc",3.66
lme_highseas,1995,Scorpionfishes,3.71375
lme_highseas,1995,Sharks & rays,3.996633720930233
lme_highseas,1995,Tuna & billfishes,4.372
lme_highseas,1996,Anchovies,3.1491304347826086
lme_highseas,1996,Cod-likes,3.97296875
lme_highseas,1996,Crustaceans,2.9972000000000003
lme_highseas,1996,Flatfishes,3.665609756097561
lme_highseas,1996,Herring-likes,3.1798507462686567
lme_highseas,1996,Molluscs,2.120348484848485
lme_highseas,1996,Other fishes & inverts,3.5551639344262296
lme_highseas,1996,Perch-likes,3.6172544080604534
lme_highseas,1996,"Salmon, smelts, etc",3.66
lme_highseas,1996,Scorpionfishes,3.711630434782609
lme_highseas,1996,Sharks & rays,3.998271676300578
lme_highseas,1996,Tuna & billfishes,4.372
lme_highseas,1997,Anchovies,3.1491304347826086
lme_highseas,1997,Cod-likes,3.973846153846154
lme_highseas,1997,Crustaceans,2.996965174129353
lme_highseas,1997,Flatfishes,3.665609756097561
lme_highseas,1997,Herring-likes,3.1740909090909093
lme_highseas,1997,Molluscs,2.12019696969697
lme_highseas,1997,Other fishes & inverts,3.5596290322580644
lme_highseas,1997,Perch-likes,3.6155723270440254
lme_highseas,1997,"Salmon, smelts, etc",3.66
lme_highseas,1997,Scorpionfishes,3.7113483146067416
lme_highseas,1997,Sharks & rays,3.996633720930233
lme_highseas,1997,Tuna & billfishes,4.372
lme_highseas,1998,Anchovies,3.1491304347826086
lme_highseas,1998,Cod-likes,3.9676119402985073
lme_highseas,1998,Crustaceans,2.9982425742574255
lme_highseas,1998,Flatfishes,3.666829268292683
lme_highseas,1998,Herring-likes,3.1837313432835823
lme_highseas,1998,Molluscs,2.118402985074627
lme_highseas,1998,Other fishes & inverts,3.557029220779221
lme_highseas,1998,Perch-likes,3.6230049261083743
lme_highseas,1998,"Salmon, smelts, etc",3.66
lme_highseas,1998,Scorpionfishes,3.7119565217391304
lme_highseas,1998,Sharks & rays,3.9948333333333332
lme_highseas,1998,Tuna & billfishes,4.372
lme_highseas,1999,Anchovies,3.135
lme_highseas,1999,Cod-likes,3.9521739130434783
lme_highseas,1999,Crustaceans,2.994317073170732
lme_highseas,1999,Flatfishes,3.665609756097561
lme_highseas,1999,Herring-likes,3.1837313432835823
lme_highseas,1999,Molluscs,2.109590909090909
lme_highseas,1999,Other fishes & inverts,3.5580031948881787
lme_highseas,1999,Perch-likes,3.617953431372549
lme_highseas,1999,"Salmon, smelts, etc",3.66
lme_highseas,1999,Scorpionfishes,3.7137894736842108
lme_highseas,1999,Sharks & rays,3.994581920903955
lme_highseas,1999,Tuna & billfishes,4.372
lme_highseas,2000,Anchovies,3.135
lme_highseas,2000,Cod-likes,3.937971014492754
lme_highseas,2000,Crustaceans,2.9956763285024155
lme_highseas,2000,Flatfishes,3.6717073170731704
lme_highseas,2000,Herring-likes,3.1798507462686567
lme_highseas,2000,Molluscs,2.1040719424460432
lme_highseas,2000,Other fishes & inverts,3.5735416666666664
lme_highseas,2000,Perch-likes,3.6174324324324325
lme_highseas,2000,"Salmon, smelts, etc",3.649487179487179
lme_highseas,2000,Scorpionfishes,3.7116129032258067
lme_highseas,2000,Sharks & rays,4.000398876404494
lme_highseas,2000,Tuna & billfishes,4.374390243902439
lme_highseas,2001,Anchovies,3.135
lme_highseas,2001,Cod-likes,3.939
lme_highseas,2001,Crustaceans,2.9995
lme_highseas,2001,Flatfishes,3.6838749999999996
lme_highseas,2001,Herring-likes,3.1837313432835823
lme_highseas,2001,Molluscs,2.1036857142857146
lme_highseas,2001,Other fishes & inverts,3.5631072555205052
lme_highseas,2001,Perch-likes,3.6209756097560972
lme_highseas,2001,"Salmon, smelts, etc",3.649487179487179
lme_highseas,2001,Scorpionfishes,3.713085106382979
lme_highseas,2001,Sharks & rays,3.997727777777778
lme_highseas,2001,Tuna & billfishes,4.374390243902439
lme_highseas,2002,Anchovies,3.1491304347826086
lme_highseas,2002,Cod-likes,3.948358208955224
lme_highseas,2002,Crustaceans,2.9991105769230773
lme_highseas,2002,Flatfishes,3.6827160493827162
lme_highseas,2002,Herring-likes,3.189264705882353
lme_highseas,2002,Molluscs,2.1029503546099293
lme_highseas,2002,Other fishes & inverts,3.568644859813084
lme_highseas,2002,Perch-likes,3.6193454545454546
lme_highseas,2002,"Salmon, smelts, etc",3.64948717948718
lme_highseas,2002,Scorpionfishes,3.7161855670103097
lme_highseas,2002,Sharks & rays,4.00395
lme_highseas,2002,Tuna & billfishes,4.374390243902439
lme_highseas,2003,Anchovies,3.1491304347826086
lme_highseas,2003,Cod-likes,3.9439130434782608
lme_highseas,2003,Crustaceans,3.0014114832535883
lme_highseas,2003,Flatfishes,3.6740000000000004
lme_highseas,2003,Herring-likes,3.1715151515151514
lme_highseas,2003,Molluscs,2.108110344827586
lme_highseas,2003,Other fishes & inverts,3.559375
lme_highseas,2003,Perch-likes,3.6311358024691356
lme_highseas,2003,"Salmon, smelts, etc",3.64948717948718
lme_highseas,2003,Scorpionfishes,3.7134831460674156
lme_highseas,2003,Sharks & rays,4.0080274725274725
lme_highseas,2003,Tuna & billfishes,4.374390243902439
lme_highseas,2004,Anchovies,3.1491304347826086
lme_highseas,2004,Cod-likes,3.939
lme_highseas,2004,Crustaceans,2.994927884615385
lme_highseas,2004,Flatfishes,3.6740000000000004
lme_highseas,2004,Herring-likes,3.181194029850746
lme_highseas,2004,Molluscs,2.108110344827586
lme_highseas,2004,Other fishes & inverts,3.5680095541401275
lme_highseas,2004,Perch-likes,3.6274877450980396
lme_highseas,2004,"Salmon, smelts, etc",3.6662162162162164
lme_highseas,2004,Scorpionfishes,3.712967032967033
lme_highseas,2004,Sharks & rays,4.00405945945946
lme_highseas,2004,Tuna & billfishes,4.374390243902439
lme_highseas,2005,Anchovies,3.1491304347826086
lme_highseas,2005,Cod-likes,3.939
lme_highseas,2005,Crustaceans,2.994927884615385
lme_highseas,2005,Flatfishes,3.689873417721519
lme_highseas,2005,Herring-likes,3.1913043478260867
lme_highseas,2005,Molluscs,2.1075586206896553
lme_highseas,2005,Other fishes & inverts,3.574381107491857
lme_highseas,2005,Perch-likes,3.6348834355828217
lme_highseas,2005,"Salmon, smelts, etc",3.66025641025641
lme_highseas,2005,Scorpionfishes,3.7035714285714287
lme_highseas,2005,Sharks & rays,3.9999513513513514
lme_highseas,2005,Tuna & billfishes,4.374390243902439
lme_highseas,2006,Anchovies,3.135
lme_highseas,2006,Cod-likes,3.939
lme_highseas,2006,Crustaceans,2.994904306220096
lme_highseas,2006,Flatfishes,3.689873417721519
lme_highseas,2006,Herring-likes,3.1913043478260867
lme_highseas,2006,Molluscs,2.1106099290780143
lme_highseas,2006,Other fishes & inverts,3.571417197452229
lme_highseas,2006,Perch-likes,3.6287068965517246
lme_highseas,2006,"Salmon, smelts, etc",3.66
lme_highseas,2006,Scorpionfishes,3.707528089887641
lme_highseas,2006,Sharks & rays,3.9999513513513514
lme_highseas,2006,Tuna & billfishes,4.374390243902439
lme_highseas,2007,Anchovies,3.1491304347826086
lme_highseas,2007,Cod-likes,3.939
lme_highseas,2007,Crustaceans,2.9937559808612444
lme_highseas,2007,Flatfishes,3.689873417721519
lme_highseas,2007,Herring-likes,3.182058823529412
lme_highseas,2007,Molluscs,2.11969014084507
lme_highseas,2007,Other fishes & inverts,3.5864903846153844
lme_highseas,2007,Perch-likes,3.6366133004926104
lme_highseas,2007,"Salmon, smelts, etc",3.66
lme_highseas,2007,Scorpionfishes,3.705056179775281
lme_highseas,2007,Sharks & rays,3.9997914438502673
lme_highseas,2007,Tuna & billfishes,4.374390243902439
lme_highseas,2008,Anchovies,3.154782608695652
lme_highseas,2008,Cod-likes,3.9311267605633806
lme_highseas,2008,Crustaceans,2.9975
lme_highseas,2008,Flatfishes,3.681025641025641
lme_highseas,2008,Herring-likes,3.182058823529412
lme_highseas,2008,Molluscs,2.1114
lme_highseas,2008,Other fishes & inverts,3.5731891025641027
lme_highseas,2008,Perch-likes,3.6350492610837435
lme_highseas,2008,"Salmon, smelts, etc",3.66
lme_highseas,2008,Scorpionfishes,3.707528089887641
lme_highseas,2008,Sharks & rays,4.000540106951871
lme_highseas,2008,Tuna & billfishes,4.374390243902439
lme_highseas,2009,Anchovies,3.135
lme_highseas,2009,Cod-likes,3.937971014492754
lme_highseas,2009,Crustaceans,3.0010765550239236
lme_highseas,2009,Flatfishes,3.6825
lme_highseas,2009,Herring-likes,3.182058823529412
lme_highseas,2009,Molluscs,2.112718309859155
lme_highseas,2009,Other fishes & inverts,3.5804019292604505
lme_highseas,2009,Perch-likes,3.6358794587945877
lme_highseas,2009,"Salmon, smelts, etc",3.66
lme_highseas,2009,Scorpionfishes,3.710340909090909
lme_highseas,2009,Sharks & rays,3.9909744897959185
lme_highseas,2009,Tuna & billfishes,4.374390243902439
lme_highseas,2010,Anchovies,3.1491304347826086
lme_highseas,2010,Cod-likes,3.9458823529411764
lme_highseas,2010,Crustaceans,3.009312796208531
lme_highseas,2010,Flatfishes,3.6624358974358975
lme_highseas,2010,Herring-likes,3.1965714285714286
lme_highseas,2010,Molluscs,2.118248275862069
lme_highseas,2010,Other fishes & inverts,3.586577287066246
lme_highseas,2010,Perch-likes,3.6283847102342786
lme_highseas,2010,"Salmon, smelts, etc",3.66
lme_highseas,2010,Scorpionfishes,3.7063333333333333
lme_highseas,2010,Sharks & rays,3.9900575916230365
lme_highseas,2010,Tuna & billfishes,4.374390243902439
lme_highseas,2011,Anchovies,3.1365217391304347
lme_highseas,2011,Cod-likes,3.9347826086956523
lme_highseas,2011,Crustaceans,3.000245535714286
lme_highseas,2011,Flatfishes,3.6337804878048785
lme_highseas,2011,Herring-likes,3.192205882352941
lme_highseas,2011,Molluscs,2.12684
lme_highseas,2011,Other fishes & inverts,3.5701702786377707
lme_highseas,2011,Perch-likes,3.6385308641975307
lme_highseas,2011,"Salmon, smelts, etc",3.66025641025641
lme_highseas,2011,Scorpionfishes,3.703076923076923
lme_highseas,2011,Sharks & rays,3.992921875
lme_highseas,2011,Tuna & billfishes,4.374390243902439
lme_highseas,2012,Anchovies,3.1365217391304347
lme_highseas,2012,Cod-likes,3.9347826086956523
lme_highseas,2012,Crustaceans,3.008355855855856
lme_highseas,2012,Flatfishes,3.6459036144578314
lme_highseas,2012,Herring-likes,3.187761194029851
lme_highseas,2012,Molluscs,2.118450331125828
lme_highseas,2012,Other fishes & inverts,3.577136222910217
lme_highseas,2012,Perch-likes,3.6369420468557334
lme_highseas,2012,"Salmon, smelts, etc",3.66
lme_highseas,2012,Scorpionfishes,3.703978494623656
lme_highseas,2012,Sharks & rays,3.9874030612244895
lme_highseas,2012,Tuna & billfishes,4.374390243902439
lme_highseas,2013,Anchovies,3.1159090909090907
lme_highseas,2013,Cod-likes,3.9295714285714283
lme_highseas,2013,Crustaceans,3.0023568281938324
lme_highseas,2013,Flatfishes,3.658941176470588
lme_highseas,2013,Herring-likes,3.187761194029851
lme_highseas,2013,Molluscs,2.142718954248366
lme_highseas,2013,Other fishes & inverts,3.5725
lme_highseas,2013,Perch-likes,3.63183922046285
lme_highseas,2013,"Salmon, smelts, etc",3.6662162162162164
lme_highseas,2013,Scorpionfishes,3.7068817204301077
lme_highseas,2013,Sharks & rays,3.992348958333333
lme_highseas,2013,Tuna & billfishes,4.374390243902439
lme_highseas,2014,Anchovies,3.1159090909090907
lme_highseas,2014,Cod-likes,3.9295714285714283
lme_highseas,2014,Crustaceans,3.0073883928571425
lme_highseas,2014,Flatfishes,3.6509638554216863
lme_highseas,2014,Herring-likes,3.187761194029851
lme_highseas,2014,Molluscs,2.1522251655629137
lme_highseas,2014,Other fishes & inverts,3.5595359281437124
lme_highseas,2014,Perch-likes,3.625961070559611
lme_highseas,2014,"Salmon, smelts, etc",3.66
lme_highseas,2014,Scorpionfishes,3.707608695652174
lme_highseas,2014,Sharks & rays,3.9938393782383423
lme_highseas,2014,Tuna & billfishes,4.374390243902439
lme_highseas,2015,Anchovies,3.121818181818182
lme_highseas,2015,Cod-likes,3.933142857142857
lme_highseas,2015,Crustaceans,3.002108695652174
lme_highseas,2015,Flatfishes,3.65609756097561
lme_highseas,2015,Herring-likes,3.170294117647059
lme_highseas,2015,Molluscs,2.1469933774834438
lme_highseas,2015,Other fishes & inverts,3.5671407185628743
lme_highseas,2015,Perch-likes,3.6253601953601953
lme_highseas,2015,"Salmon, smelts, etc",3.66
lme_highseas,2015,Scorpionfishes,3.70875
lme_highseas,2015,Sharks & rays,3.9821479591836733
lme_highseas,2015,Tuna & billfishes,4.374390243902439
lme_highseas,2016,Anchovies,3.1159090909090907
lme_highseas,2016,Cod-likes,3.933142857142857
lme_highseas,2016,Crustaceans,3.006598173515982
lme_highseas,2016,Flatfishes,3.6557831325301207
lme_highseas,2016,Herring-likes,3.193235294117647
lme_highseas,2016,Molluscs,2.133081081081081
lme_highseas,2016,Other fishes & inverts,3.562217261904762
lme_highseas,2016,Perch-likes,3.628822815533981
lme_highseas,2016,"Salmon, smelts, etc",3.6507692307692308
lme_highseas,2016,Scorpionfishes,3.7191111111111113
lme_highseas,2016,Sharks & rays,3.9886345177664975
lme_highseas,2016,Tuna & billfishes,4.374390243902439
lme_highseas,2017,Anchovies,3.1365217391304347
lme_highseas,2017,Cod-likes,3.9398550724637684
lme_highseas,2017,Crustaceans,2.9972510822510823
lme_highseas,2017,Flatfishes,3.6651764705882357
lme_highseas,2017,Herring-likes,3.170294117647059
lme_highseas,2017,Molluscs,2.1507581699346403
lme_highseas,2017,Other fishes & inverts,3.5688017751479286
lme_highseas,2017,Perch-likes,3.6213477737665465
lme_highseas,2017,"Salmon, smelts, etc",3.6507692307692308
lme_highseas,2017,Scorpionfishes,3.718260869565217
lme_highseas,2017,Sharks & rays,3.9909744897959185
lme_highseas,2017,Tuna & billfishes,4.374390243902439
lme_highseas,2018,Anchovies,3.1365217391304347
lme_highseas,2018,Cod-likes,3.933142857142857
lme_highseas,2018,Crustaceans,3.0072098214285714
lme_highseas,2018,Flatfishes,3.664352941176471
lme_highseas,2018,Herring-likes,3.174927536231884
lme_highseas,2018,Molluscs,2.150038961038961
lme_highseas,2018,Other fishes & inverts,3.5708997050147495
lme_highseas,2018,Perch-likes,3.621794258373206
lme_highseas,2018,"Salmon, smelts, etc",3.6507692307692308
lme_highseas,2018,Scorpionfishes,3.7194444444444446
lme_highseas,2018,Sharks & rays,3.9867577319587633
lme_highseas,2018,Tuna & billfishes,4.372
lme_highseas,2019,Anchovies,3.1365217391304347
lme_highseas,2019,Cod-likes,3.933142857142857
lme_highseas,2019,Crustaceans,2.99353305785124
lme_highseas,2019,Flatfishes,3.6516666666666664
lme_highseas,2019,Herring-likes,3.1679710144927538
lme_highseas,2019,Molluscs,2.2057241379310346
lme_highseas,2019,Other fishes & inverts,3.5477547169811325
lme_highseas,2019,Perch-likes,3.6135469107551486
lme_highseas,2019,"Salmon, smelts, etc",3.6384999999999996
lme_highseas,2019,Scorpionfishes,3.71505376344086
lme_highseas,2019,Sharks & rays,3.9760050000000002
lme_highseas,2019,Tuna & billfishes,4.367073170731707
