unit_id,year,metric,reference,historical,difference,comparison_status,passed
EEZ_937,2019,ppr_species,1028177964.8470864,1028177964.8470863,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_937,2019,ppr_commercial_correct,1028177964.8470862,1028177964.8470862,0.0,numeric_reproduction,True
EEZ_937,2019,ppr_functional_correct,1028177964.8470862,1028177964.8470862,0.0,numeric_reproduction,True
EEZ_937,2019,ppr_commercial_jensen,659443554.7241148,659443554.7241156,8.344650268554688e-07,numeric_reproduction,True
EEZ_937,2019,ppr_functional_jensen,816001759.7519019,816001759.7519029,1.0728836059570312e-06,numeric_reproduction,True
EEZ_410,2019,total_catch_tonnes,1692138.9147849004,1692138.9147849004,0.0,numeric_reproduction,True
EEZ_410,2019,matched_catch_tonnes,1692138.9147849004,1692138.9147849004,0.0,numeric_reproduction,True
EEZ_410,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_410,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_410,2019,taxa_count,118.0,118.0,0.0,numeric_reproduction,True
EEZ_410,2019,matched_taxa_count,118.0,118.0,0.0,numeric_reproduction,True
EEZ_410,2019,ppr_species,1001424147.7179294,1001424147.7179294,0.0,numeric_reproduction,True
EEZ_410,2019,ppr_commercial_correct,1001424147.7179292,1001424147.7179294,1.1920928955078125e-07,numeric_reproduction,True
EEZ_410,2019,ppr_functional_correct,1001424147.7179292,1001424147.7179292,0.0,numeric_reproduction,True
EEZ_410,2019,ppr_commercial_jensen,553978409.4187069,553978409.4187065,-3.5762786865234375e-07,numeric_reproduction,True
EEZ_410,2019,ppr_functional_jensen,820319263.610668,820319263.610668,0.0,numeric_reproduction,True
EEZ_826,2019,total_catch_tonnes,1714264.749317848,1714264.7493178481,2.3283064365386963e-10,numeric_reproduction,True
EEZ_826,2019,matched_catch_tonnes,1714264.749317848,1714264.7493178481,2.3283064365386963e-10,numeric_reproduction,True
EEZ_826,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_826,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_826,2019,taxa_count,346.0,346.0,0.0,numeric_reproduction,True
EEZ_826,2019,matched_taxa_count,346.0,346.0,0.0,numeric_reproduction,True
EEZ_826,2019,ppr_species,1000014407.75344,1000014407.7534399,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_826,2019,ppr_commercial_correct,1000014407.7534395,1000014407.7534398,2.384185791015625e-07,numeric_reproduction,True
EEZ_826,2019,ppr_functional_correct,1000014407.75344,1000014407.7534399,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_826,2019,ppr_commercial_jensen,832607270.3364908,832607270.3364916,8.344650268554688e-07,numeric_reproduction,True
EEZ_826,2019,ppr_functional_jensen,860984504.0341389,860984504.034138,-9.5367431640625e-07,numeric_reproduction,True
EEZ_945,2019,total_catch_tonnes,2162472.018004568,2162472.018004568,0.0,numeric_reproduction,True
EEZ_945,2019,matched_catch_tonnes,2162472.018004568,2162472.018004568,0.0,numeric_reproduction,True
EEZ_945,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_945,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_945,2019,taxa_count,136.0,136.0,0.0,numeric_reproduction,True
EEZ_945,2019,matched_taxa_count,136.0,136.0,0.0,numeric_reproduction,True
EEZ_945,2019,ppr_species,903902972.1574702,903902972.1574702,0.0,numeric_reproduction,True
EEZ_945,2019,ppr_commercial_correct,903902972.1574703,903902972.1574702,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_945,2019,ppr_functional_correct,903902972.1574702,903902972.1574702,0.0,numeric_reproduction,True
EEZ_945,2019,ppr_commercial_jensen,690523636.22767,690523636.2276704,4.76837158203125e-07,numeric_reproduction,True
EEZ_945,2019,ppr_functional_jensen,724981813.6350174,724981813.6350169,-4.76837158203125e-07,numeric_reproduction,True
EEZ_848,2019,total_catch_tonnes,480242.05511345976,480242.05511345976,0.0,numeric_reproduction,True
EEZ_848,2019,matched_catch_tonnes,480242.05511345976,480242.05511345976,0.0,numeric_reproduction,True
EEZ_848,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_848,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_848,2019,taxa_count,185.0,185.0,0.0,numeric_reproduction,True
EEZ_848,2019,matched_taxa_count,185.0,185.0,0.0,numeric_reproduction,True
EEZ_848,2019,ppr_species,855756640.2092203,855756640.2092203,0.0,numeric_reproduction,True
EEZ_848,2019,ppr_commercial_correct,855756640.2092198,855756640.2092199,1.1920928955078125e-07,numeric_reproduction,True
EEZ_848,2019,ppr_functional_correct,855756640.2092198,855756640.2092199,1.1920928955078125e-07,numeric_reproduction,True
