year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled,unit_id
2013,16,483.63327998,483.63327998,0.0,True,EEZ_856
2014,23,497.9748193359,497.9748193359,0.0,True,EEZ_856
2015,30,1820.8337525394,1820.8337525394002,2.2737367544323206e-13,True,EEZ_856
2016,28,2203.9858717538,2203.9858717538,0.0,True,EEZ_856
2017,28,1137.1461558878,1137.1461558878,0.0,True,EEZ_856
2018,21,598.0108030908,598.0108030908,0.0,True,EEZ_856
2019,20,733.0059081888,733.0059081888,0.0,True,EEZ_856
1950,117,5364.5394612945,5364.5394612945,0.0,True,EEZ_858
1951,123,6066.8827970338,6066.8827970338,0.0,True,EEZ_858
1952,123,5872.6039075141,5872.6039075141,0.0,True,EEZ_858
1953,123,6074.4116610407,6074.4116610407,0.0,True,EEZ_858
1954,125,6604.5068009447,6604.5068009446995,-9.094947017729282e-13,True,EEZ_858
1955,123,8131.7836783065,8131.7836783065,0.0,True,EEZ_858
1956,126,9201.5071694001,9201.5071694001,0.0,True,EEZ_858
1957,126,11779.3991430028,11779.3991430028,0.0,True,EEZ_858
1958,131,8686.1406039834,8686.1406039834,0.0,True,EEZ_858
1959,147,9003.703638937899,9003.7036389379,1.8189894035458565e-12,True,EEZ_858
1960,152,16133.1004308631,16133.1004308631,0.0,True,EEZ_858
1961,154,17537.4013618762,17537.4013618762,0.0,True,EEZ_858
1962,155,14734.8166566864,14734.8166566864,0.0,True,EEZ_858
1963,149,11270.0529390136,11270.0529390136,0.0,True,EEZ_858
1964,179,24895.480017286398,24895.480017286398,0.0,True,EEZ_858
1965,173,28277.8172814908,28277.8172814908,0.0,True,EEZ_858
1966,214,24353.2153833347,24353.2153833347,0.0,True,EEZ_858
1967,228,34245.6176788025,34245.617678802504,7.275957614183426e-12,True,EEZ_858
1968,241,24989.8609161493,24989.8609161493,0.0,True,EEZ_858
1969,142,15654.5668439402,15654.5668439402,0.0,True,EEZ_858
1970,177,16364.4524104511,16364.4524104511,0.0,True,EEZ_858
1971,172,17489.0938365294,17489.0938365294,0.0,True,EEZ_858
1972,172,25087.1625217154,25087.1625217154,0.0,True,EEZ_858
1973,170,20516.384013243798,20516.384013243798,0.0,True,EEZ_858
1974,175,19089.2106122448,19089.2106122448,0.0,True,EEZ_858
1975,205,31651.0356907171,31651.035690717097,-3.637978807091713e-12,True,EEZ_858
1976,210,40980.5462386343,40980.5462386343,0.0,True,EEZ_858
1977,230,81639.4197057518,81639.4197057518,0.0,True,EEZ_858
1978,215,95752.2311720822,95752.2311720822,0.0,True,EEZ_858
1979,213,134014.7689553467,134014.7689553467,0.0,True,EEZ_858
1980,222,144549.078095981,144549.07809598098,-2.9103830456733704e-11,True,EEZ_858
1981,233,171612.2695801476,171612.2695801476,0.0,True,EEZ_858
1982,221,141512.34598364242,141512.3459836424,-2.9103830456733704e-11,True,EEZ_858
1983,218,169563.68382821782,169563.6838282178,-2.9103830456733704e-11,True,EEZ_858
1984,215,158472.9898730087,158472.98987300872,2.9103830456733704e-11,True,EEZ_858
1985,224,164640.8081871626,164640.8081871626,0.0,True,EEZ_858
1986,238,165476.5393075743,165476.5393075743,0.0,True,EEZ_858
1987,226,161868.4001798509,161868.4001798509,0.0,True,EEZ_858
1988,226,127122.589301114,127122.589301114,0.0,True,EEZ_858
1989,235,143708.647820527,143708.647820527,0.0,True,EEZ_858
1990,231,108447.3105380642,108447.31053806421,1.4551915228366852e-11,True,EEZ_858
1991,237,173291.257295696,173291.257295696,0.0,True,EEZ_858
1992,240,154445.225612749,154445.225612749,0.0,True,EEZ_858
1993,251,146191.3315404924,146191.3315404924,0.0,True,EEZ_858
1994,243,155661.2825518447,155661.28255184472,2.9103830456733704e-11,True,EEZ_858
1995,244,158320.8294796872,158320.8294796872,0.0,True,EEZ_858
1996,249,155245.2282735798,155245.2282735798,0.0,True,EEZ_858
1997,266,175701.7118700409,175701.7118700409,0.0,True,EEZ_858
1998,269,175803.8600786049,175803.8600786049,0.0,True,EEZ_858
1999,269,135751.4492809296,135751.4492809296,0.0,True,EEZ_858
2000,280,139350.9464806954,139350.9464806954,0.0,True,EEZ_858
2001,285,119806.3985273238,119806.39852732379,-1.4551915228366852e-11,True,EEZ_858
2002,279,119892.613326442,119892.61332644199,-1.4551915228366852e-11,True,EEZ_858
2003,276,151142.08036601258,151142.08036601258,0.0,True,EEZ_858
2004,239,153391.4611670135,153391.4611670135,0.0,True,EEZ_858
2005,275,165160.0070798657,165160.0070798657,0.0,True,EEZ_858
2006,270,182602.74789621562,182602.74789621562,0.0,True,EEZ_858
2007,268,163731.93338867542,163731.93338867542,0.0,True,EEZ_858
2008,340,135981.1339571199,135981.13395711992,2.9103830456733704e-11,True,EEZ_858
2009,267,116230.4448165221,116230.4448165221,0.0,True,EEZ_858
2010,321,115049.2478300921,115049.24783009209,-1.4551915228366852e-11,True,EEZ_858
2011,296,117507.090198766,117507.090198766,0.0,True,EEZ_858
2012,319,116197.3844136717,116197.3844136717,0.0,True,EEZ_858
2013,335,125199.2191158681,125199.2191158681,0.0,True,EEZ_858
2014,372,192903.8201153467,192903.82011534672,2.9103830456733704e-11,True,EEZ_858
2015,338,190484.7617141415,190484.7617141415,0.0,True,EEZ_858
2016,322,86603.9677507189,86603.9677507189,0.0,True,EEZ_858
2017,345,117491.2691612857,117491.2691612857,0.0,True,EEZ_858
2018,380,109167.4255508871,109167.4255508871,0.0,True,EEZ_858
2019,392,107838.9938680954,107838.9938680954,0.0,True,EEZ_858
1950,242,85678.8818600903,85678.8818600903,0.0,True,EEZ_862
1951,239,84015.6123569878,84015.6123569878,0.0,True,EEZ_862
1952,246,70156.9336718263,70156.93367182631,1.4551915228366852e-11,True,EEZ_862
1953,264,75588.5748981272,75588.5748981272,0.0,True,EEZ_862
1954,265,69873.8849261655,69873.8849261655,0.0,True,EEZ_862
1955,265,87242.51641395909,87242.51641395909,0.0,True,EEZ_862
1956,345,80578.0136503428,80578.0136503428,0.0,True,EEZ_862
1957,364,102651.3903418631,102651.3903418631,0.0,True,EEZ_862
1958,364,103995.5088588885,103995.5088588885,0.0,True,EEZ_862
1959,396,113863.5501179183,113863.55011791829,-1.4551915228366852e-11,True,EEZ_862
1960,417,113369.557736438,113369.557736438,0.0,True,EEZ_862
1961,455,114335.37171952,114335.37171952,0.0,True,EEZ_862
1962,480,123963.51731980349,123963.5173198035,1.4551915228366852e-11,True,EEZ_862
1963,499,134173.50021846942,134173.50021846942,0.0,True,EEZ_862
1964,521,135517.5123908589,135517.5123908589,0.0,True,EEZ_862
1965,541,152052.238886891,152052.238886891,0.0,True,EEZ_862
1966,530,147337.2287221615,147337.2287221615,0.0,True,EEZ_862
1967,593,167257.7260819201,167257.7260819201,0.0,True,EEZ_862
1968,649,179561.9531608015,179561.9531608015,0.0,True,EEZ_862
1969,659,182503.2840129086,182503.2840129086,0.0,True,EEZ_862
1970,704,201092.3527986995,201092.35279869952,2.9103830456733704e-11,True,EEZ_862
1971,731,227003.9313322686,227003.9313322686,0.0,True,EEZ_862
1972,753,290955.8331543614,290955.8331543614,0.0,True,EEZ_862
1973,736,266925.476903539,266925.476903539,0.0,True,EEZ_862
1974,751,247600.3310579455,247600.3310579455,0.0,True,EEZ_862
1975,803,281459.114462139,281459.114462139,0.0,True,EEZ_862
1976,763,255545.1327023742,255545.1327023742,0.0,True,EEZ_862
1977,725,242236.3241439596,242236.32414395962,2.9103830456733704e-11,True,EEZ_862
1978,649,262665.5972665832,262665.5972665832,0.0,True,EEZ_862
1979,676,248010.8342153723,248010.8342153723,0.0,True,EEZ_862
1980,674,249575.2024303764,249575.2024303764,0.0,True,EEZ_862
1981,682,255140.2872590793,255140.2872590793,0.0,True,EEZ_862
1982,703,281818.15904357977,281818.15904357977,0.0,True,EEZ_862
1983,724,283920.9792479264,283920.9792479264,0.0,True,EEZ_862
1984,811,313409.5321257805,313409.53212578053,5.820766091346741e-11,True,EEZ_862
1985,830,320992.0487817696,320992.0487817696,0.0,True,EEZ_862
1986,858,337393.56198740413,337393.56198740413,0.0,True,EEZ_862
1987,842,331594.75811994897,331594.758119949,5.820766091346741e-11,True,EEZ_862
1988,856,325849.378090418,325849.378090418,0.0,True,EEZ_862
1989,862,388339.79323797073,388339.7932379707,-5.820766091346741e-11,True,EEZ_862
1990,798,404611.18523582397,404611.18523582397,0.0,True,EEZ_862
1991,785,437603.9468842148,437603.94688421476,-5.820766091346741e-11,True,EEZ_862
1992,853,403626.7900969699,403626.7900969699,0.0,True,EEZ_862
1993,857,483169.0961245396,483169.0961245396,0.0,True,EEZ_862
1994,861,533354.2333421182,533354.2333421182,0.0,True,EEZ_862
1995,864,570334.1522250337,570334.1522250337,0.0,True,EEZ_862
1996,871,540300.3748023853,540300.3748023853,0.0,True,EEZ_862
1997,888,509299.044187043,509299.044187043,0.0,True,EEZ_862
1998,879,560074.4357315779,560074.4357315779,0.0,True,EEZ_862
1999,841,485961.1602945151,485961.16029451514,5.820766091346741e-11,True,EEZ_862
2000,849,407510.4733921194,407510.4733921194,0.0,True,EEZ_862
2001,863,501724.5206575895,501724.5206575895,0.0,True,EEZ_862
2002,879,509333.89450391504,509333.89450391504,0.0,True,EEZ_862
2003,929,481459.8354525368,481459.8354525368,0.0,True,EEZ_862
2004,908,628180.6551732862,628180.6551732862,0.0,True,EEZ_862
2005,889,439855.9075087357,439855.9075087357,0.0,True,EEZ_862
2006,883,347062.19917844073,347062.19917844073,0.0,True,EEZ_862
2007,869,321997.9250821254,321997.9250821254,0.0,True,EEZ_862
2008,836,262976.614308199,262976.614308199,0.0,True,EEZ_862
2009,769,286632.6820334492,286632.6820334492,0.0,True,EEZ_862
2010,749,186854.9175102728,186854.9175102728,0.0,True,EEZ_862
2011,841,191464.0128107851,191464.0128107851,0.0,True,EEZ_862
2012,859,194587.1045084002,194587.1045084002,0.0,True,EEZ_862
2013,1008,185544.3545177869,185544.3545177869,0.0,True,EEZ_862
2014,1032,181518.8361681499,181518.8361681499,0.0,True,EEZ_862
2015,1015,242929.5548353381,242929.55483533812,2.9103830456733704e-11,True,EEZ_862
2016,1112,296642.6454945997,296642.6454945997,0.0,True,EEZ_862
2017,1122,312839.4953810301,312839.4953810301,0.0,True,EEZ_862
2018,1080,306823.9231027043,306823.9231027043,0.0,True,EEZ_862
2019,1057,306380.438267835,306380.438267835,0.0,True,EEZ_862
1950,95,156.0918531296,156.0918531296,0.0,True,EEZ_872
1951,98,207.08482999379999,207.0848299938,2.842170943040401e-14,True,EEZ_872
1952,95,232.9968558744,232.9968558744,0.0,True,EEZ_872
1953,98,267.2859906718,267.2859906718,0.0,True,EEZ_872
1954,104,289.4373330248,289.4373330248,0.0,True,EEZ_872
1955,110,357.4987908042,357.4987908042,0.0,True,EEZ_872
1956,120,413.3010860862,413.3010860862,0.0,True,EEZ_872
1957,163,477.31846248,477.31846248,0.0,True,EEZ_872
1958,122,523.2687297126,523.2687297126,0.0,True,EEZ_872
1959,186,644.6259901189001,644.6259901189,-1.1368683772161603e-13,True,EEZ_872
1960,118,623.1547475625999,623.1547475626,1.1368683772161603e-13,True,EEZ_872
1961,147,1438.1128779606,1438.1128779606,0.0,True,EEZ_872
1962,149,1594.1535837605,1594.1535837605002,2.2737367544323206e-13,True,EEZ_872
1963,210,1600.301683173,1600.301683173,0.0,True,EEZ_872
1964,232,1724.9515481339,1724.9515481339001,2.2737367544323206e-13,True,EEZ_872
1965,229,2104.94399388,2104.94399388,0.0,True,EEZ_872
1966,167,2301.631876888,2301.631876888,0.0,True,EEZ_872
1967,245,2397.6978030416,2397.6978030416,0.0,True,EEZ_872
1968,271,2552.5010663712,2552.5010663712,0.0,True,EEZ_872
1969,268,2565.3517682534,2565.3517682533998,-4.547473508864641e-13,True,EEZ_872
1970,296,2684.1077090217,2684.1077090217,0.0,True,EEZ_872
1971,316,3046.9184375527,3046.9184375527,0.0,True,EEZ_872
1972,277,3371.1686136626,3371.1686136626,0.0,True,EEZ_872
1973,285,3520.5382174266,3520.5382174266,0.0,True,EEZ_872
1974,279,3847.6948325148,3847.6948325148,0.0,True,EEZ_872
1975,336,6120.6318262145,6120.6318262145005,9.094947017729282e-13,True,EEZ_872
1976,348,4161.1547683344,4161.1547683344,0.0,True,EEZ_872
1977,356,11135.7551667067,11135.7551667067,0.0,True,EEZ_872
1978,362,8538.2857438408,8538.2857438408,0.0,True,EEZ_872
1979,363,9128.2092525584,9128.209252558401,1.8189894035458565e-12,True,EEZ_872
1980,338,9437.5693116225,9437.5693116225,0.0,True,EEZ_872
1981,395,12622.406163555,12622.406163555,0.0,True,EEZ_872
1982,406,8645.1445485769,8645.1445485769,0.0,True,EEZ_872
1983,20,5.5053835265,5.5053835265,0.0,True,EEZ_872
1984,16,1.9515626571,1.9515626571,0.0,True,EEZ_872
1985,20,34.3209962572,34.3209962572,0.0,True,EEZ_872
1986,16,2.7305679687,2.7305679687,0.0,True,EEZ_872
1987,22,70.8231465899,70.8231465899,0.0,True,EEZ_872
1988,17,2.0706176735,2.0706176735,0.0,True,EEZ_872
1989,19,1.4142590297,1.4142590297,0.0,True,EEZ_872
1990,25,9.5627193795,9.562719379499999,-1.7763568394002505e-15,True,EEZ_872
1991,7,1.0893158729999999,1.0893158729999999,0.0,True,EEZ_872
1992,12,4.9152084741,4.9152084741,0.0,True,EEZ_872
1993,26,10.0149996928,10.0149996928,0.0,True,EEZ_872
1994,24,3.6187936207,3.6187936207,0.0,True,EEZ_872
1995,24,2.5982906993,2.5982906993,0.0,True,EEZ_872
1996,28,14.0215515926,14.0215515926,0.0,True,EEZ_872
1997,24,23.0421075024,23.0421075024,0.0,True,EEZ_872
1998,27,11.9214068559,11.9214068559,0.0,True,EEZ_872
1999,26,12.7732770458,12.7732770458,0.0,True,EEZ_872
2000,28,12.9958359816,12.9958359816,0.0,True,EEZ_872
2001,28,19.9786809296,19.9786809296,0.0,True,EEZ_872
2002,30,9.2473495997,9.2473495997,0.0,True,EEZ_872
2003,27,1.885420252,1.885420252,0.0,True,EEZ_872
2004,11,5.9163534777999995,5.9163534777999995,0.0,True,EEZ_872
2005,24,1.5451765223,1.5451765223,0.0,True,EEZ_872
2006,27,3.6210258088,3.6210258088,0.0,True,EEZ_872
2007,28,29.8085678264,29.808567826399997,-3.552713678800501e-15,True,EEZ_872
2008,22,7.3989788681,7.3989788681,0.0,True,EEZ_872
2009,24,6.0359033278,6.0359033278,0.0,True,EEZ_872
2010,21,2.7898161275,2.7898161275,0.0,True,EEZ_872
2011,22,5.012948833199999,5.0129488332,8.881784197001252e-16,True,EEZ_872
2012,22,8.8021844674,8.8021844674,0.0,True,EEZ_872
2013,22,7.1121716817,7.1121716817,0.0,True,EEZ_872
2014,22,11.218840008,11.218840008,0.0,True,EEZ_872
2015,22,10.7246434936,10.7246434936,0.0,True,EEZ_872
2016,22,12.1422863426,12.1422863426,0.0,True,EEZ_872
2017,22,6.8497800798,6.8497800797999995,-8.881784197001252e-16,True,EEZ_872
2018,22,7.2187323580000005,7.2187323580000005,0.0,True,EEZ_872
2019,22,34.6337873892,34.6337873892,0.0,True,EEZ_872
1950,114,443.9745866309,443.97458663090003,5.684341886080802e-14,True,EEZ_876
1951,116,438.8876888181,438.8876888181,0.0,True,EEZ_876
1952,116,440.2920187167,440.2920187167,0.0,True,EEZ_876
1953,116,438.1480370151,438.1480370151,0.0,True,EEZ_876
1954,116,435.0038231729,435.0038231729,0.0,True,EEZ_876
1955,175,442.7612985912,442.7612985912,0.0,True,EEZ_876
1956,161,578.1069971892,578.1069971892,0.0,True,EEZ_876
1957,172,1082.2984358024,1082.2984358024,0.0,True,EEZ_876
1958,182,647.3161754314,647.3161754314,0.0,True,EEZ_876
1959,187,734.0237231762,734.0237231762,0.0,True,EEZ_876
1960,186,860.7482081214,860.7482081214,0.0,True,EEZ_876
1961,192,1906.9279378659,1906.9279378659,0.0,True,EEZ_876
1962,185,1278.0752328432,1278.0752328432,0.0,True,EEZ_876
1963,191,1608.4429534394,1608.4429534394,0.0,True,EEZ_876
1964,216,2133.2470775121,2133.2470775121,0.0,True,EEZ_876
1965,206,1732.8416084123999,1732.8416084123999,0.0,True,EEZ_876
1966,219,1878.5975838659,1878.5975838659,0.0,True,EEZ_876
1967,223,2223.3375318281,2223.3375318281,0.0,True,EEZ_876
1968,294,1838.1989807106,1838.1989807105997,-2.2737367544323206e-13,True,EEZ_876
1969,303,1884.24864691,1884.2486469100002,2.2737367544323206e-13,True,EEZ_876
1970,353,2151.28321783,2151.28321783,0.0,True,EEZ_876
1971,337,2172.7877341461,2172.7877341461,0.0,True,EEZ_876
1972,320,3023.2828817086,3023.2828817085997,-4.547473508864641e-13,True,EEZ_876
1973,359,2005.2859847434,2005.2859847434,0.0,True,EEZ_876
1974,317,1955.857609936,1955.857609936,0.0,True,EEZ_876
1975,366,1420.2931455069,1420.2931455069,0.0,True,EEZ_876
1976,395,1929.0798430322,1929.0798430322,0.0,True,EEZ_876
1977,372,1461.7955836719,1461.7955836719,0.0,True,EEZ_876
1978,226,918.8108756368999,918.8108756368999,0.0,True,EEZ_876
1979,226,909.549036249,909.549036249,0.0,True,EEZ_876
1980,228,2732.7013300777,2732.7013300777,0.0,True,EEZ_876
1981,270,4412.2913252674,4412.2913252674,0.0,True,EEZ_876
1982,273,2445.3379880123,2445.3379880123002,4.547473508864641e-13,True,EEZ_876
1983,273,2124.9166812457,2124.9166812457,0.0,True,EEZ_876
1984,268,3990.2987673341,3990.2987673341,0.0,True,EEZ_876
1985,277,3721.8359761588003,3721.8359761588,-4.547473508864641e-13,True,EEZ_876
1986,304,2795.4409194671,2795.4409194671002,4.547473508864641e-13,True,EEZ_876
1987,323,3995.5822950481997,3995.5822950482,4.547473508864641e-13,True,EEZ_876
1988,275,4309.0518628955,4309.0518628955,0.0,True,EEZ_876
1989,257,5142.1394331871,5142.1394331871,0.0,True,EEZ_876
1990,322,4525.8431686955,4525.8431686955,0.0,True,EEZ_876
1991,379,5608.6876924758,5608.6876924758,0.0,True,EEZ_876
1992,359,3675.4373790434997,3675.4373790435,4.547473508864641e-13,True,EEZ_876
1993,360,3221.0357183388,3221.0357183388,0.0,True,EEZ_876
1994,448,5026.3037236819,5026.3037236819,0.0,True,EEZ_876
1995,348,4625.7396260629,4625.7396260629,0.0,True,EEZ_876
1996,346,5732.2223090788,5732.2223090788,0.0,True,EEZ_876
1997,319,4739.7957902082,4739.7957902082,0.0,True,EEZ_876
1998,356,3236.419410255,3236.419410255,0.0,True,EEZ_876
1999,383,3739.0658430344,3739.0658430344,0.0,True,EEZ_876
2000,370,1741.1192274394,1741.1192274394,0.0,True,EEZ_876
2001,263,1606.1484040403,1606.1484040403,0.0,True,EEZ_876
2002,261,1468.7440322391,1468.7440322391,0.0,True,EEZ_876
2003,253,1268.5933756,1268.5933756,0.0,True,EEZ_876
2004,272,1307.7554765034,1307.7554765034,0.0,True,EEZ_876
2005,293,1401.5258324896,1401.5258324896,0.0,True,EEZ_876
2006,260,1342.2706757263,1342.2706757263,0.0,True,EEZ_876
2007,273,1537.9710115495,1537.9710115495,0.0,True,EEZ_876
2008,290,1507.0848488133,1507.0848488133,0.0,True,EEZ_876
2009,275,1651.6594818997,1651.6594818997,0.0,True,EEZ_876
2010,278,1727.3041728095,1727.3041728095,0.0,True,EEZ_876
2011,282,1702.193945545,1702.193945545,0.0,True,EEZ_876
2012,279,1569.3494612453,1569.3494612453,0.0,True,EEZ_876
2013,281,1429.258464183,1429.258464183,0.0,True,EEZ_876
2014,256,1547.3244368356,1547.3244368356,0.0,True,EEZ_876
2015,277,2335.5366295173,2335.5366295173003,4.547473508864641e-13,True,EEZ_876
2016,276,1974.4500307273,1974.4500307273001,2.2737367544323206e-13,True,EEZ_876
2017,284,1328.2556962427,1328.2556962427,0.0,True,EEZ_876
2018,289,985.4593402294,985.4593402294,0.0,True,EEZ_876
2019,284,971.0058082377,971.0058082377,0.0,True,EEZ_876
1950,159,5822.0029106169,5822.0029106169,0.0,True,EEZ_882
1951,182,5996.4690239993,5996.4690239993,0.0,True,EEZ_882
1952,182,6169.3746959999,6169.3746959999,0.0,True,EEZ_882
1953,182,6340.7170160004,6340.717016000401,9.094947017729282e-13,True,EEZ_882
1954,182,6510.4959840005,6510.4959840005,0.0,True,EEZ_882
1955,182,6678.7116000005,6678.7116000005,0.0,True,EEZ_882
1956,227,7526.3510641007,7526.3510641007,0.0,True,EEZ_882
1957,226,8056.936810747,8056.936810747,0.0,True,EEZ_882
1958,241,7936.4493639775,7936.4493639775,0.0,True,EEZ_882
1959,245,7793.3892682337,7793.3892682337,0.0,True,EEZ_882
1960,245,7627.4127637597,7627.4127637597,0.0,True,EEZ_882
1961,243,8406.273220096,8406.273220096,0.0,True,EEZ_882
1962,248,8037.8087139742,8037.8087139742,0.0,True,EEZ_882
1963,244,8122.6999264713995,8122.6999264714,9.094947017729282e-13,True,EEZ_882
1964,261,8488.5290297552,8488.5290297552,0.0,True,EEZ_882
1965,268,8745.3643124196,8745.3643124196,0.0,True,EEZ_882
1966,276,9143.3102135114,9143.3102135114,0.0,True,EEZ_882
1967,280,9460.502145140199,9460.5021451402,1.8189894035458565e-12,True,EEZ_882
1968,200,11276.430014388001,11276.430014388001,0.0,True,EEZ_882
1969,294,11001.2633518005,11001.2633518005,0.0,True,EEZ_882
1970,312,10756.4117553037,10756.4117553037,0.0,True,EEZ_882
1971,301,10060.8287427185,10060.8287427185,0.0,True,EEZ_882
1972,306,10492.2315741764,10492.2315741764,0.0,True,EEZ_882
1973,316,17422.5824870148,17422.5824870148,0.0,True,EEZ_882
1974,304,11196.489979718699,11196.489979718699,0.0,True,EEZ_882
1975,330,11910.8658261627,11910.8658261627,0.0,True,EEZ_882
1976,331,10667.8281601992,10667.8281601992,0.0,True,EEZ_882
1977,295,9926.8170597124,9926.8170597124,0.0,True,EEZ_882
1978,322,10181.438366456101,10181.4383664561,-1.8189894035458565e-12,True,EEZ_882
1979,323,10962.0054962692,10962.0054962692,0.0,True,EEZ_882
1980,322,11090.0814126508,11090.0814126508,0.0,True,EEZ_882
1981,322,12189.8165689374,12189.8165689374,0.0,True,EEZ_882
1982,322,13322.4108730915,13322.4108730915,0.0,True,EEZ_882
1983,348,13139.2205275074,13139.220527507401,1.8189894035458565e-12,True,EEZ_882
1984,345,12900.3461123403,12900.3461123403,0.0,True,EEZ_882
1985,342,12331.1044621708,12331.1044621708,0.0,True,EEZ_882
1986,339,11958.3729320576,11958.3729320576,0.0,True,EEZ_882
1987,342,11815.0320713472,11815.0320713472,0.0,True,EEZ_882
1988,343,13915.7384132996,13915.7384132996,0.0,True,EEZ_882
1989,240,11708.5142130523,11708.5142130523,0.0,True,EEZ_882
1990,203,6283.8027002054,6283.8027002054,0.0,True,EEZ_882
1991,413,8223.7102714921,8223.7102714921,0.0,True,EEZ_882
1992,345,8501.9184771889,8501.9184771889,0.0,True,EEZ_882
1993,522,7351.4331597738,7351.4331597738,0.0,True,EEZ_882
1994,552,9400.1937693117,9400.1937693117,0.0,True,EEZ_882
1995,375,11190.5287422586,11190.5287422586,0.0,True,EEZ_882
1996,381,12294.4456522918,12294.4456522918,0.0,True,EEZ_882
1997,394,17837.6158080246,17837.6158080246,0.0,True,EEZ_882
1998,426,20804.7068856027,20804.7068856027,0.0,True,EEZ_882
1999,392,18876.6243503591,18876.6243503591,0.0,True,EEZ_882
2000,496,16946.6539232602,16946.6539232602,0.0,True,EEZ_882
2001,514,21061.6140023365,21061.6140023365,0.0,True,EEZ_882
2002,553,19952.2210488991,19952.2210488991,0.0,True,EEZ_882
2003,466,16456.7750350463,16456.7750350463,0.0,True,EEZ_882
2004,474,15460.7090227382,15460.7090227382,0.0,True,EEZ_882
2005,472,14760.2120068116,14760.2120068116,0.0,True,EEZ_882
2006,488,17119.4944925288,17119.4944925288,0.0,True,EEZ_882
2007,490,19011.772930126,19011.772930126,0.0,True,EEZ_882
2008,486,18242.1412140033,18242.1412140033,0.0,True,EEZ_882
2009,608,19636.3652318722,19636.365231872198,-3.637978807091713e-12,True,EEZ_882
2010,634,20305.3727808922,20305.3727808922,0.0,True,EEZ_882
2011,632,17810.1381387466,17810.1381387466,0.0,True,EEZ_882
2012,622,18638.6568333319,18638.6568333319,0.0,True,EEZ_882
2013,610,16191.4334745948,16191.4334745948,0.0,True,EEZ_882
2014,618,14452.3930714988,14452.3930714988,0.0,True,EEZ_882
2015,603,14072.6883802239,14072.6883802239,0.0,True,EEZ_882
2016,696,16319.3440762706,16319.3440762706,0.0,True,EEZ_882
2017,723,15089.7978420446,15089.7978420446,0.0,True,EEZ_882
2018,740,13013.953775661701,13013.953775661701,0.0,True,EEZ_882
2019,588,13979.0205088216,13979.0205088216,0.0,True,EEZ_882
1950,250,419.7922481068,419.7922481068,0.0,True,EEZ_891
1951,251,419.480919535,419.480919535,0.0,True,EEZ_891
1952,250,406.0581371312,406.0581371312,0.0,True,EEZ_891
1953,259,408.8951820784,408.8951820784,0.0,True,EEZ_891
1954,260,477.807061086,477.807061086,0.0,True,EEZ_891
1955,260,534.0244153107,534.0244153107,0.0,True,EEZ_891
1956,261,570.0033824015,570.0033824015,0.0,True,EEZ_891
1957,261,564.958441933,564.958441933,0.0,True,EEZ_891
1958,259,566.0630958063,566.0630958063,0.0,True,EEZ_891
1959,260,529.7542454619,529.7542454619,0.0,True,EEZ_891
1960,263,571.5941919717,571.5941919717,0.0,True,EEZ_891
1961,261,603.6080972555,603.6080972555,0.0,True,EEZ_891
1962,260,577.7601362576,577.7601362576,0.0,True,EEZ_891
1963,260,637.5663361757,637.5663361757,0.0,True,EEZ_891
1964,260,810.4143714813,810.4143714813,0.0,True,EEZ_891
1965,260,880.0188167999,880.0188167999,0.0,True,EEZ_891
1966,260,791.5019109139,791.5019109139,0.0,True,EEZ_891
1967,259,823.7355238349,823.7355238349,0.0,True,EEZ_891
1968,258,864.7222804858,864.7222804858,0.0,True,EEZ_891
1969,259,885.4294180823,885.4294180823,0.0,True,EEZ_891
1970,278,959.81264795,959.81264795,0.0,True,EEZ_891
1971,278,961.8515650657,961.8515650657,0.0,True,EEZ_891
1972,279,866.3879923093,866.3879923093,0.0,True,EEZ_891
1973,279,824.7817658934,824.7817658934,0.0,True,EEZ_891
1974,281,907.6195194858,907.6195194858,0.0,True,EEZ_891
1975,282,875.2980336229,875.2980336229,0.0,True,EEZ_891
1976,280,1013.2092484352,1013.2092484352,0.0,True,EEZ_891
1977,281,981.8092894915,981.8092894915,0.0,True,EEZ_891
1978,279,1018.7672755888,1018.7672755888,0.0,True,EEZ_891
1979,282,1070.6676174239,1070.6676174239,0.0,True,EEZ_891
1980,278,1318.4866968305,1318.4866968305,0.0,True,EEZ_891
1981,277,1141.3963287459,1141.3963287459,0.0,True,EEZ_891
1982,285,1324.0840379874,1324.0840379874,0.0,True,EEZ_891
1983,280,1222.3520645262,1222.3520645262,0.0,True,EEZ_891
1984,279,1219.1072928094,1219.1072928094,0.0,True,EEZ_891
1985,279,1268.8502302886,1268.8502302886,0.0,True,EEZ_891
1986,279,1620.8868858347,1620.8868858347,0.0,True,EEZ_891
1987,279,1555.6522486347,1555.6522486347,0.0,True,EEZ_891
1988,279,1292.2215740752,1292.2215740752001,2.2737367544323206e-13,True,EEZ_891
1989,279,1253.5930498372,1253.5930498372,0.0,True,EEZ_891
1990,280,1186.0616184183,1186.0616184183,0.0,True,EEZ_891
1991,292,1036.6334865889,1036.6334865889,0.0,True,EEZ_891
1992,295,953.3833233998,953.3833233997999,-1.1368683772161603e-13,True,EEZ_891
1993,298,1062.6534647306,1062.6534647306,0.0,True,EEZ_891
1994,288,1004.8292620166,1004.8292620166,0.0,True,EEZ_891
1995,298,1297.8291128803,1297.8291128803,0.0,True,EEZ_891
