year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled,unit_id
2017,95,853.8503733642,853.8503733642,0.0,True,EEZ_060
2018,93,813.6885546954,813.6885546954,0.0,True,EEZ_060
2019,115,873.7608096846,873.7608096846,0.0,True,EEZ_060
1950,165,10.2867937527,10.2867937527,0.0,True,EEZ_070
1951,165,14.5727057563,14.5727057563,0.0,True,EEZ_070
1952,165,18.827225384,18.827225384,0.0,True,EEZ_070
1953,174,22.8897041187,22.8897041187,0.0,True,EEZ_070
1954,175,23.8717527058,23.8717527058,0.0,True,EEZ_070
1955,175,24.319228934199998,24.319228934199998,0.0,True,EEZ_070
1956,175,25.1578163533,25.1578163533,0.0,True,EEZ_070
1957,175,26.0512667339,26.0512667339,0.0,True,EEZ_070
1958,174,26.8092743673,26.809274367300002,3.552713678800501e-15,True,EEZ_070
1959,174,27.3013631558,27.3013631558,0.0,True,EEZ_070
1960,177,28.2024505682,28.2024505682,0.0,True,EEZ_070
1961,176,29.5836655215,29.5836655215,0.0,True,EEZ_070
1962,176,30.8014160409,30.801416040899998,-3.552713678800501e-15,True,EEZ_070
1963,176,32.410458196200004,32.410458196200004,0.0,True,EEZ_070
1964,176,34.1367006174,34.136700617399995,-7.105427357601002e-15,True,EEZ_070
1965,176,35.9323679072,35.9323679072,0.0,True,EEZ_070
1966,176,36.9531438802,36.9531438802,0.0,True,EEZ_070
1967,175,37.9881270359,37.9881270359,0.0,True,EEZ_070
1968,178,39.0979818871,39.0979818871,0.0,True,EEZ_070
1969,179,39.6893366977,39.6893366977,0.0,True,EEZ_070
1970,203,40.852230204,40.852230204,0.0,True,EEZ_070
1971,203,42.117510224899995,42.1175102249,7.105427357601002e-15,True,EEZ_070
1972,204,43.704294318500004,43.7042943185,-7.105427357601002e-15,True,EEZ_070
1973,204,44.7596343867,44.7596343867,0.0,True,EEZ_070
1974,202,45.9242430289,45.9242430289,0.0,True,EEZ_070
1975,203,47.6250400575,47.6250400575,0.0,True,EEZ_070
1976,201,49.074371138100005,49.0743711381,-7.105427357601002e-15,True,EEZ_070
1977,202,50.5336032812,50.5336032812,0.0,True,EEZ_070
1978,200,51.83074127,51.83074127,0.0,True,EEZ_070
1979,200,53.5965838372,53.5965838372,0.0,True,EEZ_070
1980,196,55.5946400911,55.594640091100004,7.105427357601002e-15,True,EEZ_070
1981,195,57.133423520600005,57.133423520600005,0.0,True,EEZ_070
1982,203,58.5266472247,58.5266472247,0.0,True,EEZ_070
1983,200,61.530477595,61.53047759500001,7.105427357601002e-15,True,EEZ_070
1984,211,63.608256785500004,63.608256785500004,0.0,True,EEZ_070
1985,199,64.80630575320001,64.8063057532,-1.4210854715202004e-14,True,EEZ_070
1986,199,68.0539189819,68.05391898190001,1.4210854715202004e-14,True,EEZ_070
1987,199,69.4867670895,69.48676708949999,-1.4210854715202004e-14,True,EEZ_070
1988,200,71.859532748,71.85953274799999,-1.4210854715202004e-14,True,EEZ_070
1989,200,73.8702353916,73.87023539159999,-1.4210854715202004e-14,True,EEZ_070
1990,200,77.9645466699,77.9645466699,0.0,True,EEZ_070
1991,212,74.1992473242,74.1992473242,0.0,True,EEZ_070
1992,209,72.0542389905,72.0542389905,0.0,True,EEZ_070
1993,212,67.3569889606,67.3569889606,0.0,True,EEZ_070
1994,200,64.10379284929999,64.10379284929999,0.0,True,EEZ_070
1995,200,60.9705864662,60.9705864662,0.0,True,EEZ_070
1996,200,62.724418634900005,62.7244186349,-7.105427357601002e-15,True,EEZ_070
1997,208,68.182721807,68.182721807,0.0,True,EEZ_070
1998,208,64.83253106699999,64.83253106699999,0.0,True,EEZ_070
1999,208,58.6010737384,58.6010737384,0.0,True,EEZ_070
2000,206,65.8532327865,65.8532327865,0.0,True,EEZ_070
2001,207,68.8487360325,68.8487360325,0.0,True,EEZ_070
2002,208,75.8510155228,75.8510155228,0.0,True,EEZ_070
2003,207,72.5659535348,72.5659535348,0.0,True,EEZ_070
2004,207,72.7119713786,72.7119713786,0.0,True,EEZ_070
2005,205,69.85759274509999,69.85759274509999,0.0,True,EEZ_070
2006,206,69.25525680049999,69.25525680049999,0.0,True,EEZ_070
2007,206,68.6476231125,68.6476231125,0.0,True,EEZ_070
2008,207,68.0346214799,68.0346214799,0.0,True,EEZ_070
2009,204,67.4161804561,67.4161804561,0.0,True,EEZ_070
2010,204,66.79222731910001,66.7922273191,-1.4210854715202004e-14,True,EEZ_070
2011,205,66.1626880457,66.1626880457,0.0,True,EEZ_070
2012,205,65.5274872808,65.5274872808,0.0,True,EEZ_070
2013,205,64.8865483089,64.8865483089,0.0,True,EEZ_070
2014,204,64.2397930196,64.2397930196,0.0,True,EEZ_070
2015,204,63.5969152752,63.5969152752,0.0,True,EEZ_070
2016,204,62.9530681449,62.9530681449,0.0,True,EEZ_070
2017,204,62.309221014500004,62.3092210145,-7.105427357601002e-15,True,EEZ_070
2018,207,61.6646952843,61.6646952843,0.0,True,EEZ_070
2019,205,61.020557293,61.020557292999996,-7.105427357601002e-15,True,EEZ_070
2004,14,2.1145276799,2.1145276798999997,-4.440892098500626e-16,True,EEZ_074
2005,34,17.481147424,17.481147424,0.0,True,EEZ_074
2006,40,55.7461392978,55.7461392978,0.0,True,EEZ_074
2007,126,40.1355674162,40.135567416200004,7.105427357601002e-15,True,EEZ_074
2008,38,35.4903085569,35.490308556900004,7.105427357601002e-15,True,EEZ_074
2009,76,70.41867322030001,70.4186732203,-1.4210854715202004e-14,True,EEZ_074
2010,102,135.5664142242,135.5664142242,0.0,True,EEZ_074
2011,94,182.343854043,182.343854043,0.0,True,EEZ_074
2012,54,97.7280107759,97.7280107759,0.0,True,EEZ_074
2013,104,104.9243594936,104.92435949360001,1.4210854715202004e-14,True,EEZ_074
2014,46,42.1123458718,42.1123458718,0.0,True,EEZ_074
2015,72,75.4605414201,75.4605414201,0.0,True,EEZ_074
2016,82,83.9315032538,83.9315032538,0.0,True,EEZ_074
2017,70,145.0834507067,145.0834507067,0.0,True,EEZ_074
2018,86,171.28746031,171.28746031000003,2.842170943040401e-14,True,EEZ_074
2019,70,133.5611006555,133.56110065549998,-2.842170943040401e-14,True,EEZ_074
1950,2015,185626.6239205749,185626.6239205749,0.0,True,EEZ_076
1951,2016,183864.4276743918,183864.4276743918,0.0,True,EEZ_076
1952,2015,205557.2260985556,205557.2260985556,0.0,True,EEZ_076
1953,2014,178508.0548936465,178508.0548936465,0.0,True,EEZ_076
1954,2014,201714.9399701711,201714.9399701711,0.0,True,EEZ_076
1955,2015,212813.6395218204,212813.6395218204,0.0,True,EEZ_076
1956,2054,230376.5870001542,230376.5870001542,0.0,True,EEZ_076
1957,2059,223717.4520988672,223717.45209886722,2.9103830456733704e-11,True,EEZ_076
1958,2087,237250.6829443755,237250.6829443755,0.0,True,EEZ_076
