unit_id,region_name,region_type,first_year,last_year,year_count,source_data_status
EEZ_008,Albania,EEZ,1950.0,2019.0,70,available
EEZ_012,Algeria,EEZ,1950.0,2019.0,70,available
EEZ_016,American Samoa,EEZ,1950.0,2019.0,70,available
EEZ_024,Angola,EEZ,1950.0,2019.0,70,available
EEZ_028,Antigua & Barbuda,EEZ,1950.0,2019.0,70,available
EEZ_032,Argentina,EEZ,1950.0,2019.0,70,available
EEZ_036,Australia,EEZ,1950.0,2019.0,70,available
EEZ_037,Macquarie Isl. (Australia),EEZ,1952.0,2019.0,47,available
EEZ_038,Lord Howe Isl. (Australia),EEZ,1950.0,2019.0,70,available
EEZ_044,Bahamas,EEZ,1950.0,2019.0,70,available
EEZ_048,Bahrain,EEZ,1950.0,2019.0,70,available
EEZ_050,Bangladesh,EEZ,1950.0,2019.0,70,available
EEZ_052,Barbados,EEZ,1950.0,2019.0,70,available
EEZ_056,Belgium,EEZ,1950.0,2019.0,70,available
EEZ_060,Bermuda (UK),EEZ,1950.0,2019.0,70,available
EEZ_070,Bosnia & Herzegovina,EEZ,1950.0,2019.0,70,available
EEZ_074,Bouvet Isl. (Norway),EEZ,2004.0,2019.0,16,available
EEZ_076,Brazil (mainland),EEZ,1950.0,2019.0,70,available
EEZ_077,Trindade & Martim Vaz Isl. (Brazil),EEZ,1951.0,2019.0,64,available
EEZ_084,Belize,EEZ,1950.0,2019.0,70,available
EEZ_086,Chagos Archipelago (UK),EEZ,1950.0,2019.0,70,available
EEZ_090,Solomon Isl.,EEZ,1950.0,2019.0,70,available
EEZ_092,British Virgin Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_096,Brunei Darussalam,EEZ,1950.0,2019.0,70,available
EEZ_100,Bulgaria,EEZ,1950.0,2019.0,70,available
EEZ_104,Myanmar,EEZ,1950.0,2019.0,70,available
EEZ_111,Eritrea,EEZ,1950.0,2019.0,70,available
EEZ_116,Cambodia,EEZ,1950.0,2019.0,70,available
EEZ_120,Cameroon,EEZ,1950.0,2019.0,70,available
EEZ_132,Cape Verde,EEZ,1950.0,2019.0,70,available
EEZ_136,Cayman Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_144,Sri Lanka,EEZ,1950.0,2019.0,70,available
EEZ_152,Chile (mainland),EEZ,1950.0,2019.0,70,available
EEZ_153,Easter Isl. (Chile),EEZ,1950.0,2019.0,70,available
EEZ_154,Desventuradas Isl. (Chile),EEZ,1950.0,2019.0,70,available
EEZ_155,Juan Fernandez Islands (Chile),EEZ,1950.0,2019.0,70,available
EEZ_156,China,EEZ,1950.0,2019.0,70,available
EEZ_157,Taiwan,EEZ,1950.0,2019.0,70,available
EEZ_162,Christmas Isl. (Australia),EEZ,1950.0,2019.0,70,available
EEZ_166,Cocos (Keeling) Isl. (Australia),EEZ,1950.0,2019.0,70,available
EEZ_174,Comoros Isl.,EEZ,1950.0,2019.0,70,available
EEZ_175,Mayotte (France),EEZ,1950.0,2019.0,70,available
EEZ_178,"Congo, R. of",EEZ,1950.0,2019.0,70,available
EEZ_180,Congo (ex-Zaire),EEZ,1950.0,2019.0,70,available
EEZ_184,Cook Islands,EEZ,1950.0,2019.0,70,available
EEZ_191,Croatia,EEZ,1950.0,2019.0,70,available
EEZ_192,Cuba,EEZ,1950.0,2019.0,70,available
EEZ_197,Cyprus (North),EEZ,1950.0,2019.0,70,available
EEZ_198,Cyprus (South),EEZ,1950.0,2019.0,70,available
EEZ_204,Benin,EEZ,1950.0,2019.0,70,available
EEZ_212,Dominica,EEZ,1950.0,2019.0,70,available
EEZ_214,Dominican Republic,EEZ,1950.0,2019.0,70,available
EEZ_218,Ecuador (mainland),EEZ,1950.0,2019.0,70,available
EEZ_219,Galapagos Isl. (Ecuador),EEZ,1950.0,2019.0,70,available
EEZ_222,El Salvador,EEZ,1950.0,2019.0,70,available
EEZ_226,Equatorial Guinea,EEZ,1950.0,2019.0,70,available
EEZ_233,Estonia,EEZ,1950.0,2019.0,70,available
EEZ_234,Faeroe Isl. (Denmark),EEZ,1950.0,2019.0,70,available
EEZ_238,Falkland Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_239,South Georgia & Sandwich Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_242,Fiji,EEZ,1950.0,2019.0,70,available
EEZ_246,Finland,EEZ,1950.0,2019.0,70,available
EEZ_251,Mozambique Channel Isl. (France),EEZ,1950.0,2019.0,70,available
EEZ_252,Tromelin Isl. (France),EEZ,1950.0,2019.0,63,available
EEZ_254,French Guiana,EEZ,1950.0,2019.0,70,available
EEZ_258,French Polynesia,EEZ,1950.0,2019.0,70,available
EEZ_262,Djibouti,EEZ,1950.0,2019.0,70,available
EEZ_266,Gabon,EEZ,1950.0,2019.0,70,available
EEZ_268,Georgia,EEZ,1950.0,2019.0,70,available
EEZ_270,Gambia,EEZ,1950.0,2019.0,70,available
EEZ_274,Gaza Strip,EEZ,1950.0,2019.0,70,available
EEZ_277,Germany (North Sea),EEZ,1950.0,2019.0,70,available
EEZ_278,Germany (Baltic Sea),EEZ,1950.0,2019.0,70,available
EEZ_288,Ghana,EEZ,1950.0,2019.0,70,available
EEZ_300,Greece (without Crete),EEZ,1950.0,2019.0,70,available
EEZ_304,Greenland (Denmark),EEZ,1950.0,2019.0,70,available
EEZ_308,Grenada,EEZ,1950.0,2019.0,70,available
EEZ_312,Guadeloupe  (France),EEZ,1950.0,2019.0,70,available
EEZ_316,Guam (USA),EEZ,1950.0,2019.0,70,available
EEZ_324,Guinea,EEZ,1950.0,2019.0,70,available
EEZ_328,Guyana,EEZ,1950.0,2019.0,70,available
EEZ_332,Haiti,EEZ,1950.0,2019.0,70,available
EEZ_334,Heard & McDonald Isl. (Australia),EEZ,1952.0,2019.0,40,available
EEZ_344,Hong Kong (China),EEZ,1950.0,2019.0,70,available
EEZ_352,Iceland,EEZ,1950.0,2019.0,70,available
EEZ_356,India (mainland),EEZ,1950.0,2019.0,70,available
EEZ_357,Andaman & Nicobar Isl. (India),EEZ,1950.0,2019.0,70,available
EEZ_361,Indonesia (Eastern),EEZ,1950.0,2019.0,70,available
EEZ_368,Iraq,EEZ,1950.0,2019.0,70,available
EEZ_372,Ireland,EEZ,1950.0,2019.0,70,available
EEZ_380,Italy (mainland),EEZ,1950.0,2019.0,70,available
EEZ_384,Côte d'Ivoire,EEZ,1950.0,2019.0,70,available
EEZ_388,Jamaica,EEZ,1950.0,2019.0,70,available
EEZ_390,Japan (main islands),EEZ,1950.0,2019.0,70,available
EEZ_393,Japan (Daito Islands),EEZ,1950.0,2019.0,70,available
EEZ_396,Johnston Atoll (USA),EEZ,1950.0,2019.0,68,available
EEZ_400,Jordan,EEZ,1950.0,2019.0,70,available
EEZ_404,Kenya,EEZ,1950.0,2019.0,70,available
EEZ_410,Korea (South),EEZ,1950.0,2019.0,70,available
EEZ_414,Kuwait,EEZ,1950.0,2019.0,70,available
EEZ_422,Lebanon,EEZ,1950.0,2019.0,70,available
EEZ_428,Latvia,EEZ,1950.0,2019.0,70,available
EEZ_430,Liberia,EEZ,1950.0,2019.0,70,available
EEZ_434,Libya,EEZ,1950.0,2019.0,70,available
EEZ_440,Lithuania,EEZ,1950.0,2019.0,70,available
EEZ_450,Madagascar,EEZ,1950.0,2019.0,70,available
EEZ_459,Malaysia (Peninsula West),EEZ,1950.0,2019.0,70,available
EEZ_460,Malaysia (Peninsula East),EEZ,1950.0,2019.0,70,available
EEZ_461,Malaysia (Sabah),EEZ,1950.0,2019.0,70,available
EEZ_462,Maldives,EEZ,1950.0,2019.0,70,available
EEZ_463,Malaysia (Sarawak),EEZ,1950.0,2019.0,70,available
EEZ_470,Malta,EEZ,1950.0,2019.0,70,available
EEZ_474,Martinique (France),EEZ,1950.0,2019.0,70,available
EEZ_478,Mauritania,EEZ,1950.0,2019.0,70,available
EEZ_480,Mauritius,EEZ,1950.0,2019.0,70,available
EEZ_488,Hawaii Northwest Islands (USA),EEZ,1950.0,2019.0,70,available
EEZ_500,Montserrat (UK),EEZ,1950.0,2019.0,70,available
EEZ_508,Mozambique,EEZ,1950.0,2019.0,70,available
EEZ_512,Oman,EEZ,1950.0,2019.0,70,available
EEZ_516,Namibia,EEZ,1950.0,2019.0,70,available
EEZ_520,Nauru,EEZ,1950.0,2019.0,70,available
EEZ_528,Netherlands,EEZ,1950.0,2019.0,70,available
EEZ_540,New Caledonia (France),EEZ,1950.0,2019.0,70,available
EEZ_548,Vanuatu,EEZ,1950.0,2019.0,70,available
EEZ_554,New Zealand,EEZ,1950.0,2019.0,70,available
EEZ_555,Kermadec Isl. (New Zealand),EEZ,1950.0,2019.0,70,available
EEZ_566,Nigeria,EEZ,1950.0,2019.0,70,available
EEZ_570,Niue (New Zealand),EEZ,1950.0,2019.0,70,available
EEZ_574,Norfolk Isl. (Australia),EEZ,1950.0,2019.0,70,available
EEZ_578,Norway,EEZ,1950.0,2019.0,70,available
EEZ_579,Jan Mayen Isl. (Norway),EEZ,1950.0,2019.0,70,available
EEZ_580,Northern Marianas (USA),EEZ,1950.0,2019.0,70,available
EEZ_583,Micronesia (Federated States of),EEZ,1950.0,2019.0,70,available
EEZ_584,Marshall Isl.,EEZ,1950.0,2019.0,70,available
EEZ_585,Palau,EEZ,1950.0,2019.0,70,available
EEZ_586,Pakistan,EEZ,1950.0,2019.0,70,available
EEZ_598,Papua New Guinea,EEZ,1950.0,2019.0,70,available
EEZ_604,Peru,EEZ,1950.0,2019.0,70,available
EEZ_608,Philippines,EEZ,1950.0,2019.0,70,available
EEZ_612,Pitcairn (UK),EEZ,1950.0,2019.0,70,available
EEZ_616,Poland,EEZ,1950.0,2019.0,70,available
EEZ_620,Portugal (mainland),EEZ,1950.0,2019.0,70,available
EEZ_621,Madeira Isl. (Portugal),EEZ,1950.0,2019.0,70,available
EEZ_622,Azores Isl. (Portugal),EEZ,1950.0,2019.0,70,available
EEZ_624,Guinea-Bissau,EEZ,1950.0,2019.0,70,available
EEZ_626,Timor Leste,EEZ,1950.0,2019.0,70,available
EEZ_630,Puerto Rico (USA),EEZ,1950.0,2019.0,70,available
EEZ_634,Qatar,EEZ,1950.0,2019.0,70,available
EEZ_638,Réunion (France),EEZ,1950.0,2019.0,70,available
EEZ_642,Romania,EEZ,1950.0,2019.0,70,available
EEZ_645,Russia (Barents Sea),EEZ,1950.0,2019.0,70,available
EEZ_647,Russia (Black Sea),EEZ,1950.0,2019.0,70,available
EEZ_648,Russia (Baltic Sea),EEZ,1950.0,2019.0,70,available
EEZ_649,Russia (Far East),EEZ,1950.0,2019.0,70,available
EEZ_654,Saint Helena (UK),EEZ,1950.0,2019.0,70,available
EEZ_659,Saint Kitts & Nevis,EEZ,1950.0,2019.0,70,available
EEZ_660,Anguilla (UK),EEZ,1950.0,2019.0,70,available
EEZ_662,Saint Lucia,EEZ,1950.0,2019.0,70,available
EEZ_666,Saint Pierre & Miquelon (France),EEZ,1950.0,2019.0,70,available
EEZ_670,Saint Vincent & the Grenadines,EEZ,1950.0,2019.0,70,available
EEZ_678,Sao Tome & Principe,EEZ,1950.0,2019.0,70,available
EEZ_683,Saudi Arabia (Red Sea),EEZ,1950.0,2019.0,70,available
EEZ_684,Saudi Arabia (Persian Gulf),EEZ,1950.0,2019.0,70,available
EEZ_686,Senegal,EEZ,1950.0,2019.0,70,available
EEZ_690,Seychelles,EEZ,1950.0,2019.0,70,available
EEZ_694,Sierra Leone,EEZ,1950.0,2019.0,70,available
EEZ_702,Singapore,EEZ,1950.0,2019.0,70,available
EEZ_704,Viet Nam,EEZ,1950.0,2019.0,70,available
EEZ_705,Slovenia,EEZ,1950.0,2019.0,70,available
EEZ_706,Somalia,EEZ,1950.0,2019.0,70,available
EEZ_711,Prince Edward Isl. (South Africa),EEZ,1950.0,2019.0,70,available
EEZ_723,Canary Isl. (Spain),EEZ,1950.0,2019.0,70,available
EEZ_736,Sudan,EEZ,1950.0,2019.0,70,available
EEZ_740,Suriname,EEZ,1950.0,2019.0,70,available
EEZ_744,Svalbard Isl. (Norway),EEZ,1950.0,2019.0,70,available
EEZ_760,Syria,EEZ,1950.0,2019.0,70,available
EEZ_768,Togo,EEZ,1950.0,2019.0,70,available
EEZ_772,Tokelau (New Zealand),EEZ,1950.0,2019.0,70,available
EEZ_776,Tonga,EEZ,1950.0,2019.0,70,available
EEZ_780,Trinidad & Tobago,EEZ,1950.0,2019.0,70,available
EEZ_784,United Arab Emirates,EEZ,1950.0,2019.0,70,available
EEZ_788,Tunisia,EEZ,1950.0,2019.0,70,available
EEZ_793,Turkey (Mediterranean Sea),EEZ,1950.0,2019.0,70,available
EEZ_794,Turkey (Black Sea),EEZ,1950.0,2019.0,70,available
EEZ_796,Turks & Caicos Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_798,Tuvalu,EEZ,1950.0,2019.0,70,available
EEZ_804,Ukraine,EEZ,1950.0,2019.0,70,available
EEZ_826,United Kingdom (UK),EEZ,1950.0,2019.0,70,available
EEZ_830,Channel Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_834,Tanzania,EEZ,1950.0,2019.0,70,available
EEZ_842,Hawaii Main Islands (USA),EEZ,1950.0,2019.0,70,available
EEZ_844,Palmyra Atoll & Kingman Reef (USA),EEZ,1950.0,2019.0,68,available
EEZ_845,Jarvis Isl. (USA),EEZ,1950.0,2019.0,67,available
EEZ_846,Howland & Baker Isl. (USA),EEZ,1950.0,2019.0,70,available
EEZ_848,USA (West Coast),EEZ,1950.0,2019.0,70,available
EEZ_850,US Virgin Isl.,EEZ,1950.0,2019.0,70,available
EEZ_851,USA (East Coast),EEZ,1950.0,2019.0,70,available
EEZ_852,USA (Gulf of Mexico),EEZ,1950.0,2019.0,70,available
EEZ_855,Ascension Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_856,Tristan da Cunha Isl. (UK),EEZ,1950.0,2019.0,70,available
EEZ_858,Uruguay,EEZ,1950.0,2019.0,70,available
EEZ_862,Venezuela,EEZ,1950.0,2019.0,70,available
EEZ_872,Wake Isl. (USA),EEZ,1950.0,2019.0,70,available
EEZ_876,Wallis & Futuna Isl. (France),EEZ,1950.0,2019.0,70,available
EEZ_882,Samoa,EEZ,1950.0,2019.0,70,available
EEZ_891,Montenegro,EEZ,1950.0,2019.0,70,available
EEZ_895,St Paul & Amsterdam Isl. (France),EEZ,1950.0,2019.0,70,available
EEZ_896,Crozet Isl. (France),EEZ,1950.0,2019.0,58,available
EEZ_897,Kerguelen Isl. (France),EEZ,1952.0,2019.0,57,available
EEZ_898,Clipperton Isl. (France),EEZ,1950.0,2019.0,67,available
EEZ_899,Corsica (France),EEZ,1950.0,2019.0,70,available
EEZ_900,Crete (Greece),EEZ,1950.0,2019.0,70,available
EEZ_901,Sicily (Italy),EEZ,1950.0,2019.0,70,available
EEZ_902,Sardinia (Italy),EEZ,1950.0,2019.0,70,available
EEZ_903,Balearic Islands (Spain),EEZ,1950.0,2019.0,70,available
EEZ_904,St Barthelemy (France),EEZ,1950.0,2019.0,70,available
EEZ_905,St Martin (France),EEZ,1950.0,2019.0,70,available
EEZ_906,Curaçao (Netherlands),EEZ,1950.0,2019.0,70,available
EEZ_907,Bonaire (Netherlands),EEZ,1950.0,2019.0,70,available
EEZ_908,Saba and Sint Eustatius (Netherlands),EEZ,1950.0,2019.0,70,available
EEZ_909,Sint Maarten (Netherlands),EEZ,1950.0,2019.0,70,available
EEZ_910,South Orkney Islands (UK),EEZ,1950.0,2019.0,69,available
EEZ_911,Musandam (Oman),EEZ,1950.0,2019.0,70,available
EEZ_912,Russia (Kara Sea),EEZ,1950.0,2019.0,70,available
EEZ_913,Russia (Laptev to Chukchi Sea),EEZ,1950.0,2019.0,70,available
EEZ_914,Sweden (Baltic),EEZ,1950.0,2019.0,70,available
EEZ_915,Sweden (West Coast),EEZ,1950.0,2019.0,70,available
EEZ_916,Yemen (Red Sea),EEZ,1950.0,2019.0,70,available
EEZ_917,Yemen (Arabian Sea),EEZ,1950.0,2019.0,70,available
EEZ_918,France (Mediterranean),EEZ,1950.0,2019.0,70,available
EEZ_919,France (Atlantic Coast),EEZ,1950.0,2019.0,70,available
EEZ_920,Honduras (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_921,Honduras (Caribbean),EEZ,1950.0,2019.0,70,available
EEZ_922,Iran (Persian Gulf),EEZ,1950.0,2019.0,70,available
