unit_id,region_name,region_type,first_year,last_year,year_count,source_data_status
EEZ_923,Iran (Sea of Oman),EEZ,1950.0,2019.0,70,available
EEZ_924,Canada (Arctic),EEZ,1950.0,2019.0,70,available
EEZ_925,Canada (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_926,Canada (East Coast),EEZ,1950.0,2019.0,70,available
EEZ_927,Colombia (Caribbean),EEZ,1950.0,2019.0,70,available
EEZ_928,Colombia (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_929,Costa Rica (Caribbean),EEZ,1950.0,2019.0,70,available
EEZ_930,Costa Rica (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_931,Denmark (Baltic Sea),EEZ,1950.0,2019.0,70,available
EEZ_932,Denmark (North Sea),EEZ,1950.0,2019.0,70,available
EEZ_933,Egypt (Mediterranean),EEZ,1950.0,2019.0,70,available
EEZ_934,Egypt (Red Sea),EEZ,1950.0,2019.0,70,available
EEZ_935,Guatemala (Caribbean),EEZ,1950.0,2019.0,70,available
EEZ_936,Guatemala (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_937,Indonesia (Central),EEZ,1950.0,2019.0,70,available
EEZ_938,Indonesia (Indian Ocean),EEZ,1950.0,2019.0,70,available
EEZ_939,Israel (Mediterranean),EEZ,1950.0,2019.0,70,available
EEZ_940,Israel (Red Sea),EEZ,1950.0,2019.0,70,available
EEZ_941,Kiribati (Gilbert Islands),EEZ,1950.0,2019.0,70,available
EEZ_942,Kiribati (Line Islands),EEZ,1950.0,2019.0,70,available
EEZ_943,Kiribati (Phoenix Islands),EEZ,1950.0,2019.0,70,available
EEZ_944,Mexico (Atlantic),EEZ,1950.0,2019.0,70,available
EEZ_945,Mexico (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_946,Morocco (Central),EEZ,1950.0,2019.0,70,available
EEZ_947,Morocco (Mediterranean),EEZ,1950.0,2019.0,70,available
EEZ_948,Morocco (South),EEZ,1950.0,2019.0,70,available
EEZ_949,Nicaragua (Caribbean),EEZ,1950.0,2019.0,70,available
EEZ_950,Nicaragua (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_951,Panama (Caribbean),EEZ,1950.0,2019.0,70,available
EEZ_952,Panama (Pacific),EEZ,1950.0,2019.0,70,available
EEZ_953,South Africa (Atlantic and Cape),EEZ,1950.0,2019.0,70,available
EEZ_954,South Africa (Indian Ocean Coast),EEZ,1950.0,2019.0,70,available
EEZ_956,Thailand (Andaman Sea),EEZ,1950.0,2019.0,70,available
EEZ_957,Thailand (Gulf of Thailand),EEZ,1950.0,2019.0,70,available
EEZ_958,"USA (Alaska, Arctic)",EEZ,1950.0,2019.0,70,available
EEZ_959,"USA (Alaska, Subarctic)",EEZ,1950.0,2019.0,70,available
EEZ_962,"Spain (mainland, Med and Gulf of Cadiz)",EEZ,1950.0,2019.0,70,available
EEZ_963,Spain (Northwest),EEZ,1950.0,2019.0,70,available
EEZ_966,Turkey (Marmara Sea),EEZ,1950.0,2019.0,70,available
EEZ_967,Aruba (Netherlands),EEZ,1950.0,2019.0,70,available
EEZ_968,United Arab Emirates (Fujairah),EEZ,1950.0,2019.0,70,available
EEZ_969,Fernando de Noronha (Brazil),EEZ,1950.0,2019.0,70,available
EEZ_970,St Paul and St. Peter Archipelago (Brazil),EEZ,1950.0,2019.0,70,available
EEZ_971,Japan (Ogasawara Islands),EEZ,1950.0,2019.0,70,available
EEZ_972,Glorieuse Islands (France),EEZ,1950.0,2019.0,61,available
EEZ_973,"Korea (North, Yellow Sea)",EEZ,1950.0,2019.0,70,available
EEZ_974,"Korea (North, Sea of Japan)",EEZ,1950.0,2019.0,70,available
EEZ_977,Yemen (Socotra),EEZ,1950.0,2019.0,70,available
HS_018,Arctic Sea,High Seas,,,0,empty_catch_archive
HS_021,"Atlantic, Northwest",High Seas,1950.0,2019.0,70,available
HS_027,"Atlantic, Northeast",High Seas,1950.0,2019.0,70,available
HS_031,"Atlantic, Western Central",High Seas,1950.0,2019.0,70,available
HS_034,"Atlantic, Eastern Central",High Seas,1950.0,2019.0,70,available
HS_041,"Atlantic, Southwest",High Seas,1950.0,2019.0,69,available
HS_047,"Atlantic, Southeast",High Seas,1950.0,2019.0,70,available
HS_048,"Atlantic, Antarctic",High Seas,1973.0,2019.0,45,available
HS_051,"Indian Ocean, Western",High Seas,1952.0,2019.0,68,available
HS_057,"Indian Ocean, Eastern",High Seas,1952.0,2019.0,68,available
HS_058,"Indian Ocean, Antarctic",High Seas,1952.0,2019.0,56,available
HS_061,"Pacific, Northwest",High Seas,1950.0,2019.0,70,available
HS_067,"Pacific, Northeast",High Seas,1961.0,2019.0,32,available
HS_071,"Pacific, Western Central",High Seas,1950.0,2019.0,70,available
HS_077,"Pacific, Eastern Central",High Seas,1950.0,2019.0,70,available
HS_081,"Pacific, Southwest",High Seas,1950.0,2019.0,70,available
HS_087,"Pacific, Southeast",High Seas,1950.0,2019.0,69,available
HS_088,"Pacific, Antarctic",High Seas,1976.0,2019.0,38,available
LME_001,East Bering Sea,LME,1950.0,2019.0,70,available
LME_002,Gulf of Alaska,LME,1950.0,2019.0,70,available
LME_003,California Current,LME,1950.0,2019.0,70,available
LME_004,Gulf of California,LME,1950.0,2019.0,70,available
LME_005,Gulf of Mexico,LME,1950.0,2019.0,70,available
LME_006,Southeast U.S. Continental Shelf,LME,1950.0,2019.0,70,available
LME_007,Northeast U.S. Continental Shelf,LME,1950.0,2019.0,70,available
LME_008,Scotian Shelf,LME,1950.0,2019.0,70,available
LME_009,Newfoundland-Labrador Shelf,LME,1950.0,2019.0,70,available
LME_010,Insular Pacific-Hawaiian,LME,1950.0,2019.0,70,available
LME_011,Pacific Central-American Coastal,LME,1950.0,2019.0,70,available
LME_012,Caribbean Sea,LME,1950.0,2019.0,70,available
LME_013,Humboldt Current,LME,1950.0,2019.0,70,available
LME_014,Patagonian Shelf,LME,1950.0,2019.0,70,available
LME_015,South Brazil Shelf,LME,1950.0,2019.0,70,available
LME_016,East Brazil Shelf,LME,1950.0,2019.0,70,available
LME_017,North Brazil Shelf,LME,1950.0,2019.0,70,available
LME_018,Canadian Eastern Arctic -West Greenland,LME,1950.0,2019.0,70,available
LME_019,Greenland Sea,LME,1950.0,2019.0,70,available
LME_020,Barents Sea,LME,1950.0,2019.0,70,available
LME_021,Norwegian Sea,LME,1950.0,2019.0,70,available
LME_022,North Sea,LME,1950.0,2019.0,70,available
LME_023,Baltic Sea,LME,1950.0,2019.0,70,available
LME_024,Celtic-Biscay Shelf,LME,1950.0,2019.0,70,available
LME_025,Iberian Coastal,LME,1950.0,2019.0,70,available
LME_026,Mediterranean Sea,LME,1950.0,2019.0,70,available
LME_027,Canary Current,LME,1950.0,2019.0,70,available
LME_028,Guinea Current,LME,1950.0,2019.0,70,available
LME_029,Benguela Current,LME,1950.0,2019.0,70,available
LME_030,Agulhas Current,LME,1950.0,2019.0,70,available
LME_031,Somali Coastal Current,LME,1950.0,2019.0,70,available
LME_032,Arabian Sea,LME,1950.0,2019.0,70,available
LME_033,Red Sea,LME,1950.0,2019.0,70,available
LME_034,Bay of Bengal,LME,1950.0,2019.0,70,available
LME_035,Gulf of Thailand,LME,1950.0,2019.0,70,available
LME_036,South China Sea,LME,1950.0,2019.0,70,available
LME_037,Sulu-Celebes Sea,LME,1950.0,2019.0,70,available
LME_038,Indonesian Sea,LME,1950.0,2019.0,70,available
LME_039,North Australian Shelf,LME,1950.0,2019.0,70,available
LME_040,Northeast Australian Shelf-Great Barrier Reef,LME,1950.0,2019.0,70,available
LME_041,East-Central Australian Shelf,LME,1950.0,2019.0,70,available
LME_042,Southeast Australian Shelf,LME,1950.0,2019.0,70,available
LME_043,Southwest Australian Shelf,LME,1950.0,2019.0,70,available
LME_044,West-Central Australian Shelf,LME,1950.0,2019.0,70,available
LME_045,Northwest Australian Shelf,LME,1950.0,2019.0,70,available
LME_046,New Zealand Shelf,LME,1950.0,2019.0,70,available
LME_047,East China Sea,LME,1950.0,2019.0,70,available
LME_048,Yellow Sea,LME,1950.0,2019.0,70,available
LME_049,Kuroshio Current,LME,1950.0,2019.0,70,available
LME_050,Sea of Japan / East Sea,LME,1950.0,2019.0,70,available
LME_051,Oyashio Current,LME,1950.0,2019.0,70,available
LME_052,Sea of Okhotsk,LME,1950.0,2019.0,70,available
LME_053,West Bering Sea,LME,1950.0,2019.0,70,available
LME_054,Northern Bering - Chukchi Seas,LME,1950.0,2019.0,70,available
LME_055,Beaufort Sea,LME,1950.0,2019.0,70,available
LME_056,East Siberian Sea,LME,1950.0,2019.0,70,available
LME_057,Laptev Sea,LME,1950.0,2019.0,70,available
LME_058,Kara Sea,LME,1950.0,2019.0,70,available
LME_059,Iceland Shelf and Sea,LME,1950.0,2019.0,70,available
LME_060,Faroe Plateau,LME,1950.0,2019.0,70,available
LME_061,Antarctic,LME,1981.0,2019.0,25,available
LME_062,Black Sea,LME,1950.0,2019.0,70,available
LME_063,Hudson Bay Complex,LME,1950.0,2019.0,70,available
LME_064,Central Arctic Ocean,LME,,,0,empty_catch_archive
LME_065,Aleutian Islands,LME,1950.0,2019.0,70,available
LME_066,Canadian High Arctic - North Greenland,LME,1950.0,2019.0,70,available
