functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,8076.69059857,4.139665583862841,1379.3217480187566,11140354.99462623
Jellyfish,3767.0,3.46,288.40315031266056,1086414.6672277923
Large bathypelagics (>=90 cm),47.84,4.22,1659.5869074375596,79394.63765181285
Large benthopelagics (>=90 cm),3793.4078753232,4.375286403738688,2372.938068826615,9001521.957941107
Large demersals (>=90 cm),33.4126766718,4.35,2238.7211385683377,74801.66556130783
Large pelagics (>=90 cm),8962.6151387176,4.460121834583015,2884.840686943604,25855716.813589223
Large rays (>=90 cm),304.6453952081,3.565363029936936,367.58944281535275,111984.43108080843
Large reef assoc. fish (>=90 cm),27.84,3.92,831.7637711026708,23156.303387498356
Large sharks (>=90 cm),13200.555843138298,4.446102352979674,2793.202055602727,36871819.71615248
"Lobsters, crabs",3.0429319229,2.6,39.810717055349734,121.14130180126318
Medium bathydemersals (30 - 89 cm),9784.405469395999,3.47,295.1209226666387,2887582.7698726533
Medium benthopelagics (30 - 89 cm),31.3228251101,3.7,501.18723362727246,15698.600066321884
Medium demersals (30 - 89 cm),44186.9237386056,3.492605699460117,310.8892459137866,13737239.40034509
Medium pelagics (30 - 89 cm),75677.1308165821,3.5725277926922767,373.70403982148173,28280849.508255478
Medium reef assoc. fish (30 - 89 cm),4642.6256137061,3.5019458406597614,317.6477918538784,1474719.7745979996
Other demersal invertebrates,11.2153495741,2.0004706389992686,10.010842737441102,112.27510083174214
Shrimps,7638.0000002002,2.7251414663976132,53.10574018580969,405621.64354984614
Small demersals (<30 cm),3918.4030777999997,2.547433538464949,35.27228041396553,138211.0121351072
Small pelagics (<30 cm),42989.6140311221,2.8374203758497134,68.77338106823882,2956541.107738867
Small to medium flatfishes (<90 cm),488.59315746,3.7618009494426294,577.8311488653759,282324.3455028733
Small to medium sharks (<90 cm),7.3120894871,3.61,407.3802778041126,2978.801046583329
