commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,3,3,18557.760900953,18557.760900953,0.0,1.0,29.518590854184712,547798.9512050179,2.470033451736964,29.51436553701575,547720.5387792655,78.41242575237993,1.000143161375557,0.00014316137555685235
Crustaceans,7,7,7641.0429321230995,7641.0429321230995,0.0,1.0,53.188400852525994,406414.854405124,2.72509163066624,53.09964659800132,405736.6793358924,678.1750692315982,1.0016714660117534,0.0016714660117533161
Flatfishes,2,2,488.59315746,488.59315746,0.0,1.0,579.9350414884118,283352.2930425192,3.7618009494426294,577.8311488653759,282324.3455028733,1027.9475396458874,1.0036410162850635,0.003641016285063612
Herring-likes,1,1,17272.185947,17272.185947,0.0,1.0,77.6247116628692,1340748.4539233367,2.89,77.6247116628692,1340748.4539233367,0.0,1.0,0.0
Molluscs,1,1,0.7037841310999999,0.7037841310999999,0.0,1.0,10.0,7.037841310999999,2.0,10.0,7.037841310999999,0.0,1.0,0.0
Other fishes & inverts,10,10,43945.71636813059,43945.71636813059,0.0,1.0,687.1060863467762,30195369.185411673,3.561087714511406,363.98854351595213,15995737.294600992,14199631.890810682,1.8877134969954434,0.8877134969954436
Perch-likes,27,27,112031.10301835249,112031.10301835249,0.0,1.0,639.5379275063526,71648139.44060783,3.615177867732605,412.2663305062138,46186651.743939795,25461487.696668036,1.5512737281287958,0.5512737281287957
Scorpionfishes,2,2,9812.245469395999,9812.245469395999,0.0,1.0,296.643523884378,2910739.073260152,3.4712767719722337,295.9898182136887,2904324.7527546124,6414.320505539421,1.002208541072914,0.0022085410729140212
Sharks & rays,18,18,13512.513327833498,13512.513327833498,0.0,1.0,2792.9963882793004,37740400.92121487,4.425793264084734,2665.589469803637,36018813.23725427,1721587.6839606017,1.0477969019306823,0.04779690193068224
Tuna & billfishes,11,11,4330.7317232155,4330.7317232155,0.0,1.0,2669.7699185982665,11562057.280159976,4.426135719226639,2667.6922016055223,11553059.245267635,8998.034892341122,1.0007788443477452,0.0007788443477451133
