unit_id,region_name,classification,group_name,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
HS_021,"Atlantic, Northwest",commercial,Cod-likes,11,11,29072.9492116375,29072.9492116375,0.0,1.0,1262.5161866961553,36705068.97468757,4.095965857393727,1247.2854534755938,36262266.641310185,442802.33337738365,1.012211104665833,0.012211104665833014
HS_021,"Atlantic, Northwest",commercial,Crustaceans,3,3,8.8019263176,8.8019263176,0.0,1.0,158.3847887551331,1394.0912404513224,3.1537593275554734,142.48177852407005,1254.1141161694666,139.97712428185582,1.1116143439238195,0.11161434392381955
HS_021,"Atlantic, Northwest",commercial,Flatfishes,5,5,15789.6647557821,15789.6647557821,0.0,1.0,1835.4040135079313,28980414.064707194,4.157987624509237,1438.7575793816582,22717499.843276933,6262914.221430261,1.2756867729563877,0.2756867729563877
HS_021,"Atlantic, Northwest",commercial,Molluscs,1,1,3.4029850746,3.4029850746,0.0,1.0,12.589254117941673,42.841043863702104,2.1,12.589254117941675,42.841043863702104,0.0,1.0,0.0
HS_021,"Atlantic, Northwest",commercial,Other fishes & inverts,8,8,4263.8936655488,4263.8936655488,0.0,1.0,240.17457173037587,1024078.8350270455,3.31614458092747,207.08306340448553,882980.1622928263,141098.67273421912,1.1597982364267727,0.1597982364267726
HS_021,"Atlantic, Northwest",commercial,Perch-likes,9,9,122.1513190902,122.1513190902,0.0,1.0,430.45796849551374,52581.00866461476,3.4775297234903038,300.28229296293915,36679.8781848529,15901.130479761858,1.4335109947646525,0.4335109947646525
HS_021,"Atlantic, Northwest",commercial,"Salmon, smelts, etc",2,2,13.795119683300001,13.795119683300001,0.0,1.0,141.36726683797556,1950.1783653308803,3.1501758745325668,141.31096902526767,1949.4017302666668,0.7766350642134512,1.0003983966219765,0.0003983966219765343
HS_021,"Atlantic, Northwest",commercial,Scorpionfishes,4,4,32837.70405282581,32837.70405282581,0.0,1.0,616.209038713864,20234890.047962144,3.7896598092663534,616.1122009467498,20231710.118024513,3179.929937630892,1.0001571755387497,0.0001571755387498301
HS_021,"Atlantic, Northwest",commercial,Sharks & rays,11,11,4212.114304450501,4212.114304450501,0.0,1.0,2334.5163995703488,9833249.920604547,4.36391560403777,2311.6155328571845,9736788.852337712,96461.06826683506,1.0099068665994206,0.009906866599420574
HS_021,"Atlantic, Northwest",commercial,Tuna & billfishes,13,13,1420.622132477,1420.622132477,0.0,1.0,3321.2043545295387,4718176.4125236515,4.520045156948439,3311.6555353045724,4704611.148593643,13565.263930008747,1.002883397479952,0.0028833974799519473
HS_027,"Atlantic, Northeast",commercial,Anchovies,1,1,0.07326971709999999,0.07326971709999999,0.0,1.0,128.82495516931337,9.438968020675771,3.11,128.82495516931337,9.438968020675771,0.0,1.0,0.0
HS_027,"Atlantic, Northeast",commercial,Cod-likes,15,15,26895.4619577919,26895.4619577919,0.0,1.0,1307.3525109358495,35161849.72329886,4.115325022338194,1304.1424225471037,35075512.9131582,86336.8101406619,1.0024614553849696,0.00246145538496954
HS_027,"Atlantic, Northeast",commercial,Crustaceans,14,14,262.8419529171,262.8419529171,0.0,1.0,193.91966245832478,50970.22278957093,3.131419850663356,135.33803003844992,35572.51211925932,15397.710670311608,1.43285418299078,0.4328541829907798
HS_027,"Atlantic, Northeast",commercial,Flatfishes,9,9,37.10074451359999,37.10074451359999,0.0,1.0,197.60665370998913,7331.353973481733,3.2604988607764254,182.17922942343475,6758.985046523371,572.368926958362,1.0846826739545419,0.08468267395454177
HS_027,"Atlantic, Northeast",commercial,Herring-likes,5,5,54.4192684623,54.4192684623,0.0,1.0,227.25012616669702,12366.785623957032,3.336320608158051,216.9304954566552,11805.19886991547,561.586754041562,1.0475711388033215,0.04757113880332142
HS_027,"Atlantic, Northeast",commercial,Molluscs,10,10,24.851964369300003,24.851964369300003,0.0,1.0,15.373019849752227,382.04974155458405,2.1771318259126002,15.03598299629767,373.6737136813904,8.376027873193664,1.022415352128128,0.022415352128128046
HS_027,"Atlantic, Northeast",commercial,Other fishes & inverts,20,20,699326.3505697721,699326.3505697721,0.0,1.0,193.6117318078214,135397785.8326572,3.2814500592734386,191.18334649329222,133699551.99287027,1698233.839786917,1.0127018663449034,0.012701866344903518
HS_027,"Atlantic, Northeast",commercial,Perch-likes,22,22,301.6978233262,301.6978233262,0.0,1.0,550.5154600788337,166089.3160132057,3.6960160587380875,496.61068409089046,149826.3624307568,16262.953582448914,1.1085453408772767,0.1085453408772768
HS_027,"Atlantic, Northeast",commercial,"Salmon, smelts, etc",4,4,0.8265607651,0.8265607651,0.0,1.0,458.00123840575577,378.565854033409,3.644665432086573,441.23040524257345,364.70374134268457,13.862112690724416,1.0380092418018252,0.03800924180182521
HS_027,"Atlantic, Northeast",commercial,Scorpionfishes,3,3,32.4389876712,32.4389876712,0.0,1.0,543.8131812090338,17640.7490806759,3.734988275697939,543.2356659940796,17622.01507173807,18.734008937830367,1.0010631025374548,0.0010631025374547372
