commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,3,3,196639.1309704637,196639.1309704637,0.0,1.0,438.00951669961427,86129810.72060496,3.023159178267672,428.73681459387234,84306434.63678388,1823376.0838210732,1.0216279586685963,0.02162795866859625
Cod-likes,3,3,56859.5770404601,56859.5770404601,0.0,1.0,18693.864874999435,1062925250.0439813,4.280101774024834,18514.449217310437,1052723751.633349,10201498.410632372,1.0096905749440954,0.009690574944095524
Crustaceans,19,19,43579.7176429081,43579.7176429081,0.0,1.0,736.60801711775,32101169.399493963,2.975826847052228,372.05744063743435,16214158.209922431,15887011.189571531,1.9798233731214798,0.9798233731214798
Flatfishes,5,5,195.7302660675,195.7302660675,0.0,1.0,5581.085424731449,1092387.3351281327,3.592647457243451,2361.0876526338143,462136.3144587055,630251.0206694272,2.363777311912033,1.3637773119120327
Herring-likes,9,9,55445.4766444321,55445.4766444321,0.0,1.0,861.3690100424451,47759015.32854599,3.2217120806004496,777.1664761204122,43090365.70056991,4668649.627976075,1.1083455559513695,0.10834555595136959
Molluscs,5,5,1379.9341931610002,1379.9341931610002,0.0,1.0,24.942997985463965,34419.69580008767,2.058533285249447,23.833265747364152,32888.33833948065,1531.3574606070179,1.0465623238486546,0.0465623238486545
Other fishes & inverts,44,44,180456.6257479621,180456.6257479621,0.0,1.0,2021.118655953599,364724252.8896428,3.2352636826173353,809.3662661073937,146055505.37596744,218668747.51367533,2.4971619655882957,1.497161965588296
Perch-likes,122,122,206388.76926308323,206388.76926308323,0.0,1.0,7280.126472750994,1502536342.790669,3.630644396251138,2645.7406343781495,546051153.3186353,956485189.4720336,2.751640269705463,1.7516402697054632
Scorpionfishes,7,7,3309.5462190985995,3309.5462190985995,0.0,1.0,4336.493765237409,14351826.544886118,3.765683831474443,3964.949162386513,13122182.509294443,1229644.035591675,1.0937072803796715,0.09370728037967145
Sharks & rays,34,34,17009.2373808311,17009.2373808311,0.0,1.0,13767.32609324203,234171717.6192637,4.1273441376016775,11715.707754768626,199275254.2853033,34896463.333960414,1.1751168927577882,0.1751168927577881
Tuna & billfishes,21,21,32951.680607846705,32951.680607846705,0.0,1.0,28080.934477176863,925313984.0618027,4.410690020679923,27378.523469186217,902168360.8710594,23145623.190743327,1.0256555474505844,0.025655547450584303
