year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1973,3,40.0,40.0,0.0,True
1974,3,200.0,200.0,0.0,True
1976,4,389.0,389.0,0.0,True
1978,3,6640.0,6640.0,0.0,True
1979,21,45734.48966296,45734.48966296,0.0,True
1980,16,77396.0,77396.0,0.0,True
1981,28,100133.825,100133.825,0.0,True
1982,14,66562.535,66562.535,0.0,True
1983,19,11971.0,11971.0,0.0,True
1984,2,23589.0,23589.0,0.0,True
1985,5,15955.7,15955.7,0.0,True
1986,18,41525.0912721051,41525.0912721051,0.0,True
1987,24,67838.907,67838.907,0.0,True
1988,19,80501.0,80501.0,0.0,True
1989,19,106553.66,106553.66,0.0,True
1990,10,42783.57,42783.57,0.0,True
1991,14,72168.51,72168.51,0.0,True
1992,8,72930.8,72930.8,0.0,True
1993,14,33422.1574117689,33422.157411768894,-7.275957614183426e-12,True
1994,6,45194.260998505495,45194.260998505495,0.0,True
1995,8,42417.997164191,42417.997164191,0.0,True
1996,7,60245.8440259094,60245.8440259094,0.0,True
1997,9,49011.105130766206,49011.105130766206,0.0,True
1998,12,55336.178488715996,55336.178488716,7.275957614183426e-12,True
1999,6,38037.2565419406,38037.256541940595,-7.275957614183426e-12,True
2000,7,73095.7,73095.7,0.0,True
2001,14,45078.792,45078.792,0.0,True
2002,5,10734.9,10734.9,0.0,True
2003,10,35343.39,35343.39,0.0,True
2004,15,13832.39427232,13832.39427232,0.0,True
2005,29,7142.5371725761,7142.5371725761,0.0,True
2006,33,90064.76842634201,90064.768426342,-1.4551915228366852e-11,True
2007,49,18449.1988027835,18449.1988027835,0.0,True
2008,10,2016.4608146431,2016.4608146431,0.0,True
2009,24,34946.4274467795,34946.4274467795,0.0,True
2010,29,155683.373154278,155683.373154278,0.0,True
2011,28,18187.0377734738,18187.0377734738,0.0,True
2012,33,64757.851817272,64757.851817272,0.0,True
2013,55,166266.599617924,166266.599617924,0.0,True
2014,48,135353.6982651363,135353.6982651363,0.0,True
2015,29,164589.0250396861,164589.02503968612,2.9103830456733704e-11,True
2016,33,143201.74205403522,143201.74205403522,0.0,True
2017,41,149682.9339840168,149682.9339840168,0.0,True
2018,50,153112.196817645,153112.196817645,0.0,True
2019,43,154127.61540295082,154127.6154029508,-2.9103830456733704e-11,True
