year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,121,5931.1073875086,5931.1073875085995,-9.094947017729282e-13,True
1951,120,5029.9081020942,5029.9081020942,0.0,True
1952,122,5930.5815629168,5930.5815629168,0.0,True
1953,119,5926.2053308063,5926.2053308063005,9.094947017729282e-13,True
1954,148,15733.4471913207,15733.4471913207,0.0,True
1955,149,19058.2222849026,19058.2222849026,0.0,True
1956,133,28719.642209345,28719.642209345,0.0,True
1957,158,38536.9745297261,38536.9745297261,0.0,True
1958,141,41524.3950522531,41524.3950522531,0.0,True
1959,189,57617.8932623388,57617.8932623388,0.0,True
1960,192,53194.1851561257,53194.1851561257,0.0,True
1961,213,53754.0732904942,53754.0732904942,0.0,True
1962,234,59238.71619904,59238.71619904,0.0,True
1963,219,56090.1290947307,56090.1290947307,0.0,True
1964,227,76663.2577067712,76663.2577067712,0.0,True
1965,182,85696.5969049213,85696.5969049213,0.0,True
1966,213,120810.6836575385,120810.68365753851,1.4551915228366852e-11,True
1967,161,123336.5272679606,123336.5272679606,0.0,True
1968,162,121287.61150588791,121287.6115058879,-1.4551915228366852e-11,True
1969,164,80477.1950110224,80477.1950110224,0.0,True
1970,160,99146.2218580035,99146.2218580035,0.0,True
1971,165,118306.4753454608,118306.4753454608,0.0,True
1972,169,105182.8792129559,105182.8792129559,0.0,True
1973,177,155098.7326932668,155098.7326932668,0.0,True
1974,183,114000.0454494884,114000.0454494884,0.0,True
1975,175,120499.7149079557,120499.7149079557,0.0,True
1976,184,203343.8867261461,203343.8867261461,0.0,True
1977,175,266095.6291432915,266095.6291432915,0.0,True
1978,175,179339.0815840736,179339.0815840736,0.0,True
1979,176,203086.44694673418,203086.4469467342,2.9103830456733704e-11,True
1980,177,244757.6606180592,244757.6606180592,0.0,True
1981,184,185032.7086286784,185032.7086286784,0.0,True
1982,200,154507.0397881277,154507.0397881277,0.0,True
1983,228,217243.7383394941,217243.7383394941,0.0,True
1984,229,164463.6285758469,164463.6285758469,0.0,True
1985,250,338471.4054702019,338471.4054702019,0.0,True
1986,333,202453.46725604282,202453.46725604282,0.0,True
1987,336,227356.9660274217,227356.9660274217,0.0,True
1988,309,162058.0379160889,162058.03791608888,-2.9103830456733704e-11,True
1989,303,252961.97272946988,252961.9727294699,2.9103830456733704e-11,True
1990,310,178832.7171505704,178832.7171505704,0.0,True
1991,323,171162.6845994943,171162.6845994943,0.0,True
1992,317,174538.7257560266,174538.7257560266,0.0,True
1993,325,202352.7888469506,202352.7888469506,0.0,True
1994,312,192648.9647930605,192648.9647930605,0.0,True
1995,311,212491.386947733,212491.386947733,0.0,True
1996,323,178861.3696590185,178861.3696590185,0.0,True
1997,323,200212.4748769741,200212.4748769741,0.0,True
1998,326,264440.8139474774,264440.8139474774,0.0,True
1999,427,164258.034686966,164258.03468696598,-2.9103830456733704e-11,True
2000,441,248826.42022123092,248826.4202212309,-2.9103830456733704e-11,True
2001,445,318433.66438159643,318433.66438159643,0.0,True
2002,435,265121.464825309,265121.464825309,0.0,True
2003,443,240306.9846903311,240306.9846903311,0.0,True
2004,450,197503.6897167717,197503.6897167717,0.0,True
2005,437,161002.5693348416,161002.5693348416,0.0,True
2006,431,146140.6180598258,146140.6180598258,0.0,True
2007,430,155470.1616101257,155470.1616101257,0.0,True
2008,429,162552.8894511325,162552.8894511325,0.0,True
2009,425,180212.983901575,180212.983901575,0.0,True
2010,418,115913.9254275609,115913.9254275609,0.0,True
2011,446,92434.0144897951,92434.0144897951,0.0,True
2012,443,120455.1119076638,120455.1119076638,0.0,True
2013,450,171203.7918462788,171203.7918462788,0.0,True
2014,480,97609.3563315208,97609.3563315208,0.0,True
2015,441,69167.0486282004,69167.0486282004,0.0,True
2016,484,71575.0007882352,71575.00078823521,1.4551915228366852e-11,True
2017,483,73570.8126537769,73570.8126537769,0.0,True
2018,409,102961.0467754168,102961.0467754168,0.0,True
2019,408,303382.6234939234,303382.6234939234,0.0,True
