system,layer,region_id,title,water_area_km2,common_area_km2,common_area_pct_of_water,ensemble_basis,n_models,baseline_central_tC_yr,common_antoinemorel_tC_yr,own_antoinemorel_tC_yr,scaled_antoinemorel_tC_yr,scaled_median_tC_yr,scaled_min_tC_yr,scaled_max_tC_yr,scaled_mean_tC_yr,spread_pct,cv_pct,model_max,model_min,rate_antoinemorel_mgC_m2_d
EEZ,eez,238,Falkland Isl. (UK),547204.8415589053,547969.2774803247,100.1396983110094,common mask,1,82726315.34914853,81546430.38798681,81546430.38798681,82726315.34914853,82726315.34914853,82726315.34914853,82726315.34914853,82726315.34914853,,,Antoine-Morel,Antoine-Morel,414.19121707156467
EEZ,eez,239,South Georgia & Sandwich Isl. (UK),1271031.1796546066,1271175.7241638734,100.01137222371729,common mask,1,106180589.30906388,96614701.25824228,96614701.25824228,106180589.30906387,106180589.30906387,106180589.30906387,106180589.30906387,106180589.30906387,,,Antoine-Morel,Antoine-Morel,228.87379065985854
EEZ,eez,242,Fiji,1283570.2210105273,1284288.0089016333,100.05592120161069,common mask,1,151565391.7150862,151796745.5065484,151796745.5065484,151565391.7150862,151565391.7150862,151565391.7150862,151565391.7150862,151565391.7150862,,,Antoine-Morel,Antoine-Morel,323.50988028342323
EEZ,eez,258,French Polynesia,4783734.151111429,4784053.175842097,100.0066689477423,common mask,1,548309898.7936811,548374237.640935,548374237.640935,548309898.7936811,548309898.7936811,548309898.7936811,548309898.7936811,548309898.7936811,,,Antoine-Morel,Antoine-Morel,314.02641813939175
EEZ,eez,312,Guadeloupe  (France),90716.10044060712,90842.10469425889,100.13889954819462,common mask,1,15355108.64221079,15383203.294347148,15383203.294347148,15355108.64221079,15355108.64221079,15355108.64221079,15355108.64221079,15355108.64221079,,,Antoine-Morel,Antoine-Morel,463.74117269426097
EEZ,eez,316,Guam (USA),208440.39017232062,208474.5321452287,100.01637972989776,common mask,1,18962750.99802785,18965289.60810646,18965289.60810646,18962750.99802785,18962750.99802785,18962750.99802785,18962750.99802785,18962750.99802785,,,Antoine-Morel,Antoine-Morel,249.24508353395527
EEZ,eez,334,Heard & McDonald Isl. (Australia),414273.6063290094,414288.8597111039,100.0036819584597,common mask,1,27174405.803051356,26530716.075276956,26530716.075276956,27174405.803051356,27174405.803051356,27174405.803051356,27174405.803051356,27174405.803051356,,,Antoine-Morel,Antoine-Morel,179.7131792136128
EEZ,eez,393,Japan (Daito Islands),794362.6127079978,794384.2465375795,100.00272341991372,common mask,1,84932972.90695134,84935348.59725516,84935348.59725516,84932972.90695134,84932972.90695134,84932972.90695134,84932972.90695134,84932972.90695134,,,Antoine-Morel,Antoine-Morel,292.93054926659454
EEZ,eez,396,Johnston Atoll (USA),441315.5805130994,441315.51882354834,99.99998602144275,common mask,1,43828430.76626428,43828520.7761576,43828520.7761576,43828430.76626428,43828430.76626428,43828430.76626428,43828430.76626428,43828430.76626428,,,Antoine-Morel,Antoine-Morel,272.090761832391
EEZ,eez,462,Maldives,927677.1542446273,927677.0350944144,99.99998715606907,common mask,1,185618422.2318017,185619920.39112452,185619920.39112452,185618422.2318017,185618422.2318017,185618422.2318017,185618422.2318017,185618422.2318017,,,Antoine-Morel,Antoine-Morel,548.1903054591975
EEZ,eez,474,Martinique (France),47510.12471645912,47579.20311659477,100.14539721911468,common mask,1,9792210.444211727,9807498.06402847,9807498.06402847,9792210.444211727,9792210.444211727,9792210.444211727,9792210.444211727,9792210.444211727,,,Antoine-Morel,Antoine-Morel,564.6790864024828
EEZ,eez,480,Mauritius,2191851.726822586,2191993.833728325,100.00648341783344,common mask,1,315826871.5676921,315852100.60128963,315852100.60128963,315826871.5676921,315826871.5676921,315826871.5676921,315826871.5676921,315826871.5676921,,,Antoine-Morel,Antoine-Morel,394.7708184804126
EEZ,eez,488,Hawaii Northwest Islands (USA),1578387.4005096853,1578387.1792432424,99.999985981487,common mask,1,164949765.6894374,164949624.13697156,164949624.13697156,164949765.6894374,164949765.6894374,164949765.6894374,164949765.6894374,164949765.6894374,,,Antoine-Morel,Antoine-Morel,286.31574613843236
EEZ,eez,520,Nauru,308943.5051900903,308958.10982651234,100.00472728384857,common mask,1,65293962.42094397,65296074.28458579,65296074.28458579,65293962.42094397,65293962.42094397,65293962.42094397,65293962.42094397,65293962.42094397,,,Antoine-Morel,Antoine-Morel,579.0300338778471
EEZ,eez,540,New Caledonia (France),1366908.3379088638,1367585.9802790766,100.04957482161895,common mask,1,172449829.65745357,172635775.0456636,172635775.0456636,172449829.65745357,172449829.65745357,172449829.65745357,172449829.65745357,172449829.65745357,,,Antoine-Morel,Antoine-Morel,345.64518602289064
EEZ,eez,548,Vanuatu,813309.0310644727,814387.3241632642,100.13258098184157,common mask,1,100554332.68998843,100703262.01699075,100703262.01699075,100554332.68998843,100554332.68998843,100554332.68998843,100554332.68998843,100554332.68998843,,,Antoine-Morel,Antoine-Morel,338.72896023022975
EEZ,eez,554,New Zealand,3461333.639124696,3463938.7253396953,100.07526249956238,common mask,1,456106150.7303041,455337972.4267441,455337972.4267441,456106150.7303041,456106150.7303041,456106150.7303041,456106150.7303041,456106150.7303041,,,Antoine-Morel,Antoine-Morel,361.01861961154174
EEZ,eez,570,Niue (New Zealand),317773.70062973374,317803.561586543,100.00939692515462,common mask,1,30664116.320520446,30666824.57983711,30666824.57983711,30664116.320520446,30664116.320520446,30664116.320520446,30664116.320520446,30664116.320520446,,,Antoine-Morel,Antoine-Morel,264.3745452313436
EEZ,eez,574,Norfolk Isl. (Australia),430042.61130188167,430047.64512147673,100.00117053972392,common mask,1,54987399.72803033,54988376.23251413,54988376.23251413,54987399.72803033,54987399.72803033,54987399.72803033,54987399.72803033,54987399.72803033,,,Antoine-Morel,Antoine-Morel,350.31507635420814
EEZ,eez,580,Northern Marianas (USA),763570.4980662032,763672.3101140138,100.01333368013412,common mask,1,74634933.33449444,74644779.6707912,74644779.6707912,74634933.33449444,74634933.33449444,74634933.33449444,74634933.33449444,74634933.33449444,,,Antoine-Morel,Antoine-Morel,267.7935697194066
EEZ,eez,583,Micronesia (Federated States of),3004644.172975076,3004839.844722747,100.0065123101574,common mask,1,344744152.5221637,344775049.0885278,344775049.0885278,344744152.5221637,344744152.5221637,344744152.5221637,344744152.5221637,344744152.5221637,,,Antoine-Morel,Antoine-Morel,314.34821332696214
EEZ,eez,584,Marshall Isl.,1999833.495537512,1999833.2405409196,99.99998724910884,common mask,1,215234261.02404508,215235664.34536746,215235664.34536746,215234261.02404508,215234261.02404508,215234261.02404508,215234261.02404508,215234261.02404508,,,Antoine-Morel,Antoine-Morel,294.86600171015635
EEZ,eez,585,Palau,617159.5637455372,617192.655962625,100.0053620196513,common mask,1,79094636.03651027,79101320.05501553,79101320.05501553,79094636.03651027,79094636.03651027,79094636.03651027,79094636.03651027,79094636.03651027,,,Antoine-Morel,Antoine-Morel,351.1209186512545
EEZ,eez,598,Papua New Guinea,2400506.192197251,2406190.054660617,100.2367776630546,common mask,1,456870400.57883924,459260917.8216166,459260917.8216166,456870400.5788392,456870400.5788392,456870400.5788392,456870400.5788392,456870400.5788392,,,Antoine-Morel,Antoine-Morel,521.4315762574818
EEZ,eez,612,Pitcairn (UK),837948.9846344747,837957.9340815583,100.0010680181309,common mask,1,55503528.00976006,55504483.402168624,55504483.402168624,55503528.00976006,55503528.00976006,55503528.00976006,55503528.00976006,55503528.00976006,,,Antoine-Morel,Antoine-Morel,181.47221738927837
EEZ,eez,621,Madeira Isl. (Portugal),458701.3836361583,458756.0747070303,100.01192302286915,common mask,1,53082076.76442112,53088986.79007209,53088986.79007209,53082076.76442112,53082076.76442112,53082076.76442112,53082076.76442112,53082076.76442112,,,Antoine-Morel,Antoine-Morel,317.04798042453507
EEZ,eez,622,Azores Isl. (Portugal),956617.5196939092,956912.6924870386,100.03085588409711,common mask,1,123921078.27149816,123960547.82859187,123960547.82859187,123921078.27149816,123921078.27149816,123921078.27149816,123921078.27149816,123921078.27149816,,,Antoine-Morel,Antoine-Morel,354.90652898787624
EEZ,eez,626,Timor Leste,77941.48029072814,78141.9722162998,100.25723392065919,common mask,1,18549112.78759989,18605017.1783529,18605017.1783529,18549112.78759989,18549112.78759989,18549112.78759989,18549112.78759989,18549112.78759989,,,Antoine-Morel,Antoine-Morel,652.0210663148032
EEZ,eez,638,Réunion (France),314952.42924940115,315077.0602216074,100.03957136400035,common mask,1,38331662.45533188,38347903.10313615,38347903.10313615,38331662.45533188,38331662.45533188,38331662.45533188,38331662.45533188,38331662.45533188,,,Antoine-Morel,Antoine-Morel,333.4416360990135
EEZ,eez,654,Saint Helena (UK),446333.36187975656,446352.081977001,100.00419419627643,common mask,1,56003534.17048919,56005546.52038867,56005546.52038867,56003534.17048919,56003534.17048919,56003534.17048919,56003534.17048919,56003534.17048919,,,Antoine-Morel,Antoine-Morel,343.76623684800137
EEZ,eez,660,Anguilla (UK),90412.39567325941,90425.67937021986,100.01469234042692,common mask,1,11225518.924537282,11228229.040149396,11228229.040149396,11225518.924537282,11225518.924537282,11225518.924537282,11225518.924537282,11225518.924537282,,,Antoine-Morel,Antoine-Morel,340.1618344429228
EEZ,eez,690,Seychelles,1341247.6156472927,1341342.2597934236,100.0070564260489,common mask,1,257544211.20278895,257564688.76610774,257564688.76610774,257544211.20278895,257544211.20278895,257544211.20278895,257544211.20278895,257544211.20278895,,,Antoine-Morel,Antoine-Morel,526.0777878790499
EEZ,eez,711,Prince Edward Isl. (South Africa),472003.39807942585,472015.3804703747,100.00253862387382,common mask,1,41848483.08455955,41584090.19027032,41584090.19027032,41848483.08455955,41848483.08455955,41848483.08455955,41848483.08455955,41848483.08455955,,,Antoine-Morel,Antoine-Morel,242.9079510452351
EEZ,eez,723,Canary Isl. (Spain),444370.92272252217,444792.4132761932,100.09485106520668,common mask,1,63443328.80751451,63518159.236835554,63518159.236835554,63443328.80751451,63443328.80751451,63443328.80751451,63443328.80751451,63443328.80751451,,,Antoine-Morel,Antoine-Morel,391.1537193607206
EEZ,eez,772,Tokelau (New Zealand),320426.9692318663,320426.9269617339,99.99998680818518,common mask,1,44441730.886842914,44442016.99520241,44442016.99520241,44441730.886842914,44441730.886842914,44441730.886842914,44441730.886842914,44441730.886842914,,,Antoine-Morel,Antoine-Morel,379.9872623242335
EEZ,eez,776,Tonga,666294.9725173794,666451.5623097878,100.02350157195646,common mask,1,76252515.286735,76274707.00531507,76274707.00531507,76252515.286735,76252515.286735,76252515.286735,76252515.286735,76252515.286735,,,Antoine-Morel,Antoine-Morel,313.5413133859812
EEZ,eez,796,Turks & Caicos Isl. (UK),90797.46547904855,90861.63510115948,100.07067336271157,common mask,1,9750383.458110062,9760016.158980524,9760016.158980524,9750383.458110062,9750383.458110062,9750383.458110062,9750383.458110062,9750383.458110062,,,Antoine-Morel,Antoine-Morel,294.2084252720901
EEZ,eez,798,Tuvalu,755048.9446114263,755048.8392712025,99.99998604855689,common mask,1,93450919.12236884,93451785.68532588,93451785.68532588,93450919.12236884,93450919.12236884,93450919.12236884,93450919.12236884,93450919.12236884,,,Antoine-Morel,Antoine-Morel,339.09048841265763
EEZ,eez,842,Hawaii Main Islands (USA),895734.4237853414,896322.597533067,100.06566385438666,common mask,1,100164626.15559797,100244571.36475775,100244571.36475775,100164626.15559798,100164626.15559798,100164626.15559798,100164626.15559798,100164626.15559798,,,Antoine-Morel,Antoine-Morel,306.36718430816114
EEZ,eez,844,Palmyra Atoll & Kingman Reef (USA),352896.2312479594,352896.1877396738,99.9999876710824,common mask,1,59334129.84288334,59334325.97239281,59334325.97239281,59334129.84288334,59334129.84288334,59334129.84288334,59334129.84288334,59334129.84288334,,,Antoine-Morel,Antoine-Morel,460.6432300754586
EEZ,eez,845,Jarvis Isl. (USA),324452.7598786858,324452.71420598053,99.9999859231571,common mask,1,73209595.41303125,73209032.87667398,73209032.87667398,73209595.41303125,73209595.41303125,73209595.41303125,73209595.41303125,73209595.41303125,,,Antoine-Morel,Antoine-Morel,618.1924113800121
EEZ,eez,846,Howland & Baker Isl. (USA),435124.7728929609,435124.7145057955,99.99998658151202,common mask,1,97094201.02061781,97093085.15296616,97093085.15296616,97094201.0206178,97094201.0206178,97094201.0206178,97094201.0206178,97094201.0206178,,,Antoine-Morel,Antoine-Morel,611.3453570499561
EEZ,eez,855,Ascension Isl. (UK),443464.8976272523,443476.6630971624,100.00265307806166,common mask,1,73128771.80711415,73130962.13764788,73130962.13764788,73128771.80711415,73128771.80711415,73128771.80711415,73128771.80711415,73128771.80711415,,,Antoine-Morel,Antoine-Morel,451.7895340612711
EEZ,eez,856,Tristan da Cunha Isl. (UK),812788.9758704035,812788.8652357397,99.99998638826719,common mask,1,106890374.46919088,106889815.4460233,106889815.4460233,106890374.46919088,106890374.46919088,106890374.46919088,106890374.46919088,106890374.46919088,,,Antoine-Morel,Antoine-Morel,360.30304261677867
EEZ,eez,872,Wake Isl. (USA),408603.83248243737,408603.7630892948,99.99998301701133,common mask,1,38058226.34634237,38058255.65615501,38058255.65615501,38058226.34634237,38058226.34634237,38058226.34634237,38058226.34634237,38058226.34634237,,,Antoine-Morel,Antoine-Morel,255.18388470360713
EEZ,eez,876,Wallis & Futuna Isl. (France),262523.71354493906,262529.1739738075,100.00207997547905,common mask,1,25647352.893334933,25647764.03642291,25647764.03642291,25647352.893334933,25647352.893334933,25647352.893334933,25647352.893334933,25647352.893334933,,,Antoine-Morel,Antoine-Morel,267.65856427550426
EEZ,eez,882,Samoa,131929.1470305049,132106.98208344134,100.13479587865093,common mask,1,12889440.910340117,12911965.101479802,12911965.101479802,12889440.910340117,12889440.910340117,12889440.910340117,12889440.910340117,12889440.910340117,,,Antoine-Morel,Antoine-Morel,267.67046960814963
EEZ,eez,895,St Paul & Amsterdam Isl. (France),508610.7296478754,508618.84425850434,100.00159544621376,common mask,1,58583077.66629051,58583985.106481634,58583985.106481634,58583077.66629051,58583077.66629051,58583077.66629051,58583077.66629051,58583077.66629051,,,Antoine-Morel,Antoine-Morel,315.56861326635936
EEZ,eez,896,Crozet Isl. (France),572912.5098699178,572927.6615126079,100.00264466954887,common mask,1,55451491.53896681,55138830.77245488,55138830.77245488,55451491.53896681,55451491.53896681,55451491.53896681,55451491.53896681,55451491.53896681,,,Antoine-Morel,Antoine-Morel,265.1746855061707
EEZ,eez,897,Kerguelen Isl. (France),565310.5122014816,565806.1029365873,100.08766699440557,common mask,1,45699101.35556698,45191719.80851534,45191719.80851534,45699101.35556698,45699101.35556698,45699101.35556698,45699101.35556698,45699101.35556698,,,Antoine-Morel,Antoine-Morel,221.47654202455166
EEZ,eez,898,Clipperton Isl. (France),433007.8258485206,433007.76178770495,99.99998520562174,common mask,1,80373767.34860815,80372730.4613131,80372730.4613131,80373767.34860815,80373767.34860815,80373767.34860815,80373767.34860815,80373767.34860815,,,Antoine-Morel,Antoine-Morel,508.54069875861154
EEZ,eez,904,St Barthelemy (France),4213.789970786073,4213.783912619675,99.99985622998676,common mask,1,706029.1488447926,706268.0920526613,706268.0920526613,706029.1488447926,706029.1488447926,706029.1488447926,706029.1488447926,706029.1488447926,,,Antoine-Morel,Antoine-Morel,459.0467129595375
EEZ,eez,905,St Martin (France),1073.5537136366827,1073.6728132524615,100.01109395964691,common mask,1,194645.98587765952,194712.79085680997,194712.79085680997,194645.98587765955,194645.98587765955,194645.98587765955,194645.98587765955,194645.98587765955,,,Antoine-Morel,Antoine-Morel,496.73962919930574
EEZ,eez,909,Sint Maarten (Netherlands),480.60260354662245,480.59889244578704,99.99922782340171,common mask,1,87410.5710919335,87434.76015032713,87434.76015032713,87410.5710919335,87410.5710919335,87410.5710919335,87410.5710919335,87410.5710919335,,,Antoine-Morel,Antoine-Morel,498.29321548191973
EEZ,eez,910,South Orkney Islands (UK),493310.4933079661,493689.5081686287,100.07683089368747,common mask,1,37056832.06299237,29476722.172468957,29476722.172468957,37056832.06299237,37056832.06299237,37056832.06299237,37056832.06299237,37056832.06299237,,,Antoine-Morel,Antoine-Morel,205.80459705017603
EEZ,eez,930,Costa Rica (Pacific),546466.7357617749,546890.0503382792,100.07746392393202,common mask,1,140609822.43218082,140983073.48556402,140983073.48556402,140609822.43218082,140609822.43218082,140609822.43218082,140609822.43218082,140609822.43218082,,,Antoine-Morel,Antoine-Morel,704.9512166337788
EEZ,eez,938,Indonesia (Indian Ocean),1410902.277324641,1414232.145999938,100.23600987317216,common mask,1,314535320.2898165,316498386.8012608,316498386.8012608,314535320.2898165,314535320.2898165,314535320.2898165,314535320.2898165,314535320.2898165,,,Antoine-Morel,Antoine-Morel,610.772707212423
EEZ,eez,941,Kiribati (Gilbert Islands),1054723.098295595,1054722.9560483906,99.99998651331286,common mask,1,223331791.14407575,223330056.9420155,223330056.9420155,223331791.14407575,223331791.14407575,223331791.14407575,223331791.14407575,223331791.14407575,,,Antoine-Morel,Antoine-Morel,580.1218556144602
EEZ,eez,942,Kiribati (Line Islands),1643942.3654763019,1644017.6429644492,100.0045790831679,common mask,1,319596406.22777116,319612718.16260046,319612718.16260046,319596406.22777116,319596406.22777116,319596406.22777116,319596406.22777116,319596406.22777116,,,Antoine-Morel,Antoine-Morel,532.6260888417228
EEZ,eez,943,Kiribati (Phoenix Islands),746256.6698416682,746277.9699622815,100.00285426200853,common mask,1,149514853.6774403,149519714.64497143,149519714.64497143,149514853.6774403,149514853.6774403,149514853.6774403,149514853.6774403,149514853.6774403,,,Antoine-Morel,Antoine-Morel,548.9126632388914
EEZ,eez,963,Spain (Northwest),286866.3569679856,287306.0572494743,100.15327704724112,common mask,1,48606910.15381589,48754640.03955014,48754640.03955014,48606910.15381589,48606910.15381589,48606910.15381589,48606910.15381589,48606910.15381589,,,Antoine-Morel,Antoine-Morel,464.22180093649445
EEZ,eez,969,Fernando de Noronha (Brazil),364838.63013953704,364838.58272802585,99.99998700479958,common mask,1,61780838.176959865,61781089.067128725,61781089.067128725,61780838.176959865,61780838.176959865,61780838.176959865,61780838.176959865,61780838.176959865,,,Antoine-Morel,Antoine-Morel,463.9381807872118
EEZ,eez,970,St Paul and St. Peter Archipelago (Brazil),413752.3627787826,413752.30687787774,99.99998648928442,common mask,1,80449931.98955148,80449775.32719816,80449775.32719816,80449931.98955148,80449931.98955148,80449931.98955148,80449931.98955148,80449931.98955148,,,Antoine-Morel,Antoine-Morel,532.7118160578549
EEZ,eez,971,Japan (Ogasawara Islands),1085346.3295299234,1085354.7433378084,100.00077521871647,common mask,1,112509019.57383773,112509645.21118225,112509645.21118225,112509019.57383773,112509019.57383773,112509019.57383773,112509019.57383773,112509019.57383773,,,Antoine-Morel,Antoine-Morel,284.00509667443686
HighSeas,highseas,21,"Atlantic, Northwest",2637207.8692605305,2637206.2681921013,99.99993928925937,common mask,1,383531716.69432926,382351129.30114675,382351129.30114675,383531716.6943292,383531716.6943292,383531716.6943292,383531716.6943292,383531716.6943292,,,Antoine-Morel,Antoine-Morel,398.44103258134186
HighSeas,highseas,27,"Atlantic, Northeast",5165751.521113436,5165750.11523654,99.99997278465894,common mask,1,747630724.0235641,742406770.7976964,742406770.7976964,747630724.0235641,747630724.0235641,747630724.0235641,747630724.0235641,747630724.0235641,,,Antoine-Morel,Antoine-Morel,396.51604323541324
HighSeas,highseas,31,"Atlantic, Western Central",7294043.286953618,7294043.669508337,100.00000524475526,common mask,1,908402791.2847857,908403872.9429142,908403872.9429142,908402791.2847857,908402791.2847857,908402791.2847857,908402791.2847857,908402791.2847857,,,Antoine-Morel,Antoine-Morel,341.2064711892728
HighSeas,highseas,34,"Atlantic, Eastern Central",9104599.556564048,9104599.142230483,99.9999954491841,common mask,1,1688829593.3475068,1688832400.5251365,1688832400.5251365,1688829593.3475068,1688829593.3475068,1688829593.3475068,1688829593.3475068,1688829593.3475068,,,Antoine-Morel,Antoine-Morel,508.1970232723816
HighSeas,highseas,41,"Atlantic, Southwest",12316026.404251738,12316028.23622318,100.00001487469564,common mask,1,1601366367.1378562,1599367526.672537,1599367526.672537,1601366367.1378562,1601366367.1378562,1601366367.1378562,1601366367.1378562,1601366367.1378562,,,Antoine-Morel,Antoine-Morel,356.2273229563389
HighSeas,highseas,47,"Atlantic, Southeast",14912931.185050102,14912932.578171274,100.0000093416992,common mask,1,1869845011.8908875,1868373764.7708385,1868373764.7708385,1869845011.8908875,1869845011.8908875,1869845011.8908875,1869845011.8908875,1869845011.8908875,,,Antoine-Morel,Antoine-Morel,343.5181845009763
