commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,4.9026608354,4.9026608354,0.0,1.0,218.73834916046212,1072.399937629048,3.339910262323508,218.73096164493845,1072.3637191460193,0.03621848302873332,1.00003377443901,3.377443900990611e-05
Cod-likes,2,2,0.3497773748,0.3497773748,0.0,1.0,776.6001552291183,271.6371635653135,3.8860999390976043,769.3074516238082,269.0863408430536,2.550822722259852,1.009479569695987,0.009479569695987044
Crustaceans,20,20,30493.668794595003,30493.668794595003,0.0,1.0,496.7635795117501,15148144.062848767,3.452789956829892,283.6546822688923,8649671.933143683,6498472.1297050845,1.75129694859343,0.7512969485934301
Flatfishes,5,5,2975.3840267695996,2975.3840267695996,0.0,1.0,1489.975291903449,4433248.683810893,4.162072344773832,1452.353530486144,4321309.4958309075,111939.18797998596,1.0259039969453663,0.025903996945366242
Herring-likes,9,9,1306.7959215621001,1306.7959215621001,0.0,1.0,1355.8564757809079,1771827.712774053,3.644860354785706,441.4284854135882,576856.944399812,1194970.768374241,3.0715201229267377,2.0715201229267377
Molluscs,14,14,4883.494476837201,4883.494476837201,0.0,1.0,75.65755622518789,369473.25795670506,2.6814485104581607,48.02291413529536,234519.635941342,134953.62201536304,1.5754470045703022,0.5754470045703022
Other fishes & inverts,47,47,21359.144613287295,21359.144613287295,0.0,1.0,225.02557251920774,4806353.745125526,3.267644692018786,185.2015819550524,3955747.3715875433,850606.3735379823,1.2150305096952165,0.21503050969521648
Perch-likes,135,135,50248.8680136869,50248.8680136869,0.0,1.0,1327.6145817092502,66711129.88935426,3.8684314422101926,738.6376523430238,37115705.90252415,29595423.986830108,1.797382759324467,0.7973827593244668
Scorpionfishes,4,4,12.592600627,12.592600627,0.0,1.0,383.7794215400649,4832.780984315118,3.568497387010557,370.2519777240771,4662.435286836203,170.3456974789151,1.0365357773350474,0.03653577733504734
Sharks & rays,30,30,1243.3850085454999,1243.3850085454999,0.0,1.0,1887.122216594446,2346419.473406688,4.2093414897602495,1619.352849259927,2013479.056315234,332940.4170914539,1.1653557885527508,0.16535578855275074
Tuna & billfishes,15,15,3070.9841406902,3070.9841406902,0.0,1.0,2880.509978444826,8846000.460903931,4.4547119374037765,2849.127846491587,8749626.431374487,96374.02952944487,1.011014645057744,0.011014645057743955
